Orthogroup	schistosoma_mansoni	s.mekongi
OG0004054	Smp_103560.1, Smp_103560.2	KAK4470150.1
OG0004055	Smp_196110.1	KAK4474528.1, KAK4474529.1
OG0004056	Smp_143460.1	KAK4469577.1
OG0004057	Smp_328060.1, Smp_147350.1	KAK4469234.1
OG0004058	Smp_066900.1	KAK4470488.1
OG0004059	Smp_211130.1	KAK4471827.1
OG0004060	Smp_028340.1	KAK4475610.1
OG0004061	Smp_080840.1	KAK4468771.1
OG0004062	Smp_080850.1	KAK4468773.1
OG0004063	Smp_048520.2, Smp_048520.1	KAK4475911.1
OG0004064	Smp_180000.1, Smp_350050.1	KAK4474382.1
OG0004065	Smp_153560.1, Smp_153560.2	KAK4474747.1, KAK4474748.1
OG0004066	Smp_316580.1	KAK4474883.1
OG0004067	Smp_153500.1	KAK4475257.1
OG0004068	Smp_042680.1	KAK4470354.1
OG0004069	Smp_032720.1	KAK4469746.1
OG0004071	Smp_316640.1	KAK4475465.1
OG0004072	Smp_019280.1	KAK4474051.1
OG0004073	Smp_200240.1	KAK4471293.1, KAK4471282.1
OG0004074	Smp_082360.1	KAK4467657.1
OG0004075	Smp_317630.1, Smp_131410.1	KAK4468475.1
OG0004076	Smp_169720.1, Smp_169720.2	KAK4468591.1
OG0004077	Smp_194910.1	KAK4469082.1, KAK4468956.1
OG0004078	Smp_169460.1	KAK4470381.1
OG0004079	Smp_126820.1	KAK4470650.1
OG0004080	Smp_136730.1	KAK4471202.1
OG0004081	Smp_144190.1	KAK4473487.1
OG0004082	Smp_083730.1	KAK4473541.1, KAK4473862.1
OG0004083	Smp_195060.1, Smp_195060.2	KAK4474295.1
OG0004084	Smp_244920.1	KAK4476142.1
OG0004089	Smp_085640.1	KAK4475210.1
OG0004090	Smp_059600.1	KAK4468577.1
OG0004091	Smp_156150.1	KAK4470132.1
OG0004092	Smp_151100.1	KAK4475087.1
OG0004093	Smp_080180.1	KAK4470851.1
OG0004094	Smp_332690.1	KAK4473562.1
OG0004095	Smp_244250.1	KAK4474917.1
OG0004096	Smp_119110.1	KAK4476129.1
OG0004097	Smp_211280.1	KAK4471866.1
OG0004098	Smp_125460.1	KAK4469601.1
OG0004099	Smp_332830.1	KAK4474926.1
OG0004100	Smp_079240.1	KAK4472843.1
OG0004101	Smp_181180.1, Smp_181180.2	KAK4473394.1
OG0004102	Smp_020590.1	KAK4468053.1
OG0004103	Smp_071020.1	KAK4473811.1
OG0004104	Smp_121460.1	KAK4473994.1
OG0004105	Smp_246710.1	KAK4472940.1
OG0004106	Smp_153090.1	KAK4467691.1
OG0004107	Smp_306230.1, Smp_306230.2	KAK4474811.1
OG0004108	Smp_179180.1	KAK4473438.1
OG0004109	Smp_068100.1	KAK4473886.1
OG0004110	Smp_153920.1	KAK4470669.1
OG0004111	Smp_155810.1	KAK4467345.1, KAK4470431.1
OG0004112	Smp_196030.1	KAK4474903.1
OG0004113	Smp_346480.1	KAK4473362.1
OG0004114	Smp_049010.1	KAK4469672.1
OG0004115	Smp_000070.1	KAK4474029.1
OG0004116	Smp_143940.1	KAK4468108.1
OG0004117	Smp_245370.1	KAK4475687.1
OG0004118	Smp_144210.1	KAK4473501.1
OG0004119	Smp_003190.1	KAK4473260.1
OG0004120	Smp_126110.1	KAK4472351.1
OG0004121	Smp_130080.1	KAK4469699.1
OG0004122	Smp_105360.1	KAK4472979.1
OG0004123	Smp_151320.1	KAK4474787.1
OG0004124	Smp_020220.1	KAK4472790.1
OG0004125	Smp_155790.1	KAK4470429.1
OG0004126	Smp_155860.1	KAK4470405.1
OG0004127	Smp_017640.1	KAK4472204.1
OG0004128	Smp_345350.1	KAK4474879.1, KAK4474880.1
OG0004129	Smp_128200.1	KAK4469631.1
OG0004130	Smp_211170.1	KAK4470228.1
OG0004131	Smp_176040.1	KAK4475483.1
OG0004132	Smp_174700.1	KAK4468891.1
OG0004133	Smp_164650.1	KAK4475507.1
OG0004134	Smp_173760.1	KAK4474790.1
OG0004135	Smp_196620.1	KAK4472269.1
OG0004136	Smp_197690.1	KAK4471144.1
OG0004137	Smp_071390.1	KAK4472403.1
OG0004138	Smp_125520.1	KAK4469596.1
OG0004139	Smp_012930.1	KAK4472730.1
OG0004141	Smp_129810.1	KAK4475160.1
OG0004142	Smp_125640.1	KAK4468004.1
OG0004143	Smp_341330.1	KAK4476289.1
OG0004144	Smp_018940.1	KAK4472038.1
OG0004145	Smp_070780.1	KAK4471729.1
OG0004146	Smp_129010.1	KAK4472719.1
OG0004147	Smp_021750.1	KAK4469962.1
OG0004148	Smp_335120.1	KAK4474605.1
OG0004149	Smp_323380.1, Smp_337410.1	KAK4475559.1
OG0004150	Smp_180380.1	KAK4474908.1
OG0004151	Smp_032640.1	KAK4469738.1
OG0004152	Smp_153490.1	KAK4475260.1
OG0004153	Smp_180260.1, Smp_052630.1	KAK4475494.1
OG0004154	Smp_091010.1	KAK4476017.1
OG0004155	Smp_242140.1	KAK4469315.1
OG0004156	Smp_138760.1	KAK4471168.1
OG0004157	Smp_032490.1	KAK4475010.1
OG0004158	Smp_104680.1	KAK4473559.1
OG0004159	Smp_115340.1	KAK4471523.1
OG0004160	Smp_174370.1	KAK4475868.1
OG0004161	Smp_025100.1	KAK4474702.1
OG0004162	Smp_166120.1	KAK4471030.1
OG0004163	Smp_313210.1	KAK4470484.1
OG0004164	Smp_305740.2, Smp_305740.1	KAK4474400.1
OG0004165	Smp_332490.1	KAK4474174.1
OG0004166	Smp_104790.1	KAK4475840.1
OG0004167	Smp_128440.1	KAK4476233.1
OG0004168	Smp_300370.1, Smp_332780.1	KAK4468492.1
OG0004169	Smp_006550.1	KAK4472617.1
OG0004170	Smp_247540.1	KAK4470817.1
OG0004171	Smp_169990.1	KAK4468663.1
OG0004172	Smp_042270.1	KAK4470777.1
OG0004173	Smp_164950.1	KAK4472842.1
OG0004174	Smp_002100.1	KAK4468808.1
OG0004175	Smp_122960.1	KAK4469422.1
OG0004176	Smp_157750.1	KAK4474621.1
OG0004177	Smp_005260.1, Smp_005260.2	KAK4468503.1
OG0004178	Smp_346440.1	KAK4471108.1
OG0004179	Smp_247710.1	KAK4468038.1
OG0004180	Smp_333600.1	KAK4471629.1
OG0004181	Smp_026630.1, Smp_026630.2	KAK4474567.1, KAK4469045.1
OG0004182	Smp_169780.1	KAK4471306.1
OG0004183	Smp_159620.1	KAK4468548.1
OG0004184	Smp_131940.1	KAK4474439.1
OG0004185	Smp_180590.1	KAK4469012.1
OG0004186	Smp_331490.1	KAK4468668.1
OG0004187	Smp_156390.1, Smp_156390.2	KAK4471049.1, KAK4471234.1
OG0004188	Smp_125660.1	KAK4468008.1, KAK4468007.1
OG0004189	Smp_154490.1	KAK4474832.1
OG0004190	Smp_342330.1	KAK4467744.1
OG0004191	Smp_015090.1	KAK4467942.1
OG0004192	Smp_084090.1	KAK4474922.1
OG0004193	Smp_129230.1	KAK4468189.1
OG0004194	Smp_020450.1, Smp_020450.2	KAK4472803.1
OG0004195	Smp_130450.1	KAK4475324.1
OG0004196	Smp_136150.1	KAK4472300.1, KAK4472299.1
OG0004197	Smp_162940.1	KAK4475428.1
OG0004198	Smp_198800.1, Smp_198800.2	KAK4468151.1
OG0004199	Smp_242670.1	KAK4472063.1
OG0004200	Smp_151060.1	KAK4470077.1
OG0004201	Smp_347380.1	KAK4471480.1
OG0004202	Smp_051280.1	KAK4475338.1
OG0004203	Smp_340190.1	KAK4470636.1
OG0004204	Smp_129360.1	KAK4471780.1
OG0004205	Smp_024380.1	KAK4475236.1
OG0004206	Smp_141440.1	KAK4468556.1
OG0004207	Smp_307600.1	KAK4471124.1, KAK4471125.1, KAK4467523.1
OG0004208	Smp_346790.1	KAK4471533.1
OG0004210	Smp_133110.1	KAK4472782.1
OG0004211	Smp_142410.1	KAK4469803.1
OG0004212	Smp_154870.1	KAK4469342.1
OG0004213	Smp_134020.1	KAK4469054.1
OG0004214	Smp_006340.1	KAK4471119.1
OG0004215	Smp_031950.1	KAK4474167.1
OG0004216	Smp_247220.1	KAK4473627.1
OG0004217	Smp_144660.1	KAK4467773.1
OG0004218	Smp_174300.1, Smp_318660.1, Smp_318660.2	KAK4475560.1
OG0004219	Smp_026320.1	KAK4471414.1
OG0004220	Smp_304380.1	KAK4475800.1
OG0004221	Smp_086910.1	KAK4470238.1
OG0004222	Smp_004480.1, Smp_004480.2	KAK4472066.1
OG0004223	Smp_052780.1	KAK4472276.1
OG0004224	Smp_129120.1	KAK4471399.1
OG0004225	Smp_311050.1	KAK4469457.1
OG0004226	Smp_055400.1	KAK4473013.1
OG0004227	Smp_157160.1	KAK4474713.1
OG0004228	Smp_181230.1	KAK4471173.1, KAK4471174.1
OG0004229	Smp_162040.1	KAK4473278.1
OG0004230	Smp_344510.1	KAK4468343.1
OG0004231	Smp_312990.1	KAK4470605.1
OG0004233	Smp_337550.1	KAK4469250.1
OG0004234	Smp_001030.1	KAK4471335.1
OG0004235	Smp_078920.1	KAK4475511.1
OG0004236	Smp_142780.1	KAK4471005.1
OG0004237	Smp_163880.1	KAK4475380.1
OG0004238	Smp_316180.1	KAK4467454.1
OG0004241	Smp_074900.1	KAK4471972.1
OG0004242	Smp_199100.1	KAK4469974.1
OG0004243	Smp_105020.1	KAK4474183.1
OG0004244	Smp_314500.1	KAK4472036.1
OG0004245	Smp_179350.1	KAK4468638.1
OG0004246	Smp_162000.1	KAK4473002.1
OG0004247	Smp_174880.1	KAK4476094.1
OG0004248	Smp_307270.1	KAK4475457.1
OG0004249	Smp_335710.1, Smp_201220.1	KAK4474377.1
OG0004250	Smp_127870.1, Smp_127870.2	KAK4467854.1
OG0004251	Smp_032770.1	KAK4469750.1
OG0004252	Smp_332500.1	KAK4473913.1
OG0004253	Smp_149430.1	KAK4468944.1
OG0004255	Smp_028140.1	KAK4474113.1
OG0004256	Smp_135890.1	KAK4467505.1, KAK4474689.1
OG0004257	Smp_123530.1	KAK4471250.1
OG0004258	Smp_082800.1	KAK4467479.1
OG0004259	Smp_163930.1	KAK4475383.1
OG0004260	Smp_031710.1	KAK4467833.1
OG0004261	Smp_139360.1, Smp_139360.2	KAK4467835.1
OG0004262	Smp_346830.1	KAK4470323.1
OG0004263	Smp_123710.1	KAK4475691.1
OG0004264	Smp_155590.1	KAK4469819.1
OG0004265	Smp_341100.1	KAK4471150.1, KAK4471149.1
OG0004266	Smp_342260.1, Smp_342260.2	KAK4470030.1
OG0004267	Smp_124020.1	KAK4473231.1
OG0004268	Smp_148010.1	KAK4473715.1
OG0004269	Smp_210070.1	KAK4471663.1
OG0004270	Smp_340090.1	KAK4469228.1
OG0004271	Smp_045650.1	KAK4468221.1
OG0004272	Smp_344190.1	KAK4470570.1
OG0004273	Smp_158670.1	KAK4468734.1
OG0004274	Smp_146340.1	KAK4469173.1
OG0004275	Smp_023940.1, Smp_023940.2	KAK4473884.1
OG0004276	Smp_139720.1	KAK4475017.1
OG0004277	Smp_214170.1, Smp_214170.3, Smp_214170.2	KAK4475888.1
OG0004278	Smp_212230.1	KAK4474175.1
OG0004280	Smp_056860.1	KAK4468341.1
OG0004281	Smp_041830.1	KAK4470815.1
OG0004282	Smp_133370.1	KAK4468056.1
OG0004283	Smp_148130.1	KAK4476111.1
OG0004284	Smp_170380.1	KAK4469760.1
OG0004285	Smp_141820.1	KAK4475897.1
OG0004286	Smp_065150.1	KAK4469280.1
OG0004287	Smp_135100.1	KAK4473906.1
OG0004289	Smp_247240.1	KAK4473631.1
OG0004290	Smp_074870.1	KAK4471970.1
OG0004291	Smp_319100.1, Smp_319100.2	KAK4473973.1
OG0004292	Smp_319110.1	KAK4473972.1
OG0004293	Smp_137090.1	KAK4470591.1
OG0004294	Smp_213080.1	KAK4469131.1
OG0004296	Smp_135350.1	KAK4475231.1
OG0004297	Smp_139600.1	KAK4474154.1
OG0004298	Smp_211270.1	KAK4471868.1
OG0004299	Smp_214350.1	KAK4470038.1
OG0004301	Smp_074700.2, Smp_074700.1	KAK4474875.1
OG0004302	Smp_135480.1	KAK4470466.1
OG0004303	Smp_172130.1	KAK4473613.1
OG0004304	Smp_075470.1	KAK4474503.1
OG0004305	Smp_028060.1	KAK4474103.1
OG0004306	Smp_012750.1, Smp_012750.2	KAK4472712.1
OG0004307	Smp_246160.1	KAK4467931.1
OG0004308	Smp_151480.1	KAK4470866.1
OG0004309	Smp_126470.1	KAK4467841.1
OG0004310	Smp_021290.1	KAK4469065.1
OG0004311	Smp_303350.1, Smp_323350.1, Smp_323330.1, Smp_323360.1	KAK4474588.1
OG0004312	Smp_059820.1	KAK4473653.1
OG0004313	Smp_043200.1	KAK4470539.1, KAK4473890.1
OG0004314	Smp_342400.1	KAK4472708.1
OG0004318	Smp_210900.1, Smp_210900.2	KAK4474496.1
OG0004319	Smp_115450.1	KAK4474490.1
OG0004320	Smp_171370.1	KAK4470056.1
OG0004321	Smp_053140.1	KAK4470184.1
OG0004322	Smp_175430.1	KAK4470898.1
OG0004323	Smp_047090.1	KAK4474540.1
OG0004324	Smp_157080.1	KAK4467578.1, KAK4474675.1
OG0004325	Smp_210680.1	KAK4471668.1
OG0004327	Smp_028930.1, Smp_028930.2	KAK4475040.1
OG0004328	Smp_127310.1	KAK4473995.1
OG0004329	Smp_179650.1	KAK4469965.1
OG0004330	Smp_009520.1	KAK4469664.1
OG0004331	Smp_335210.1	KAK4475372.1
OG0004332	Smp_144360.1	KAK4471965.1
OG0004333	Smp_062640.1	KAK4470414.1
OG0004334	Smp_068760.1	KAK4469256.1
OG0004335	Smp_053510.1	KAK4470516.1
OG0004336	Smp_248180.1	KAK4470114.1
OG0004337	Smp_164190.1	KAK4473330.1
OG0004338	Smp_059540.1	KAK4468431.1
OG0004340	Smp_203630.1	KAK4474482.1, KAK4474483.1
OG0004342	Smp_026820.1	KAK4473494.1
OG0004343	Smp_314310.1	KAK4468344.1
OG0004344	Smp_083450.1	KAK4472045.1, KAK4472046.1
OG0004345	Smp_098890.1, Smp_098890.2	KAK4471109.1
OG0004346	Smp_138010.1	KAK4472115.1
OG0004347	Smp_323430.1, Smp_323430.2	KAK4472980.1
OG0004348	Smp_104890.1	KAK4473851.1
OG0004349	Smp_130630.3, Smp_130630.1, Smp_130630.2	KAK4472687.1
OG0004350	Smp_157870.1	KAK4474462.1
OG0004351	Smp_156960.1	KAK4468044.1
OG0004352	Smp_342420.1	KAK4468190.1
OG0004353	Smp_014570.1	KAK4469694.1
OG0004354	Smp_327520.1, Smp_310090.1	KAK4469739.1
OG0004355	Smp_164560.1	KAK4471446.1
OG0004356	Smp_138470.1	KAK4471659.1
OG0004357	Smp_160880.1	KAK4472399.1
OG0004358	Smp_003860.1	KAK4473198.1
OG0004359	Smp_176380.1	KAK4474194.1
OG0004367	Smp_177020.1	KAK4471507.1
OG0004368	Smp_065890.1	KAK4467555.1
OG0004369	Smp_154600.1	KAK4473558.1
OG0004370	Smp_130470.1, Smp_130470.2	KAK4475326.1
OG0004371	Smp_073200.1	KAK4472648.1
OG0004372	Smp_306800.1	KAK4475116.1
OG0004373	Smp_038700.1	KAK4470252.1
OG0004374	Smp_245580.1	KAK4469638.1
OG0004375	Smp_196400.1	KAK4473312.1
OG0004377	Smp_341930.1	KAK4468800.1
OG0004378	Smp_341300.2, Smp_341300.1	KAK4468756.1
OG0004379	Smp_056780.1	KAK4468333.1
OG0004380	Smp_096290.1	KAK4475170.1
OG0004381	Smp_162760.1	KAK4475173.1
OG0004382	Smp_061680.1	KAK4472600.1
OG0004383	Smp_168350.1, Smp_010160.1	KAK4471680.1
OG0004384	Smp_337220.1	KAK4470699.1
OG0004385	Smp_093310.1	KAK4473127.1
OG0004386	Smp_332270.1	KAK4467705.1
OG0004387	Smp_340780.1	KAK4468407.1
OG0004388	Smp_061500.1, Smp_037930.1	KAK4474812.1
OG0004389	Smp_149180.1	KAK4470948.1
OG0004390	Smp_341840.1	KAK4472081.1
OG0004391	Smp_008320.1	KAK4468259.1
OG0004392	Smp_035410.1	KAK4472879.1
OG0004393	Smp_043130.1	KAK4470548.1
OG0004395	Smp_145680.1	KAK4468236.1
OG0004396	Smp_100080.1	KAK4471514.1
OG0004397	Smp_103710.1	KAK4474913.1
OG0004398	Smp_143220.1	KAK4470254.1
OG0004399	Smp_152390.1	KAK4476095.1
OG0004400	Smp_147070.1	KAK4468419.1
OG0004401	Smp_163590.1, Smp_163590.2, Smp_076930.1, Smp_163590.3	KAK4473082.1
OG0004402	Smp_337040.1	KAK4473977.1
OG0004403	Smp_147790.1	KAK4469815.1
OG0004404	Smp_245670.1	KAK4469236.1
OG0004405	Smp_032280.1	KAK4475027.1
OG0004406	Smp_006710.1	KAK4472598.1
OG0004407	Smp_132730.1	KAK4474052.1
OG0004408	Smp_344760.1	KAK4468490.1
OG0004409	Smp_019130.1	KAK4474040.1
OG0004410	Smp_127740.1	KAK4467753.1
OG0004411	Smp_151380.1	KAK4473790.1
OG0004412	Smp_013870.1	KAK4469393.1
OG0004413	Smp_334790.1	KAK4468509.1
OG0004414	Smp_171460.1	KAK4474822.1
OG0004415	Smp_343960.1	KAK4469231.1
OG0004416	Smp_055870.1, Smp_055870.2	KAK4474938.1
OG0004417	Smp_000340.1	KAK4471580.1
OG0004418	Smp_319810.1	KAK4473058.1
OG0004419	Smp_242830.1	KAK4468302.1
OG0004421	Smp_004160.1	KAK4469371.1
OG0004422	Smp_057650.1	KAK4475530.1
OG0004423	Smp_128870.1	KAK4472691.1
OG0004424	Smp_181270.1	KAK4467609.1
OG0004425	Smp_300490.1	KAK4467896.1
OG0004426	Smp_018930.1	KAK4471043.1
OG0004428	Smp_131450.1, Smp_027610.1	KAK4470592.1
OG0004429	Smp_121660.1	KAK4474871.1
OG0004430	Smp_317760.1	KAK4468918.1
OG0004431	Smp_052640.1	KAK4472260.1
OG0004432	Smp_031680.1	KAK4467828.1
OG0004433	Smp_126450.1	KAK4470684.1
OG0004434	Smp_041050.1	KAK4473843.1
OG0004435	Smp_139200.1	KAK4472771.1
OG0004436	Smp_168170.1	KAK4471342.1
OG0004437	Smp_093630.1	KAK4473642.1
OG0004438	Smp_213960.1	KAK4471474.1, KAK4467242.1
OG0004439	Smp_244490.1	KAK4474542.1
OG0004440	Smp_073500.1	KAK4472861.1
OG0004441	Smp_244650.1	KAK4475944.1
OG0004442	Smp_000640.1	KAK4471605.1
OG0004443	Smp_028120.1	KAK4474111.1
OG0004444	Smp_157300.1	KAK4469269.1
OG0004445	Smp_157290.1	KAK4469268.1
OG0004446	Smp_304720.1	KAK4475966.1
OG0004447	Smp_036130.1	KAK4470664.1
OG0004448	Smp_212180.1	KAK4475670.1
OG0004449	Smp_033930.1	KAK4472568.1
OG0004450	Smp_312900.1	KAK4470306.1
OG0004451	Smp_090860.1	KAK4473742.1
OG0004452	Smp_149050.1	KAK4470123.1
OG0004453	Smp_003230.1	KAK4473255.1
OG0004454	Smp_246540.1	KAK4471692.1
OG0004455	Smp_212380.1	KAK4472373.1, KAK4472384.1
OG0004456	Smp_056350.1	KAK4476025.1
OG0004457	Smp_198170.1, Smp_042700.1	KAK4470353.1
OG0004459	Smp_153270.1	KAK4475451.1
OG0004460	Smp_137920.1	KAK4471884.1
OG0004461	Smp_103540.1	KAK4470153.1
OG0004462	Smp_013070.1	KAK4471391.1, KAK4471392.1
OG0004463	Smp_079420.1	KAK4472858.1
OG0004465	Smp_328410.1, Smp_047440.1	KAK4469891.1
OG0004466	Smp_083030.1	KAK4472552.1, KAK4472553.1
OG0004467	Smp_128860.1	KAK4472690.1
OG0004469	Smp_210970.1	KAK4476265.1
OG0004470	Smp_245520.2, Smp_245520.1, Smp_245520.3	KAK4469825.1
OG0004471	Smp_180390.1	KAK4474906.1
OG0004472	Smp_104270.1	KAK4474907.1
OG0004473	Smp_071890.1	KAK4469551.1
OG0004474	Smp_059350.1	KAK4476170.1
OG0004475	Smp_154370.1	KAK4476196.1
OG0004476	Smp_317770.1, Smp_248020.1	KAK4468722.1
OG0004478	Smp_162110.1	KAK4471861.1
OG0004479	Smp_162360.1	KAK4474294.1
OG0004480	Smp_157830.1	KAK4474473.1
OG0004481	Smp_013690.1	KAK4473166.1
OG0004482	Smp_146640.1	KAK4469711.1
OG0004483	Smp_131060.1	KAK4469092.1
OG0004484	Smp_154910.1	KAK4469927.1
OG0004485	Smp_025160.1, Smp_025160.3, Smp_025160.2	KAK4474708.1
OG0004486	Smp_158610.1	KAK4468743.1
OG0004487	Smp_160490.1	KAK4473333.1
OG0004488	Smp_138240.1	KAK4471349.1
OG0004489	Smp_210480.2, Smp_210480.1, Smp_210480.3, Smp_210480.4	KAK4471674.1
OG0004490	Smp_341890.1	KAK4471238.1
OG0004491	Smp_064040.1	KAK4470477.1
OG0004492	Smp_212060.1	KAK4474700.1
OG0004493	Smp_306710.1, Smp_306720.1	KAK4475137.1
OG0004494	Smp_167430.1	KAK4472048.1
OG0004495	Smp_315560.2, Smp_315570.1, Smp_315560.1	KAK4468615.1
OG0004496	Smp_047610.1	KAK4469918.1
OG0004497	Smp_210080.1	KAK4467905.1
OG0004498	Smp_125130.1	KAK4467868.1
OG0004499	Smp_105180.1, Smp_105180.2	KAK4469034.1, KAK4469035.1
OG0004500	Smp_055340.1	KAK4471666.1
OG0004501	Smp_145110.1	KAK4470776.1
OG0004502	Smp_124710.1	KAK4469127.1
OG0004503	Smp_247940.1	KAK4468524.1
OG0004504	Smp_024110.1	KAK4475306.1
OG0004505	Smp_170020.1	KAK4476219.1
OG0004506	Smp_032310.1	KAK4475024.1
OG0004507	Smp_340770.1	KAK4469174.1
OG0004508	Smp_245960.1	KAK4469003.1, KAK4469855.1
OG0004509	Smp_137410.1	KAK4474110.1
OG0004510	Smp_172660.1	KAK4476091.1
OG0004511	Smp_346530.1, Smp_346530.2	KAK4470604.1
OG0004512	Smp_125260.1	KAK4467783.1
OG0004513	Smp_159090.1	KAK4476297.1
OG0004514	Smp_004000.1	KAK4473183.1
OG0004515	Smp_176850.1	KAK4469359.1
OG0004516	Smp_204230.1	KAK4474844.1
OG0004518	Smp_028430.1	KAK4475616.1
OG0004519	Smp_138770.1	KAK4471166.1
OG0004520	Smp_030150.1	KAK4471658.1
OG0004521	Smp_147360.1	KAK4474530.1
OG0004522	Smp_135160.1	KAK4475298.1
OG0004523	Smp_152670.1	KAK4468337.1
OG0004524	Smp_345170.1	KAK4475405.1
OG0004525	Smp_143350.1	KAK4472866.1
OG0004526	Smp_245540.1, Smp_245540.2	KAK4469059.1
OG0004527	Smp_055670.1	KAK4470961.1, KAK4470962.1
OG0004528	Smp_152220.1	KAK4473066.1
OG0004529	Smp_213110.1	KAK4469588.1
OG0004530	Smp_079220.1, Smp_348850.1	KAK4475582.1
OG0004531	Smp_096720.1	KAK4470737.1
OG0004532	Smp_050570.1, Smp_050570.2	KAK4470590.1
OG0004534	Smp_019430.1	KAK4474062.1
OG0004536	Smp_246380.1	KAK4472190.1
OG0004537	Smp_060180.1	KAK4474827.1
OG0004538	Smp_333720.1	KAK4471495.1
OG0004539	Smp_066430.1	KAK4476113.1
OG0004540	Smp_003630.1	KAK4473216.1
OG0004541	Smp_150960.1	KAK4470065.1
OG0004542	Smp_343170.1, Smp_343170.2	KAK4475615.1
OG0004543	Smp_021910.1	KAK4469985.1
OG0004544	Smp_134100.1	KAK4471038.1
OG0004545	Smp_347170.1	KAK4468583.1
OG0004546	Smp_087340.1	KAK4470757.1
OG0004547	Smp_150090.2, Smp_150090.3, Smp_150090.1	KAK4470303.1
OG0004548	Smp_079560.1, Smp_054840.1	KAK4473776.1
OG0004549	Smp_046980.1	KAK4474531.1
OG0004550	Smp_344160.1	KAK4470423.1
OG0004551	Smp_346680.1, Smp_346680.2	KAK4472406.1
OG0004552	Smp_322270.1, Smp_022540.1	KAK4475647.1, KAK4467513.1
OG0004553	Smp_144160.1	KAK4473482.1
OG0004554	Smp_141220.1	KAK4472871.1
OG0004555	Smp_104470.1	KAK4475410.1
OG0004556	Smp_326400.1	KAK4471332.1
OG0004557	Smp_145580.1	KAK4476150.1
OG0004558	Smp_027400.1	KAK4470933.1
OG0004559	Smp_056200.1	KAK4473065.1
OG0004560	Smp_158360.1	KAK4470489.1
OG0004561	Smp_132330.1	KAK4471926.1
OG0004562	Smp_243900.1	KAK4475006.1
OG0004563	Smp_069220.1	KAK4470469.1
OG0004564	Smp_131400.1	KAK4468474.1
OG0004566	Smp_068350.1	KAK4473404.1
OG0004567	Smp_073340.1	KAK4472650.1
OG0004568	Smp_035270.1	KAK4472996.1
OG0004569	Smp_176370.1	KAK4474581.1
OG0004570	Smp_212560.1	KAK4469317.1
OG0004571	Smp_201440.1	KAK4469192.1
OG0004572	Smp_330380.1, Smp_213610.1	KAK4467985.1
OG0004573	Smp_145350.1	KAK4470344.1
OG0004574	Smp_162960.1	KAK4475431.1
OG0004575	Smp_337630.1	KAK4474069.1
OG0004576	Smp_328690.1	KAK4473339.1
OG0004577	Smp_070110.1	KAK4470438.1
OG0004578	Smp_243840.1	KAK4475384.1, KAK4475385.1
OG0004579	Smp_079730.1	KAK4471324.1
OG0004580	Smp_105040.1	KAK4474181.1
OG0004581	Smp_166280.1	KAK4473842.1
OG0004582	Smp_029210.1, Smp_029210.2	KAK4471874.1
OG0004583	Smp_007170.1	KAK4472357.1
OG0004584	Smp_053560.1	KAK4470522.1
OG0004585	Smp_173120.1	KAK4475456.1
OG0004586	Smp_244020.1	KAK4475180.1
OG0004587	Smp_334130.1	KAK4470298.1
OG0004588	Smp_095680.1	KAK4470722.1
OG0004589	Smp_175930.1	KAK4474577.1
OG0004590	Smp_165760.1	KAK4467902.1
OG0004591	Smp_333070.1	KAK4474406.1
OG0004592	Smp_086710.1	KAK4468087.1
OG0004593	Smp_173110.2, Smp_173110.1	KAK4473093.1
OG0004594	Smp_058880.1	KAK4470497.1
OG0004595	Smp_051320.1	KAK4475348.1
OG0004596	Smp_246520.1, Smp_326150.1	KAK4471684.1
OG0004597	Smp_066670.1	KAK4469408.1
OG0004599	Smp_305400.1	KAK4474478.1
OG0004600	Smp_332720.1	KAK4472653.1
OG0004601	Smp_193800.1	KAK4475557.1
OG0004602	Smp_181150.1	KAK4473399.1
OG0004603	Smp_133620.1	KAK4469950.1
OG0004604	Smp_163000.1, Smp_324310.1	KAK4475435.1
OG0004606	Smp_305030.1	KAK4476236.1
OG0004608	Smp_025380.1	KAK4474664.1
OG0004609	Smp_212870.1	KAK4472946.1
OG0004610	Smp_150610.1	KAK4470217.1, KAK4470227.1
OG0004611	Smp_013440.1	KAK4471772.1
OG0004612	Smp_340040.1	KAK4471314.1
OG0004613	Smp_127120.1	KAK4468486.1
OG0004614	Smp_097020.1	KAK4470895.1
OG0004615	Smp_175920.1	KAK4474566.1
OG0004616	Smp_186560.1	KAK4469571.1
OG0004617	Smp_153340.1	KAK4468267.1
OG0004618	Smp_209030.1	KAK4476067.1
OG0004619	Smp_102920.1, Smp_102920.2	KAK4473512.1
OG0004620	Smp_210790.1	KAK4473109.1
OG0004621	Smp_301050.1, Smp_301050.2	KAK4467877.1
OG0004622	Smp_059090.1	KAK4470491.1
OG0004624	Smp_103990.1	KAK4467324.1
OG0004625	Smp_000700.1	KAK4471612.1
OG0004626	Smp_154080.1, Smp_154080.2	KAK4468529.1
OG0004627	Smp_172160.1	KAK4473616.1
OG0004628	Smp_124840.1	KAK4474129.1
OG0004629	Smp_149240.1	KAK4468549.1
OG0004630	Smp_127750.1	KAK4467663.1
OG0004631	Smp_026300.1, Smp_026300.2	KAK4471416.1
OG0004632	Smp_341880.1	KAK4471275.1
OG0004633	Smp_335730.1	KAK4475232.1
OG0004634	Smp_142010.1	KAK4468607.1
OG0004635	Smp_128170.1	KAK4469626.1
OG0004636	Smp_244430.1	KAK4474716.1
