Orthogroup	schistosoma_japonicum	trichobilharzia_regenti
OG0002906	EWB00_000629	TREG1_47090.1, TREG1_47090.2
OG0002907	EWB00_006306	TREG1_19040.1, TREG1_19040.2, TREG1_19040.3, TREG1_19040.4, TREG1_19040.5
OG0002908	EWB00_008921	TREG1_82890.3, TREG1_82890.1, TREG1_82890.2
OG0002910	EWB00_005467.2, EWB00_005467.1, EWB00_005467.3	TREG1_27380.1
OG0002911	EWB00_002322.3, EWB00_002322.4, EWB00_002322.1, EWB00_002322.2	TREG1_20900.1
OG0002912	EWB00_003648.5, EWB00_003648.4, EWB00_003648.2, EWB00_003648.3, EWB00_003648.1	TREG1_89090.1
OG0002914	EWB00_002464.1, EWB00_002464.3, EWB00_002464.2	TREG1_9380.1
OG0002915	EWB00_008242	TREG1_104630.1, TREG1_104630.2
OG0002916	EWB00_000674.1, EWB00_000674.2	TREG1_10510.1, TREG1_10510.2, TREG1_10510.4, TREG1_10510.3
OG0002917	EWB00_007541	TREG1_32230.1
OG0002918	EWB00_009281.1, EWB00_009281.2, EWB00_009281.3	TREG1_111300.1, TREG1_111300.2
OG0002919	EWB00_004146, EWB00_004145	TREG1_122150.1, TREG1_122160.1
OG0002920	EWB00_006384.3, EWB00_006384.1, EWB00_006384.4, EWB00_006384.2	TREG1_42530.1, TREG1_42530.2, TREG1_42530.3
OG0002921	EWB00_001444	TREG1_132840.3, TREG1_132840.4, TREG1_132840.1, TREG1_132840.2
OG0002922	EWB00_010996.3, EWB00_010996.1, EWB00_010996.2, EWB00_010996.4, EWB00_010996.5	TREG1_106970.1
OG0002923	EWB00_011326	TREG1_83890.1
OG0002924	EWB00_004637	TREG1_15350.1, TREG1_15360.1
OG0002925	EWB00_007687	TREG1_25680.1
OG0002926	EWB00_005922.1, EWB00_005922.2	TREG1_47530.2, TREG1_47530.4, TREG1_47530.5, TREG1_47530.6, TREG1_47530.1, TREG1_47530.3, TREG1_47530.7
OG0002927	EWB00_008511.1, EWB00_008511.2	TREG1_2100.1
OG0002928	EWB00_001377	TREG1_107960.2, TREG1_107960.4, TREG1_107960.3, TREG1_107960.5, TREG1_107970.1
OG0002929	EWB00_005762	TREG1_29370.3, TREG1_29370.2, TREG1_29360.1, TREG1_29370.1
OG0002930	EWB00_002838.1, EWB00_007947, EWB00_002838.2	TREG1_45880.1
OG0002931	EWB00_008800	TREG1_9920.6, TREG1_9920.3, TREG1_9920.4, TREG1_9920.7, TREG1_9920.5, TREG1_9920.2, TREG1_9920.1
OG0002932	EWB00_004892.1, EWB00_004892.2	TREG1_31900.1
OG0002933	EWB00_003920, EWB00_003922, EWB00_003921	TREG1_34790.1, TREG1_34800.1, TREG1_34790.2
OG0002934	EWB00_008969	TREG1_130510.1, TREG1_130510.2, TREG1_130510.3
OG0002935	EWB00_010446.1, EWB00_010446.2	TREG1_82860.1, TREG1_82850.1
OG0002936	EWB00_002547	TREG1_63540.1
OG0002939	EWB00_003814	TREG1_29540.1
OG0002940	EWB00_010745, EWB00_010746	TREG1_64810.1
OG0002941	EWB00_009279, EWB00_009278, EWB00_011182, EWB00_009276.1, EWB00_009276.2	TREG1_77240.1, TREG1_77250.1
OG0002942	EWB00_001223	TREG1_104240.1
OG0002943	EWB00_001225.1, EWB00_001225.2	TREG1_104260.1
OG0002944	EWB00_006517	TREG1_13630.4, TREG1_13630.1, TREG1_13630.2, TREG1_13630.3
OG0002945	EWB00_004561	TREG1_105990.1, TREG1_105990.4, TREG1_105990.3, TREG1_105990.2
OG0002947	EWB00_001682	TREG1_127350.1
OG0002948	EWB00_000229.1, EWB00_000229.2, EWB00_000229.3	TREG1_81390.1
OG0002949	EWB00_001776	TREG1_32930.1, TREG1_53760.1
OG0002950	EWB00_008655	TREG1_97980.1, TREG1_97980.2, TREG1_97980.3
OG0002951	EWB00_007699.1, EWB00_007699.2, EWB00_007699.3	TREG1_33030.1
OG0002952	EWB00_004416	TREG1_75010.1, TREG1_75010.2, TREG1_75010.3, TREG1_75010.4
OG0002953	EWB00_007337	TREG1_3010.1
OG0002954	EWB00_007955	TREG1_79650.4, TREG1_79650.1, TREG1_79650.2, TREG1_79650.3, TREG1_79650.5, TREG1_79650.6, TREG1_79650.7, TREG1_79650.8, TREG1_79650.9
OG0002955	EWB00_003441	TREG1_106670.1
OG0002956	EWB00_004785.1, EWB00_004785.2	TREG1_134370.1, TREG1_134370.2, TREG1_134370.3
OG0002957	EWB00_009939.1, EWB00_009939.4, EWB00_009939.3, EWB00_009939.2	TREG1_96720.1
OG0002958	EWB00_009830.1, EWB00_009830.2	TREG1_90850.1, TREG1_90850.2, TREG1_90850.3
OG0002959	EWB00_006928	TREG1_119830.1, TREG1_119830.2
OG0002960	EWB00_008079.3, EWB00_008079.1, EWB00_008079.2	TREG1_70930.1, TREG1_70930.2
OG0002961	EWB00_000045	TREG1_21530.1, TREG1_21530.2, TREG1_21530.3, TREG1_21530.4
OG0002962	EWB00_003995, EWB00_003994	TREG1_89380.2, TREG1_89380.4, TREG1_89380.1, TREG1_89380.3
OG0002963	EWB00_005062.1, EWB00_005062.2	TREG1_15620.1
OG0002964	EWB00_004221	TREG1_31510.1, TREG1_31510.4, TREG1_31510.2, TREG1_31510.3
OG0002965	EWB00_008384	TREG1_74260.1
OG0002966	EWB00_000021.2, EWB00_000021.3, EWB00_000021.1, EWB00_000021.4	TREG1_34630.2, TREG1_34630.3, TREG1_34630.1, TREG1_34630.4
OG0002967	EWB00_011093	TREG1_86580.1
OG0002969	EWB00_010617, EWB00_010614	TREG1_70240.1, TREG1_70230.1
OG0002970	EWB00_000815.1, EWB00_000815.2, EWB00_000815.3	TREG1_18710.1, TREG1_18710.2
OG0002971	EWB00_009795	TREG1_89130.1
OG0002972	EWB00_001168.1, EWB00_001168.2, EWB00_001168.3	TREG1_84410.1
OG0002973	EWB00_005414.1, EWB00_005414.2, EWB00_005414.3	TREG1_66240.1
OG0002974	EWB00_005917	TREG1_47570.1, TREG1_47570.2
OG0002975	EWB00_004394.1, EWB00_004394.3, EWB00_004394.2	TREG1_55510.1, TREG1_55510.2
OG0002977	EWB00_009513	TREG1_7100.1
OG0002979	EWB00_010784	TREG1_24230.1, TREG1_24220.1
OG0002980	EWB00_009149.3, EWB00_009149.1, EWB00_009149.2	TREG1_46340.1, TREG1_46350.1
OG0002981	EWB00_001172.1, EWB00_001172.2	TREG1_105250.1
OG0002982	EWB00_005370.5, EWB00_005370.1, EWB00_005370.3, EWB00_005370.2, EWB00_005370.4	TREG1_61920.1
OG0002983	EWB00_001113.1, EWB00_001113.2	TREG1_58620.1, TREG1_58620.3, TREG1_58620.5, TREG1_58620.2, TREG1_58620.4
OG0002985	EWB00_004643	TREG1_1430.1
OG0002986	EWB00_008512, EWB00_009623	TREG1_29920.4, TREG1_29920.2, TREG1_29920.1, TREG1_29920.3
OG0002988	EWB00_005524.1, EWB00_005524.2	TREG1_130770.1, TREG1_130770.2, TREG1_130770.3, TREG1_130770.4, TREG1_130770.5
OG0002989	EWB00_002981	TREG1_71650.1, TREG1_71660.3, TREG1_71660.1, TREG1_71660.2, TREG1_71640.1
OG0002990	EWB00_006767	TREG1_139220.1, TREG1_7010.1, TREG1_111050.1, TREG1_139210.1
OG0002991	EWB00_011215.3	TREG1_41800.1
OG0002992	EWB00_011051	TREG1_98490.1, TREG1_98490.2
OG0002993	EWB00_008402.1, EWB00_008402.2	TREG1_112320.1, TREG1_112330.1
OG0002994	EWB00_008806	TREG1_22680.1, TREG1_22690.1
OG0002995	EWB00_011403	TREG1_129150.1, TREG1_129150.2, TREG1_129150.3
OG0002996	EWB00_002315	TREG1_24460.1, TREG1_24460.2
OG0002997	EWB00_007863	TREG1_50700.2, TREG1_50700.3, TREG1_50700.1, TREG1_50700.4
OG0002998	EWB00_001001	TREG1_30690.1
OG0002999	EWB00_011297	TREG1_31850.1, TREG1_85310.1
OG0003000	EWB00_005001	TREG1_33470.1, TREG1_33470.2
OG0003001	EWB00_005005	TREG1_33540.3, TREG1_33540.1, TREG1_33540.2, TREG1_33430.1, TREG1_33540.4
OG0003002	EWB00_010348.1, EWB00_010348.2, EWB00_010348.3, EWB00_010348.4	TREG1_15010.1
OG0003003	EWB00_005504.3, EWB00_005504.1, EWB00_005504.2	TREG1_132550.1
OG0003004	EWB00_001367	TREG1_103810.1
OG0003005	EWB00_007764.1, EWB00_007764.2	TREG1_68940.2, TREG1_68940.4, TREG1_68940.1, TREG1_68940.3
OG0003006	EWB00_009601.1, EWB00_009601.2, EWB00_009601.3	TREG1_114320.1
OG0003007	EWB00_011096.1, EWB00_011096.2, EWB00_011096.3	TREG1_91730.1
OG0003008	EWB00_011210.2, EWB00_011210.1, EWB00_011210.3	TREG1_57830.2, TREG1_57830.1, TREG1_57830.3, TREG1_57830.4, TREG1_57830.5
OG0003010	EWB00_000953.3, EWB00_000953.2, EWB00_000953.1, EWB00_000953.5, EWB00_000953.4	TREG1_95200.1
OG0003011	EWB00_005980	TREG1_49010.1
OG0003012	EWB00_011151	TREG1_87760.5, TREG1_87760.6, TREG1_87760.3, TREG1_87760.4, TREG1_87760.1, TREG1_87760.2
OG0003013	EWB00_007403.1, EWB00_007403.2	TREG1_101500.1, TREG1_101500.2, TREG1_101500.3
OG0003014	EWB00_010168.1, EWB00_010168.2, EWB00_010168.3, EWB00_010166, EWB00_010167	TREG1_63780.1, TREG1_63790.1
OG0003015	EWB00_009554	TREG1_57710.1
OG0003016	EWB00_007145.2, EWB00_007145.1, EWB00_007145.3, EWB00_007145.4	TREG1_98760.1
OG0003017	EWB00_004426.1, EWB00_004426.2, EWB00_004426.3	TREG1_76370.1
OG0003018	EWB00_000565, EWB00_000564	TREG1_132930.1, TREG1_132930.2
OG0003019	EWB00_007253	TREG1_99090.1, TREG1_99090.3, TREG1_99090.4, TREG1_99090.5, TREG1_99090.2
OG0003020	EWB00_003278.4, EWB00_003278.3, EWB00_003278.1, EWB00_003278.2, EWB00_003278.5	TREG1_45430.1, TREG1_45430.2
OG0003021	EWB00_007311.2, EWB00_007311.1, EWB00_007311.3	TREG1_110640.1, TREG1_110620.1, TREG1_110650.1
OG0003022	EWB00_005245	TREG1_54680.1
OG0003023	EWB00_010173	TREG1_110770.1, TREG1_110770.2, TREG1_110780.1
OG0003024	EWB00_004568.1, EWB00_004568.2	TREG1_108660.1
OG0003025	EWB00_005613.2, EWB00_005613.1, EWB00_005613.5, EWB00_005613.3, EWB00_005613.4	TREG1_52890.1, TREG1_52890.2
OG0003026	EWB00_002945.1, EWB00_002945.2	TREG1_53110.1, TREG1_53110.2, TREG1_53110.3
OG0003027	EWB00_007627, EWB00_007628	TREG1_55360.5, TREG1_55360.1, TREG1_55360.3, TREG1_55360.4, TREG1_55360.2
OG0003029	EWB00_008949.1, EWB00_008949.2	TREG1_112920.1, TREG1_112920.2
OG0003030	EWB00_010353	TREG1_15070.1, TREG1_15080.1
OG0003031	EWB00_004696.1, EWB00_004696.2	TREG1_81820.2, TREG1_81820.1, TREG1_81820.3, TREG1_81820.4
OG0003032	EWB00_011252	TREG1_81500.1
OG0003033	EWB00_002562, EWB00_002561	TREG1_71850.1, TREG1_71840.1
OG0003034	EWB00_001483	TREG1_117800.1
OG0003036	EWB00_007302	TREG1_110270.1
OG0003037	EWB00_002276	TREG1_101240.1
OG0003038	EWB00_006825	TREG1_70110.1, TREG1_70220.1, TREG1_70220.2
OG0003039	EWB00_000186	TREG1_62870.1
OG0003040	EWB00_006008	TREG1_47660.1, TREG1_47660.2, TREG1_47660.3, TREG1_47650.1
OG0003041	EWB00_002125.1, EWB00_002125.2	TREG1_51360.1
OG0003042	EWB00_007978.1, EWB00_007978.2	TREG1_56800.1
OG0003043	EWB00_010761, EWB00_010762	TREG1_64010.1, TREG1_63990.1
OG0003044	EWB00_004449.2, EWB00_004449.6, EWB00_004449.5, EWB00_004449.1, EWB00_004449.4	TREG1_34530.1, TREG1_7400.1
OG0003045	EWB00_006509	TREG1_69760.1, TREG1_69760.2, TREG1_69760.11, TREG1_69760.13, TREG1_69760.6, TREG1_69760.10, TREG1_69760.12, TREG1_69760.14, TREG1_69760.4, TREG1_69760.5, TREG1_69760.7, TREG1_69760.8, TREG1_69760.9, TREG1_69760.3
OG0003046	EWB00_006508.1, EWB00_006508.2	TREG1_69750.1, TREG1_69750.2
OG0003047	EWB00_010012	TREG1_20260.3, TREG1_20260.1, TREG1_20260.2
OG0003048	EWB00_003618.1, EWB00_003618.4, EWB00_003618.2, EWB00_003618.3	TREG1_61360.1, TREG1_61360.2
OG0003049	EWB00_003619.1, EWB00_003619.2	TREG1_61370.1, TREG1_61370.2
OG0003050	EWB00_001236	TREG1_104400.1, TREG1_104400.2
OG0003051	EWB00_001091.2, EWB00_001091.3, EWB00_001091.4, EWB00_001091.5, EWB00_001091.6, EWB00_001091.1	TREG1_60340.1
OG0003052	EWB00_003655.2, EWB00_003655.4	TREG1_89000.1
OG0003053	EWB00_005047	TREG1_38440.1
OG0003054	EWB00_003074.1, EWB00_003074.2	TREG1_11220.3, TREG1_11220.1, TREG1_11220.2
OG0003055	EWB00_003562	TREG1_75810.1
OG0003056	EWB00_003086, EWB00_003087	TREG1_11030.1
OG0003057	EWB00_007110.1, EWB00_007110.2, EWB00_007110.3, EWB00_007110.4	TREG1_87700.1, TREG1_87700.2
OG0003058	EWB00_008316	TREG1_128100.1, TREG1_128100.2, TREG1_128100.3, TREG1_128100.4, TREG1_128100.5
OG0003059	EWB00_004270.3, EWB00_004270.1, EWB00_004270.2	TREG1_44240.1
OG0003060	EWB00_003557.1, EWB00_003557.2	TREG1_66600.1
OG0003061	EWB00_004403.1, EWB00_004403.2, EWB00_004403.3, EWB00_004403.4	TREG1_114010.1
OG0003062	EWB00_001918	TREG1_127720.1, TREG1_127780.1
OG0003063	EWB00_006552	TREG1_16730.1
OG0003064	EWB00_004450	TREG1_3970.1, TREG1_3970.3, TREG1_3970.2, TREG1_3970.4
OG0003065	EWB00_002430	TREG1_142140.1, TREG1_27410.2, TREG1_27410.1, TREG1_27410.3
OG0003066	EWB00_005896.2, EWB00_005896.1, EWB00_005896.3	TREG1_131470.1, TREG1_131470.2, TREG1_131470.4, TREG1_131470.6, TREG1_131470.3, TREG1_131470.5
OG0003067	EWB00_006984	TREG1_54630.1, TREG1_54630.5, TREG1_54630.7, TREG1_54630.3, TREG1_54630.4, TREG1_54630.2, TREG1_54630.6
OG0003068	EWB00_007267	TREG1_105230.1, TREG1_105230.2
OG0003069	EWB00_007924.1, EWB00_007924.2, EWB00_007924.3	TREG1_95960.1
OG0003070	EWB00_001470	TREG1_36640.1, TREG1_36640.2
OG0003071	EWB00_011317.1, EWB00_011317.2, EWB00_011317.3	TREG1_83980.1
OG0003072	EWB00_002274	TREG1_101260.1
OG0003073	EWB00_008884	TREG1_88680.1
OG0003074	EWB00_010530.1, EWB00_010530.2	TREG1_78350.1, TREG1_78350.2, TREG1_78350.3, TREG1_78350.4, TREG1_78350.5
OG0003075	EWB00_008858	TREG1_77770.1
OG0003076	EWB00_011230	TREG1_77840.1
OG0003077	EWB00_007256	TREG1_99050.1, TREG1_99050.2
OG0003079	EWB00_001066, EWB00_002969.2, EWB00_002969.4, EWB00_002969.3, EWB00_002969.1	TREG1_73860.1, TREG1_73860.2, TREG1_73860.3
OG0003080	EWB00_005547	TREG1_25540.1
OG0003081	EWB00_004182.2, EWB00_004183, EWB00_004182.3, EWB00_004182.1	TREG1_25770.1, TREG1_33630.1, TREG1_33620.1
OG0003082	EWB00_005350.1, EWB00_005350.2	TREG1_76720.1
OG0003083	EWB00_008187.1, EWB00_008187.2, EWB00_008187.5, EWB00_008187.3, EWB00_008187.4	TREG1_109630.1
OG0003084	EWB00_006599	TREG1_105720.1, TREG1_105720.2, TREG1_105720.3, TREG1_105720.4
OG0003085	EWB00_009540.1, EWB00_009540.3, EWB00_009540.4, EWB00_009540.2	TREG1_37160.1
OG0003086	EWB00_010401.4, EWB00_010401.1, EWB00_010401.2, EWB00_010401.3	TREG1_82070.1, TREG1_82070.2, TREG1_82070.3
OG0003087	EWB00_009973	TREG1_134640.1
OG0003088	EWB00_002485	TREG1_21680.1, TREG1_21680.2, TREG1_21680.3
OG0003089	EWB00_005476	TREG1_16190.1, TREG1_16190.3, TREG1_16190.2
OG0003090	EWB00_010110.1, EWB00_010110.2	TREG1_41880.1, TREG1_41880.2
OG0003091	EWB00_008765.1, EWB00_008765.2	TREG1_131260.1
OG0003095	EWB00_010734.3, EWB00_010734.1, EWB00_010734.2, EWB00_010734.4, EWB00_010734.6, EWB00_010734.5, EWB00_010734.7, EWB00_010734.8	TREG1_64720.1
OG0003096	EWB00_007155.1, EWB00_007155.2	TREG1_100560.1
OG0003097	EWB00_009301	TREG1_81240.1
OG0003098	EWB00_010275, EWB00_004006, EWB00_010271	TREG1_15650.1, TREG1_15660.1
OG0003098	EWB00_010278	TREG1_27230.1
OG0003099	EWB00_006370	TREG1_42640.1, TREG1_42650.1
OG0003107	EWB00_005250.1, EWB00_005250.3, EWB00_005250.2	TREG1_75300.1, TREG1_75300.2, TREG1_75300.3
OG0003108	EWB00_008029.1, EWB00_008029.3, EWB00_008029.2, EWB00_008029.4	TREG1_38810.1, TREG1_38800.1
OG0003109	EWB00_002369.4, EWB00_002369.1, EWB00_002369.2, EWB00_002369.3	TREG1_20030.1
OG0003111	EWB00_007357.1, EWB00_007357.2	TREG1_103310.1, TREG1_103320.1
OG0003112	EWB00_006248.1, EWB00_006248.5, EWB00_006248.4, EWB00_006248.2, EWB00_006248.3	TREG1_91820.1
OG0003114	EWB00_006927.3, EWB00_006927.1, EWB00_006927.2	TREG1_119860.1
OG0003115	EWB00_010917	TREG1_106720.3, TREG1_106720.2, TREG1_106720.1
OG0003116	EWB00_004873.2, EWB00_004873.1, EWB00_004873.3	TREG1_124110.1, TREG1_124120.1
OG0003117	EWB00_005464.1, EWB00_005464.2	TREG1_21230.1, TREG1_21230.2, TREG1_21230.3
OG0003118	EWB00_007809.3, EWB00_007809.2, EWB00_007809.1	TREG1_57080.1
OG0003119	EWB00_002143.1, EWB00_002143.2	TREG1_53210.1
OG0003120	EWB00_000963.1, EWB00_000963.2	TREG1_103190.1
OG0003122	EWB00_010246	TREG1_600.1
OG0003123	EWB00_010391	TREG1_113620.1
OG0003123	EWB00_002591	TREG1_113580.1
OG0003124	EWB00_003249	TREG1_124860.1
OG0003125	EWB00_008233.1, EWB00_008233.2	TREG1_102920.1, TREG1_102920.2
OG0003126	EWB00_000047.1, EWB00_000047.4, EWB00_000047.2, EWB00_000047.3	TREG1_21510.4, TREG1_21510.5, TREG1_21510.1, TREG1_21510.2, TREG1_21510.3
OG0003127	EWB00_000622	TREG1_121820.1
OG0003128	EWB00_001499.1, EWB00_001499.2	TREG1_110930.1, TREG1_110930.2
OG0003130	EWB00_006947.1, EWB00_006947.2, EWB00_006947.3	TREG1_37620.1, TREG1_37620.4, TREG1_37620.2, TREG1_37620.3
OG0003131	EWB00_002699	TREG1_139830.1, TREG1_104870.1, TREG1_139820.1, TREG1_139820.2
OG0003132	EWB00_002867.1, EWB00_002867.2	TREG1_37570.1, TREG1_37570.2, TREG1_37570.3
OG0003133	EWB00_000499.1, EWB00_000499.3, EWB00_000499.2	TREG1_81610.1
OG0003134	EWB00_002618.1, EWB00_002618.3, EWB00_002618.2	TREG1_113920.5, TREG1_113920.1, TREG1_113920.2, TREG1_113920.3, TREG1_113920.4
OG0003136	EWB00_008466.1, EWB00_008466.2, EWB00_008466.3	TREG1_2010.1
OG0003137	EWB00_008830	TREG1_111930.1, TREG1_111940.1, TREG1_111920.1, TREG1_111910.1, TREG1_111920.2, TREG1_111920.3
OG0003138	EWB00_005081, EWB00_005080	TREG1_120710.1, TREG1_120710.2, TREG1_120710.3, TREG1_120710.4
OG0003139	EWB00_002982	TREG1_71670.1, TREG1_71670.2
OG0003140	EWB00_007444.2	TREG1_43650.1
OG0003141	EWB00_011154.2, EWB00_011154.3, EWB00_011154.4, EWB00_011154.1	TREG1_87780.1
OG0003143	EWB00_007165	TREG1_101980.1, TREG1_101980.2
OG0003144	EWB00_006185	TREG1_43740.1
OG0003145	EWB00_010319.1, EWB00_010319.2	TREG1_22470.3, TREG1_22470.1, TREG1_22470.2
OG0003146	EWB00_003651.1, EWB00_003651.2	TREG1_89040.1
OG0003147	EWB00_003001	TREG1_72540.1, TREG1_72540.2
OG0003148	EWB00_005096	TREG1_131210.2, TREG1_131210.1, TREG1_131210.3, TREG1_131210.4
OG0003149	EWB00_001204.1, EWB00_001204.2	TREG1_76400.1
OG0003150	EWB00_001265.1, EWB00_001265.2	TREG1_108390.1
OG0003151	EWB00_005365.1, EWB00_005365.2	TREG1_61970.1
OG0003152	EWB00_001276	TREG1_47330.1, TREG1_47330.2, TREG1_47330.3, TREG1_47330.4, TREG1_47330.5
OG0003153	EWB00_010929	TREG1_106820.1, TREG1_106820.2, TREG1_106820.3
OG0003154	EWB00_006862	TREG1_52560.1, TREG1_52550.1, TREG1_52550.2
OG0003155	EWB00_006098	TREG1_92730.1, TREG1_95670.1
OG0003156	EWB00_003140.1, EWB00_003140.2, EWB00_003140.3	TREG1_45900.2, TREG1_45900.3, TREG1_45900.4, TREG1_45900.5, TREG1_45900.6, TREG1_45900.1, TREG1_45900.7
OG0003157	EWB00_006792.1, EWB00_006792.2	TREG1_37930.1, TREG1_73050.1, TREG1_73050.2, TREG1_73050.3
OG0003158	EWB00_011385.1, EWB00_011385.2, EWB00_011384	TREG1_126130.1
OG0003159	EWB00_008374.1, EWB00_008374.2, EWB00_008374.3	TREG1_74410.1, TREG1_74410.2, TREG1_74410.3
OG0003160	EWB00_006450.1, EWB00_006450.2	TREG1_23470.4, TREG1_23470.2, TREG1_23470.1, TREG1_23470.5, TREG1_23470.3
OG0003161	EWB00_000220	TREG1_72200.1, TREG1_72210.1, TREG1_43750.1
OG0003162	EWB00_000204.1, EWB00_000204.2	TREG1_17120.1, TREG1_17130.1
OG0003163	EWB00_005625.1, EWB00_005625.2	TREG1_118800.1, TREG1_96400.1, TREG1_4750.1, TREG1_4750.2
OG0003164	EWB00_002926.3, EWB00_002926.1, EWB00_002926.2	TREG1_44650.1, TREG1_44650.2
OG0003166	EWB00_000749	TREG1_76280.8, TREG1_76280.7, TREG1_76280.9, TREG1_76280.12, TREG1_76280.11, TREG1_76280.10, TREG1_76280.1, TREG1_76280.2, TREG1_76280.3, TREG1_76280.4, TREG1_76280.5, TREG1_76280.6
OG0003167	EWB00_000793	TREG1_132390.1
OG0003168	EWB00_010406.1, EWB00_010406.3, EWB00_010406.4, EWB00_010406.2, EWB00_010406.5	TREG1_81980.1
OG0003169	EWB00_010284	TREG1_27220.1
OG0003170	EWB00_005424.1, EWB00_005424.2, EWB00_005424.4, EWB00_005424.5, EWB00_005424.7, EWB00_005424.3, EWB00_005424.6	TREG1_19340.1, TREG1_19340.2, TREG1_18590.1
OG0003171	EWB00_004526.1, EWB00_004526.2	TREG1_100860.1, TREG1_100860.2, TREG1_100860.3
OG0003172	EWB00_002386	TREG1_23950.1, TREG1_23950.2
OG0003173	EWB00_010898.3, EWB00_010898.1, EWB00_010898.2	TREG1_55230.1
OG0003174	EWB00_001174.1, EWB00_001174.2, EWB00_001174.3, EWB00_001174.4, EWB00_001174.5	TREG1_100030.1
OG0003175	EWB00_000578	TREG1_133360.1
OG0003176	EWB00_008649	TREG1_99280.1
OG0003177	EWB00_006979	TREG1_38290.1, TREG1_38290.2, TREG1_38290.4, TREG1_38290.5, TREG1_38290.6, TREG1_38290.3
OG0003178	EWB00_002919	TREG1_44600.1
OG0003179	EWB00_001187	TREG1_106440.1
OG0003180	EWB00_004845.1, EWB00_004845.2	TREG1_190.1
OG0003181	EWB00_004341	TREG1_45740.1
OG0003182	EWB00_007471.1, EWB00_007471.3, EWB00_007471.2	TREG1_50010.3, TREG1_50010.1, TREG1_50010.2, TREG1_50010.4
OG0003183	EWB00_002692	TREG1_32060.1, TREG1_34650.1, TREG1_34670.1, TREG1_16540.3, TREG1_16540.4, TREG1_16540.5, TREG1_16540.6, TREG1_16540.2, TREG1_16540.1
OG0003184	EWB00_003317.1, EWB00_003317.2	TREG1_48370.1, TREG1_48370.2
OG0003185	EWB00_002783	TREG1_98060.1, TREG1_98060.2
OG0003186	EWB00_002899.1, EWB00_002899.2	TREG1_50460.1
OG0003187	EWB00_010930.1, EWB00_011372, EWB00_010930.2	TREG1_106860.1
OG0003188	EWB00_004402.1, EWB00_004402.2, EWB00_004402.3	TREG1_113310.1
OG0003189	EWB00_005148.1, EWB00_005148.2	TREG1_76240.1, TREG1_76240.2
OG0003190	EWB00_011302	TREG1_85380.6, TREG1_85380.5, TREG1_85380.1, TREG1_85380.3, TREG1_85380.2, TREG1_85380.4
OG0003191	EWB00_006882.1, EWB00_006882.2	TREG1_67150.2, TREG1_67150.1, TREG1_67150.4, TREG1_67150.3, TREG1_67150.5
OG0003192	EWB00_003999.3, EWB00_003999.1, EWB00_003999.2	TREG1_89430.1
OG0003193	EWB00_001279.2, EWB00_001279.1, EWB00_001279.3	TREG1_47370.1
OG0003194	EWB00_009436.1, EWB00_009436.2	TREG1_95900.1, TREG1_95900.2, TREG1_95900.3, TREG1_95900.4, TREG1_62430.1, TREG1_95900.5, TREG1_95900.6
OG0003195	EWB00_005426.1, EWB00_005426.2, EWB00_005426.3	TREG1_19670.1, TREG1_19670.2
OG0003196	EWB00_000542, EWB00_000541.2, EWB00_000541.1, EWB00_000541.3, EWB00_000541.4	TREG1_81370.1, TREG1_81370.2
OG0003197	EWB00_001440	TREG1_136110.4, TREG1_136110.2, TREG1_136110.1, TREG1_136110.3
OG0003198	EWB00_008419.3, EWB00_008419.2, EWB00_008419.1	TREG1_76520.1
OG0003199	EWB00_005874.1, EWB00_005874.2, EWB00_005874.3	TREG1_134580.1, TREG1_134580.2, TREG1_134580.3
OG0003200	EWB00_009487	TREG1_21150.1, TREG1_139550.1, TREG1_139550.2
OG0003201	EWB00_009360	TREG1_29710.1, TREG1_29710.2, TREG1_29710.3, TREG1_29710.4, TREG1_29710.5, TREG1_29710.6
OG0003202	EWB00_005466.1, EWB00_005466.2, EWB00_005466.3	TREG1_24430.1, TREG1_24430.2, TREG1_24430.4, TREG1_24430.3, TREG1_24430.5, TREG1_24430.6
OG0003203	EWB00_003179	TREG1_129980.1, TREG1_129990.2, TREG1_129970.1, TREG1_129990.1
OG0003204	EWB00_002525.4, EWB00_002525.3, EWB00_002525.1, EWB00_002525.5, EWB00_002525.2	TREG1_16040.1
OG0003205	EWB00_004334	TREG1_56880.1
OG0003206	EWB00_006523.3, EWB00_006523.1, EWB00_006523.2	TREG1_13540.1
OG0003208	EWB00_006264	TREG1_93220.1, TREG1_93220.2
OG0003210	EWB00_004690.3, EWB00_004690.1, EWB00_004690.2	TREG1_29960.1
OG0003211	EWB00_001368.1, EWB00_001368.2	TREG1_107910.1, TREG1_107910.2, TREG1_107910.3
OG0003212	EWB00_010842.1, EWB00_010842.2, EWB00_010842.3	TREG1_13240.1, TREG1_13250.1
OG0003213	EWB00_002935	TREG1_34370.1
OG0003214	EWB00_009437	TREG1_13940.1, TREG1_13940.2, TREG1_13940.4, TREG1_13940.3
OG0003215	EWB00_003063	TREG1_11730.1, TREG1_11730.2
OG0003216	EWB00_008913.2, EWB00_008913.1, EWB00_008913.3	TREG1_82340.1
OG0003217	EWB00_011333	TREG1_83820.1, TREG1_83820.2, TREG1_83820.3
OG0003218	EWB00_005572.3, EWB00_005572.4, EWB00_005572.2, EWB00_005572.5, EWB00_005572.1, EWB00_005572.6, EWB00_003264	TREG1_79130.1
OG0003221	EWB00_006144	TREG1_41470.1
OG0003222	EWB00_010347.1, EWB00_010347.2	TREG1_15000.1
