Orthogroup	schistosoma_japonicum	trichobilharzia_regenti
OG0003223	EWB00_001955, EWB00_001956	TREG1_122750.3, TREG1_122750.1, TREG1_122750.2
OG0003224	EWB00_004395	TREG1_55500.1
OG0003225	EWB00_003044, EWB00_003042.1, EWB00_003042.2	TREG1_124210.1
OG0003226	EWB00_003709.1, EWB00_003709.2	TREG1_8310.1, TREG1_8300.1
OG0003227	EWB00_011155.1, EWB00_011155.2	TREG1_87790.1
OG0003228	EWB00_007532	TREG1_120960.1
OG0003229	EWB00_010966, EWB00_010965	TREG1_106300.1
OG0003230	EWB00_002077.1, EWB00_002077.2	TREG1_72380.1
OG0003231	EWB00_006561.1, EWB00_006561.2	TREG1_15750.1
OG0003232	EWB00_005539	TREG1_6750.1
OG0003233	EWB00_005827.1, EWB00_005827.2, EWB00_005827.4, EWB00_005827.3	TREG1_23890.1, TREG1_23880.1
OG0003234	EWB00_000234, EWB00_000823	TREG1_85690.1
OG0003235	EWB00_007303.2, EWB00_007303.5, EWB00_007303.4, EWB00_007303.1, EWB00_007303.3	TREG1_110260.1, TREG1_110260.2
OG0003236	EWB00_011228.9, EWB00_011228.11, EWB00_011228.10, EWB00_011228.12, EWB00_011228.1, EWB00_011228.2, EWB00_011228.3, EWB00_011228.4, EWB00_011228.5, EWB00_011228.6, EWB00_011228.8, EWB00_011228.7	TREG1_77940.1
OG0003237	EWB00_004234.1, EWB00_004234.2	TREG1_35750.1, TREG1_35750.2
OG0003238	EWB00_010483	TREG1_88060.1
OG0003239	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7	TREG1_112550.1, TREG1_112560.1
OG0003240	EWB00_008701.2, EWB00_008701.4	TREG1_10340.2
OG0003240	EWB00_008701.1, EWB00_008701.3	TREG1_10340.1
OG0003241	EWB00_009123.1, EWB00_009123.2	TREG1_39840.1, TREG1_39880.1
OG0003242	EWB00_010668.1, EWB00_010668.2	TREG1_66350.1
OG0003243	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6	TREG1_11010.1, TREG1_79960.4, TREG1_79960.1, TREG1_79960.2, TREG1_79960.3, TREG1_79960.5
OG0003244	EWB00_005396	TREG1_73800.1
OG0003245	EWB00_006500	TREG1_69660.1
OG0003247	EWB00_002490.3, EWB00_002490.1, EWB00_002490.2	TREG1_24900.1, TREG1_24900.2, TREG1_24900.3, TREG1_24900.4
OG0003249	EWB00_010444	TREG1_89120.1
OG0003250	EWB00_007922	TREG1_95950.1, TREG1_95950.2, TREG1_95950.3
OG0003251	EWB00_005287.1, EWB00_005287.2	TREG1_121660.2, TREG1_121660.1, TREG1_121660.3
OG0003252	EWB00_002792.5, EWB00_002792.3, EWB00_002792.1, EWB00_002792.2, EWB00_002792.4	TREG1_55950.1
OG0003253	EWB00_006924	TREG1_121600.1
OG0003254	EWB00_008914	TREG1_82330.1
OG0003255	EWB00_005870	TREG1_134560.1
OG0003256	EWB00_002182	TREG1_117450.1, TREG1_117450.2, TREG1_117450.4, TREG1_117450.3
OG0003257	EWB00_009732.1, EWB00_009732.3, EWB00_009732.2	TREG1_6680.1
OG0003258	EWB00_001796	TREG1_57720.1
OG0003259	EWB00_007061	TREG1_59870.1, TREG1_59870.2
OG0003260	EWB00_010180	TREG1_115080.1, TREG1_115080.2
OG0003261	EWB00_003383.1	TREG1_55610.1
OG0003262	EWB00_010861.3	TREG1_79070.1
OG0003263	EWB00_006341, EWB00_006342	TREG1_3620.1, TREG1_3620.2
OG0003264	EWB00_004804	TREG1_27950.1, TREG1_27930.1, TREG1_27940.1, TREG1_27920.1, TREG1_27980.1, TREG1_27910.1
OG0003265	EWB00_005737.1, EWB00_005737.2	TREG1_56380.1, TREG1_56380.2, TREG1_56380.3
OG0003266	EWB00_008682.1, EWB00_008682.2	TREG1_99940.1
OG0003267	EWB00_002529.1, EWB00_002529.2	TREG1_22260.1
OG0003268	EWB00_008258.1, EWB00_008258.2	TREG1_39680.1, TREG1_39660.1, TREG1_39670.1
OG0003269	EWB00_010993.1, EWB00_010993.2	TREG1_98940.6, TREG1_98940.4, TREG1_98940.5, TREG1_98940.1, TREG1_98940.2, TREG1_98940.3
OG0003270	EWB00_005906	TREG1_90150.1
OG0003271	EWB00_009402.4, EWB00_009402.5, EWB00_009402.7, EWB00_009402.1, EWB00_009402.3, EWB00_009402.2, EWB00_009402.6, EWB00_009402.8	TREG1_20800.1
OG0003272	EWB00_004323	TREG1_55780.1
OG0003273	EWB00_001726	TREG1_55390.1
OG0003274	EWB00_003811, EWB00_001051.4, EWB00_001051.2, EWB00_001051.3, EWB00_001051.5, EWB00_001051.6, EWB00_001051.8, EWB00_001051.7	TREG1_22320.1, TREG1_22320.2
OG0003275	EWB00_001108.1	TREG1_58670.1
OG0003276	EWB00_006584	TREG1_85910.2, TREG1_85900.1, TREG1_85900.2, TREG1_85910.1, TREG1_85910.3, TREG1_85910.4, TREG1_85910.5, TREG1_85890.1
OG0003277	EWB00_002907.1, EWB00_002907.2	TREG1_54050.1
OG0003278	EWB00_005170	TREG1_72780.1
OG0003279	EWB00_003837.1, EWB00_003837.2	TREG1_480.1, TREG1_480.2
OG0003280	EWB00_007377.2, EWB00_007377.1, EWB00_007377.3, EWB00_007377.4, EWB00_007377.5	TREG1_102610.1
OG0003281	EWB00_011205.1, EWB00_011205.2	TREG1_136400.1, TREG1_136400.2
OG0003282	EWB00_010653	TREG1_63860.1
OG0003283	EWB00_000573.1, EWB00_000573.3, EWB00_000573.2, EWB00_000573.4	TREG1_134850.1, TREG1_134850.2
OG0003284	EWB00_011299	TREG1_85350.1, TREG1_85350.2, TREG1_85350.3, TREG1_85350.5, TREG1_85350.6, TREG1_85350.7, TREG1_85350.4
OG0003285	EWB00_007543.1, EWB00_007543.2	TREG1_32170.1
OG0003286	EWB00_009842	TREG1_91060.1
OG0003287	EWB00_010374.1, EWB00_010374.2	TREG1_9660.7, TREG1_9660.8, TREG1_9680.2, TREG1_9680.1, TREG1_9680.3
OG0003288	EWB00_009774	TREG1_90580.1, TREG1_90560.1
OG0003289	EWB00_002694	TREG1_28230.1, TREG1_28150.2, TREG1_28150.3, TREG1_28150.5, TREG1_28150.6, TREG1_28150.7, TREG1_28150.1, TREG1_28150.4, TREG1_28220.1, TREG1_28150.8
OG0003290	EWB00_009496.1, EWB00_009496.2, EWB00_009496.3	TREG1_17200.1
OG0003291	EWB00_000053.1, EWB00_000053.2	TREG1_10470.1
OG0003292	EWB00_001336.1, EWB00_001336.2, EWB00_001336.3, EWB00_001336.4, EWB00_001336.5, EWB00_001336.6	TREG1_116700.1
OG0003293	EWB00_007013	TREG1_58810.1
OG0003294	EWB00_008149.1, EWB00_008149.2, EWB00_008149.3	TREG1_54070.1, TREG1_54070.2
OG0003296	EWB00_008128.3, EWB00_008128.1, EWB00_008128.2	TREG1_70730.1, TREG1_70730.5, TREG1_70730.7, TREG1_70730.3, TREG1_70730.6, TREG1_70730.2, TREG1_70730.4
OG0003297	EWB00_006546.1, EWB00_006546.2	TREG1_27760.1
OG0003298	EWB00_004029	TREG1_63100.1, TREG1_63100.2
OG0003299	EWB00_002013.1, EWB00_002013.2, EWB00_002013.3	TREG1_100410.1
OG0003302	EWB00_008838	TREG1_4300.3, TREG1_4300.1, TREG1_4300.2, TREG1_4300.5, TREG1_4300.4, TREG1_4300.6, TREG1_4310.1
OG0003303	EWB00_007745.1, EWB00_007745.3, EWB00_007745.2, EWB00_007745.4	TREG1_71210.1, TREG1_71270.1, TREG1_71270.2
OG0003304	EWB00_007783.1, EWB00_007783.2	TREG1_28740.1, TREG1_28740.2
OG0003305	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3	TREG1_106530.1
OG0003306	EWB00_007821	TREG1_73990.1
OG0003307	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8	TREG1_43530.1
OG0003309	EWB00_005667	TREG1_14410.1
OG0003310	EWB00_010716	TREG1_68480.1
OG0003311	EWB00_001917	TREG1_127710.1, TREG1_127700.1, TREG1_127790.1
OG0003313	EWB00_002174, EWB00_002175, EWB00_009988, EWB00_002176	TREG1_75050.1
OG0003314	EWB00_010889	TREG1_33270.1, TREG1_33270.2
OG0003315	EWB00_007856.1, EWB00_007856.2	TREG1_50450.1
OG0003318	EWB00_009257, EWB00_000638	TREG1_12780.1, TREG1_10360.1, TREG1_46940.1, TREG1_86700.1, TREG1_102470.1, TREG1_117630.1
OG0003319	EWB00_003912, EWB00_003911.1, EWB00_003911.2	TREG1_54930.1
OG0003320	EWB00_003563	TREG1_75820.1
OG0003321	EWB00_006021.1, EWB00_006021.2	TREG1_48180.1, TREG1_48180.2, TREG1_48180.3, TREG1_48180.4
OG0003322	EWB00_007639	TREG1_29810.1
OG0003326	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2	TREG1_89830.1
OG0003327	EWB00_003890	TREG1_103890.1, TREG1_103890.2
OG0003328	EWB00_011026	TREG1_102900.1, TREG1_102900.2, TREG1_102900.3, TREG1_102900.4, TREG1_102900.5
OG0003329	EWB00_000558	TREG1_134280.1
OG0003330	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2	TREG1_69720.1
OG0003331	EWB00_009188	TREG1_51290.1, TREG1_51290.2, TREG1_51290.3
OG0003332	EWB00_011211	TREG1_54980.1
OG0003333	EWB00_009921.1, EWB00_009921.2	TREG1_6060.1
OG0003334	EWB00_003319.1, EWB00_003319.2	TREG1_48520.1
OG0003335	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3	TREG1_90280.1
OG0003336	EWB00_001160.1, EWB00_001160.2	TREG1_84290.1, TREG1_84290.2, TREG1_84290.3
OG0003337	EWB00_010983.3, EWB00_010983.1, EWB00_010983.2	TREG1_105460.1, TREG1_105460.2
OG0003338	EWB00_007637	TREG1_17680.1, TREG1_17680.2
OG0003339	EWB00_010227	TREG1_300.1, TREG1_310.3, TREG1_310.4, TREG1_310.2, TREG1_310.1
OG0003340	EWB00_004593	TREG1_41390.1
OG0003341	EWB00_006222.1, EWB00_006222.2	TREG1_92270.1
OG0003342	EWB00_002304.1, EWB00_002304.2	TREG1_17860.1
OG0003343	EWB00_007216.1, EWB00_007216.2	TREG1_64540.1
OG0003344	EWB00_001539	TREG1_32650.1
OG0003345	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1	TREG1_46790.1
OG0003347	EWB00_000978	TREG1_31290.1, TREG1_31290.2
OG0003348	EWB00_005383	TREG1_67630.1, TREG1_67630.2, TREG1_67630.3, TREG1_67630.4
OG0003349	EWB00_007466	TREG1_49940.1, TREG1_49940.2
OG0003350	EWB00_010089.1, EWB00_010089.2	TREG1_94490.1, TREG1_94490.2, TREG1_94490.3, TREG1_94490.4
OG0003351	EWB00_004547.1, EWB00_004547.2	TREG1_107790.1
OG0003352	EWB00_006734.2, EWB00_006734.1	TREG1_112580.1
OG0003354	EWB00_007009	TREG1_60070.1
OG0003355	EWB00_010054	TREG1_93970.1
OG0003357	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3	TREG1_39520.1
OG0003359	EWB00_005569	TREG1_79210.1, TREG1_79210.2
OG0003361	EWB00_010359	TREG1_24490.4, TREG1_24490.3, TREG1_24490.6, TREG1_24490.1, TREG1_24490.2, TREG1_24490.5
OG0003362	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1	TREG1_98880.1
OG0003363	EWB00_002198	TREG1_48190.1
OG0003364	EWB00_001339.1, EWB00_001339.2	TREG1_116460.1
OG0003365	EWB00_001048	TREG1_22280.1, TREG1_22280.2
OG0003366	EWB00_011157	TREG1_85920.1
OG0003367	EWB00_010811.2, EWB00_010811.1, EWB00_010811.3	TREG1_63820.1, TREG1_63830.1, TREG1_63830.2
OG0003368	EWB00_007696	TREG1_32990.1
OG0003369	EWB00_000917.1, EWB00_000917.2	TREG1_87240.1, TREG1_87240.3, TREG1_87240.2
OG0003370	EWB00_005111	TREG1_48700.1, TREG1_48700.2, TREG1_48700.4, TREG1_48700.5, TREG1_48700.3
OG0003371	EWB00_010802.1, EWB00_010802.2	TREG1_136460.1
OG0003372	EWB00_003039	TREG1_133120.1, TREG1_133120.2
OG0003373	EWB00_004807	TREG1_27900.1, TREG1_27900.2, TREG1_27900.3, TREG1_27900.4, TREG1_27900.5
OG0003374	EWB00_001431.2, EWB00_001430, EWB00_001431.1	TREG1_132070.1
OG0003375	EWB00_009163	TREG1_96430.1
OG0003376	EWB00_010756.1, EWB00_010756.2	TREG1_64070.1
OG0003377	EWB00_000138	TREG1_112070.1
OG0003378	EWB00_008958	TREG1_137730.1
OG0003378	EWB00_004512	TREG1_110310.1, TREG1_110310.2
OG0003379	EWB00_010474.1, EWB00_010474.2, EWB00_010474.3	TREG1_138150.2, TREG1_138150.1, TREG1_139490.2, TREG1_138150.3, TREG1_139490.1
OG0003380	EWB00_005324	TREG1_64250.1, TREG1_64250.4, TREG1_64250.2, TREG1_64250.3
OG0003381	EWB00_011174	TREG1_77140.1
OG0003382	EWB00_008654.1, EWB00_008654.2	TREG1_97910.5, TREG1_97920.1, TREG1_97910.1, TREG1_97910.6, TREG1_97910.3, TREG1_97910.4
OG0003383	EWB00_002567	TREG1_104290.1
OG0003384	EWB00_010106, EWB00_010165.1, EWB00_010165.2	TREG1_57660.1, TREG1_57660.2
OG0003385	EWB00_006712	TREG1_124930.1
OG0003386	EWB00_003506.1, EWB00_003506.2	TREG1_26610.1, TREG1_26610.2
OG0003387	EWB00_002372.5, EWB00_002372.4, EWB00_002372.3, EWB00_002372.2, EWB00_002372.1	TREG1_19980.3, TREG1_19980.1, TREG1_19980.4, TREG1_19980.6, TREG1_19980.5, TREG1_19980.2
OG0003388	EWB00_004775.3, EWB00_004775.4, EWB00_004775.1, EWB00_004775.2	TREG1_133380.1
OG0003389	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1	TREG1_63530.1, TREG1_139710.1, TREG1_63550.1, TREG1_63550.2
OG0003390	EWB00_003379	TREG1_55680.1, TREG1_55670.1
OG0003391	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1	TREG1_109720.1, TREG1_109720.2, TREG1_109720.3
OG0003392	EWB00_003808, EWB00_003810	TREG1_73650.1, TREG1_73650.2
OG0003393	EWB00_005947.1, EWB00_005947.2	TREG1_47900.1, TREG1_47900.2, TREG1_47900.3
OG0003394	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3	TREG1_55820.1, TREG1_123960.1, TREG1_55820.2
OG0003395	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4	TREG1_74250.1
OG0003396	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4	TREG1_34550.1
OG0003397	EWB00_002407	TREG1_29450.1, TREG1_29450.2
OG0003398	EWB00_008514.1, EWB00_008514.2	TREG1_17160.1
OG0003400	EWB00_006634	TREG1_104040.1, TREG1_104040.2
OG0003401	EWB00_002124	TREG1_51350.1
OG0003402	EWB00_006448.1, EWB00_006448.2	TREG1_28340.1, TREG1_28360.1
OG0003403	EWB00_004423	TREG1_74540.1, TREG1_74540.2, TREG1_74550.1
OG0003404	EWB00_001371.1, EWB00_001371.2, EWB00_001371.3	TREG1_103750.1
OG0003405	EWB00_010805	TREG1_66930.1, TREG1_66940.1
OG0003406	EWB00_007774.1, EWB00_007774.2	TREG1_25840.1
OG0003407	EWB00_009604.1, EWB00_009604.2	TREG1_114330.1, TREG1_114330.2
OG0003408	EWB00_000283.1, EWB00_000283.2, EWB00_000283.3	TREG1_31550.1
OG0003409	EWB00_006521	TREG1_13590.1, TREG1_13610.1, TREG1_13580.1, TREG1_13600.1
OG0003410	EWB00_010097, EWB00_010096	TREG1_94450.1
OG0003411	EWB00_006177.2, EWB00_006177.1, EWB00_006177.4, EWB00_006177.3	TREG1_43850.1, TREG1_43850.2
OG0003412	EWB00_008272	TREG1_2500.1, TREG1_2500.2
OG0003414	EWB00_006156	TREG1_55290.1, TREG1_55290.2, TREG1_55290.3, TREG1_55290.4, TREG1_55290.5, TREG1_55290.6
OG0003415	EWB00_002257	TREG1_107580.1
OG0003416	EWB00_010071.2, EWB00_010071.1, EWB00_010071.3	TREG1_94060.12, TREG1_94060.13, TREG1_94060.14, TREG1_94270.1
OG0003417	EWB00_005253.1, EWB00_005253.2	TREG1_74040.1, TREG1_74040.2
OG0003418	EWB00_008966.1, EWB00_008966.2	TREG1_72140.1
OG0003419	EWB00_010931.1, EWB00_010931.2	TREG1_106840.1, TREG1_106840.2, TREG1_106850.1, TREG1_106840.3
OG0003420	EWB00_004367.2, EWB00_004367.1	TREG1_143500.1, TREG1_52810.2, TREG1_52810.1, TREG1_52810.3
OG0003422	EWB00_002075.1, EWB00_002075.2	TREG1_72400.1
OG0003423	EWB00_004586	TREG1_28020.1
OG0003424	EWB00_005280.4, EWB00_005280.6, EWB00_005280.3, EWB00_005280.5, EWB00_005280.1, EWB00_005280.2	TREG1_119890.1
OG0003425	EWB00_001350	TREG1_116400.1, TREG1_116400.2
OG0003426	EWB00_008880	TREG1_82530.1, TREG1_82530.2
OG0003427	EWB00_001006, EWB00_001002, EWB00_001005	TREG1_30720.1
OG0003428	EWB00_008956	TREG1_117820.1, TREG1_117820.2, TREG1_117820.3
OG0003429	EWB00_004576.1, EWB00_004576.2	TREG1_96060.5, TREG1_96200.1
OG0003430	EWB00_002024	TREG1_100260.1, TREG1_100270.1
OG0003431	EWB00_002523, EWB00_002522	TREG1_11770.2, TREG1_11770.4, TREG1_11770.3, TREG1_11770.1, TREG1_11770.5, TREG1_16060.1, TREG1_16060.2
OG0003432	EWB00_008132.1, EWB00_008132.3, EWB00_008132.2	TREG1_99560.1, TREG1_99560.2, TREG1_99560.3
OG0003433	EWB00_009567.1, EWB00_009567.2	TREG1_7350.1
OG0003434	EWB00_011165	TREG1_83480.1, TREG1_83480.2
OG0003435	EWB00_005618.1, EWB00_005618.2	TREG1_52790.1
OG0003436	EWB00_004421	TREG1_74570.2, TREG1_74570.1, TREG1_74570.3
OG0003437	EWB00_004970.1, EWB00_004970.3, EWB00_004970.2	TREG1_105820.1, TREG1_105820.2
OG0003438	EWB00_007438	TREG1_43710.1
OG0003439	EWB00_002383	TREG1_23990.1, TREG1_23990.2
OG0003441	EWB00_005009.1, EWB00_005009.2	TREG1_33600.1
OG0003442	EWB00_008350.1, EWB00_008350.2	TREG1_102650.1
OG0003443	EWB00_011244.1, EWB00_011244.2	TREG1_83500.1
OG0003444	EWB00_004673.1, EWB00_004673.2, EWB00_004673.3	TREG1_101580.1
OG0003445	EWB00_008285	TREG1_31060.1, TREG1_31070.1, TREG1_31080.1
OG0003446	EWB00_008367.3, EWB00_008367.1, EWB00_008367.4, EWB00_008367.2	TREG1_36850.1
OG0003447	EWB00_006310.1, EWB00_006310.2	TREG1_17220.1
OG0003448	EWB00_001621	TREG1_99430.2, TREG1_99430.1, TREG1_99430.3
OG0003449	EWB00_001622.1, EWB00_001622.2	TREG1_99420.1
OG0003450	EWB00_008870.1, EWB00_008870.3, EWB00_008870.4, EWB00_008870.2	TREG1_90340.1
OG0003451	EWB00_008644, EWB00_008643	TREG1_117900.1
OG0003453	EWB00_009555.1, EWB00_009555.2	TREG1_57700.1
OG0003454	EWB00_003429.1, EWB00_003429.2, EWB00_003429.3	TREG1_53890.1
OG0003455	EWB00_001163.1, EWB00_001163.2, EWB00_001163.3, EWB00_001163.4, EWB00_001163.5	TREG1_84370.1
OG0003456	EWB00_008836	TREG1_1180.1
OG0003457	EWB00_003158	TREG1_34330.3, TREG1_34330.2, TREG1_34330.1, TREG1_34330.4
OG0003458	EWB00_006194	TREG1_44990.1, TREG1_44990.2
OG0003459	EWB00_010922	TREG1_106760.1, TREG1_139570.1, TREG1_139690.3, TREG1_139700.1, TREG1_139690.1, TREG1_139690.2
OG0003460	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3	TREG1_31790.1
OG0003461	EWB00_007307.1	TREG1_110390.1, TREG1_110400.1, TREG1_110410.1, TREG1_110420.1, TREG1_110430.1
OG0003462	EWB00_006148	TREG1_41500.1
OG0003463	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4	TREG1_114260.1, TREG1_114270.1
OG0003465	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2	TREG1_88540.1
OG0003466	EWB00_005532.1, EWB00_005532.2, EWB00_005532.3, EWB00_005532.4	TREG1_2800.1
OG0003467	EWB00_002014, EWB00_002015	TREG1_100380.1
OG0003468	EWB00_008929.1, EWB00_008929.2	TREG1_136120.1, TREG1_136120.2
OG0003469	EWB00_005218	TREG1_74650.1, TREG1_74650.2
OG0003470	EWB00_006821	TREG1_70070.1
OG0003471	EWB00_000172.1, EWB00_000172.2, EWB00_000172.3, EWB00_000172.4	TREG1_62830.1
OG0003472	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4	TREG1_11740.1, TREG1_11740.4, TREG1_11740.5, TREG1_11740.2, TREG1_11740.3
OG0003473	EWB00_004571, EWB00_004572	TREG1_108600.1, TREG1_108610.1
OG0003474	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6	TREG1_73680.1, TREG1_73680.2
OG0003475	EWB00_001085.1, EWB00_001085.2	TREG1_60360.2, TREG1_60360.1, TREG1_60360.3, TREG1_60360.4
OG0003476	EWB00_006402.1, EWB00_006402.2	TREG1_42350.4, TREG1_42350.3, TREG1_42350.1, TREG1_42350.2
OG0003477	EWB00_011377	TREG1_126050.1
OG0003478	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3	TREG1_16810.1, TREG1_16810.2, TREG1_16810.3, TREG1_16810.4
OG0003479	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3	TREG1_38230.1
OG0003480	EWB00_006233.1, EWB00_006233.2	TREG1_92080.1, TREG1_92140.1
OG0003481	EWB00_011156	TREG1_87800.1
OG0003482	EWB00_007533	TREG1_120970.1, TREG1_120970.3, TREG1_120970.2
OG0003483	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4	TREG1_48140.1
OG0003484	EWB00_004846	TREG1_10210.1, TREG1_10210.2, TREG1_10210.3, TREG1_10210.4
OG0003485	EWB00_009592, EWB00_009595	TREG1_117750.1, TREG1_117760.1
OG0003486	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3	TREG1_57550.8, TREG1_57550.2, TREG1_57550.3, TREG1_57550.6, TREG1_57550.10, TREG1_57550.5, TREG1_57550.1, TREG1_57550.4, TREG1_57550.7, TREG1_57550.11, TREG1_57550.9
OG0003488	EWB00_009415.1, EWB00_009415.2, EWB00_009415.3	TREG1_27060.2, TREG1_27060.1, TREG1_27060.3
OG0003489	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4	TREG1_97290.1
OG0003490	EWB00_003071.1, EWB00_003071.2	TREG1_11200.1
OG0003491	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3	TREG1_53600.1, TREG1_53610.1, TREG1_53620.1
OG0003492	EWB00_011348, EWB00_011347	TREG1_83190.1
OG0003493	EWB00_003175	TREG1_128550.1, TREG1_128600.1
OG0003494	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1	TREG1_130710.1
OG0003495	EWB00_009577.3, EWB00_009577.1, EWB00_009577.2	TREG1_5260.1
OG0003496	EWB00_005978.1, EWB00_005978.2	TREG1_48110.1
OG0003497	EWB00_000438, EWB00_003786	TREG1_65490.1, TREG1_65470.1, TREG1_65480.1, TREG1_79950.1
OG0003498	EWB00_009347.1, EWB00_009347.2	TREG1_96700.2, TREG1_96700.4, TREG1_96700.1, TREG1_96700.3
OG0003500	EWB00_007109.1, EWB00_007109.2, EWB00_007109.3	TREG1_87690.1
OG0003501	EWB00_008240.1, EWB00_008240.2	TREG1_102510.1, TREG1_102510.2, TREG1_102510.3, TREG1_102510.5, TREG1_102510.4
OG0003502	EWB00_009443	TREG1_119820.1, TREG1_119820.2
OG0003503	EWB00_002043.4, EWB00_002043.1, EWB00_002043.3, EWB00_002043.2, EWB00_002043.5	TREG1_5330.1
OG0003504	EWB00_006216.1, EWB00_006216.2	TREG1_41660.1
OG0003505	EWB00_005314.1, EWB00_005314.2, EWB00_005314.3, EWB00_005314.4	TREG1_70590.1
OG0003506	EWB00_005692.1, EWB00_005692.2, EWB00_005692.3	TREG1_6430.1
OG0003507	EWB00_004827, EWB00_010540	TREG1_5230.1
OG0003508	EWB00_003644	TREG1_89110.1, TREG1_89110.2
OG0003509	EWB00_000031	TREG1_40690.1, TREG1_40690.2
OG0003510	EWB00_005690	TREG1_18330.1, TREG1_18330.2, TREG1_18330.3, TREG1_18330.4
OG0003511	EWB00_008714	TREG1_81420.1, TREG1_81420.2, TREG1_81420.3
OG0003512	EWB00_008789.1, EWB00_008789.2, EWB00_008789.3, EWB00_008789.4	TREG1_114900.1
OG0003513	EWB00_007160	TREG1_100590.1
OG0003514	EWB00_000641	TREG1_50230.1
OG0003515	EWB00_004772.1, EWB00_004772.2	TREG1_133480.1, TREG1_133480.2, TREG1_133480.3
OG0003516	EWB00_010609	TREG1_68720.1, TREG1_68720.2, TREG1_68720.3
OG0003517	EWB00_004794.2, EWB00_004794.1, EWB00_004794.3, EWB00_004794.4, EWB00_004794.5	TREG1_139760.1, TREG1_139770.1, TREG1_139780.3, TREG1_139780.2, TREG1_139780.1
OG0003518	EWB00_005278.1, EWB00_005278.2	TREG1_119910.1
OG0003519	EWB00_007709.1, EWB00_007709.2	TREG1_40070.1
OG0003520	EWB00_005566	TREG1_79160.6, TREG1_79160.7, TREG1_79190.1, TREG1_79160.8
OG0003521	EWB00_009438	TREG1_13930.1, TREG1_13930.2, TREG1_13930.3
OG0003522	EWB00_007484	TREG1_96160.2, TREG1_96160.1, TREG1_96160.3
OG0003523	EWB00_000743	TREG1_75110.1
OG0003524	EWB00_004011	TREG1_85150.1
OG0003525	EWB00_007344	TREG1_6510.1
OG0003526	EWB00_006005.1, EWB00_006005.2, EWB00_006005.3, EWB00_006005.4	TREG1_49360.1
OG0003527	EWB00_002256.2, EWB00_002256.1, EWB00_002256.3	TREG1_107570.1
OG0003528	EWB00_010233.2, EWB00_010233.4, EWB00_010233.1, EWB00_010233.3	TREG1_7430.1
OG0003529	EWB00_003232	TREG1_56090.1
OG0003530	EWB00_004001.1, EWB00_004001.2, EWB00_004001.3	TREG1_89450.1
OG0003531	EWB00_009491	TREG1_8830.1, TREG1_8840.1
OG0003532	EWB00_008841.2, EWB00_008841.3, EWB00_008841.1, EWB00_008841.4, EWB00_008841.5, EWB00_008841.6, EWB00_008841.7, EWB00_008841.8	TREG1_4340.1
OG0003533	EWB00_010709	TREG1_68380.1, TREG1_68380.2
OG0003534	EWB00_000325	TREG1_125270.1, TREG1_125270.3, TREG1_125270.2
OG0003535	EWB00_006668	TREG1_133220.1
OG0003536	EWB00_011353	TREG1_86610.1
OG0003537	EWB00_000502	TREG1_81790.1, TREG1_81790.2
OG0003538	EWB00_005823.1	TREG1_24170.1
OG0003539	EWB00_002023	TREG1_100300.1, TREG1_100300.2
