Orthogroup	schistosoma_japonicum	schistosoma_margrebowiei
OG0003491	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3	SMRG1_34070.2, SMRG1_34070.1, SMRG1_34070.3
OG0003492	EWB00_011348, EWB00_011347	SMRG1_59770.1
OG0003493	EWB00_003175	SMRG1_92890.1
OG0003494	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1	SMRG1_94390.1
OG0003495	EWB00_009577.3, EWB00_009577.1, EWB00_009577.2	SMRG1_3970.1
OG0003496	EWB00_005978.1, EWB00_005978.2	SMRG1_30440.1, SMRG1_30440.2
OG0003497	EWB00_000438, EWB00_003786	SMRG1_56160.1
OG0003498	EWB00_009347.1, EWB00_009347.2	SMRG1_70870.1, SMRG1_70870.2
OG0003500	EWB00_007109.1, EWB00_007109.2, EWB00_007109.3	SMRG1_63910.1, SMRG1_63910.2, SMRG1_63910.3
OG0003501	EWB00_008240.1, EWB00_008240.2	SMRG1_77970.1, SMRG1_77970.3, SMRG1_77970.2
OG0003502	EWB00_009443	SMRG1_88770.1, SMRG1_88770.2
OG0003503	EWB00_002043.4, EWB00_002043.1, EWB00_002043.3, EWB00_002043.2, EWB00_002043.5	SMRG1_5510.2, SMRG1_5510.3, SMRG1_5510.1
OG0003504	EWB00_006216.1, EWB00_006216.2	SMRG1_39010.1
OG0003505	EWB00_005314.1, EWB00_005314.2, EWB00_005314.3, EWB00_005314.4	SMRG1_51800.1
OG0003506	EWB00_005692.1, EWB00_005692.2, EWB00_005692.3	SMRG1_840.1
OG0003507	EWB00_004827, EWB00_010540	SMRG1_3980.1, SMRG1_3980.2, SMRG1_3980.3, SMRG1_3980.4
OG0003508	EWB00_003644	SMRG1_65410.1, SMRG1_65410.2, SMRG1_65410.3
OG0003509	EWB00_000031	SMRG1_44230.1, SMRG1_44230.2
OG0003510	EWB00_005690	SMRG1_860.1, SMRG1_860.2
OG0003511	EWB00_008714	SMRG1_65280.1, SMRG1_65280.2
OG0003512	EWB00_008789.1, EWB00_008789.2, EWB00_008789.3, EWB00_008789.4	SMRG1_83430.1
OG0003513	EWB00_007160	SMRG1_76290.1, SMRG1_76290.2
OG0003514	EWB00_000641	SMRG1_29010.1, SMRG1_29010.2, SMRG1_29010.3, SMRG1_29010.4, SMRG1_29010.5
OG0003515	EWB00_004772.1, EWB00_004772.2	SMRG1_95250.1
OG0003516	EWB00_010609	SMRG1_51590.1, SMRG1_51590.3, SMRG1_51590.2
OG0003517	EWB00_004794.2, EWB00_004794.1, EWB00_004794.3, EWB00_004794.4, EWB00_004794.5	SMRG1_96800.1
OG0003518	EWB00_005278.1, EWB00_005278.2	SMRG1_87630.1, SMRG1_87630.2, SMRG1_87630.3
OG0003519	EWB00_007709.1, EWB00_007709.2	SMRG1_37810.1
OG0003520	EWB00_005566	SMRG1_58360.1
OG0003521	EWB00_009438	SMRG1_11330.1, SMRG1_11330.2
OG0003522	EWB00_007484	SMRG1_80670.1, SMRG1_80670.2, SMRG1_80670.3
OG0003523	EWB00_000743	SMRG1_55230.2, SMRG1_55230.3, SMRG1_55230.1, SMRG1_55230.4, SMRG1_55230.5
OG0003524	EWB00_004011	SMRG1_62620.1
OG0003525	EWB00_007344	SMRG1_3260.1
OG0003526	EWB00_006005.1, EWB00_006005.2, EWB00_006005.3, EWB00_006005.4	SMRG1_30150.1
OG0003527	EWB00_002256.2, EWB00_002256.1, EWB00_002256.3	SMRG1_80070.1
OG0003528	EWB00_010233.2, EWB00_010233.4, EWB00_010233.1, EWB00_010233.3	SMRG1_1240.4, SMRG1_1240.5, SMRG1_1240.1, SMRG1_1240.2, SMRG1_1240.3
OG0003529	EWB00_003232	SMRG1_42470.1
OG0003530	EWB00_004001.1, EWB00_004001.2, EWB00_004001.3	SMRG1_66880.1, SMRG1_66880.2
OG0003531	EWB00_009491	SMRG1_10230.2, SMRG1_10230.1
OG0003532	EWB00_008841.2, EWB00_008841.3, EWB00_008841.1, EWB00_008841.4, EWB00_008841.5, EWB00_008841.6, EWB00_008841.7, EWB00_008841.8	SMRG1_7850.1
OG0003533	EWB00_010709	SMRG1_48990.1, SMRG1_48990.2, SMRG1_48990.3
OG0003534	EWB00_000325	SMRG1_88440.1, SMRG1_88440.2
OG0003535	EWB00_006668	SMRG1_97530.6, SMRG1_97530.1, SMRG1_97530.2, SMRG1_97530.3, SMRG1_97530.4, SMRG1_97530.5
OG0003536	EWB00_011353	SMRG1_59720.1, SMRG1_59720.2
OG0003537	EWB00_000502	SMRG1_61530.1
OG0003538	EWB00_005823.3, EWB00_005823.2, EWB00_005823.1, EWB00_005823.4	SMRG1_21960.1
OG0003539	EWB00_002023	SMRG1_77580.1, SMRG1_77580.2, SMRG1_77580.3
OG0003540	EWB00_004850.1, EWB00_004850.2	SMRG1_4160.1
OG0003541	EWB00_003020	SMRG1_87140.2, SMRG1_87140.1
OG0003542	EWB00_008893.1, EWB00_008893.2	SMRG1_64680.1
OG0003543	EWB00_007608	SMRG1_50290.1
OG0003544	EWB00_008069	SMRG1_49230.1, SMRG1_49230.3, SMRG1_49230.2, SMRG1_49230.4
OG0003545	EWB00_010356.1, EWB00_010356.2, EWB00_010356.3	SMRG1_19020.1
OG0003547	EWB00_008593.3, EWB00_008593.1, EWB00_008593.2	SMRG1_7220.2, SMRG1_7220.1, SMRG1_7220.3, SMRG1_7220.5, SMRG1_7220.6, SMRG1_7220.4
OG0003548	EWB00_005758.1, EWB00_005758.2	SMRG1_21470.1, SMRG1_21470.2, SMRG1_21470.3, SMRG1_21470.6, SMRG1_21470.7, SMRG1_21470.4, SMRG1_21470.5
OG0003549	EWB00_003272.1, EWB00_003272.2, EWB00_003272.3	SMRG1_89100.1, SMRG1_89100.2
OG0003550	EWB00_001310.1, EWB00_001310.2, EWB00_001310.3	SMRG1_37590.3, SMRG1_37590.1, SMRG1_37590.2
OG0003551	EWB00_005582.1, EWB00_005582.2	SMRG1_64970.1, SMRG1_64970.2
OG0003552	EWB00_003466.1, EWB00_003466.2	SMRG1_58440.1, SMRG1_58440.2, SMRG1_58440.4, SMRG1_58440.3
OG0003553	EWB00_000806.1, EWB00_000806.2	SMRG1_9450.1, SMRG1_9440.1, SMRG1_9440.2, SMRG1_9440.3
OG0003554	EWB00_010077	SMRG1_68710.1, SMRG1_68720.2, SMRG1_68720.1, SMRG1_68720.3, SMRG1_68710.2
OG0003555	EWB00_011006	SMRG1_77120.1
OG0003556	EWB00_011345	SMRG1_59790.1
OG0003557	EWB00_002541	SMRG1_47370.1
OG0003558	EWB00_005180.1, EWB00_005180.2	SMRG1_58760.1, SMRG1_58760.2
OG0003559	EWB00_008946.1, EWB00_008946.2	SMRG1_82670.1
OG0003560	EWB00_000392.3, EWB00_000392.1, EWB00_000392.2	SMRG1_63340.1, SMRG1_63340.2, SMRG1_63340.3
OG0003561	EWB00_000101.1, EWB00_000101.2	SMRG1_4460.7, SMRG1_4460.8, SMRG1_4460.3, SMRG1_4460.4, SMRG1_4460.5, SMRG1_4460.6, SMRG1_4460.1, SMRG1_4460.2
OG0003562	EWB00_008889	SMRG1_64670.1
OG0003564	EWB00_002583.1, EWB00_002583.3, EWB00_002583.2	SMRG1_31600.1, SMRG1_31600.2, SMRG1_31600.3, SMRG1_31600.4, SMRG1_31600.5, SMRG1_31600.6, SMRG1_31600.7
OG0003565	EWB00_010138, EWB00_005004	SMRG1_27150.1, SMRG1_27130.1, SMRG1_27130.2
OG0003567	EWB00_008326.1, EWB00_008326.2	SMRG1_11640.12, SMRG1_11640.1, SMRG1_11640.11, SMRG1_11640.2, SMRG1_11640.3, SMRG1_11640.4, SMRG1_11640.5, SMRG1_11640.7, SMRG1_11640.10, SMRG1_11640.13, SMRG1_11640.6, SMRG1_11640.8, SMRG1_11640.9
OG0003568	EWB00_007885, EWB00_007884	SMRG1_2570.1, SMRG1_2570.2
OG0003569	EWB00_008985	SMRG1_6160.5, SMRG1_6160.6, SMRG1_6160.2, SMRG1_6160.3, SMRG1_6160.4, SMRG1_6160.1
OG0003571	EWB00_001642	SMRG1_3350.1
OG0003571	EWB00_001641	SMRG1_3360.1
OG0003577	EWB00_000986	SMRG1_44710.1, SMRG1_51000.1
OG0003578	EWB00_000569	SMRG1_95940.1
OG0003579	EWB00_004333.2	SMRG1_36710.1, SMRG1_36710.4, SMRG1_36710.2, SMRG1_36710.3
OG0003580	EWB00_010285.1, EWB00_010285.2	SMRG1_15440.1
OG0003581	EWB00_007670, EWB00_007671	SMRG1_41470.1
OG0003582	EWB00_003197.1, EWB00_003197.2	SMRG1_57800.4, SMRG1_57800.3, SMRG1_57800.7, SMRG1_57800.1, SMRG1_57800.6, SMRG1_57800.2, SMRG1_57800.5
OG0003583	EWB00_007579.1, EWB00_007579.2	SMRG1_2730.1
OG0003584	EWB00_011159	SMRG1_62220.3, SMRG1_62220.1, SMRG1_62220.2
OG0003585	EWB00_008400	SMRG1_84620.1
OG0003586	EWB00_009705	SMRG1_45300.3, SMRG1_45300.1, SMRG1_45300.2
OG0003587	EWB00_005544	SMRG1_10520.1, SMRG1_10520.3, SMRG1_10520.2
OG0003588	EWB00_003120.3, EWB00_003120.6, EWB00_003120.1, EWB00_003120.2, EWB00_003120.5, EWB00_003120.4	SMRG1_15730.1, SMRG1_15730.2
OG0003589	EWB00_006084	SMRG1_72040.1, SMRG1_72040.4, SMRG1_72040.3, SMRG1_72040.2
OG0003590	EWB00_009920	SMRG1_5980.1
OG0003591	EWB00_000490	SMRG1_61630.1, SMRG1_61630.2
OG0003592	EWB00_008095, EWB00_008093	SMRG1_74160.1, SMRG1_74160.2, SMRG1_74160.3
OG0003593	EWB00_002921.1, EWB00_002921.2, EWB00_002921.3	SMRG1_33440.1
OG0003594	EWB00_004813.1, EWB00_004813.2, EWB00_004814	SMRG1_14970.1, SMRG1_15030.1
OG0003595	EWB00_001654	SMRG1_86300.1, SMRG1_86300.2, SMRG1_86300.3, SMRG1_86300.4
OG0003596	EWB00_006790	SMRG1_53390.1, SMRG1_53400.1
OG0003597	EWB00_004523	SMRG1_73770.1
OG0003598	EWB00_004299	SMRG1_36360.1, SMRG1_36360.2
OG0003599	EWB00_002688.2, EWB00_002688.1, EWB00_002688.4, EWB00_002688.3	SMRG1_12780.1, SMRG1_12780.2
OG0003600	EWB00_008276	SMRG1_4990.2, SMRG1_4990.1, SMRG1_4990.3
OG0003601	EWB00_007006.1, EWB00_007006.2, EWB00_007006.3	SMRG1_27700.1
OG0003602	EWB00_008715	SMRG1_65300.1, SMRG1_65300.2
OG0003603	EWB00_006100	SMRG1_72130.2, SMRG1_72130.4, SMRG1_72130.3, SMRG1_72130.1
OG0003604	EWB00_005678.1, EWB00_005678.2	SMRG1_930.1, SMRG1_930.2
OG0003605	EWB00_002457	SMRG1_16040.1, SMRG1_16040.2
OG0003606	EWB00_005930.1, EWB00_005930.2	SMRG1_34290.1
OG0003607	EWB00_002345	SMRG1_14560.1
OG0003608	EWB00_004291.2, EWB00_004291.1, EWB00_004291.3	SMRG1_36260.2, SMRG1_36260.1, SMRG1_36260.3, SMRG1_36260.5, SMRG1_36260.4
OG0003609	EWB00_001099	SMRG1_24690.3, SMRG1_24690.1, SMRG1_24690.2
OG0003610	EWB00_004469.5, EWB00_004469.2, EWB00_004469.6, EWB00_004469.4, EWB00_004469.1, EWB00_004469.3	SMRG1_89500.1
OG0003611	EWB00_001201.1, EWB00_001201.2, EWB00_001201.3	SMRG1_54650.1, SMRG1_54650.2
OG0003612	EWB00_000504	SMRG1_61500.1
OG0003613	EWB00_009760	SMRG1_69700.1, SMRG1_69700.2, SMRG1_69700.3, SMRG1_69700.4, SMRG1_69700.5, SMRG1_69700.6
OG0003614	EWB00_000482	SMRG1_61680.1, SMRG1_61680.2
OG0003615	EWB00_009528	SMRG1_38970.2, SMRG1_38970.1
OG0003616	EWB00_006540.1, EWB00_006540.2	SMRG1_17370.1
OG0003617	EWB00_000228.1, EWB00_000228.2, EWB00_000228.3	SMRG1_60190.1, SMRG1_60190.2
OG0003618	EWB00_006999	SMRG1_24400.1
OG0003619	EWB00_009469.1, EWB00_009469.3, EWB00_009469.2	SMRG1_10010.1
OG0003620	EWB00_008724.1, EWB00_008724.2	SMRG1_49640.1
OG0003621	EWB00_008123	SMRG1_54680.1, SMRG1_54680.2, SMRG1_54680.3
OG0003622	EWB00_008138	SMRG1_71230.1, SMRG1_71230.2, SMRG1_71230.4, SMRG1_71230.3
OG0003623	EWB00_005368	SMRG1_50620.1
OG0003624	EWB00_002195	SMRG1_11430.1
OG0003625	EWB00_003010.3, EWB00_003010.1, EWB00_003010.2, EWB00_003010.4	SMRG1_87090.1, SMRG1_87090.2
OG0003626	EWB00_004936.1, EWB00_004936.2	SMRG1_86350.1
OG0003627	EWB00_008605, EWB00_008603	SMRG1_86160.1
OG0003628	EWB00_008141.1, EWB00_008141.2	SMRG1_33670.1, SMRG1_33670.2
OG0003629	EWB00_009569.2, EWB00_009569.1, EWB00_010023, EWB00_010020	SMRG1_6990.3, SMRG1_6990.2, SMRG1_6990.1
OG0003630	EWB00_004250	SMRG1_35930.1
OG0003631	EWB00_001248.1, EWB00_001248.2	SMRG1_79100.1, SMRG1_79100.2
OG0003632	EWB00_005579	SMRG1_65010.1, SMRG1_65010.2
OG0003633	EWB00_010695	SMRG1_53830.1
OG0003634	EWB00_007376.1, EWB00_007376.2	SMRG1_78490.3, SMRG1_78490.1, SMRG1_78490.2, SMRG1_78490.4
OG0003635	EWB00_011001.2, EWB00_011001.3, EWB00_011001.6, EWB00_011001.1, EWB00_011001.4, EWB00_011001.5	SMRG1_77070.1
OG0003636	EWB00_010927	SMRG1_74480.2, SMRG1_74480.1
OG0003637	EWB00_005776	SMRG1_68040.1
OG0003638	EWB00_006501	SMRG1_54540.1
OG0003639	EWB00_006502.2, EWB00_006502.3, EWB00_006502.1, EWB00_006502.4	SMRG1_54550.1, SMRG1_54550.2
OG0003640	EWB00_009086.2, EWB00_009086.1, EWB00_009086.3	SMRG1_4560.1, SMRG1_4560.2, SMRG1_4560.3
OG0003641	EWB00_007154.1, EWB00_007154.2	SMRG1_76240.1
OG0003642	EWB00_003569	SMRG1_57060.1
OG0003643	EWB00_008337.1, EWB00_008337.2, EWB00_008337.3, EWB00_008337.4, EWB00_008337.5	SMRG1_73040.1
OG0003644	EWB00_002328.1, EWB00_002328.2, EWB00_002328.3, EWB00_002328.4	SMRG1_14540.1
OG0003645	EWB00_000218	SMRG1_47750.1
OG0003646	EWB00_005389	SMRG1_54050.1
OG0003647	EWB00_006464	SMRG1_14830.1
OG0003648	EWB00_000816, EWB00_005530	SMRG1_9590.1
OG0003649	EWB00_005622	SMRG1_38570.1
OG0003650	EWB00_004802.1, EWB00_004802.2	SMRG1_14890.1
OG0003651	EWB00_005220.3, EWB00_005220.6, EWB00_005220.1, EWB00_005220.5, EWB00_005220.2, EWB00_005220.4	SMRG1_51220.1, SMRG1_51220.2, SMRG1_51220.3
OG0003652	EWB00_008124	SMRG1_54660.1, SMRG1_54670.1
OG0003653	EWB00_004601	SMRG1_39840.1, SMRG1_39830.1
OG0003654	EWB00_009802.1, EWB00_009802.2	SMRG1_67160.1
OG0003655	EWB00_006001.3, EWB00_006001.6, EWB00_006001.1, EWB00_006001.4, EWB00_006001.2, EWB00_006001.5	SMRG1_30190.1
OG0003656	EWB00_000957.1, EWB00_000957.2	SMRG1_72480.1, SMRG1_72480.2, SMRG1_72480.3
OG0003657	EWB00_000874	SMRG1_3430.1, SMRG1_3420.1
OG0003658	EWB00_008340.1	SMRG1_73060.1
OG0003659	EWB00_001232	SMRG1_78970.1
OG0003660	EWB00_002761.1, EWB00_002761.2	SMRG1_72670.1, SMRG1_72660.1, SMRG1_72670.2
OG0003661	EWB00_003550	SMRG1_52600.1
OG0003662	EWB00_000022.4, EWB00_000022.3, EWB00_000022.1, EWB00_000022.2	SMRG1_44180.1
OG0003663	EWB00_008648, EWB00_003664	SMRG1_70710.4, SMRG1_70710.3, SMRG1_70710.1, SMRG1_70710.2
OG0003664	EWB00_003788	SMRG1_56130.1, SMRG1_56140.1
OG0003665	EWB00_008349.1, EWB00_008349.2	SMRG1_73180.1, SMRG1_73180.2, SMRG1_73180.3
OG0003666	EWB00_005562.1, EWB00_005562.2	SMRG1_58330.1
OG0003667	EWB00_002451	SMRG1_16080.1, SMRG1_16080.2, SMRG1_16080.3
OG0003668	EWB00_006492.3, EWB00_006492.1, EWB00_006492.4, EWB00_006492.2	SMRG1_54460.1
OG0003669	EWB00_011178.1, EWB00_011178.2	SMRG1_55540.1, SMRG1_55540.2
OG0003670	EWB00_007729.1, EWB00_007729.2	SMRG1_63000.1
OG0003671	EWB00_007150.1, EWB00_007150.3, EWB00_007150.2	SMRG1_76220.1
OG0003673	EWB00_000316	SMRG1_89000.1
OG0003674	EWB00_001773, EWB00_001774	SMRG1_34140.1, SMRG1_34140.2
OG0003675	EWB00_008887	SMRG1_64650.1, SMRG1_64650.2
OG0003676	EWB00_008425, EWB00_008426	SMRG1_95410.1
OG0003677	EWB00_002262.1, EWB00_002262.2	SMRG1_80010.1
OG0003678	EWB00_007472.1, EWB00_007472.2, EWB00_007472.3	SMRG1_31300.1, SMRG1_31310.1
OG0003679	EWB00_004893.1, EWB00_004893.2, EWB00_004893.3, EWB00_004893.4	SMRG1_45150.1, SMRG1_45150.2
OG0003680	EWB00_001295.1, EWB00_001295.2, EWB00_001295.4, EWB00_001295.3	SMRG1_37460.1
OG0003681	EWB00_006933.1, EWB00_006933.2	SMRG1_88210.1
OG0003682	EWB00_010553.2, EWB00_010553.1, EWB00_010553.3	SMRG1_76080.1
OG0003683	EWB00_004664.1, EWB00_004664.2	SMRG1_8930.1, SMRG1_8930.2
OG0003684	EWB00_006035.1, EWB00_006035.2, EWB00_006035.3, EWB00_006035.4, EWB00_006035.5, EWB00_006035.6	SMRG1_29840.1
OG0003685	EWB00_003138.1, EWB00_003138.2, EWB00_003138.3	SMRG1_38230.1, SMRG1_38230.2, SMRG1_38230.3
OG0003686	EWB00_011413	SMRG1_92190.1, SMRG1_92190.2, SMRG1_92190.3
OG0003687	EWB00_007519.1, EWB00_007519.2	SMRG1_88380.1
OG0003688	EWB00_003772.1, EWB00_003772.2	SMRG1_97840.1, SMRG1_82930.1, SMRG1_82930.2
OG0003689	EWB00_009575	SMRG1_63110.1
OG0003690	EWB00_002226	SMRG1_55610.1
OG0003691	EWB00_006657.2	SMRG1_97270.1
OG0003692	EWB00_004391.1, EWB00_004391.2	SMRG1_38330.1
OG0003693	EWB00_010686.1, EWB00_010686.2	SMRG1_53770.1
OG0003694	EWB00_000304, EWB00_000307	SMRG1_23900.1, SMRG1_23900.2
OG0003695	EWB00_003647.1, EWB00_003647.2	SMRG1_65400.1, SMRG1_65400.3, SMRG1_65400.2
OG0003696	EWB00_001602	SMRG1_70480.1
OG0003697	EWB00_005635, EWB00_005637	SMRG1_440.1
OG0003698	EWB00_002117	SMRG1_32940.1
OG0003699	EWB00_003423	SMRG1_32480.1
OG0003700	EWB00_004032	SMRG1_46850.2, SMRG1_46850.3, SMRG1_46850.1
OG0003701	EWB00_009667.3, EWB00_009667.1, EWB00_009667.2	SMRG1_81790.1, SMRG1_81790.2
OG0003702	EWB00_003533	SMRG1_20430.1, SMRG1_20430.2, SMRG1_20430.3
OG0003703	EWB00_008321.1, EWB00_008321.2, EWB00_008321.3	SMRG1_11690.1, SMRG1_11690.3, SMRG1_11690.2
OG0003704	EWB00_002913	SMRG1_33510.1, SMRG1_33510.3, SMRG1_33510.2
OG0003705	EWB00_007861.1, EWB00_007861.2, EWB00_007861.3, EWB00_007861.4	SMRG1_34450.1
OG0003706	EWB00_006725.2, EWB00_006725.3, EWB00_006725.1, EWB00_006725.4	SMRG1_92390.1, SMRG1_92390.2
OG0003707	EWB00_009563	SMRG1_4640.1, SMRG1_4640.2
OG0003708	EWB00_011137.1, EWB00_011137.2	SMRG1_59300.1
OG0003709	EWB00_007188.1, EWB00_007188.2	SMRG1_1960.1
OG0003710	EWB00_002909	SMRG1_33570.1
OG0003711	EWB00_005806.3, EWB00_005806.4, EWB00_005806.1, EWB00_005806.2	SMRG1_67700.1
OG0003712	EWB00_006554	SMRG1_17260.1
OG0003713	EWB00_009273.1, EWB00_009273.2, EWB00_009273.3, EWB00_009273.4, EWB00_009273.5, EWB00_009273.6	SMRG1_88310.1
OG0003714	EWB00_001967	SMRG1_89990.1, SMRG1_89990.2, SMRG1_89990.3
OG0003715	EWB00_000284	SMRG1_25730.1, SMRG1_25730.2
OG0003716	EWB00_000586, EWB00_000585, EWB00_000587, EWB00_008976, EWB00_008977	SMRG1_94440.1
OG0003717	EWB00_006610	SMRG1_73530.1, SMRG1_73530.2
OG0003718	EWB00_004550.1, EWB00_004550.2, EWB00_011024.1, EWB00_011024.2, EWB00_011024.3, EWB00_011025	SMRG1_78160.1
OG0003719	EWB00_005358.3, EWB00_005358.1, EWB00_005358.2	SMRG1_50700.1, SMRG1_50700.2, SMRG1_50700.3
OG0003720	EWB00_006573	SMRG1_61000.1, SMRG1_61000.2
OG0003721	EWB00_008312	SMRG1_93110.1, SMRG1_93110.2, SMRG1_93110.3, SMRG1_93250.1
OG0003722	EWB00_009647, EWB00_009956	SMRG1_93090.1, SMRG1_93100.1
OG0003723	EWB00_007414.1, EWB00_007414.2	SMRG1_94090.1
OG0003724	EWB00_010352	SMRG1_19060.1
OG0003725	EWB00_006327.2, EWB00_006327.1	SMRG1_5390.1, SMRG1_5390.2
OG0003726	EWB00_008109	SMRG1_54920.1
OG0003727	EWB00_000633.1, EWB00_000633.2	SMRG1_29100.1, SMRG1_29100.2, SMRG1_29100.3
OG0003728	EWB00_010342.2	SMRG1_19590.1
OG0003730	EWB00_003610	SMRG1_50480.1
OG0003731	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2	SMRG1_83490.1
OG0003732	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4	SMRG1_82340.1
OG0003733	EWB00_007797.1, EWB00_007797.2	SMRG1_6930.1
OG0003734	EWB00_009076	SMRG1_3560.1
OG0003735	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3	SMRG1_4850.1
OG0003736	EWB00_010074	SMRG1_68740.1
OG0003737	EWB00_010248.1, EWB00_010248.2	SMRG1_250.1, SMRG1_250.3, SMRG1_250.2
OG0003738	EWB00_001567	SMRG1_44050.1, SMRG1_44050.2
OG0003739	EWB00_007591	SMRG1_50440.1
OG0003740	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1	SMRG1_27100.1, SMRG1_27100.2
OG0003741	EWB00_005392.1, EWB00_005392.2	SMRG1_54020.1
OG0003742	EWB00_000513	SMRG1_61420.1
OG0003743	EWB00_010440, EWB00_010441	SMRG1_64530.1
OG0003744	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2	SMRG1_31420.3, SMRG1_31420.1, SMRG1_31420.2
OG0003745	EWB00_010112	SMRG1_30880.1, SMRG1_30880.2, SMRG1_30880.4, SMRG1_30880.3
OG0003746	EWB00_000871.1, EWB00_000871.2	SMRG1_3460.1
OG0003747	EWB00_001123	SMRG1_24900.1
OG0003748	EWB00_001647	SMRG1_3310.1, SMRG1_3310.2
OG0003749	EWB00_010787	SMRG1_20100.1, SMRG1_20100.2, SMRG1_20100.3
OG0003750	EWB00_002265	SMRG1_79970.1, SMRG1_79970.2
OG0003751	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5	SMRG1_86630.1, SMRG1_86630.3, SMRG1_86630.5, SMRG1_86630.2, SMRG1_86630.4, SMRG1_86630.6
OG0003752	EWB00_007860	SMRG1_34440.1, SMRG1_34440.2
OG0003753	EWB00_003508	SMRG1_20250.1, SMRG1_20250.2
OG0003754	EWB00_006735	SMRG1_81340.1, SMRG1_81340.2, SMRG1_81340.3, SMRG1_81340.4, SMRG1_81340.5, SMRG1_81340.6
OG0003755	EWB00_007204	SMRG1_2130.1, SMRG1_2130.2
OG0003756	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5	SMRG1_92060.1, SMRG1_92060.3, SMRG1_92060.4, SMRG1_92060.2, SMRG1_92060.5
OG0003757	EWB00_008546	SMRG1_41730.1, SMRG1_41730.2
OG0003758	EWB00_002116	SMRG1_32930.1, SMRG1_32930.2
OG0003759	EWB00_009771	SMRG1_69620.3, SMRG1_69620.5, SMRG1_69620.1, SMRG1_69620.2, SMRG1_69620.4
OG0003760	EWB00_008394	SMRG1_41920.2, SMRG1_41920.4, SMRG1_41920.1, SMRG1_41920.3
OG0003762	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1	SMRG1_89450.1
OG0003763	EWB00_007661.1, EWB00_007661.2	SMRG1_41610.1
OG0003764	EWB00_006199	SMRG1_39200.1
OG0003765	EWB00_003452	SMRG1_11470.1, SMRG1_11470.2
OG0003766	EWB00_002536	SMRG1_47340.1, SMRG1_47340.2
OG0003767	EWB00_007964	SMRG1_45560.1, SMRG1_60650.1, SMRG1_45530.1
OG0003768	EWB00_003836	SMRG1_710.1
OG0003769	EWB00_004212	SMRG1_25210.1, SMRG1_25210.2
OG0003770	EWB00_009719.1, EWB00_009719.2	SMRG1_71210.1
OG0003771	EWB00_008526	SMRG1_6430.1
OG0003772	EWB00_010730	SMRG1_48770.2, SMRG1_48770.3, SMRG1_48770.1
OG0003773	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4	SMRG1_89340.1
OG0003774	EWB00_002713.1, EWB00_002713.2	SMRG1_72940.3, SMRG1_72940.2, SMRG1_72940.1
OG0003775	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5	SMRG1_72400.1
OG0003776	EWB00_002092.1, EWB00_002092.2	SMRG1_7310.1, SMRG1_7310.2
OG0003778	EWB00_007416	SMRG1_94080.1
OG0003779	EWB00_004116.1, EWB00_004116.2	SMRG1_13160.3, SMRG1_13160.4, SMRG1_13160.1, SMRG1_13160.2
OG0003780	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2	SMRG1_67200.1, SMRG1_67200.2
OG0003781	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3	SMRG1_26350.1
OG0003782	EWB00_004431	SMRG1_50980.1
OG0003783	EWB00_000185	SMRG1_46580.1, SMRG1_46580.2
OG0003784	EWB00_000199.2, EWB00_000199.1, EWB00_000199.3	SMRG1_46730.1
OG0003785	EWB00_008287.1, EWB00_008287.2	SMRG1_45110.1
OG0003786	EWB00_010409, EWB00_010408	SMRG1_64250.1, SMRG1_64250.2
OG0003787	EWB00_006417.1, EWB00_006417.2	SMRG1_20890.1
OG0003788	EWB00_002741	SMRG1_71810.1
OG0003789	EWB00_008710.2, EWB00_008710.1, EWB00_008710.3	SMRG1_7610.1
OG0003790	EWB00_006033	SMRG1_29890.5, SMRG1_29890.1, SMRG1_29890.2, SMRG1_29890.4, SMRG1_29890.3
OG0003791	EWB00_004056.1, EWB00_004056.3, EWB00_004056.2	SMRG1_46970.1, SMRG1_46970.2, SMRG1_46970.3
OG0003792	EWB00_003807, EWB00_003805	SMRG1_55940.1
OG0003793	EWB00_002530.1, EWB00_002530.2	SMRG1_47190.1, SMRG1_47190.2
OG0003794	EWB00_009010.1, EWB00_009010.2, EWB00_009010.3	SMRG1_86700.1
OG0003795	EWB00_010203	SMRG1_1580.1, SMRG1_1580.2, SMRG1_1570.1, SMRG1_1570.2
OG0003796	EWB00_010486	SMRG1_66110.1
OG0003797	EWB00_007171	SMRG1_76360.1
