Orthogroup	fasciola_gigantica	schistosoma_japonicum
OG0003343	FGIG_00652	EWB00_007216.1, EWB00_007216.2
OG0003344	FGIG_00691	EWB00_001539
OG0003345	FGIG_00706	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1
OG0003347	FGIG_00787, FGIG_11412	EWB00_000978
OG0003348	FGIG_00824	EWB00_005383
OG0003349	FGIG_00956	EWB00_007466
OG0003350	FGIG_01005	EWB00_010089.1, EWB00_010089.2
OG0003352	FGIG_01055	EWB00_006734.2, EWB00_006734.1
OG0003353	FGIG_08293, FGIG_01107	EWB00_010882.4, EWB00_010882.1, EWB00_010882.2, EWB00_010882.5, EWB00_010882.3
OG0003354	FGIG_01213	EWB00_007009
OG0003355	FGIG_05751, FGIG_01233	EWB00_010054
OG0003357	FGIG_01285, FGIG_01286	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3
OG0003359	FGIG_01325	EWB00_005569
OG0003361	FGIG_01419	EWB00_010359
OG0003362	FGIG_01463	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1
OG0003363	FGIG_01536, FGIG_01537	EWB00_002198
OG0003364	FGIG_01642	EWB00_001339.1, EWB00_001339.2
OG0003365	FGIG_01696	EWB00_001048
OG0003366	FGIG_01727	EWB00_011157
OG0003367	FGIG_01780	EWB00_010811.2, EWB00_010811.1, EWB00_010811.3
OG0003368	FGIG_01783	EWB00_007696
OG0003369	FGIG_01830	EWB00_000917.1, EWB00_000917.2
OG0003370	FGIG_01957	EWB00_005111
OG0003371	FGIG_02019	EWB00_010802.1, EWB00_010802.2
OG0003372	FGIG_02026	EWB00_003039
OG0003373	FGIG_02213	EWB00_004807
OG0003374	FGIG_10992, FGIG_02215	EWB00_001431.2, EWB00_001430, EWB00_001431.1
OG0003375	FGIG_02328	EWB00_009163
OG0003376	FGIG_02356	EWB00_010756.1, EWB00_010756.2
OG0003377	FGIG_02440, FGIG_08574, FGIG_02441	EWB00_000138
OG0003378	FGIG_05882, FGIG_02455	EWB00_008958, EWB00_004512
OG0003379	FGIG_02476	EWB00_010474.1, EWB00_010474.2, EWB00_010474.3
OG0003380	FGIG_02530	EWB00_005324
OG0003381	FGIG_08975, FGIG_06170, FGIG_02604	EWB00_011174
OG0003382	FGIG_02624	EWB00_008654.1, EWB00_008654.2
OG0003383	FGIG_02627	EWB00_002567
OG0003384	FGIG_02644	EWB00_010106, EWB00_010165.1, EWB00_010165.2
OG0003385	FGIG_02658	EWB00_006712
OG0003386	FGIG_02736	EWB00_003506.1, EWB00_003506.2
OG0003387	FGIG_02791	EWB00_002372.5, EWB00_002372.4, EWB00_002372.3, EWB00_002372.2, EWB00_002372.1
OG0003388	FGIG_02832	EWB00_004775.3, EWB00_004775.4, EWB00_004775.1, EWB00_004775.2
OG0003389	FGIG_02845	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1
OG0003390	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968	EWB00_003379
OG0003391	FGIG_02989	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1
OG0003392	FGIG_03019	EWB00_003808, EWB00_003810
OG0003393	FGIG_03104	EWB00_005947.1, EWB00_005947.2
OG0003394	FGIG_03228, FGIG_10570	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3
OG0003395	FGIG_03232	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4
OG0003396	FGIG_03268	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4
OG0003397	FGIG_11253, FGIG_03277	EWB00_002407
OG0003398	FGIG_03315	EWB00_008514.1, EWB00_008514.2
OG0003400	FGIG_03383	EWB00_006634
OG0003401	FGIG_06798	EWB00_002124
OG0003402	FGIG_03727	EWB00_006448.1, EWB00_006448.2
OG0003403	FGIG_03770	EWB00_004423
OG0003404	FGIG_03912	EWB00_001371.1, EWB00_001371.2, EWB00_001371.3
OG0003405	FGIG_09971, FGIG_03953	EWB00_010805
OG0003406	FGIG_03955	EWB00_007774.1, EWB00_007774.2
OG0003407	FGIG_04038	EWB00_009604.1, EWB00_009604.2
OG0003408	FGIG_04180	EWB00_000283.1, EWB00_000283.2, EWB00_000283.3
OG0003409	FGIG_04283	EWB00_006521
OG0003410	FGIG_04321	EWB00_010097, EWB00_010096
OG0003411	FGIG_04428	EWB00_006177.2, EWB00_006177.1, EWB00_006177.4, EWB00_006177.3
OG0003412	FGIG_04567	EWB00_008272
OG0003414	FGIG_04641	EWB00_006156
OG0003415	FGIG_05494, FGIG_04667	EWB00_002257
OG0003416	FGIG_04682	EWB00_010071.2, EWB00_010071.1, EWB00_010071.3
OG0003417	FGIG_04700	EWB00_005253.1, EWB00_005253.2
OG0003418	FGIG_04781	EWB00_008966.1, EWB00_008966.2
OG0003419	FGIG_04950	EWB00_010931.1, EWB00_010931.2
OG0003420	FGIG_04953	EWB00_004367.2, EWB00_004367.1
OG0003422	FGIG_05101, FGIG_11462	EWB00_002075.1, EWB00_002075.2
OG0003423	FGIG_05139, FGIG_05140	EWB00_004586
OG0003424	FGIG_05199, FGIG_06598, FGIG_05198	EWB00_005280.4, EWB00_005280.6, EWB00_005280.3, EWB00_005280.5, EWB00_005280.1, EWB00_005280.2
OG0003425	FGIG_05221	EWB00_001350
OG0003426	FGIG_05233	EWB00_008880
OG0003427	FGIG_05263	EWB00_001006, EWB00_001002, EWB00_001005
OG0003428	FGIG_05322	EWB00_008956
OG0003429	FGIG_05378	EWB00_004576.1, EWB00_004576.2
OG0003430	FGIG_05381	EWB00_002024
OG0003431	FGIG_05479	EWB00_002523, EWB00_002522
OG0003432	FGIG_05497	EWB00_008132.1, EWB00_008132.3, EWB00_008132.2
OG0003433	FGIG_05557	EWB00_009567.1, EWB00_009567.2
OG0003434	FGIG_05575, FGIG_05573	EWB00_011165
OG0003435	FGIG_05623	EWB00_005618.1, EWB00_005618.2
OG0003436	FGIG_05658, FGIG_05657	EWB00_004421
OG0003437	FGIG_05713	EWB00_004970.1, EWB00_004970.3, EWB00_004970.2
OG0003438	FGIG_05722	EWB00_007438
OG0003439	FGIG_05729	EWB00_002383
OG0003440	FGIG_05741	EWB00_003528.2, EWB00_003528.4, EWB00_003528.10, EWB00_003528.9, EWB00_003528.3, EWB00_003528.1, EWB00_003528.5, EWB00_003528.6, EWB00_003528.7, EWB00_003528.8
OG0003441	FGIG_08834, FGIG_05805	EWB00_005009.1, EWB00_005009.2
OG0003442	FGIG_05841	EWB00_008350.1, EWB00_008350.2
OG0003443	FGIG_05859	EWB00_011244.1, EWB00_011244.2
OG0003444	FGIG_05870	EWB00_004673.1, EWB00_004673.2, EWB00_004673.3
OG0003445	FGIG_05949	EWB00_008285
OG0003446	FGIG_05978	EWB00_008367.3, EWB00_008367.1, EWB00_008367.4, EWB00_008367.2
OG0003447	FGIG_06010	EWB00_006310.1, EWB00_006310.2
OG0003448	FGIG_06070	EWB00_001621
OG0003449	FGIG_06071	EWB00_001622.1, EWB00_001622.2
OG0003450	FGIG_06121	EWB00_008870.1, EWB00_008870.3, EWB00_008870.4, EWB00_008870.2
OG0003451	FGIG_06150	EWB00_008644, EWB00_008643
OG0003452	FGIG_06174	EWB00_008669
OG0003453	FGIG_06213	EWB00_009555.1, EWB00_009555.2
OG0003454	FGIG_07233, FGIG_06256	EWB00_003429.1, EWB00_003429.2, EWB00_003429.3
OG0003455	FGIG_06283	EWB00_001163.1, EWB00_001163.2, EWB00_001163.3, EWB00_001163.4, EWB00_001163.5
OG0003456	FGIG_06307	EWB00_008836
OG0003457	FGIG_06344	EWB00_003158
OG0003458	FGIG_06349	EWB00_006194
OG0003459	FGIG_12029, FGIG_06414	EWB00_010922
OG0003460	FGIG_06432	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3
OG0003461	FGIG_06491	EWB00_007307.2, EWB00_007307.1
OG0003462	FGIG_06516	EWB00_006148
OG0003463	FGIG_06582	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4
OG0003465	FGIG_06693	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2
OG0003466	FGIG_06768	EWB00_005532.1, EWB00_005532.2, EWB00_005532.3, EWB00_005532.4
OG0003467	FGIG_06773	EWB00_002014, EWB00_002015
OG0003468	FGIG_06775	EWB00_008929.1, EWB00_008929.2
OG0003469	FGIG_06789, FGIG_12033	EWB00_005218
OG0003470	FGIG_06855, FGIG_07604	EWB00_006821
OG0003471	FGIG_06877	EWB00_000172.1, EWB00_000172.2, EWB00_000172.3, EWB00_000172.4
OG0003472	FGIG_06945	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4
OG0003473	FGIG_07054, FGIG_07055, FGIG_07056	EWB00_004571, EWB00_004572
OG0003474	FGIG_07164	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6
OG0003475	FGIG_08007, FGIG_07166	EWB00_001085.1, EWB00_001085.2
OG0003476	FGIG_07337, FGIG_07336, FGIG_07338	EWB00_006402.1, EWB00_006402.2
OG0003477	FGIG_07412	EWB00_011377
OG0003478	FGIG_07434	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3
OG0003479	FGIG_07482	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3
OG0003480	FGIG_12064, FGIG_07490	EWB00_006233.1, EWB00_006233.2
OG0003481	FGIG_07505	EWB00_011156
OG0003482	FGIG_07511	EWB00_007533
OG0003483	FGIG_07526	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4
OG0003484	FGIG_12673, FGIG_07557	EWB00_004846
OG0003485	FGIG_07575	EWB00_009592, EWB00_009595
OG0003486	FGIG_07576	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3
OG0003487	FGIG_07648	EWB00_006510.1, EWB00_006510.3, EWB00_006510.4, EWB00_006510.2
OG0003488	FGIG_07953	EWB00_009415.1, EWB00_009415.2, EWB00_009415.3
OG0003489	FGIG_08029, FGIG_08030	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4
OG0003490	FGIG_08068	EWB00_003071.1, EWB00_003071.2
OG0003491	FGIG_08112, FGIG_12117	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3
OG0003492	FGIG_08145	EWB00_011348, EWB00_011347
OG0003493	FGIG_08216	EWB00_003175
OG0003494	FGIG_08362	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1
OG0003495	FGIG_10021, FGIG_10022, FGIG_08396	EWB00_009577.3, EWB00_009577.1, EWB00_009577.2
OG0003496	FGIG_08431	EWB00_005978.1, EWB00_005978.2
OG0003497	FGIG_08580	EWB00_000438, EWB00_003786
OG0003498	FGIG_08643	EWB00_009347.1, EWB00_009347.2
OG0003500	FGIG_09031	EWB00_007109.1, EWB00_007109.2, EWB00_007109.3
OG0003501	FGIG_09062	EWB00_008240.1, EWB00_008240.2
OG0003502	FGIG_09063	EWB00_009443
OG0003503	FGIG_09082	EWB00_002043.4, EWB00_002043.1, EWB00_002043.3, EWB00_002043.2, EWB00_002043.5
OG0003504	FGIG_09166	EWB00_006216.1, EWB00_006216.2
OG0003505	FGIG_09275	EWB00_005314.1, EWB00_005314.2, EWB00_005314.3, EWB00_005314.4
OG0003506	FGIG_09306	EWB00_005692.1, EWB00_005692.2, EWB00_005692.3
OG0003507	FGIG_09412	EWB00_004827, EWB00_010540
OG0003508	FGIG_09438	EWB00_003644
OG0003509	FGIG_09546, FGIG_09545	EWB00_000031
OG0003510	FGIG_09594	EWB00_005690
OG0003511	FGIG_09712	EWB00_008714
OG0003512	FGIG_09721	EWB00_008789.1, EWB00_008789.2, EWB00_008789.3, EWB00_008789.4
OG0003513	FGIG_09801	EWB00_007160
OG0003514	FGIG_09807	EWB00_000641
OG0003515	FGIG_09892	EWB00_004772.1, EWB00_004772.2
OG0003516	FGIG_09916	EWB00_010609
OG0003517	FGIG_10167	EWB00_004794.2, EWB00_004794.1, EWB00_004794.3, EWB00_004794.4, EWB00_004794.5
OG0003518	FGIG_10174	EWB00_005278.1, EWB00_005278.2
OG0003519	FGIG_10419	EWB00_007709.1, EWB00_007709.2
OG0003520	FGIG_10467	EWB00_005566
OG0003521	FGIG_12051, FGIG_10478	EWB00_009438
OG0003522	FGIG_10541	EWB00_007484
OG0003523	FGIG_10550	EWB00_000743
OG0003524	FGIG_10704	EWB00_004011
OG0003525	FGIG_11007, FGIG_10781	EWB00_007344
OG0003526	FGIG_10791	EWB00_006005.1, EWB00_006005.2, EWB00_006005.3, EWB00_006005.4
OG0003527	FGIG_10811	EWB00_002256.2, EWB00_002256.1, EWB00_002256.3
OG0003528	FGIG_10880	EWB00_010233.2, EWB00_010233.4, EWB00_010233.1, EWB00_010233.3
OG0003529	FGIG_10912	EWB00_003232
OG0003530	FGIG_10914	EWB00_004001.1, EWB00_004001.2, EWB00_004001.3
OG0003531	FGIG_10989	EWB00_009491
OG0003532	FGIG_11060	EWB00_008841.2, EWB00_008841.3, EWB00_008841.1, EWB00_008841.4, EWB00_008841.5, EWB00_008841.6, EWB00_008841.7, EWB00_008841.8
OG0003533	FGIG_11092	EWB00_010709
OG0003534	FGIG_11538, FGIG_11202, FGIG_12694	EWB00_000325
OG0003535	FGIG_11666	EWB00_006668
OG0003536	FGIG_11774	EWB00_011353
OG0003537	FGIG_11863	EWB00_000502
OG0003538	FGIG_11871	EWB00_005823.2
OG0003539	FGIG_11917	EWB00_002023
OG0003540	FGIG_12074	EWB00_004850.1, EWB00_004850.2
OG0003541	FGIG_12159	EWB00_003020
OG0003542	FGIG_12196	EWB00_008893.1, EWB00_008893.2
OG0003543	FGIG_12417	EWB00_007608
OG0003544	FGIG_12447	EWB00_008069
OG0003545	FGIG_12639	EWB00_010356.1, EWB00_010356.2, EWB00_010356.3
OG0003577	FGIG_05691, FGIG_05690, FGIG_00043	EWB00_000986
OG0003578	FGIG_00080	EWB00_000569
OG0003579	FGIG_00148	EWB00_004333.2, EWB00_004333.3, EWB00_004333.4, EWB00_004333.5, EWB00_004333.1
OG0003580	FGIG_00273	EWB00_010285.1, EWB00_010285.2
OG0003581	FGIG_00360	EWB00_007670, EWB00_007671
OG0003582	FGIG_00366	EWB00_003197.1, EWB00_003197.2
OG0003583	FGIG_00376	EWB00_007579.1, EWB00_007579.2
OG0003584	FGIG_00469	EWB00_011159
OG0003585	FGIG_00518	EWB00_008400
OG0003586	FGIG_00534	EWB00_009705
OG0003587	FGIG_00586	EWB00_005544
OG0003588	FGIG_00743	EWB00_003120.3, EWB00_003120.6, EWB00_003120.1, EWB00_003120.2, EWB00_003120.5, EWB00_003120.4
OG0003589	FGIG_00813	EWB00_006084
OG0003590	FGIG_12402, FGIG_00895	EWB00_009920
OG0003591	FGIG_00905	EWB00_000490
OG0003592	FGIG_00927	EWB00_008095, EWB00_008093
OG0003593	FGIG_00974	EWB00_002921.1, EWB00_002921.2, EWB00_002921.3
OG0003594	FGIG_00996	EWB00_004813.1, EWB00_004813.2, EWB00_004814
OG0003595	FGIG_01053	EWB00_001654
OG0003596	FGIG_01069	EWB00_006790
OG0003597	FGIG_01078	EWB00_004523
OG0003598	FGIG_01092	EWB00_004299
OG0003599	FGIG_01106	EWB00_002688.2, EWB00_002688.1, EWB00_002688.4, EWB00_002688.3
OG0003600	FGIG_01135	EWB00_008276
OG0003601	FGIG_01211	EWB00_007006.1, EWB00_007006.2, EWB00_007006.3
OG0003602	FGIG_01316	EWB00_008715
OG0003603	FGIG_01389	EWB00_006100
OG0003604	FGIG_01421	EWB00_005678.1, EWB00_005678.2
OG0003605	FGIG_01482	EWB00_002457
OG0003606	FGIG_01532	EWB00_005930.1, EWB00_005930.2
OG0003607	FGIG_01612	EWB00_002345
OG0003608	FGIG_01683	EWB00_004291.2, EWB00_004291.1, EWB00_004291.3
OG0003609	FGIG_01810	EWB00_001099
OG0003610	FGIG_01872	EWB00_004469.5, EWB00_004469.2, EWB00_004469.6, EWB00_004469.4, EWB00_004469.1, EWB00_004469.3
OG0003611	FGIG_01911	EWB00_001201.1, EWB00_001201.2, EWB00_001201.3
OG0003612	FGIG_01920, FGIG_01921, FGIG_01922	EWB00_000504
OG0003613	FGIG_01939	EWB00_009760
OG0003614	FGIG_01971, FGIG_01972	EWB00_000482
OG0003615	FGIG_01976	EWB00_009528
OG0003616	FGIG_02007, FGIG_02006	EWB00_006540.1, EWB00_006540.2
OG0003617	FGIG_02047	EWB00_000228.1, EWB00_000228.2, EWB00_000228.3
OG0003618	FGIG_02055	EWB00_006999
OG0003619	FGIG_02061	EWB00_009469.1, EWB00_009469.3, EWB00_009469.2
OG0003620	FGIG_08873	EWB00_008724.1, EWB00_008724.2
OG0003621	FGIG_02103	EWB00_008123
OG0003622	FGIG_02151, FGIG_02150, FGIG_07012	EWB00_008138
OG0003623	FGIG_02257	EWB00_005368
OG0003624	FGIG_02258	EWB00_002195
OG0003625	FGIG_12606, FGIG_02275	EWB00_003010.3, EWB00_003010.1, EWB00_003010.2, EWB00_003010.4
OG0003626	FGIG_02277	EWB00_004936.1, EWB00_004936.2
OG0003627	FGIG_02279, FGIG_02278	EWB00_008605, EWB00_008603
OG0003628	FGIG_02331	EWB00_008141.1, EWB00_008141.2
OG0003629	FGIG_02383	EWB00_009569.2, EWB00_009569.1, EWB00_010023, EWB00_010020
OG0003630	FGIG_02400	EWB00_004250
OG0003631	FGIG_02436	EWB00_001248.1, EWB00_001248.2
OG0003632	FGIG_02505	EWB00_005579
OG0003633	FGIG_02585	EWB00_010695
OG0003634	FGIG_02606, FGIG_02607	EWB00_007376.1, EWB00_007376.2
OG0003635	FGIG_02628	EWB00_011001.2, EWB00_011001.3, EWB00_011001.6, EWB00_011001.1, EWB00_011001.4, EWB00_011001.5
OG0003636	FGIG_11211, FGIG_02695	EWB00_010927
OG0003637	FGIG_02762	EWB00_005776
OG0003638	FGIG_02770, FGIG_02771	EWB00_006501
OG0003639	FGIG_02772	EWB00_006502.2, EWB00_006502.3, EWB00_006502.1, EWB00_006502.4
OG0003640	FGIG_02786	EWB00_009086.2, EWB00_009086.1, EWB00_009086.3
OG0003641	FGIG_02865	EWB00_007154.1, EWB00_007154.2
OG0003642	FGIG_02922	EWB00_003569
OG0003643	FGIG_02927	EWB00_008337.1, EWB00_008337.2, EWB00_008337.3, EWB00_008337.4, EWB00_008337.5
OG0003644	FGIG_03073	EWB00_002328.1, EWB00_002328.2, EWB00_002328.3, EWB00_002328.4
OG0003645	FGIG_03143	EWB00_000218
OG0003646	FGIG_03166	EWB00_005389
OG0003647	FGIG_03168	EWB00_006464
OG0003648	FGIG_03188	EWB00_000816, EWB00_005530
OG0003649	FGIG_03219	EWB00_005622
OG0003650	FGIG_03263	EWB00_004802.1, EWB00_004802.2
OG0003651	FGIG_03287	EWB00_005220.3, EWB00_005220.6, EWB00_005220.1, EWB00_005220.5, EWB00_005220.2, EWB00_005220.4
OG0003652	FGIG_03323, FGIG_10472	EWB00_008124
OG0003653	FGIG_03385	EWB00_004601
OG0003654	FGIG_03411	EWB00_009802.1, EWB00_009802.2
OG0003655	FGIG_03536	EWB00_006001.3, EWB00_006001.6, EWB00_006001.1, EWB00_006001.4, EWB00_006001.2, EWB00_006001.5
OG0003656	FGIG_03555	EWB00_000957.1, EWB00_000957.2
OG0003657	FGIG_03629	EWB00_000874
OG0003658	FGIG_03659	EWB00_008340.1
OG0003659	FGIG_03808, FGIG_03705, FGIG_10990	EWB00_001232
OG0003660	FGIG_03712	EWB00_002761.1, EWB00_002761.2
OG0003661	FGIG_03773	EWB00_003550
OG0003662	FGIG_03809	EWB00_000022.4, EWB00_000022.3, EWB00_000022.1, EWB00_000022.2
OG0003663	FGIG_03827	EWB00_008648, EWB00_003664
OG0003664	FGIG_04081	EWB00_003788
OG0003665	FGIG_04110	EWB00_008349.1, EWB00_008349.2
OG0003666	FGIG_04175	EWB00_005562.1, EWB00_005562.2
OG0003667	FGIG_04235	EWB00_002451
OG0003668	FGIG_04251	EWB00_006492.3, EWB00_006492.1, EWB00_006492.4, EWB00_006492.2
OG0003669	FGIG_05183, FGIG_04279	EWB00_011178.1, EWB00_011178.2
OG0003670	FGIG_04318	EWB00_007729.1, EWB00_007729.2
OG0003671	FGIG_04333	EWB00_007150.1, EWB00_007150.3, EWB00_007150.2
OG0003673	FGIG_04449	EWB00_000316
OG0003674	FGIG_04589, FGIG_04590	EWB00_001773, EWB00_001774
OG0003675	FGIG_04600	EWB00_008887
OG0003676	FGIG_04653, FGIG_04652	EWB00_008425, EWB00_008426
OG0003677	FGIG_04666	EWB00_002262.1, EWB00_002262.2
OG0003678	FGIG_04715, FGIG_04716, FGIG_04714	EWB00_007472.1, EWB00_007472.2, EWB00_007472.3
OG0003679	FGIG_04803	EWB00_004893.1, EWB00_004893.2, EWB00_004893.3, EWB00_004893.4
OG0003680	FGIG_04884	EWB00_001295.1, EWB00_001295.2, EWB00_001295.4, EWB00_001295.3
OG0003681	FGIG_04982	EWB00_006933.1, EWB00_006933.2
OG0003682	FGIG_04999	EWB00_010553.2, EWB00_010553.1, EWB00_010553.3
OG0003683	FGIG_05008	EWB00_004664.1, EWB00_004664.2
OG0003684	FGIG_05125	EWB00_006035.1, EWB00_006035.2, EWB00_006035.3, EWB00_006035.4, EWB00_006035.5, EWB00_006035.6
OG0003685	FGIG_05168	EWB00_003138.1, EWB00_003138.2, EWB00_003138.3
OG0003686	FGIG_05189, FGIG_05190, FGIG_05191	EWB00_011413
OG0003687	FGIG_05219	EWB00_007519.1, EWB00_007519.2
OG0003688	FGIG_05228	EWB00_003772.1, EWB00_003772.2
OG0003689	FGIG_05234	EWB00_009575
OG0003690	FGIG_09787, FGIG_05256	EWB00_002226
OG0003691	FGIG_05257	EWB00_006657.1, EWB00_006657.3, EWB00_006657.2
OG0003692	FGIG_05307	EWB00_004391.1, EWB00_004391.2
OG0003693	FGIG_05359	EWB00_010686.1, EWB00_010686.2
OG0003694	FGIG_05400	EWB00_000304, EWB00_000307
OG0003695	FGIG_05402	EWB00_003647.1, EWB00_003647.2
OG0003696	FGIG_05430	EWB00_001602
OG0003697	FGIG_05465	EWB00_005635, EWB00_005637
OG0003698	FGIG_05470, FGIG_05471	EWB00_002117
OG0003699	FGIG_05504, FGIG_12553	EWB00_003423
OG0003700	FGIG_05526	EWB00_004032
OG0003701	FGIG_05891	EWB00_009667.3, EWB00_009667.1, EWB00_009667.2
OG0003702	FGIG_05910	EWB00_003533
OG0003703	FGIG_05933	EWB00_008321.1, EWB00_008321.2, EWB00_008321.3
OG0003704	FGIG_13994, FGIG_05964	EWB00_002913
OG0003705	FGIG_06163	EWB00_007861.1, EWB00_007861.2, EWB00_007861.3, EWB00_007861.4
OG0003706	FGIG_06271, FGIG_06272	EWB00_006725.2, EWB00_006725.3, EWB00_006725.1, EWB00_006725.4
OG0003707	FGIG_06450	EWB00_009563
OG0003708	FGIG_06479	EWB00_011137.1, EWB00_011137.2
OG0003709	FGIG_06505	EWB00_007188.1, EWB00_007188.2
OG0003710	FGIG_06612	EWB00_002909
OG0003711	FGIG_06613	EWB00_005806.3, EWB00_005806.4, EWB00_005806.1, EWB00_005806.2
OG0003712	FGIG_06656	EWB00_006554
OG0003713	FGIG_06713	EWB00_009273.1, EWB00_009273.2, EWB00_009273.3, EWB00_009273.4, EWB00_009273.5, EWB00_009273.6
OG0003714	FGIG_12067, FGIG_12236, FGIG_06747	EWB00_001967
OG0003715	FGIG_06756, FGIG_10384	EWB00_000284
OG0003716	FGIG_11776, FGIG_06886	EWB00_000586, EWB00_000585, EWB00_000587, EWB00_008976, EWB00_008977
OG0003717	FGIG_06980	EWB00_006610
OG0003718	FGIG_07002	EWB00_004550.1, EWB00_004550.2, EWB00_011024.1, EWB00_011024.2, EWB00_011024.3, EWB00_011025
OG0003719	FGIG_07036, FGIG_07037	EWB00_005358.3, EWB00_005358.1, EWB00_005358.2
OG0003720	FGIG_07079	EWB00_006573
OG0003721	FGIG_07108	EWB00_008312
OG0003722	FGIG_07109	EWB00_009647, EWB00_009956
OG0003723	FGIG_07238	EWB00_007414.1, EWB00_007414.2
OG0003724	FGIG_07419	EWB00_010352
OG0003725	FGIG_07513	EWB00_006327.2, EWB00_006327.1
OG0003726	FGIG_07524	EWB00_008109
OG0003727	FGIG_07563	EWB00_000633.1, EWB00_000633.2
OG0003728	FGIG_07579	EWB00_010342.2
OG0003730	FGIG_07635	EWB00_003610
OG0003731	FGIG_07729, FGIG_07730	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2
OG0003732	FGIG_07745	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4
OG0003733	FGIG_07762	EWB00_007797.1, EWB00_007797.2
OG0003734	FGIG_07828	EWB00_009076
OG0003735	FGIG_07925	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3
OG0003736	FGIG_07989	EWB00_010074
OG0003737	FGIG_08005	EWB00_010248.1, EWB00_010248.2
OG0003738	FGIG_08015	EWB00_001567
OG0003739	FGIG_08064	EWB00_007591
OG0003740	FGIG_08197	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1
OG0003741	FGIG_08295	EWB00_005392.1, EWB00_005392.2
OG0003742	FGIG_08386, FGIG_08385	EWB00_000513
OG0003743	FGIG_08425	EWB00_010440, EWB00_010441
OG0003744	FGIG_08433	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2
OG0003745	FGIG_08508	EWB00_010112
OG0003746	FGIG_08595	EWB00_000871.1, EWB00_000871.2
OG0003747	FGIG_08676	EWB00_001123
OG0003748	FGIG_08786	EWB00_001647
OG0003749	FGIG_08829	EWB00_010787
OG0003750	FGIG_08843	EWB00_002265
OG0003751	FGIG_08862	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5
OG0003752	FGIG_08988	EWB00_007860
OG0003753	FGIG_12210, FGIG_09668, FGIG_09667, FGIG_09036	EWB00_003508
OG0003754	FGIG_09038	EWB00_006735
OG0003755	FGIG_09116	EWB00_007204
OG0003756	FGIG_09217	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5
OG0003757	FGIG_09254	EWB00_008546
OG0003758	FGIG_09269	EWB00_002116
OG0003759	FGIG_09414	EWB00_009771
OG0003760	FGIG_09472	EWB00_008394
OG0003762	FGIG_09568	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1
OG0003763	FGIG_09747, FGIG_09748	EWB00_007661.1, EWB00_007661.2
OG0003764	FGIG_09791	EWB00_006199
OG0003765	FGIG_09850	EWB00_003452
OG0003766	FGIG_09880	EWB00_002536
OG0003767	FGIG_09908	EWB00_007964
OG0003768	FGIG_10005	EWB00_003836
OG0003770	FGIG_10119	EWB00_009719.1, EWB00_009719.2
OG0003771	FGIG_10154	EWB00_008526
OG0003772	FGIG_10200	EWB00_010730
OG0003773	FGIG_10332	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4
OG0003774	FGIG_10366	EWB00_002713.1, EWB00_002713.2
OG0003775	FGIG_10369	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5
OG0003776	FGIG_10526	EWB00_002092.1, EWB00_002092.2
OG0003778	FGIG_12691, FGIG_10658	EWB00_007416
OG0003779	FGIG_10699	EWB00_004116.1, EWB00_004116.2
