Orthogroup	schistosoma_japonicum	s.mekongi
OG0002805	EWB00_007833, EWB00_007834	KAK4469980.1
OG0002807	EWB00_002493	KAK4474987.1
OG0002808	EWB00_000226, EWB00_000224, EWB00_000547, EWB00_000223	KAK4471766.1
OG0002809	EWB00_000152	KAK4467274.1, KAK4467991.1
OG0002810	EWB00_008164.1, EWB00_008164.2, EWB00_008164.3	KAK4474165.1
OG0002811	EWB00_002428	KAK4475479.1
OG0002812	EWB00_000098	KAK4475762.1
OG0002813	EWB00_004567, EWB00_004566	KAK4470782.1
OG0002814	EWB00_007073	KAK4473308.1
OG0002815	EWB00_007100.1, EWB00_007100.2	KAK4471427.1
OG0002816	EWB00_010355	KAK4475072.1
OG0002817	EWB00_001285	KAK4473849.1
OG0002818	EWB00_004518.1, EWB00_004518.2	KAK4470552.1
OG0002819	EWB00_008916.1, EWB00_008916.2	KAK4471487.1
OG0002820	EWB00_001407, EWB00_001404, EWB00_001405	KAK4470384.1
OG0002821	EWB00_004844.3, EWB00_004844.5, EWB00_004844.1, EWB00_004844.4, EWB00_004844.2	KAK4467386.1, KAK4475711.1, KAK4467376.1
OG0002823	EWB00_002330	KAK4475285.1
OG0002824	EWB00_008799.1, EWB00_008799.3, EWB00_008799.2	KAK4475091.1
OG0002825	EWB00_008085.1, EWB00_008085.2	KAK4468972.1
OG0002826	EWB00_007800	KAK4473615.1
OG0002827	EWB00_002846.1, EWB00_002846.2	KAK4473031.1
OG0002828	EWB00_006963.3, EWB00_006963.2, EWB00_006963.1	KAK4473105.1
OG0002829	EWB00_011311	KAK4471892.1
OG0002830	EWB00_007081	KAK4473315.1
OG0002831	EWB00_004126	KAK4475243.1
OG0002832	EWB00_009234	KAK4468334.1
OG0002833	EWB00_005141	KAK4469791.1
OG0002834	EWB00_000870.1, EWB00_000870.3, EWB00_000870.2	KAK4475637.1
OG0002835	EWB00_009214	KAK4468458.1
OG0002836	EWB00_000279	KAK4473265.1
OG0002837	EWB00_004125	KAK4475244.1
OG0002838	EWB00_004159.1, EWB00_004159.2	KAK4474625.1
OG0002839	EWB00_001593	KAK4470148.1
OG0002840	EWB00_006717.2, EWB00_006717.1, EWB00_006717.3	KAK4468435.1
OG0002842	EWB00_007355	KAK4470171.1
OG0002843	EWB00_003712	KAK4472838.1
OG0002844	EWB00_009990.1, EWB00_009990.2, EWB00_009990.3, EWB00_009990.4	KAK4471576.1
OG0002845	EWB00_005538.2, EWB00_005538.1, EWB00_005538.3	KAK4474387.1
OG0002846	EWB00_010309.1, EWB00_010309.2	KAK4475053.1
OG0002847	EWB00_005561.1, EWB00_005561.2	KAK4471142.1
OG0002848	EWB00_011105	KAK4471949.1
OG0002848	EWB00_011104	KAK4471948.1
OG0002849	EWB00_004117.1, EWB00_004117.2	KAK4475254.1
OG0002850	EWB00_003649.2, EWB00_003649.4, EWB00_003649.1, EWB00_003649.3	KAK4471187.1
OG0002851	EWB00_001938.1, EWB00_001938.3, EWB00_001938.2	KAK4468572.1
OG0002851	EWB00_001937.1, EWB00_001937.2	KAK4468571.1
OG0002852	EWB00_002305.1, EWB00_002305.2	KAK4475266.1
OG0002853	EWB00_004529	KAK4470560.1
OG0002854	EWB00_003389.1, EWB00_003389.2	KAK4474186.1
OG0002855	EWB00_000069.1, EWB00_000069.2	KAK4474887.1
OG0002856	EWB00_005400	KAK4469341.1
OG0002857	EWB00_007138.1, EWB00_007138.2	KAK4471388.1
OG0002858	EWB00_008506.4, EWB00_008506.6	KAK4476181.1
OG0002859	EWB00_000389	KAK4471686.1
OG0002860	EWB00_001409.1, EWB00_001409.3, EWB00_001409.2	KAK4470387.1
OG0002861	EWB00_003277	KAK4468713.1
OG0002862	EWB00_000928	KAK4471227.1
OG0002863	EWB00_000678	KAK4474910.1
OG0002863	EWB00_000679	KAK4474909.1
OG0002864	EWB00_006484	KAK4469182.1
OG0002865	EWB00_004666.2, EWB00_004666.1, EWB00_004666.4, EWB00_004666.3	KAK4475930.1
OG0002866	EWB00_004246	KAK4472169.1
OG0002866	EWB00_006869	KAK4474078.1, KAK4474077.1
OG0002867	EWB00_009064.1, EWB00_009064.2, EWB00_009064.3, EWB00_009064.4	KAK4475655.1
OG0002868	EWB00_006929.1, EWB00_006929.3, EWB00_006929.2	KAK4468799.1
OG0002869	EWB00_004651	KAK4475208.1
OG0002870	EWB00_006870.1, EWB00_006870.2, EWB00_006870.3	KAK4469128.1
OG0002871	EWB00_009709.2, EWB00_009709.3, EWB00_009709.1, EWB00_009709.4	KAK4473794.1
OG0002872	EWB00_007610	KAK4469227.1
OG0002873	EWB00_008574.3, EWB00_008574.1, EWB00_008574.2	KAK4468488.1
OG0002874	EWB00_006146	KAK4473714.1
OG0002875	EWB00_005307	KAK4469658.1
OG0002876	EWB00_003668	KAK4470402.1
OG0002877	EWB00_000821.1, EWB00_000821.2	KAK4471758.1
OG0002878	EWB00_010430, EWB00_010821	KAK4471298.1
OG0002879	EWB00_000598.1, EWB00_000598.2, EWB00_000598.4, EWB00_000598.5, EWB00_000598.3	KAK4474965.1
OG0002880	EWB00_002435.1, EWB00_002435.2	KAK4475485.1
OG0002881	EWB00_000487.1, EWB00_000487.3, EWB00_000487.2	KAK4472037.1
OG0002882	EWB00_005444	KAK4475200.1
OG0002883	EWB00_005318.2, EWB00_005318.1	KAK4469649.1
OG0002884	EWB00_000910	KAK4471211.1
OG0002885	EWB00_002549	KAK4469050.1
OG0002886	EWB00_008232.2, EWB00_008232.1	KAK4470478.1
OG0002889	EWB00_003777.1, EWB00_003777.2	KAK4468305.1
OG0002892	EWB00_010988, EWB00_001195	KAK4470034.1
OG0002893	EWB00_001509.1, EWB00_001509.4, EWB00_001509.3, EWB00_001509.2	KAK4475987.1
OG0002894	EWB00_003778	KAK4468306.1, KAK4467244.1
OG0002895	EWB00_005862	KAK4467661.1
OG0002896	EWB00_001110.1, EWB00_001110.2	KAK4473167.1
OG0002897	EWB00_004229.1, EWB00_004229.2, EWB00_004229.3	KAK4473227.1
OG0002903	EWB00_007350.1, EWB00_007350.2, EWB00_007350.3, EWB00_007350.4, EWB00_007350.5	KAK4470177.1
OG0002904	EWB00_002403.1, EWB00_002403.2	KAK4475461.1
OG0002905	EWB00_003998	KAK4471053.1, KAK4471359.1
OG0002906	EWB00_000629	KAK4472781.1
OG0002907	EWB00_006306	KAK4467487.1, KAK4475839.1
OG0002908	EWB00_008921	KAK4471493.1
OG0002910	EWB00_005467.2, EWB00_005467.1, EWB00_005467.3	KAK4475171.1
OG0002911	EWB00_002322.3, EWB00_002322.4, EWB00_002322.1, EWB00_002322.2	KAK4475277.1
OG0002912	EWB00_003648.5, EWB00_003648.4, EWB00_003648.2, EWB00_003648.3, EWB00_003648.1	KAK4471176.1
OG0002914	EWB00_002464.1, EWB00_002464.3, EWB00_002464.2	KAK4474821.1
OG0002915	EWB00_008242	KAK4470746.1
OG0002916	EWB00_000674.1, EWB00_000674.2	KAK4474914.1
OG0002917	EWB00_007541	KAK4473361.1
OG0002918	EWB00_009281.1, EWB00_009281.2, EWB00_009281.3	KAK4468330.1
OG0002919	EWB00_004146	KAK4467311.1
OG0002919	EWB00_004145	KAK4468894.1
OG0002920	EWB00_006384.3, EWB00_006384.1, EWB00_006384.4, EWB00_006384.2	KAK4473523.1
OG0002921	EWB00_001444	KAK4467652.1
OG0002922	EWB00_010996.3, EWB00_010996.1, EWB00_010996.2, EWB00_010996.4, EWB00_010996.5	KAK4470713.1
OG0002923	EWB00_011326	KAK4471906.1
OG0002924	EWB00_004637	KAK4474421.1
OG0002925	EWB00_007687	KAK4474644.1
OG0002927	EWB00_008511.1, EWB00_008511.2	KAK4476175.1
OG0002928	EWB00_001377	KAK4470358.1
OG0002929	EWB00_005762	KAK4475521.1
OG0002930	EWB00_002838.1, EWB00_007947, EWB00_002838.2	KAK4473638.1
OG0002931	EWB00_008800	KAK4475101.1
OG0002932	EWB00_004892.1, EWB00_004892.2	KAK4472268.1
OG0002933	EWB00_003920	KAK4472146.1
OG0002933	EWB00_003922, EWB00_003921	KAK4473657.1
OG0002934	EWB00_008969	KAK4467734.1
OG0002935	EWB00_010446.1, EWB00_010446.2	KAK4471285.1
OG0002936	EWB00_002547	KAK4469030.1
OG0002938	EWB00_002633, EWB00_002636, EWB00_002634, EWB00_002632	KAK4470913.1
OG0002939	EWB00_003814	KAK4474681.1
OG0002940	EWB00_010745	KAK4469594.1
OG0002940	EWB00_010746	KAK4468980.1
OG0002942	EWB00_001223	KAK4470842.1
OG0002943	EWB00_001225.1, EWB00_001225.2	KAK4470844.1
OG0002944	EWB00_006517	KAK4474920.1
OG0002945	EWB00_004561	KAK4470779.1
OG0002946	EWB00_005483	KAK4475156.1
OG0002947	EWB00_001682	KAK4468646.1
OG0002948	EWB00_000229.1, EWB00_000229.2, EWB00_000229.3	KAK4471765.1
OG0002949	EWB00_001776	KAK4472261.1
OG0002950	EWB00_008655	KAK4470279.1
OG0002951	EWB00_007699.1, EWB00_007699.2, EWB00_007699.3	KAK4473899.1
OG0002952	EWB00_004417	KAK4469420.1
OG0002952	EWB00_004416	KAK4469421.1
OG0002953	EWB00_007337	KAK4475620.1
OG0002954	EWB00_007955	KAK4471841.1
OG0002955	EWB00_003441	KAK4470610.1
OG0002956	EWB00_004785.1, EWB00_004785.2	KAK4467628.1
OG0002957	EWB00_009939.1, EWB00_009939.4, EWB00_009939.3, EWB00_009939.2	KAK4470162.1
OG0002958	EWB00_009830.1, EWB00_009830.2	KAK4471636.1
OG0002959	EWB00_006928	KAK4468801.1
OG0002960	EWB00_008079.3, EWB00_008079.1, EWB00_008079.2	KAK4469309.1
OG0002961	EWB00_000045	KAK4475113.1
OG0002962	EWB00_003995, EWB00_003994	KAK4471361.1
OG0002963	EWB00_005062.1, EWB00_005062.2	KAK4474519.1
OG0002964	EWB00_004221	KAK4473222.1
OG0002965	EWB00_008384	KAK4469026.1
OG0002966	EWB00_000021.2, EWB00_000021.3, EWB00_000021.1, EWB00_000021.4	KAK4472717.1
OG0002967	EWB00_011093	KAK4471940.1
OG0002969	EWB00_010617, EWB00_010614	KAK4469469.1
OG0002970	EWB00_000815.1, EWB00_000815.2, EWB00_000815.3	KAK4474378.1
OG0002971	EWB00_009795	KAK4467406.1, KAK4471661.1
OG0002972	EWB00_001168.1, EWB00_001168.2, EWB00_001168.3	KAK4471075.1
OG0002973	EWB00_005414.1, EWB00_005414.2, EWB00_005414.3	KAK4469328.1
OG0002974	EWB00_005917	KAK4472528.1
OG0002975	EWB00_004394.1, EWB00_004394.3, EWB00_004394.2	KAK4473942.1
OG0002977	EWB00_009513	KAK4476147.1
OG0002979	EWB00_010784	KAK4475427.1
OG0002980	EWB00_009149.3, EWB00_009149.1, EWB00_009149.2	KAK4472763.1
OG0002981	EWB00_001172.1, EWB00_001172.2	KAK4470340.1
OG0002982	EWB00_005370.5, EWB00_005370.1, EWB00_005370.3, EWB00_005370.2, EWB00_005370.4	KAK4469369.1
OG0002983	EWB00_001113.1, EWB00_001113.2	KAK4473171.1
OG0002985	EWB00_004643	KAK4475301.1
OG0002988	EWB00_005524.1, EWB00_005524.2	KAK4467909.1
OG0002989	EWB00_002981	KAK4469246.1
OG0002990	EWB00_006767	KAK4468206.1
OG0002991	EWB00_011215.1, EWB00_011215.4, EWB00_011215.2	KAK4472588.1
OG0002992	EWB00_011051	KAK4470499.1
OG0002993	EWB00_008402.1, EWB00_008402.2	KAK4468016.1
OG0002994	EWB00_008806	KAK4475102.1
OG0002995	EWB00_011403	KAK4468948.1
OG0002996	EWB00_002315	KAK4475272.1
OG0002997	EWB00_007863	KAK4472554.1
OG0002998	EWB00_001001	KAK4474004.1
OG0002999	EWB00_011297	KAK4471879.1
OG0003000	EWB00_005001	KAK4472928.1
OG0003001	EWB00_005005	KAK4472932.1
OG0003002	EWB00_010348.1, EWB00_010348.2, EWB00_010348.3, EWB00_010348.4	KAK4475065.1, KAK4475066.1
OG0003003	EWB00_005504.3, EWB00_005504.1, EWB00_005504.2	KAK4467897.1
OG0003004	EWB00_001367	KAK4470349.1
OG0003005	EWB00_007764.1, EWB00_007764.2	KAK4469934.1
OG0003006	EWB00_009601.1, EWB00_009601.2, EWB00_009601.3	KAK4468098.1
OG0003007	EWB00_011096.1, EWB00_011096.2, EWB00_011096.3	KAK4471944.1
OG0003008	EWB00_011210.2, EWB00_011210.1, EWB00_011210.3	KAK4472583.1
OG0003010	EWB00_000953.3, EWB00_000953.2, EWB00_000953.1, EWB00_000953.5, EWB00_000953.4	KAK4470536.1
OG0003011	EWB00_005980	KAK4472496.1
OG0003012	EWB00_011151	KAK4471987.1
OG0003013	EWB00_007403.1, EWB00_007403.2	KAK4470828.1
OG0003014	EWB00_010168.1, EWB00_010168.2, EWB00_010168.3, EWB00_010166, EWB00_010167	KAK4468178.1
OG0003015	EWB00_009554	KAK4473564.1
OG0003016	EWB00_007145.2, EWB00_007145.1, EWB00_007145.3, EWB00_007145.4	KAK4470535.1
OG0003017	EWB00_004426.1, EWB00_004426.2, EWB00_004426.3	KAK4469411.1
OG0003018	EWB00_000565, EWB00_000564	KAK4467766.1
OG0003019	EWB00_007253	KAK4470459.1
OG0003020	EWB00_003278.4, EWB00_003278.3, EWB00_003278.1, EWB00_003278.2, EWB00_003278.5	KAK4472808.1
OG0003021	EWB00_007311.2, EWB00_007311.1, EWB00_007311.3	KAK4468180.1
OG0003022	EWB00_005245	KAK4473196.1
OG0003023	EWB00_010173	KAK4468173.1
OG0003024	EWB00_004568.1, EWB00_004568.2	KAK4470783.1
OG0003025	EWB00_005613.2, EWB00_005613.1, EWB00_005613.5, EWB00_005613.3, EWB00_005613.4	KAK4473824.1
OG0003026	EWB00_002945.1, EWB00_002945.2	KAK4472359.1
OG0003027	EWB00_007627, EWB00_007628	KAK4474846.1
OG0003029	EWB00_008949.1, EWB00_008949.2	KAK4468366.1
OG0003030	EWB00_010353	KAK4475071.1
OG0003031	EWB00_004696.1, EWB00_004696.2	KAK4471040.1
OG0003032	EWB00_011252	KAK4472074.1
OG0003033	EWB00_002562, EWB00_002561	KAK4469064.1
OG0003034	EWB00_001483	KAK4468280.1
OG0003036	EWB00_007302	KAK4468187.1
OG0003037	EWB00_002276	KAK4470951.1
OG0003038	EWB00_006825	KAK4469706.1
OG0003039	EWB00_000186	KAK4469437.1
OG0003040	EWB00_006008	KAK4472467.1
OG0003041	EWB00_002125.1, EWB00_002125.2	KAK4472389.1
OG0003042	EWB00_007978.1, EWB00_007978.2	KAK4473609.1
OG0003043	EWB00_010761, EWB00_010762	KAK4469610.1
OG0003044	EWB00_004449.2, EWB00_004449.6, EWB00_004449.5, EWB00_004449.1, EWB00_004449.4	KAK4476083.1
OG0003045	EWB00_006509	KAK4469160.1
OG0003046	EWB00_006508.1, EWB00_006508.2	KAK4469161.1
OG0003047	EWB00_010012	KAK4474707.1
OG0003048	EWB00_003618.1, EWB00_003618.4, EWB00_003618.2, EWB00_003618.3	KAK4469764.1
OG0003049	EWB00_003619.1, EWB00_003619.2	KAK4469754.1
OG0003050	EWB00_001236	KAK4470858.1
OG0003051	EWB00_001091.2, EWB00_001091.3, EWB00_001091.4, EWB00_001091.5, EWB00_001091.6, EWB00_001091.1	KAK4473151.1
OG0003052	EWB00_003655.2, EWB00_003655.4	KAK4471195.1
OG0003053	EWB00_005047	KAK4472972.1
OG0003054	EWB00_003074.1, EWB00_003074.2	KAK4476250.1
OG0003055	EWB00_003562	KAK4469728.1
OG0003056	EWB00_003086, EWB00_003087	KAK4476225.1
OG0003057	EWB00_007110.1, EWB00_007110.2, EWB00_007110.3, EWB00_007110.4	KAK4471418.1
OG0003058	EWB00_008316	KAK4468917.1
OG0003059	EWB00_004270.3, EWB00_004270.1, EWB00_004270.2	KAK4474057.1
OG0003060	EWB00_003557.1, EWB00_003557.2	KAK4469722.1, KAK4469721.1
OG0003062	EWB00_001918	KAK4468558.1
OG0003063	EWB00_006552	KAK4474944.1
OG0003064	EWB00_004450	KAK4476085.1, KAK4476084.1
OG0003065	EWB00_002430	KAK4475481.1
OG0003066	EWB00_005896.2, EWB00_005896.1, EWB00_005896.3	KAK4467653.1
OG0003067	EWB00_006984	KAK4473191.1
OG0003068	EWB00_007267	KAK4470448.1
OG0003069	EWB00_007924.1, EWB00_007924.2, EWB00_007924.3	KAK4470904.1
OG0003070	EWB00_001470	KAK4474128.1
OG0003071	EWB00_011317.1, EWB00_011317.2, EWB00_011317.3	KAK4471899.1
OG0003072	EWB00_002274	KAK4470953.1
OG0003073	EWB00_008884	KAK4471453.1
OG0003074	EWB00_010530.1, EWB00_010530.2	KAK4472092.1
OG0003075	EWB00_008858	KAK4471132.1
OG0003076	EWB00_011230	KAK4467226.1
OG0003077	EWB00_007256	KAK4470456.1
OG0003078	EWB00_005398	KAK4469344.1
OG0003079	EWB00_001066, EWB00_002969.2, EWB00_002969.4, EWB00_002969.3, EWB00_002969.1	KAK4469953.1
OG0003080	EWB00_005547	KAK4474393.1
OG0003081	EWB00_004182.2, EWB00_004183, EWB00_004182.3, EWB00_004182.1	KAK4474607.1
OG0003082	EWB00_005350.1, EWB00_005350.2	KAK4469388.1
OG0003083	EWB00_008187.1, EWB00_008187.2, EWB00_008187.5, EWB00_008187.3, EWB00_008187.4	KAK4470931.1
OG0003084	EWB00_006599	KAK4470292.1
OG0003085	EWB00_009540.1, EWB00_009540.3, EWB00_009540.4, EWB00_009540.2	KAK4473802.1
OG0003086	EWB00_010401.4, EWB00_010401.1, EWB00_010401.2, EWB00_010401.3	KAK4471330.1
OG0003087	EWB00_009973	KAK4467853.1
OG0003088	EWB00_002485	KAK4474979.1
OG0003089	EWB00_005476	KAK4475161.1
OG0003090	EWB00_010110.1, EWB00_010110.2	KAK4472596.1
OG0003091	EWB00_008765.1, EWB00_008765.2	KAK4467911.1
OG0003092	EWB00_009636, EWB00_009637	KAK4468379.1
OG0003095	EWB00_010734.3, EWB00_010734.1, EWB00_010734.2, EWB00_010734.4, EWB00_010734.6, EWB00_010734.5, EWB00_010734.7, EWB00_010734.8	KAK4469586.1
OG0003096	EWB00_007155.1, EWB00_007155.2	KAK4470528.1
OG0003097	EWB00_009301	KAK4471337.1
OG0003098	EWB00_010275, EWB00_004006, EWB00_010271	KAK4474756.1, KAK4474758.1, KAK4474759.1
OG0003107	EWB00_005250.1, EWB00_005250.3, EWB00_005250.2	KAK4469963.1
OG0003108	EWB00_008029.1, EWB00_008029.3, EWB00_008029.2, EWB00_008029.4	KAK4472992.1
OG0003109	EWB00_002369.4, EWB00_002369.1, EWB00_002369.2, EWB00_002369.3	KAK4475305.1
OG0003111	EWB00_007357.1, EWB00_007357.2	KAK4470170.1
OG0003112	EWB00_006248.1, EWB00_006248.5, EWB00_006248.4, EWB00_006248.2, EWB00_006248.3	KAK4471551.1
OG0003114	EWB00_006927.3, EWB00_006927.1, EWB00_006927.2	KAK4468802.1
OG0003115	EWB00_010917	KAK4470616.1
OG0003117	EWB00_005464.1, EWB00_005464.2	KAK4475175.1
OG0003118	EWB00_007810	KAK4473623.1
OG0003118	EWB00_007809.3, EWB00_007809.2, EWB00_007809.1	KAK4473622.1
OG0003119	EWB00_002143.1, EWB00_002143.2	KAK4472376.1
OG0003120	EWB00_000963.1, EWB00_000963.2	KAK4470643.1
OG0003122	EWB00_010246	KAK4475923.1
OG0003123	EWB00_010391	KAK4467459.1, KAK4467462.1
OG0003124	EWB00_003249	KAK4468630.1
OG0003125	EWB00_008233.1	KAK4470479.1
OG0003126	EWB00_000047.1, EWB00_000047.4, EWB00_000047.2, EWB00_000047.3	KAK4475109.1
OG0003127	EWB00_000622	KAK4468864.1
OG0003128	EWB00_001499.1, EWB00_001499.2	KAK4468288.1
OG0003129	EWB00_007584	KAK4475567.1
OG0003130	EWB00_006947.1, EWB00_006947.2, EWB00_006947.3	KAK4473122.1
OG0003131	EWB00_002699	KAK4470255.1
OG0003132	EWB00_002867.1, EWB00_002867.2	KAK4473009.1
OG0003133	EWB00_000499.1, EWB00_000499.3, EWB00_000499.2	KAK4472047.1
OG0003134	EWB00_002618.1, EWB00_002618.3, EWB00_002618.2	KAK4468043.1
OG0003135	EWB00_004305	KAK4474024.1
OG0003136	EWB00_008466.1, EWB00_008466.2, EWB00_008466.3	KAK4476290.1
OG0003137	EWB00_008830	KAK4468351.1
OG0003138	EWB00_005081, EWB00_005080	KAK4468617.1
OG0003139	EWB00_002982	KAK4469247.1
OG0003140	EWB00_007444.1	KAK4472688.1
OG0003141	EWB00_011154.2, EWB00_011154.3, EWB00_011154.4, EWB00_011154.1	KAK4471989.1
OG0003143	EWB00_007165	KAK4470519.1
OG0003144	EWB00_006185	KAK4473747.1
OG0003145	EWB00_010319.1, EWB00_010319.2	KAK4475042.1
OG0003146	EWB00_003651.1, EWB00_003651.2	KAK4471191.1
OG0003147	EWB00_003001	KAK4469262.1
OG0003148	EWB00_005096	KAK4467885.1
OG0003149	EWB00_001204.1, EWB00_001204.2	KAK4469944.1
OG0003150	EWB00_001265.1, EWB00_001265.2	KAK4470886.1
OG0003151	EWB00_005365.1, EWB00_005365.2	KAK4469373.1
OG0003152	EWB00_001276	KAK4473841.1
OG0003153	EWB00_010929	KAK4470627.1
OG0003154	EWB00_006862	KAK4474086.1
OG0003155	EWB00_006098	KAK4470113.1
OG0003156	EWB00_003140.1, EWB00_003140.2, EWB00_003140.3	KAK4473931.1
OG0003157	EWB00_006792.1, EWB00_006792.2	KAK4469678.1
OG0003158	EWB00_011385.1, EWB00_011385.2, EWB00_011384	KAK4468929.1
OG0003159	EWB00_008374.1, EWB00_008374.2, EWB00_008374.3	KAK4469036.1
OG0003160	EWB00_006450.1, EWB00_006450.2	KAK4475329.1, KAK4475328.1
OG0003161	EWB00_000220	KAK4469088.1
OG0003162	EWB00_000204.1, EWB00_000204.2	KAK4476171.1
OG0003163	EWB00_005625.1, EWB00_005625.2	KAK4474766.1
OG0003164	EWB00_002926.3, EWB00_002926.1, EWB00_002926.2	KAK4472344.1, KAK4472345.1
OG0003167	EWB00_000793	KAK4467889.1
OG0003168	EWB00_010406.1, EWB00_010406.3, EWB00_010406.4, EWB00_010406.2, EWB00_010406.5	KAK4471309.1
OG0003169	EWB00_010284	KAK4474765.1
OG0003170	EWB00_005424.1, EWB00_005424.2, EWB00_005424.4, EWB00_005424.5, EWB00_005424.7, EWB00_005424.3, EWB00_005424.6	KAK4475221.1
OG0003171	EWB00_004526.1, EWB00_004526.2	KAK4470558.1
OG0003172	EWB00_002386	KAK4475445.1
OG0003173	EWB00_010898.3, EWB00_010898.1, EWB00_010898.2	KAK4472618.1
OG0003174	EWB00_001174.1, EWB00_001174.2, EWB00_001174.3, EWB00_001174.4, EWB00_001174.5	KAK4470337.1
OG0003175	EWB00_000578	KAK4467721.1
OG0003176	EWB00_008649	KAK4470311.1
OG0003177	EWB00_006979	KAK4473005.1
OG0003178	EWB00_002919	KAK4472335.1
OG0003179	EWB00_001187	KAK4470325.1
OG0003180	EWB00_004845.1, EWB00_004845.2	KAK4475713.1
OG0003181	EWB00_004341	KAK4473984.1
OG0003182	EWB00_007471.1, EWB00_007471.3, EWB00_007471.2	KAK4472665.1
OG0003183	EWB00_002692	KAK4474722.1
OG0003184	EWB00_003317.1, EWB00_003317.2	KAK4472873.1
OG0003185	EWB00_002783	KAK4470180.1
OG0003186	EWB00_002899.1, EWB00_002899.2	KAK4469043.1, KAK4472714.1
OG0003187	EWB00_010930.1, EWB00_011372, EWB00_010930.2	KAK4470628.1
OG0003188	EWB00_004402.1, EWB00_004402.2, EWB00_004402.3	KAK4467982.1
OG0003189	EWB00_005148.1, EWB00_005148.2	KAK4469783.1
OG0003190	EWB00_011302	KAK4471885.1
OG0003191	EWB00_006882.1, EWB00_006882.2	KAK4469115.1
OG0003192	EWB00_003999.3, EWB00_003999.1, EWB00_003999.2	KAK4471358.1
OG0003193	EWB00_001279.2, EWB00_001279.1, EWB00_001279.3	KAK4473845.1
OG0003194	EWB00_009436.1, EWB00_009436.2	KAK4470088.1
OG0003195	EWB00_005426.1, EWB00_005426.2, EWB00_005426.3	KAK4475218.1
OG0003196	EWB00_000542, EWB00_000541.2, EWB00_000541.1, EWB00_000541.3, EWB00_000541.4	KAK4471775.1
OG0003197	EWB00_001440	KAK4467650.1
OG0003198	EWB00_008419.3, EWB00_008419.2, EWB00_008419.1	KAK4469447.1
OG0003199	EWB00_005874.1, EWB00_005874.2, EWB00_005874.3	KAK4467790.1
OG0003200	EWB00_009487	KAK4476266.1
OG0003201	EWB00_009360	KAK4474576.1
OG0003202	EWB00_005466.1, EWB00_005466.2, EWB00_005466.3	KAK4475172.1
OG0003203	EWB00_003179	KAK4468471.1
OG0003204	EWB00_002525.4, EWB00_002525.3, EWB00_002525.1, EWB00_002525.5, EWB00_002525.2	KAK4475014.1
OG0003205	EWB00_004334	KAK4473990.1
OG0003206	EWB00_006523.3, EWB00_006523.1, EWB00_006523.2	KAK4474923.1
OG0003208	EWB00_006264	KAK4471535.1
OG0003210	EWB00_004690.3, EWB00_004690.1, EWB00_004690.2	KAK4474687.1
OG0003211	EWB00_001368.1, EWB00_001368.2	KAK4470350.1
OG0003212	EWB00_010842.1, EWB00_010842.2, EWB00_010842.3	KAK4475898.1
OG0003213	EWB00_002935	KAK4472354.1
OG0003214	EWB00_009437	KAK4474495.1
OG0003215	EWB00_003063	KAK4476241.1
OG0003216	EWB00_008913.2, EWB00_008913.1, EWB00_008913.3	KAK4471483.1
OG0003217	EWB00_011333	KAK4471913.1
OG0003218	EWB00_005572.3, EWB00_005572.4, EWB00_005572.2, EWB00_005572.5, EWB00_005572.1, EWB00_005572.6, EWB00_003264	KAK4471153.1
OG0003221	EWB00_006144	KAK4473713.1
OG0003222	EWB00_010347.1, EWB00_010347.2	KAK4475064.1
OG0003223	EWB00_001955	KAK4468584.1
OG0003223	EWB00_001956	KAK4468585.1
OG0003224	EWB00_004395	KAK4473941.1
OG0003225	EWB00_003044, EWB00_003042.1, EWB00_003042.2	KAK4468688.1
OG0003226	EWB00_003709.1, EWB00_003709.2	KAK4474499.1
OG0003227	EWB00_011155.1, EWB00_011155.2	KAK4471990.1
OG0003228	EWB00_007532	KAK4468741.1
OG0003229	EWB00_010966, EWB00_010965	KAK4470686.1
OG0003230	EWB00_002077.1, EWB00_002077.2	KAK4469076.1
OG0003231	EWB00_006561.1, EWB00_006561.2	KAK4474953.1
OG0003232	EWB00_005539	KAK4474274.1
OG0003233	EWB00_005827.1, EWB00_005827.2, EWB00_005827.4, EWB00_005827.3	KAK4475433.1
OG0003234	EWB00_000234, EWB00_000823	KAK4471760.1
OG0003235	EWB00_007303.2, EWB00_007303.5, EWB00_007303.4, EWB00_007303.1, EWB00_007303.3	KAK4468186.1
OG0003236	EWB00_011228.9, EWB00_011228.11, EWB00_011228.10, EWB00_011228.12, EWB00_011228.1, EWB00_011228.2, EWB00_011228.3, EWB00_011228.4, EWB00_011228.5, EWB00_011228.6, EWB00_011228.8, EWB00_011228.7	KAK4471122.1
OG0003237	EWB00_004234.1, EWB00_004234.2	KAK4473234.1
OG0003238	EWB00_010483	KAK4471261.1
OG0003239	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7	KAK4467990.1
OG0003240	EWB00_008701.2, EWB00_008701.4	KAK4476138.1
OG0003241	EWB00_009123.1, EWB00_009123.2	KAK4473883.1
OG0003242	EWB00_010668.1, EWB00_010668.2	KAK4469521.1
OG0003243	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6	KAK4476227.1
OG0003244	EWB00_005396	KAK4469346.1
OG0003245	EWB00_006500	KAK4469172.1
