Orthogroup	schistosoma_japonicum	s.mekongi
OG0001758	EWB00_008645.1, EWB00_008645.2	KAK4468062.1
OG0001759	EWB00_006252	KAK4471546.1
OG0001760	EWB00_009898, EWB00_005773	KAK4471578.1
OG0001761	EWB00_011085, EWB00_008774.1, EWB00_008774.2	KAK4467949.1, KAK4468183.1
OG0001762	EWB00_006675.1, EWB00_006675.2	KAK4467819.1
OG0001763	EWB00_007453.1, EWB00_007453.2	KAK4472682.1
OG0001764	EWB00_003107	KAK4474785.1
OG0001765	EWB00_006261	KAK4471538.1
OG0001766	EWB00_003400	KAK4474197.1
OG0001767	EWB00_009027	KAK4475684.1, KAK4467389.1, KAK4475683.1
OG0001768	EWB00_011364.1, EWB00_011364.2, EWB00_011364.3	KAK4468897.1
OG0001769	EWB00_007867	KAK4475540.1
OG0001770	EWB00_008145.1, EWB00_008145.2	KAK4472315.1
OG0001771	EWB00_010612	KAK4469467.1
OG0001772	EWB00_001858	KAK4468517.1
OG0001773	EWB00_008867	KAK4471437.1
OG0001774	EWB00_008539	KAK4476044.1
OG0001775	EWB00_005423	KAK4475222.1
OG0001776	EWB00_001450	KAK4467656.1
OG0001777	EWB00_006296.2, EWB00_006296.3, EWB00_006296.4, EWB00_006296.5, EWB00_010820.2, EWB00_006296.1, EWB00_010820.1	KAK4474215.1, KAK4474211.1, KAK4474212.1
OG0001778	EWB00_001931.1, EWB00_001931.2, EWB00_001931.3	KAK4468568.1
OG0001779	EWB00_007071.1, EWB00_007071.2	KAK4473304.1
OG0001780	EWB00_003266	KAK4472870.1
OG0001781	EWB00_005839.1, EWB00_005839.2	KAK4467680.1
OG0001782	EWB00_009818.6, EWB00_009818.4, EWB00_009818.1, EWB00_009818.2, EWB00_009818.5, EWB00_009818.3	KAK4471070.1
OG0001783	EWB00_002890	KAK4472722.1
OG0001784	EWB00_002793.1, EWB00_002793.2, EWB00_002793.3, EWB00_002793.4, EWB00_002793.5, EWB00_002793.6	KAK4473465.1
OG0001785	EWB00_007557	KAK4473376.1
OG0001786	EWB00_010439	KAK4471290.1
OG0001787	EWB00_007555	KAK4473373.1
OG0001788	EWB00_002022.5, EWB00_002022.2, EWB00_002022.4, EWB00_002022.3, EWB00_002022.1	KAK4470422.1
OG0001789	EWB00_008564.2, EWB00_008564.4, EWB00_008564.3, EWB00_008564.1, EWB00_008564.5	KAK4475490.1
OG0001790	EWB00_003915.3, EWB00_003915.4, EWB00_003915.1, EWB00_003915.2, EWB00_003915.5	KAK4473652.1
OG0001791	EWB00_004963.1, EWB00_004963.2, EWB00_004963.3	KAK4468701.1
OG0001791	EWB00_007370	KAK4470158.1
OG0001792	EWB00_001226.2, EWB00_001226.1, EWB00_001226.3	KAK4470845.1
OG0001793	EWB00_011395.1, EWB00_011395.2	KAK4468939.1
OG0001794	EWB00_006260.4, EWB00_006260.2, EWB00_006260.3, EWB00_006260.1, EWB00_006260.5	KAK4471539.1
OG0001795	EWB00_004440, EWB00_005333	KAK4469403.1
OG0001801	EWB00_009398	KAK4474541.1
OG0001802	EWB00_004332.1, EWB00_004332.2	KAK4473993.1
OG0001803	EWB00_002837.1, EWB00_002837.2, EWB00_002837.3	KAK4473637.1
OG0001803	EWB00_002836	KAK4473636.1
OG0001804	EWB00_002126	KAK4472388.1
OG0001805	EWB00_000017.1, EWB00_000017.2, EWB00_000017.3	KAK4472728.1
OG0001806	EWB00_006638, EWB00_006641	KAK4467839.1
OG0001807	EWB00_004204	KAK4474591.1
OG0001808	EWB00_000043, EWB00_001027	KAK4475115.1
OG0001809	EWB00_002951.2, EWB00_002951.1, EWB00_002951.3	KAK4472364.1
OG0001810	EWB00_002054.3, EWB00_002054.2, EWB00_002054.1	KAK4467749.1
OG0001811	EWB00_003080.2, EWB00_003080.3, EWB00_003080.1, EWB00_003080.4, EWB00_003080.5	KAK4476221.1
OG0001812	EWB00_001383.1, EWB00_001383.2	KAK4470365.1
OG0001813	EWB00_008448, EWB00_008454	KAK4474479.1
OG0001814	EWB00_007255.3, EWB00_007255.2, EWB00_007255.4, EWB00_007255.1	KAK4470457.1
OG0001815	EWB00_006877	KAK4469120.1, KAK4469121.1
OG0001816	EWB00_008962	KAK4469095.1
OG0001817	EWB00_006214.2, EWB00_006214.6, EWB00_006214.7, EWB00_006214.1, EWB00_006214.3, EWB00_006214.4, EWB00_006214.5	KAK4473773.1
OG0001818	EWB00_007620.2, EWB00_007620.3, EWB00_007620.1	KAK4469237.1
OG0001819	EWB00_010311.1, EWB00_010311.2	KAK4475051.1
OG0001820	EWB00_011327.1, EWB00_011327.2	KAK4471907.1
OG0001821	EWB00_008776.2, EWB00_008776.1	KAK4467978.1
OG0001821	EWB00_003220.3	KAK4471167.1
OG0001822	EWB00_000791	KAK4467887.1
OG0001823	EWB00_006130	KAK4475370.1
OG0001824	EWB00_002376	KAK4475313.1
OG0001825	EWB00_005323.1, EWB00_005323.4, EWB00_005323.2, EWB00_005323.3	KAK4469644.1
OG0001826	EWB00_006283	KAK4475849.1
OG0001827	EWB00_004569	KAK4470784.1
OG0001828	EWB00_010656	KAK4469508.1
OG0001829	EWB00_003359	KAK4473132.1
OG0001831	EWB00_008871	KAK4471442.1
OG0001832	EWB00_006761	KAK4468142.1
OG0001833	EWB00_006762	KAK4468153.1
OG0001834	EWB00_011028	KAK4470481.1
OG0001835	EWB00_007631	KAK4474848.1
OG0001836	EWB00_007589.1, EWB00_007589.2, EWB00_007589.3	KAK4475561.1
OG0001837	EWB00_008945.1, EWB00_008945.2	KAK4468362.1
OG0001838	EWB00_005045.3, EWB00_005045.1, EWB00_005045.2, EWB00_005045.4, EWB00_005045.5	KAK4472969.1
OG0001839	EWB00_005382.3, EWB00_005382.4, EWB00_005382.5, EWB00_005382.1, EWB00_005382.2	KAK4469356.1
OG0001840	EWB00_003145.2, EWB00_003145.1, EWB00_003145.3, EWB00_003145.4	KAK4473925.1
OG0001841	EWB00_003124, EWB00_009787	KAK4474803.1
OG0001842	EWB00_000568.1, EWB00_000568.2, EWB00_000568.3	KAK4467763.1
OG0001843	EWB00_004731.1, EWB00_004731.2	KAK4473403.1
OG0001844	EWB00_006557	KAK4474950.1
OG0001845	EWB00_001437	KAK4467647.1
OG0001846	EWB00_005010.1, EWB00_005010.2	KAK4472936.1
OG0001847	EWB00_009082	KAK4475768.1
OG0001848	EWB00_006326	KAK4467434.1, KAK4475817.1
OG0001849	EWB00_009871.2, EWB00_009871.1, EWB00_009871.3, EWB00_009871.4	KAK4472068.1
OG0001850	EWB00_004542	KAK4470579.1
OG0001851	EWB00_010657.1, EWB00_010657.2	KAK4469509.1
OG0001852	EWB00_009114	KAK4472766.1
OG0001853	EWB00_001639.2, EWB00_001639.1, EWB00_001639.3, EWB00_001639.4, EWB00_001639.5, EWB00_001639.6	KAK4475630.1
OG0001854	EWB00_003747	KAK4467874.1
OG0001855	EWB00_001590.1, EWB00_001590.2	KAK4470152.1
OG0001856	EWB00_007149.2, EWB00_007149.1	KAK4470532.1
OG0001857	EWB00_011005.1, EWB00_011005.2	KAK4470721.1
OG0001858	EWB00_008289.1, EWB00_008289.2	KAK4472246.1
OG0001859	EWB00_008660	KAK4475995.1
OG0001861	EWB00_001369.1, EWB00_001369.2	KAK4470351.1
OG0001862	EWB00_004860	KAK4475729.1
OG0001863	EWB00_009680	KAK4472919.1, KAK4472918.1
OG0001863	EWB00_000659	KAK4472203.1
OG0001864	EWB00_001182.7, EWB00_001182.6, EWB00_001182.5, EWB00_001182.1, EWB00_001182.3, EWB00_001182.2, EWB00_001182.4	KAK4470331.1
OG0001865	EWB00_007776.1, EWB00_007776.3, EWB00_007776.2	KAK4476033.1
OG0001866	EWB00_001683.1, EWB00_001683.2, EWB00_001683.3	KAK4468647.1
OG0001867	EWB00_007616.1, EWB00_007616.2	KAK4469233.1
OG0001868	EWB00_007873.2	KAK4475545.1
OG0001869	EWB00_002497, EWB00_002496	KAK4474991.1
OG0001870	EWB00_005310.1, EWB00_005310.2	KAK4469657.1
OG0001871	EWB00_006383	KAK4473524.1, KAK4473525.1
OG0001872	EWB00_001508.4, EWB00_001508.3, EWB00_001508.1, EWB00_001508.2	KAK4468296.1
OG0001873	EWB00_008148.1, EWB00_008148.2, EWB00_008148.3	KAK4472319.1
OG0001874	EWB00_001525	KAK4472231.1, KAK4473351.1, KAK4473350.1
OG0001874	EWB00_001528.1, EWB00_001528.2	KAK4473349.1
OG0001875	EWB00_008995.1, EWB00_008995.2, EWB00_008995.3	KAK4468707.1
OG0001876	EWB00_002412.2, EWB00_002412.3, EWB00_002412.1, EWB00_002412.4	KAK4475467.1
OG0001878	EWB00_005121, EWB00_005120, EWB00_005118, EWB00_011374	KAK4469747.1
OG0001878	EWB00_005119.1, EWB00_005119.2	KAK4468993.1
OG0001879	EWB00_008037.1, EWB00_008037.6, EWB00_008037.2, EWB00_008037.3, EWB00_008037.4, EWB00_008037.5	KAK4472985.1
OG0001880	EWB00_010357.1, EWB00_010357.2	KAK4475074.1
OG0001881	EWB00_011255	KAK4472071.1
OG0001882	EWB00_010945	KAK4470668.1
OG0001883	EWB00_007343	KAK4475612.1
OG0001884	EWB00_003270	KAK4468708.1
OG0001885	EWB00_009963, EWB00_009964, EWB00_004694	KAK4474684.1
OG0001886	EWB00_004977.1, EWB00_004977.2	KAK4470275.1
OG0001887	EWB00_005903.1, EWB00_005903.2	KAK4471695.1
OG0001888	EWB00_003971	KAK4471374.1
OG0001889	EWB00_009141.1, EWB00_009141.2	KAK4468130.1
OG0001890	EWB00_010808.1, EWB00_010808.2, EWB00_010808.3	KAK4469633.1
OG0001891	EWB00_002104	KAK4475263.1
OG0001892	EWB00_001252.1, EWB00_001252.2, EWB00_001252.3, EWB00_001252.4	KAK4470873.1
OG0001893	EWB00_001721.3, EWB00_001721.2, EWB00_001721.1	KAK4472302.1
OG0001894	EWB00_003770	KAK4467988.1
OG0001895	EWB00_009690, EWB00_009691	KAK4473815.1
OG0001896	EWB00_004132	KAK4472703.1
OG0001897	EWB00_007394.1, EWB00_007394.3, EWB00_007394.2	KAK4470818.1
OG0001898	EWB00_005570	KAK4471151.1
OG0001899	EWB00_006215	KAK4473774.1
OG0001900	EWB00_007260.2, EWB00_007260.1	KAK4467407.1, KAK4470453.1
OG0001901	EWB00_005993	KAK4472483.1
OG0001903	EWB00_004495.1, EWB00_004495.2, EWB00_004495.3	KAK4468115.1
OG0001904	EWB00_002306	KAK4475265.1
OG0001905	EWB00_010033, EWB00_010032	KAK4472113.1
OG0001906	EWB00_009148.1, EWB00_009148.2, EWB00_009148.4, EWB00_009148.3	KAK4472762.1
OG0001907	EWB00_008532.1, EWB00_008532.2, EWB00_008532.3	KAK4476050.1
OG0001908	EWB00_000904.1, EWB00_000904.2	KAK4471205.1
OG0001909	EWB00_005840.4, EWB00_005840.1, EWB00_005840.5, EWB00_005840.2, EWB00_005840.3	KAK4467679.1
OG0001910	EWB00_004369.1, EWB00_004369.3, EWB00_004369.2	KAK4473962.1
OG0001911	EWB00_005397.1, EWB00_005397.2, EWB00_005397.3, EWB00_005397.4	KAK4469345.1
OG0001912	EWB00_007504	KAK4470997.1
OG0001913	EWB00_004541.1, EWB00_004541.2, EWB00_004541.3, EWB00_004541.4, EWB00_004541.5	KAK4470578.1
OG0001914	EWB00_011318.1, EWB00_011318.3, EWB00_011318.2	KAK4471900.1
OG0001915	EWB00_007038	KAK4468220.1
OG0001916	EWB00_010789	KAK4475422.1
OG0001917	EWB00_008840.1, EWB00_008840.4, EWB00_008840.2, EWB00_008840.3	KAK4476132.1
OG0001918	EWB00_000187.2, EWB00_000187.1, EWB00_000187.3	KAK4469426.1
OG0001919	EWB00_006232.3, EWB00_006232.1, EWB00_006232.2	KAK4471565.1
OG0001921	EWB00_004589, EWB00_006142	KAK4473711.1
OG0001922	EWB00_005191.1, EWB00_005191.2	KAK4471100.1
OG0001923	EWB00_007771	KAK4476038.1
OG0001924	EWB00_000744.1, EWB00_000744.2, EWB00_000744.3	KAK4469867.1
OG0001925	EWB00_002393.1, EWB00_002393.2, EWB00_002393.3	KAK4475453.1
OG0001926	EWB00_002121.1, EWB00_002121.5, EWB00_002121.2, EWB00_002121.3, EWB00_002121.4	KAK4472393.1
OG0001927	EWB00_003588	KAK4475823.1
OG0001929	EWB00_008348	KAK4470263.1
OG0001931	EWB00_009147	KAK4472761.1
OG0001932	EWB00_003655.1, EWB00_003655.3	KAK4471196.1
OG0001933	EWB00_000297.4, EWB00_000297.5, EWB00_000297.1, EWB00_000297.3, EWB00_000297.2	KAK4473276.1
OG0001934	EWB00_002817.1, EWB00_002817.2, EWB00_002817.3	KAK4473488.1
OG0001935	EWB00_008331	KAK4474444.1
OG0001936	EWB00_008438.5, EWB00_008438.1, EWB00_008438.3, EWB00_008438.2, EWB00_008438.4	KAK4474486.1
OG0001937	EWB00_006558	KAK4474951.1
OG0001941	EWB00_003043	KAK4468689.1
OG0001942	EWB00_006953.3, EWB00_006953.7, EWB00_006953.1, EWB00_006953.5, EWB00_006953.6, EWB00_006953.4, EWB00_006953.2	KAK4473117.1
OG0001943	EWB00_001044.1, EWB00_001044.2, EWB00_001044.4, EWB00_001044.3	KAK4475127.1
OG0001944	EWB00_009759	KAK4471518.1
OG0001945	EWB00_009970.1, EWB00_009970.2, EWB00_009970.3	KAK4467852.1
OG0001946	EWB00_005989	KAK4472486.1
OG0001947	EWB00_003234.3, EWB00_003234.2, EWB00_003234.1	KAK4473449.1
OG0001948	EWB00_004875.1, EWB00_004875.2	KAK4467243.1
OG0001949	EWB00_002055	KAK4467747.1
OG0001950	EWB00_010181.1, EWB00_010181.2	KAK4468166.1
OG0001951	EWB00_010118.1, EWB00_010118.2, EWB00_010118.3	KAK4476106.1
OG0001952	EWB00_003633	KAK4469665.1
OG0001953	EWB00_003411	KAK4474207.1
OG0001954	EWB00_002373.1, EWB00_002373.2	KAK4475309.1
OG0001955	EWB00_006289.1, EWB00_006289.2	KAK4475856.1
OG0001956	EWB00_011048	KAK4470495.1
OG0001957	EWB00_002353.5, EWB00_002353.4, EWB00_002353.6, EWB00_002353.1, EWB00_002353.2, EWB00_002353.3	KAK4475293.1
OG0001958	EWB00_000402.1, EWB00_000402.2	KAK4471673.1
OG0001959	EWB00_002873.1, EWB00_002873.3, EWB00_002873.4, EWB00_002873.5, EWB00_002873.2, EWB00_007946	KAK4472737.1
OG0001960	EWB00_007931.5, EWB00_007931.6, EWB00_007931.1, EWB00_007931.4, EWB00_007931.2, EWB00_007931.3	KAK4472754.1
OG0001961	EWB00_008934	KAK4471504.1
OG0001962	EWB00_006447.1, EWB00_006447.2	KAK4475333.1
OG0001963	EWB00_005116	KAK4472859.1
OG0001964	EWB00_004882	KAK4468700.1
OG0001966	EWB00_007793	KAK4476007.1
OG0001967	EWB00_006691.1, EWB00_006691.2	KAK4467803.1
OG0001968	EWB00_002588.1, EWB00_002588.2	KAK4472641.1
OG0001969	EWB00_006040	KAK4472435.1
OG0001970	EWB00_001304.1, EWB00_001304.2	KAK4473864.1
OG0001971	EWB00_011300	KAK4471883.1
OG0001973	EWB00_006760.1, EWB00_006760.2	KAK4468131.1
OG0001974	EWB00_006902	KAK4469098.1
OG0001975	EWB00_006471.3, EWB00_006471.1, EWB00_006471.2	KAK4469194.1
OG0001976	EWB00_009025	KAK4475685.1, KAK4467563.1
OG0001977	EWB00_009453.1, EWB00_009453.2, EWB00_009453.3	KAK4468424.1
OG0001978	EWB00_008191.1, EWB00_008191.2	KAK4470934.1
OG0001979	EWB00_005320.1, EWB00_005320.2	KAK4469647.1
OG0001980	EWB00_000544.1, EWB00_000544.2	KAK4471771.1
OG0001981	EWB00_003238, EWB00_003235.1, EWB00_003235.2	KAK4473448.1
OG0001982	EWB00_003374.1, EWB00_003374.2	KAK4474172.1
OG0001983	EWB00_010176	KAK4468169.1
OG0001984	EWB00_004454.3, EWB00_004454.2, EWB00_004454.1, EWB00_004454.4	KAK4468662.1
OG0001985	EWB00_006219	KAK4473778.1, KAK4473777.1
OG0001986	EWB00_010664.1, EWB00_010664.2, EWB00_010664.3	KAK4469517.1
OG0001987	EWB00_009533	KAK4473793.1
OG0001988	EWB00_000510	KAK4472054.1
OG0001990	EWB00_007602	KAK4469221.1
OG0001991	EWB00_002349	KAK4475289.1
OG0001992	EWB00_010772.1, EWB00_010772.3, EWB00_010772.2	KAK4469618.1
OG0001993	EWB00_001364.1, EWB00_001364.2	KAK4470345.1
OG0001994	EWB00_006425	KAK4475356.1
OG0001995	EWB00_008424.1, EWB00_008424.3, EWB00_008424.4, EWB00_008424.2, EWB00_008424.5	KAK4467750.1
OG0001996	EWB00_001673	KAK4468135.1
OG0001997	EWB00_003079	KAK4476254.1
OG0001998	EWB00_006708	KAK4468442.1
OG0001999	EWB00_003613	KAK4469209.1
OG0002000	EWB00_003097	KAK4476201.1, KAK4476200.1
OG0002001	EWB00_004162	KAK4474623.1, KAK4474622.1, KAK4467249.1, KAK4467304.1
OG0002001	EWB00_004161	KAK4474624.1
OG0002002	EWB00_004263.3, EWB00_004263.1, EWB00_004263.2	KAK4474063.1
OG0002003	EWB00_007594.1, EWB00_007594.2	KAK4469214.1
OG0002004	EWB00_000115	KAK4475748.1, KAK4475740.1
OG0002005	EWB00_008380.1, EWB00_008380.3, EWB00_008380.2, EWB00_008382	KAK4469029.1
OG0002006	EWB00_001376.1, EWB00_001376.2	KAK4470357.1
OG0002007	EWB00_010057, EWB00_010056	KAK4471377.1
OG0002008	EWB00_004014.1, EWB00_004014.2, EWB00_004014.3	KAK4471781.1, KAK4471782.1
OG0002009	EWB00_001730	KAK4472290.1
OG0002010	EWB00_009339	KAK4469957.1, KAK4469956.1
OG0002011	EWB00_007159	KAK4470524.1
OG0002012	EWB00_009465.2, EWB00_009465.1, EWB00_009465.3	KAK4476215.1
OG0002013	EWB00_005319.1, EWB00_005319.2	KAK4469648.1
OG0002014	EWB00_008895.1, EWB00_008895.3, EWB00_008895.2	KAK4471464.1
OG0002015	EWB00_006940	KAK4468790.1
OG0002016	EWB00_005905	KAK4471697.1
OG0002017	EWB00_010506.1, EWB00_010506.2	KAK4471239.1
OG0002018	EWB00_008679	KAK4470098.1
OG0002018	EWB00_008680	KAK4470096.1, KAK4470097.1
OG0002020	EWB00_010448, EWB00_010449	KAK4471283.1
OG0002021	EWB00_002771	KAK4470191.1
OG0002022	EWB00_001592.1, EWB00_001592.5, EWB00_001592.2, EWB00_001592.3, EWB00_001592.4	KAK4470149.1
OG0002023	EWB00_006224.4, EWB00_006224.1, EWB00_006224.2, EWB00_006224.3	KAK4471571.1
OG0002024	EWB00_001133.1, EWB00_001133.2, EWB00_001133.3	KAK4473063.1
OG0002025	EWB00_005907.1, EWB00_005907.2	KAK4471702.1, KAK4471701.1
OG0002027	EWB00_010185	KAK4468162.1
OG0002028	EWB00_010621	KAK4469476.1
OG0002029	EWB00_005960	KAK4472515.1
OG0002030	EWB00_009169.3, EWB00_009169.4, EWB00_009169.1, EWB00_009169.2	KAK4471751.1
OG0002031	EWB00_003838.1, EWB00_003838.2	KAK4474999.1
OG0002032	EWB00_005869.2, EWB00_005869.1, EWB00_005869.3, EWB00_005869.4	KAK4467812.1
OG0002033	EWB00_011262.1, EWB00_011262.2	KAK4471857.1
OG0002034	EWB00_006270.1, EWB00_006270.2, EWB00_006270.3	KAK4471530.1
OG0002035	EWB00_003695.4, EWB00_003695.3, EWB00_003695.6, EWB00_003695.7, EWB00_003695.5, EWB00_003695.1, EWB00_003695.2	KAK4474516.1
OG0002036	EWB00_007516.3, EWB00_007516.1, EWB00_007516.2	KAK4468716.1
OG0002037	EWB00_002151.2, EWB00_002151.1, EWB00_002151.3	KAK4469881.1
OG0002038	EWB00_001564.2, EWB00_001564.3, EWB00_001564.1, EWB00_001564.4	KAK4472804.1, KAK4472815.1
OG0002039	EWB00_003603	KAK4469201.1
OG0002040	EWB00_007877	KAK4475548.1
OG0002041	EWB00_007250.1, EWB00_007250.2	KAK4470462.1
OG0002042	EWB00_004158	KAK4467451.1, KAK4474626.1
OG0002043	EWB00_007122.4, EWB00_007122.9, EWB00_007122.6, EWB00_007122.1, EWB00_007122.2, EWB00_007122.3, EWB00_007122.5, EWB00_007122.8, EWB00_007122.7	KAK4471410.1
OG0002044	EWB00_008600.1, EWB00_008600.2, EWB00_008600.4, EWB00_008600.5, EWB00_008600.3	KAK4475951.1
OG0002045	EWB00_009520.3, EWB00_009520.6, EWB00_009520.5, EWB00_009520.1, EWB00_009520.2, EWB00_009520.4	KAK4468047.1
OG0002046	EWB00_001389	KAK4470368.1
OG0002047	EWB00_001334.1, EWB00_001334.2	KAK4468073.1
OG0002048	EWB00_003123.1, EWB00_003123.2	KAK4474801.1
OG0002049	EWB00_003250	KAK4468631.1, KAK4468632.1
OG0002050	EWB00_006497.1, EWB00_006497.2, EWB00_006497.3	KAK4469176.1
OG0002051	EWB00_002114.1, EWB00_002114.2	KAK4472398.1
OG0002052	EWB00_001807.3, EWB00_001807.1, EWB00_001807.2, EWB00_001807.4	KAK4473552.1
OG0002053	EWB00_002011	KAK4470413.1
OG0002054	EWB00_000955.1, EWB00_000955.3, EWB00_000955.2	KAK4470566.1
OG0002055	EWB00_003464, EWB00_003465	KAK4471181.1
OG0002056	EWB00_001929, EWB00_001928.1, EWB00_001928.2	KAK4468569.1
OG0002057	EWB00_005362	KAK4469378.1
OG0002059	EWB00_000979.1, EWB00_000979.2	KAK4473863.1
OG0002060	EWB00_002103.1, EWB00_002103.2, EWB00_002103.3	KAK4476192.1
OG0002061	EWB00_000100.1, EWB00_000100.2	KAK4475759.1, KAK4474345.1, KAK4467497.1
OG0002062	EWB00_005788	KAK4471589.1
OG0002063	EWB00_000990	KAK4473939.1
OG0002064	EWB00_009624.3, EWB00_009624.1, EWB00_009624.2	KAK4476178.1
OG0002065	EWB00_011427	KAK4474269.1
OG0002067	EWB00_000481	KAK4472033.1, KAK4472032.1
OG0002068	EWB00_008328	KAK4474448.1
OG0002068	EWB00_008329.1, EWB00_008329.2, EWB00_008329.3	KAK4474446.1
OG0002068	EWB00_008330.4, EWB00_008330.3, EWB00_008330.2, EWB00_008330.1	KAK4474445.1
OG0002073	EWB00_001425.1, EWB00_001425.2	KAK4467636.1
OG0002074	EWB00_001041	KAK4475125.1
OG0002075	EWB00_009494.2, EWB00_009494.3, EWB00_009494.1	KAK4476280.1
OG0002076	EWB00_008759.2, EWB00_008759.1	KAK4473421.1
OG0002077	EWB00_002303	KAK4475261.1
OG0002078	EWB00_007716.2	KAK4473875.1
OG0002078	EWB00_007716.3	KAK4473875.1
OG0002079	EWB00_007700.1, EWB00_007700.2	KAK4473900.1
OG0002080	EWB00_005317.1, EWB00_005317.2	KAK4469650.1
OG0002081	EWB00_008299.1, EWB00_008299.2, EWB00_008299.3	KAK4468262.1
OG0002082	EWB00_003853	KAK4472024.1
OG0002082	EWB00_003854	KAK4472023.1
OG0002083	EWB00_001011.1, EWB00_001011.2, EWB00_001011.3, EWB00_001011.5, EWB00_001011.4	KAK4474048.1
OG0002084	EWB00_000603	KAK4474963.1
OG0002085	EWB00_011092.1, EWB00_011092.2, EWB00_011092.3	KAK4471939.1
OG0002086	EWB00_007657.2, EWB00_007657.1, EWB00_007657.3, EWB00_007657.4	KAK4473220.1
OG0002087	EWB00_008150.1, EWB00_008150.2	KAK4472322.1
OG0002089	EWB00_000175.1, EWB00_000175.2	KAK4469525.1
OG0002090	EWB00_002150	KAK4469882.1
OG0002091	EWB00_006791.2, EWB00_006791.3, EWB00_006791.4, EWB00_006791.1	KAK4469677.1
OG0002092	EWB00_006208	KAK4473766.1
OG0002093	EWB00_000274.1, EWB00_000274.2	KAK4473261.1
OG0002094	EWB00_006338	KAK4475778.1, KAK4475781.1
OG0002095	EWB00_003125	KAK4474804.1
OG0002096	EWB00_001324.1, EWB00_001324.2, EWB00_001324.3	KAK4472805.1
OG0002097	EWB00_006301, EWB00_006300	KAK4475842.1
OG0002098	EWB00_009882.1, EWB00_009882.2	KAK4471107.1
OG0002099	EWB00_009529	KAK4473789.1
OG0002100	EWB00_000095.5, EWB00_000095.1, EWB00_000095.2, EWB00_000095.3, EWB00_000095.4	KAK4472869.1
OG0002101	EWB00_011387	KAK4468932.1
OG0002102	EWB00_007000	KAK4473050.1
OG0002102	EWB00_004225	KAK4473224.1
OG0002103	EWB00_006367	KAK4473535.1
OG0002104	EWB00_004136.1, EWB00_004136.2	KAK4472700.1
OG0002105	EWB00_003321.2, EWB00_003321.3, EWB00_003321.4, EWB00_003321.5, EWB00_003321.1	KAK4473098.1
OG0002106	EWB00_000312.4, EWB00_000312.1, EWB00_000312.2, EWB00_000312.3	KAK4468766.1
OG0002107	EWB00_006567, EWB00_006568	KAK4471848.1
OG0002108	EWB00_003251	KAK4468633.1
OG0002108	EWB00_006766.1	KAK4468195.1
OG0002108	EWB00_006766.2	KAK4468195.1
OG0002109	EWB00_004744	KAK4473515.1
OG0002110	EWB00_006092	KAK4470107.1
OG0002111	EWB00_002808	KAK4473478.1
OG0002112	EWB00_009581	KAK4472109.1
OG0002113	EWB00_008310.1, EWB00_008310.2	KAK4468405.1
OG0002114	EWB00_001140.1, EWB00_001140.2	KAK4473071.1
OG0002115	EWB00_011171.1, EWB00_011171.2	KAK4469846.1
OG0002116	EWB00_005916.1, EWB00_005916.2	KAK4472527.1
OG0002117	EWB00_000110	KAK4475747.1, KAK4475750.1
OG0002118	EWB00_003641	KAK4469581.1
OG0002119	EWB00_007309.2, EWB00_007309.1	KAK4467453.1
OG0002120	EWB00_009243.1, EWB00_009243.2	KAK4476096.1
OG0002121	EWB00_009242.1, EWB00_009242.2, EWB00_009242.4, EWB00_009242.3	KAK4476097.1
OG0002122	EWB00_004617	KAK4472661.1
OG0002123	EWB00_009150.9, EWB00_009150.1, EWB00_009150.5, EWB00_009150.4, EWB00_009150.3, EWB00_009150.10, EWB00_009150.7, EWB00_009150.2, EWB00_009150.6, EWB00_009150.8	KAK4472764.1
OG0002124	EWB00_006423	KAK4475357.1
OG0002125	EWB00_006649	KAK4467836.1
OG0002126	EWB00_007318, EWB00_007319	KAK4475592.1
OG0002127	EWB00_011167.1, EWB00_011167.2, EWB00_011167.3	KAK4471999.1
OG0002128	EWB00_004870	KAK4476103.1
OG0002129	EWB00_003558.2, EWB00_003558.1	KAK4469724.1, KAK4469723.1
OG0002130	EWB00_001104.2, EWB00_001104.1	KAK4473162.1
OG0002131	EWB00_002835.4, EWB00_002835.1, EWB00_002835.2, EWB00_002835.3	KAK4473635.1
OG0002132	EWB00_002216.1, EWB00_002216.2, EWB00_002216.3	KAK4469828.1
OG0002133	EWB00_006881	KAK4469116.1
OG0002134	EWB00_005619.1, EWB00_005619.2	KAK4473819.1
OG0002135	EWB00_003469	KAK4472855.1
OG0002136	EWB00_008767	KAK4467912.1
OG0002137	EWB00_001244	KAK4470864.1
OG0002138	EWB00_007455.3, EWB00_007455.1, EWB00_007455.2	KAK4472680.1
OG0002138	EWB00_007454.1, EWB00_007454.2	KAK4472681.1
OG0002139	EWB00_009794.1, EWB00_009794.2, EWB00_009794.3, EWB00_009794.4	KAK4471662.1
OG0002141	EWB00_010525	KAK4472097.1, KAK4472096.1
OG0002142	EWB00_011368.9, EWB00_011368.6, EWB00_011368.1, EWB00_011368.7, EWB00_011368.3, EWB00_011368.4, EWB00_011368.5, EWB00_011368.2, EWB00_011368.8	KAK4468905.1
OG0002143	EWB00_003636, EWB00_003635.2, EWB00_003635.1, EWB00_003635.4, EWB00_003635.3	KAK4469632.1
OG0002144	EWB00_008031	KAK4472990.1
OG0002145	EWB00_006068.5, EWB00_006068.1, EWB00_006068.2, EWB00_006068.3, EWB00_006068.4	KAK4467424.1, KAK4472412.1
