Orthogroup	schistosoma_japonicum	schistosoma_turkestanicum
OG0004302	EWB00_007244.1, EWB00_007244.2	STRK1_73700.1
OG0004303	EWB00_007975.1, EWB00_007975.2	STRK1_38930.1, STRK1_38940.1
OG0004304	EWB00_003706	STRK1_11160.1
OG0004305	EWB00_006845.1, EWB00_006845.2	STRK1_36300.1, STRK1_36300.2
OG0004306	EWB00_002903.1, EWB00_002903.2, EWB00_002903.3	STRK1_29230.2, STRK1_29230.1
OG0004307	EWB00_007420.1, EWB00_007420.2	STRK1_93680.1
OG0004308	EWB00_001246.1, EWB00_001246.2, EWB00_001246.3	STRK1_76250.1, STRK1_76250.2
OG0004309	EWB00_006636	STRK1_92330.1, STRK1_92330.3, STRK1_92330.4, STRK1_92330.2
OG0004310	EWB00_003433	STRK1_44910.1, STRK1_44910.2
OG0004311	EWB00_004207	STRK1_5270.1
OG0004312	EWB00_003916	STRK1_38520.1
OG0004313	EWB00_010552.1, EWB00_010552.2, EWB00_010552.3	STRK1_72290.1
OG0004314	EWB00_010114.1, EWB00_010114.2	STRK1_29190.1
OG0004315	EWB00_004874.1, EWB00_004874.2	STRK1_87880.1
OG0004316	EWB00_003056.4	STRK1_11980.1
OG0004316	EWB00_003056.5	STRK1_11980.1
OG0004319	EWB00_008447.2, EWB00_008447.1, EWB00_008447.3, EWB00_008447.4, EWB00_008447.5, EWB00_008447.6, EWB00_008447.8, EWB00_008447.7	STRK1_11030.1
OG0004321	EWB00_009345.1, EWB00_009345.2	STRK1_68160.1
OG0004322	EWB00_002651.1, EWB00_002651.2	STRK1_77550.1
OG0004323	EWB00_009399	STRK1_10750.1, STRK1_10750.2, STRK1_10770.1
OG0004324	EWB00_002380	STRK1_8390.1
OG0004325	EWB00_000407, EWB00_000408	STRK1_63210.1
OG0004326	EWB00_003880.1, EWB00_003880.2, EWB00_003880.3	STRK1_89920.1
OG0004327	EWB00_003833.1, EWB00_003833.2, EWB00_003833.3, EWB00_003833.4	STRK1_1290.1, STRK1_1290.2, STRK1_1290.3
OG0004328	EWB00_004329	STRK1_31360.1
OG0004329	EWB00_005252.3, EWB00_005252.1, EWB00_005252.2	STRK1_54070.1
OG0004330	EWB00_006780.1, EWB00_006780.2	STRK1_52340.1
OG0004331	EWB00_006125	STRK1_19330.1
OG0004332	EWB00_004698	STRK1_111370.2, STRK1_100.1, STRK1_111370.1
OG0004333	EWB00_002012	STRK1_74000.1, STRK1_74000.2
OG0004334	EWB00_002996.6, EWB00_002996.1, EWB00_002996.2, EWB00_002996.3, EWB00_002996.4, EWB00_002996.5	STRK1_49980.1
OG0004335	EWB00_007170.1, EWB00_007170.2	STRK1_73550.1
OG0004336	EWB00_006099	STRK1_68980.1
OG0004337	EWB00_001554	STRK1_21980.1
OG0004338	EWB00_006720	STRK1_87050.1
OG0004340	EWB00_008452, EWB00_008450	STRK1_10940.1
OG0004342	EWB00_004746.1, EWB00_004746.2	STRK1_43210.1
OG0004343	EWB00_008822.1, EWB00_008822.2, EWB00_008822.3	STRK1_79950.1, STRK1_79950.2
OG0004344	EWB00_000498	STRK1_57080.1, STRK1_57080.2
OG0004345	EWB00_005181.1, EWB00_005181.2	STRK1_55660.1, STRK1_55660.2
OG0004346	EWB00_005811	STRK1_55460.1
OG0004347	EWB00_008040.1, EWB00_008040.2	STRK1_26320.1, STRK1_26320.2
OG0004348	EWB00_001287	STRK1_33740.1
OG0004350	EWB00_005740.5, EWB00_005740.2, EWB00_005740.3, EWB00_005740.4, EWB00_005740.1	STRK1_7610.1, STRK1_7620.1
OG0004351	EWB00_002616	STRK1_94170.1, STRK1_94170.2
OG0004352	EWB00_007297	STRK1_81550.1, STRK1_81560.1
OG0004353	EWB00_006811.1, EWB00_006811.2, EWB00_006811.3, EWB00_006811.5, EWB00_006811.4	STRK1_46650.1, STRK1_46650.2, STRK1_46650.3
OG0004354	EWB00_003621	STRK1_43530.1, STRK1_43520.1, STRK1_43520.2
OG0004355	EWB00_008875	STRK1_58940.1
OG0004356	EWB00_009797	STRK1_64490.1
OG0004357	EWB00_002111.1, EWB00_002112, EWB00_002111.2, EWB00_006081	STRK1_29600.1
OG0004358	EWB00_005243	STRK1_109280.1
OG0004359	EWB00_003397.1, EWB00_003397.2, EWB00_003397.3	STRK1_35470.1
OG0004360	EWB00_004894.1, EWB00_004894.2, EWB00_004894.3, EWB00_004894.4	STRK1_42360.1, STRK1_96080.1, STRK1_96090.1
OG0004367	EWB00_008937	STRK1_66440.1, STRK1_66410.1
OG0004369	EWB00_004739.1, EWB00_004739.2, EWB00_004739.3	STRK1_104900.1
OG0004370	EWB00_006452	STRK1_4300.1, STRK1_4310.1, STRK1_4270.1, STRK1_4260.1
OG0004371	EWB00_004616	STRK1_32280.1
OG0004372	EWB00_001028, EWB00_001029	STRK1_3830.1
OG0004373	EWB00_002705.1, EWB00_002705.2	STRK1_70140.1, STRK1_77720.1
OG0004374	EWB00_009291, EWB00_009292	STRK1_45560.1, STRK1_45550.1, STRK1_45570.1
OG0004375	EWB00_007078	STRK1_22150.1
OG0004376	EWB00_002897.1, EWB00_002897.3, EWB00_002897.2	STRK1_29270.1
OG0004378	EWB00_000730.5, EWB00_000730.2, EWB00_000730.3, EWB00_000730.4, EWB00_000729, EWB00_000730.1	STRK1_107220.1, STRK1_107080.1
OG0004379	EWB00_009233.2, EWB00_009233.3, EWB00_009233.1	STRK1_78680.1
OG0004380	EWB00_005468.3, EWB00_005468.1, EWB00_005468.2	STRK1_2250.1
OG0004381	EWB00_005465	STRK1_2280.1
OG0004382	EWB00_004910.1, EWB00_004910.2	STRK1_39870.1, STRK1_39870.2
OG0004383	EWB00_000396.1, EWB00_000396.2	STRK1_59230.1
OG0004384	EWB00_010979	STRK1_73020.1
OG0004385	EWB00_006944.3, EWB00_006944.4	STRK1_23720.1
OG0004386	EWB00_005886, EWB00_005885, EWB00_010124	STRK1_91800.1
OG0004387	EWB00_011406	STRK1_99850.1
OG0004388	EWB00_003134.1, EWB00_003134.2, EWB00_003134.3	STRK1_108470.1, STRK1_14840.1, STRK1_14840.2
OG0004389	EWB00_002280, EWB00_002279.1, EWB00_002279.2	STRK1_76650.1
OG0004390	EWB00_011243	STRK1_57420.1
OG0004392	EWB00_000094	STRK1_26640.1
OG0004393	EWB00_010546.1, EWB00_010546.2	STRK1_72240.1
OG0004395	EWB00_007021, EWB00_007020	STRK1_80650.1
OG0004396	EWB00_009764.1, EWB00_009764.4, EWB00_009764.5, EWB00_009764.2, EWB00_009764.3	STRK1_66260.1
OG0004397	EWB00_000675.1, EWB00_000675.3, EWB00_000675.4, EWB00_000675.2	STRK1_13760.1
OG0004399	EWB00_008010	STRK1_690.1, STRK1_690.3, STRK1_690.2
OG0004400	EWB00_011420	STRK1_87180.1
OG0004401	EWB00_010890	STRK1_25360.1
OG0004402	EWB00_004352.3, EWB00_004352.5, EWB00_004352.1, EWB00_004352.2, EWB00_004352.4	STRK1_28290.1
OG0004403	EWB00_004090	STRK1_44530.1, STRK1_44530.2, STRK1_44520.1
OG0004404	EWB00_007619.1, EWB00_007619.2	STRK1_49710.1
OG0004405	EWB00_010337.1, EWB00_010337.2	STRK1_18320.1
OG0004406	EWB00_008153.1, EWB00_008153.2, EWB00_008153.3	STRK1_31850.1
OG0004407	EWB00_004274	STRK1_30830.1
OG0004408	EWB00_004938, EWB00_004939	STRK1_85810.1
OG0004409	EWB00_004288.1, EWB00_004288.2	STRK1_30980.1
OG0004410	EWB00_008428	STRK1_94370.1
OG0004411	EWB00_009530	STRK1_28510.1
OG0004412	EWB00_005345.1, EWB00_005345.2	STRK1_49100.1
OG0004413	EWB00_008309	STRK1_86000.1
OG0004414	EWB00_002463	STRK1_14610.1, STRK1_14610.2
OG0004415	EWB00_007613	STRK1_49660.1
OG0004416	EWB00_006537.2, EWB00_006537.3, EWB00_006537.1, EWB00_006537.4	STRK1_13540.1, STRK1_13540.2
OG0004417	EWB00_005777	STRK1_47320.1, STRK1_65240.1
OG0004418	EWB00_006993	STRK1_24980.1
OG0004419	EWB00_000160.3, EWB00_000160.1, EWB00_000160.2, EWB00_000160.4	STRK1_107610.1, STRK1_79590.1
OG0004422	EWB00_007893.1, EWB00_007893.2	STRK1_17610.1, STRK1_17610.3, STRK1_17610.2
OG0004423	EWB00_007441	STRK1_29050.1, STRK1_29050.2, STRK1_29050.3
OG0004424	EWB00_005100	STRK1_91510.1
OG0004425	EWB00_005095	STRK1_91540.1
OG0004426	EWB00_009877.1, EWB00_009877.2, EWB00_009877.3	STRK1_61760.1
OG0004428	EWB00_008106.1, EWB00_008106.2, EWB00_008106.3, EWB00_008106.4	STRK1_71400.1
OG0004429	EWB00_000081	STRK1_14170.1
OG0004431	EWB00_001777, EWB00_001778	STRK1_27540.1
OG0004432	EWB00_006662.1, EWB00_006662.2	STRK1_89990.1
OG0004433	EWB00_010962	STRK1_76100.1
OG0004434	EWB00_001277	STRK1_27890.1
OG0004435	EWB00_009911	STRK1_42990.1, STRK1_43000.1
OG0004436	EWB00_004110.1, EWB00_004110.2	STRK1_63250.1, STRK1_63250.2, STRK1_63250.3
OG0004437	EWB00_003901	STRK1_38640.1, STRK1_105630.1, STRK1_38640.2
OG0004438	EWB00_003904, EWB00_003903.1, EWB00_003903.2	STRK1_99430.1, STRK1_97670.1, STRK1_97680.1, STRK1_38630.1, STRK1_99450.1
OG0004439	EWB00_009397.1, EWB00_009397.2	STRK1_5330.1
OG0004440	EWB00_005114.1, EWB00_005114.2, EWB00_005114.3	STRK1_26760.1
OG0004441	EWB00_004675	STRK1_10110.1
OG0004442	EWB00_005803	STRK1_64970.1
OG0004443	EWB00_006839	STRK1_106010.1
OG0004444	EWB00_008748.1, EWB00_008748.2, EWB00_008748.3	STRK1_50060.1
OG0004445	EWB00_008749.1, EWB00_008749.2, EWB00_008749.3	STRK1_50040.1
OG0004446	EWB00_009634	STRK1_5950.1
OG0004447	EWB00_000966.1, EWB00_000966.2, EWB00_000966.3	STRK1_68600.1
OG0004448	EWB00_009044	STRK1_16330.1
OG0004449	EWB00_007852.1, EWB00_007852.2	STRK1_31610.1
OG0004450	EWB00_006615	STRK1_70790.1, STRK1_70800.1
OG0004451	EWB00_006179	STRK1_108420.1, STRK1_37740.1
OG0004452	EWB00_006117	STRK1_68870.1
OG0004453	EWB00_000268.1, EWB00_000268.2, EWB00_000268.3	STRK1_22650.1, STRK1_22650.2, STRK1_22650.3
OG0004454	EWB00_005900, EWB00_003332, EWB00_003334	STRK1_88890.1, STRK1_95680.1
OG0004455	EWB00_000011	STRK1_42920.1
OG0004456	EWB00_007717.1, EWB00_007717.2, EWB00_007717.3	STRK1_620.1
OG0004457	EWB00_001372.1, EWB00_001372.2	STRK1_71880.1
OG0004458	EWB00_006168.1, EWB00_006168.2	STRK1_95130.1, STRK1_37820.1
OG0004459	EWB00_007202.1, EWB00_007202.2	STRK1_1360.1, STRK1_1360.2
OG0004461	EWB00_007375.1, EWB00_007375.2	STRK1_69390.1
OG0004462	EWB00_007135	STRK1_64320.2, STRK1_64320.1, STRK1_64320.3
OG0004465	EWB00_008110.1, EWB00_008110.2	STRK1_99210.1, STRK1_99210.2
OG0004466	EWB00_007864.1, EWB00_007864.3, EWB00_007864.2, EWB00_007864.4	STRK1_35340.1
OG0004467	EWB00_007442.1, EWB00_007442.2	STRK1_29040.1, STRK1_29040.2, STRK1_29040.3
OG0004468	EWB00_006193	STRK1_41350.1
OG0004469	EWB00_009479	STRK1_9770.1
OG0004470	EWB00_004092.1, EWB00_004092.2	STRK1_44540.1, STRK1_104290.1
OG0004471	EWB00_000683	STRK1_13840.1, STRK1_13840.2
OG0004472	EWB00_000682	STRK1_13830.1
OG0004473	EWB00_010699	STRK1_50800.1
OG0004474	EWB00_000206.1, EWB00_000206.2	STRK1_103910.1
OG0004475	EWB00_003092	STRK1_8620.1
OG0004478	EWB00_011265	STRK1_58330.1, STRK1_58330.2
OG0004479	EWB00_000065.1, EWB00_000065.2	STRK1_13990.1
OG0004480	EWB00_000695	STRK1_7500.1
OG0004481	EWB00_001109.1, EWB00_001109.2, EWB00_001109.3, EWB00_001109.4	STRK1_95390.1
OG0004482	EWB00_003543	STRK1_46500.1
OG0004483	EWB00_008965	STRK1_45180.1
OG0004484	EWB00_007759.1, EWB00_007759.2, EWB00_007759.3	STRK1_46150.1
OG0004485	EWB00_010013.1, EWB00_010013.2, EWB00_010013.3	STRK1_8250.1, STRK1_8250.2
OG0004486	EWB00_007535, EWB00_007534	STRK1_84490.1
OG0004487	EWB00_001548, EWB00_001549, EWB00_001550	STRK1_21880.1
OG0004488	EWB00_000472	STRK1_62770.1, STRK1_62770.2
OG0004489	EWB00_000401.1, EWB00_000401.2	STRK1_63150.1, STRK1_63150.2
OG0004491	EWB00_008231.1, EWB00_008231.2	STRK1_75760.1
OG0004492	EWB00_010006.2, EWB00_010006.3, EWB00_010006.1, EWB00_010006.4, EWB00_010006.5	STRK1_8320.1, STRK1_8320.2
OG0004493	EWB00_001053.1, EWB00_001053.3, EWB00_001053.2	STRK1_4010.1
OG0004494	EWB00_000500.1, EWB00_000500.3, EWB00_000500.2	STRK1_57060.1, STRK1_57060.2
OG0004495	EWB00_000334	STRK1_85210.1, STRK1_85210.2, STRK1_85210.3
OG0004496	EWB00_007747	STRK1_48040.1
OG0004497	EWB00_005518	STRK1_94450.1, STRK1_94450.2
OG0004498	EWB00_003756	STRK1_99020.1, STRK1_92950.1
OG0004499	EWB00_008375.2, EWB00_008375.3, EWB00_008375.1	STRK1_53710.1
OG0004500	EWB00_008550.2, EWB00_008550.1	STRK1_66710.1, STRK1_66710.2
OG0004501	EWB00_004556	STRK1_74840.1, STRK1_74840.2
OG0004502	EWB00_006871	STRK1_45470.1
OG0004504	EWB00_002370	STRK1_4480.1
OG0004505	EWB00_009468	STRK1_10000.1
OG0004506	EWB00_010341.1, EWB00_010341.4, EWB00_010341.2, EWB00_010341.3, EWB00_010341.5	STRK1_18400.1
OG0004507	EWB00_006498	STRK1_51820.1
OG0004508	EWB00_000762.1, EWB00_000762.2	STRK1_48660.1
OG0004509	EWB00_006840.1, EWB00_006840.2	STRK1_106000.1, STRK1_35680.1
OG0004510	EWB00_004445.1, EWB00_004445.2	STRK1_13110.1
OG0004511	EWB00_009229.1, EWB00_009229.2, EWB00_009229.3	STRK1_71290.1
OG0004512	EWB00_004797.1, EWB00_004797.2	STRK1_93020.1, STRK1_93020.2
OG0004513	EWB00_008471	STRK1_9600.1
OG0004514	EWB00_001126.1, EWB00_001126.2, EWB00_001126.3, EWB00_001126.4	STRK1_23430.1
OG0004515	EWB00_005379.1, EWB00_005379.2	STRK1_51490.1
OG0004516	EWB00_007624	STRK1_14400.1
OG0004517	EWB00_000477	STRK1_62830.1
OG0004518	EWB00_007335	STRK1_16840.1
OG0004519	EWB00_003219	STRK1_56790.1
OG0004520	EWB00_009798	STRK1_64480.1
OG0004521	EWB00_009412	STRK1_10850.1
OG0004522	EWB00_002358	STRK1_4550.1, STRK1_4550.2
OG0004524	EWB00_003514.1, EWB00_003514.2, EWB00_003514.3, EWB00_003514.4	STRK1_19900.1, STRK1_19900.2, STRK1_19900.3
OG0004526	EWB00_002551.1, EWB00_002551.2	STRK1_44860.1
OG0004527	EWB00_002263.1, EWB00_002263.2	STRK1_77030.1
OG0004528	EWB00_001135.1, EWB00_001135.2	STRK1_24870.1
OG0004529	EWB00_010736	STRK1_51160.1, STRK1_51160.2
OG0004530	EWB00_007569	STRK1_17110.1
OG0004531	EWB00_011021.1, EWB00_011021.3, EWB00_011021.4, EWB00_011021.2	STRK1_71120.1
OG0004532	EWB00_008108.2, EWB00_008108.6, EWB00_008108.1, EWB00_008108.3, EWB00_008108.4, EWB00_008108.5, EWB00_008108.7	STRK1_71440.1
OG0004534	EWB00_004260.1, EWB00_004260.2	STRK1_30730.1
OG0004535	EWB00_002804, EWB00_000158, EWB00_000531, EWB00_003669, EWB00_007087	STRK1_109990.1
OG0004536	EWB00_004131.1, EWB00_004131.3, EWB00_004131.2	STRK1_101770.1, STRK1_29150.1
OG0004537	EWB00_002456	STRK1_14570.1
OG0004538	EWB00_008925	STRK1_66510.1, STRK1_98310.1, STRK1_66520.1, STRK1_98300.1
OG0004539	EWB00_005815.1, EWB00_005815.2, EWB00_005815.3	STRK1_13070.1
OG0004540	EWB00_004217	STRK1_22950.1, STRK1_22950.2
OG0004541	EWB00_003484	STRK1_78290.1
OG0004542	EWB00_007340	STRK1_16890.1, STRK1_16890.2
OG0004543	EWB00_007838	STRK1_53890.1, STRK1_53900.1
OG0004544	EWB00_005591.1, EWB00_005591.2	STRK1_66580.1
OG0004545	EWB00_001954.2, EWB00_001954.1, EWB00_001954.3	STRK1_86460.1
OG0004546	EWB00_008253	STRK1_74680.1
OG0004547	EWB00_006611.1, EWB00_006611.2	STRK1_70740.1
OG0004548	EWB00_006218.1, EWB00_006218.2	STRK1_28630.1
OG0004549	EWB00_009411.1, EWB00_009411.2, EWB00_009411.3, EWB00_009411.6, EWB00_009411.4	STRK1_10840.1
OG0004550	EWB00_009517.1, EWB00_009517.2	STRK1_68800.1
OG0004551	EWB00_000013	STRK1_42940.1
OG0004552	EWB00_009075	STRK1_16510.1, STRK1_16510.2, STRK1_16510.3
OG0004553	EWB00_002812	STRK1_37530.1
OG0004554	EWB00_003267.1, EWB00_003267.2	STRK1_26970.1
OG0004555	EWB00_004086, EWB00_007198	STRK1_1410.1
OG0004556	EWB00_009297.1, EWB00_009297.2	STRK1_59110.1
OG0004557	EWB00_009607	STRK1_12660.1
OG0004558	EWB00_008189	STRK1_102000.1, STRK1_77160.1
OG0004559	EWB00_001134.3, EWB00_001134.2, EWB00_001134.1	STRK1_24880.1
OG0004560	EWB00_011044	STRK1_75630.1, STRK1_75630.2, STRK1_75630.3
OG0004561	EWB00_011346	STRK1_60250.1
OG0004562	EWB00_002515	STRK1_18630.1
OG0004563	EWB00_008224.1, EWB00_008224.3, EWB00_008224.4, EWB00_008224.2	STRK1_73660.1
OG0004564	EWB00_003176.2, EWB00_003176.3, EWB00_003176.1	STRK1_89020.1
OG0004565	EWB00_008642.1, EWB00_008642.2	STRK1_82700.1
OG0004566	EWB00_008397.3, EWB00_008397.1, EWB00_008397.2	STRK1_41950.1
OG0004567	EWB00_004629.1	STRK1_32420.1
OG0004568	EWB00_000090.1, EWB00_000090.4, EWB00_000090.3	STRK1_27030.1
OG0004569	EWB00_009354	STRK1_5210.1
OG0004570	EWB00_008073.1, EWB00_008073.2	STRK1_50610.1, STRK1_50610.2
OG0004571	EWB00_006473.1, EWB00_006473.3, EWB00_006473.2	STRK1_51630.1
OG0004572	EWB00_003764	STRK1_79390.1
OG0004573	EWB00_001363	STRK1_71970.1
OG0004574	EWB00_010781	STRK1_102910.1, STRK1_20030.1
OG0004575	EWB00_001014, EWB00_001013	STRK1_42500.1, STRK1_42510.1, STRK1_42520.2, STRK1_42520.3, STRK1_42520.4, STRK1_42520.1
OG0004576	EWB00_001538	STRK1_96330.1, STRK1_98270.1, STRK1_102700.1
OG0004577	EWB00_007276.5, EWB00_007276.6, EWB00_007276.1, EWB00_007276.2, EWB00_007276.3, EWB00_007276.4	STRK1_70970.1
OG0004578	EWB00_005702.2, EWB00_005702.1	STRK1_19610.1, STRK1_19630.1, STRK1_19620.1, STRK1_19640.1
OG0004579	EWB00_010395.1, EWB00_010395.2	STRK1_59080.1
OG0004580	EWB00_003384.1, EWB00_003384.2, EWB00_003384.3	STRK1_35580.1, STRK1_35580.2, STRK1_35580.3
OG0004581	EWB00_009688, EWB00_009689	STRK1_42610.1, STRK1_42610.2
OG0004582	EWB00_011291, EWB00_011292	STRK1_61510.1, STRK1_61510.2, STRK1_61510.3, STRK1_61510.4
OG0004583	EWB00_002943.1, EWB00_002943.2, EWB00_002943.4, EWB00_002943.3	STRK1_34460.1, STRK1_34460.2, STRK1_34460.3, STRK1_34460.4, STRK1_34460.5
OG0004584	EWB00_007161.1, EWB00_007161.2	STRK1_73490.1
OG0004585	EWB00_002396.3, EWB00_002396.1, EWB00_002396.2, EWB00_002396.4	STRK1_20670.1
OG0004586	EWB00_005458	STRK1_2360.1, STRK1_2350.1
OG0004587	EWB00_006607, EWB00_006606	STRK1_70680.1
OG0004588	EWB00_011004	STRK1_72830.1
OG0004590	EWB00_005513.1, EWB00_005513.2	STRK1_92180.1, STRK1_98280.1
OG0004591	EWB00_003259.1, EWB00_003259.2	STRK1_10480.1, STRK1_10490.1
OG0004592	EWB00_001351.1, EWB00_001351.2	STRK1_108980.1, STRK1_82460.1
OG0004593	EWB00_010878.1, EWB00_010878.2, EWB00_010878.3, EWB00_010878.4	STRK1_25240.1
OG0004594	EWB00_011049.1, EWB00_011049.2, EWB00_011049.3	STRK1_75890.1, STRK1_75890.2
OG0004595	EWB00_006433.1, EWB00_006433.3, EWB00_006433.4, EWB00_006433.2	STRK1_19200.1
OG0004596	EWB00_000391.1, EWB00_000391.2	STRK1_59290.1
OG0004597	EWB00_004436.1, EWB00_004436.2, EWB00_004436.3	STRK1_48950.1, STRK1_48950.2
OG0004598	EWB00_005974, EWB00_005975	STRK1_34090.1
OG0004599	EWB00_000685	STRK1_10890.1
OG0004600	EWB00_004919, EWB00_000032	STRK1_39970.1, STRK1_39950.1, STRK1_39960.1
OG0004601	EWB00_007886	STRK1_17320.1
OG0004602	EWB00_004728	STRK1_39720.1
OG0004603	EWB00_002542	STRK1_44670.1
OG0004604	EWB00_005829.1, EWB00_005829.2	STRK1_107170.1, STRK1_20230.1
OG0004606	EWB00_003058.3, EWB00_003058.1, EWB00_003058.2, EWB00_003058.4	STRK1_12000.1, STRK1_12000.2
OG0004608	EWB00_000305, EWB00_009734	STRK1_8040.1
OG0004609	EWB00_005019, EWB00_005018	STRK1_25980.1, STRK1_25980.2, STRK1_25980.4, STRK1_25980.3
OG0004610	EWB00_000443	STRK1_68190.1, STRK1_68190.2, STRK1_68190.3
OG0004611	EWB00_000543.1, EWB00_000543.2	STRK1_61270.1
OG0004612	EWB00_010064	STRK1_67160.1, STRK1_110820.1
OG0004613	EWB00_008576.3, EWB00_008576.4, EWB00_008576.1, EWB00_008576.2	STRK1_89170.1, STRK1_89170.2
OG0004614	EWB00_002655	STRK1_77610.1
OG0004615	EWB00_005653	STRK1_780.1
OG0004616	EWB00_010721.1, EWB00_010721.2	STRK1_51020.1
OG0004617	EWB00_008474.1, EWB00_008474.2, EWB00_008474.3	STRK1_80320.1
OG0004618	EWB00_005496.1, EWB00_005496.2	STRK1_6090.1, STRK1_6090.2
OG0004619	EWB00_004640, EWB00_006397	STRK1_41020.1, STRK1_103230.1, STRK1_103230.2
OG0004620	EWB00_006960.4, EWB00_006960.1, EWB00_006960.2, EWB00_006960.3	STRK1_24320.1
OG0004621	EWB00_003744	STRK1_90710.1, STRK1_90710.2
OG0004622	EWB00_011046.1, EWB00_011046.2	STRK1_75940.1, STRK1_75940.2, STRK1_103440.1, STRK1_75930.1
OG0004623	EWB00_010145.3, EWB00_010145.4, EWB00_010145.1, EWB00_010145.5, EWB00_010145.6	STRK1_28860.1
OG0004624	EWB00_003237.1, EWB00_003237.2	STRK1_37210.1
OG0004625	EWB00_009858	STRK1_64900.1, STRK1_64900.2
OG0004627	EWB00_007801	STRK1_38900.1
OG0004628	EWB00_000038, EWB00_001469	STRK1_30470.1, STRK1_30470.2, STRK1_30470.3
OG0004629	EWB00_001910	STRK1_86790.1
OG0004630	EWB00_005895	STRK1_94350.1, STRK1_94350.2
OG0004631	EWB00_007111.1, EWB00_007111.2	STRK1_64150.1
OG0004632	EWB00_010469	STRK1_63430.1, STRK1_63430.2
OG0004633	EWB00_004811	STRK1_99390.1
OG0004634	EWB00_001966	STRK1_85260.1
OG0004635	EWB00_010815.1, EWB00_010815.2	STRK1_45740.1
OG0004636	EWB00_002693.1, EWB00_002693.2	STRK1_11930.1
OG0004637	EWB00_000153.6, EWB00_000153.1, EWB00_000153.2, EWB00_000153.5, EWB00_000153.4, EWB00_000153.3	STRK1_79670.1
OG0004638	EWB00_009472.1, EWB00_009472.2	STRK1_9720.1
OG0004639	EWB00_004508.1, EWB00_004508.2	STRK1_82040.1
OG0004640	EWB00_005003	STRK1_25760.1, STRK1_25760.2
OG0004641	EWB00_006777.1, EWB00_006777.2, EWB00_006777.3, EWB00_006777.4	STRK1_52370.1, STRK1_52370.2
OG0004642	EWB00_002539, EWB00_002538	STRK1_44690.1, STRK1_44720.2, STRK1_44720.1
OG0004643	EWB00_009470	STRK1_9740.1, STRK1_9740.2, STRK1_9740.3
OG0004644	EWB00_003656	STRK1_62000.1
OG0004645	EWB00_008990.1, EWB00_008990.2	STRK1_88010.1, STRK1_88010.2
OG0004646	EWB00_001366.3, EWB00_001366.2, EWB00_001366.4, EWB00_001366.5, EWB00_001366.1	STRK1_71940.1
OG0004647	EWB00_009741.1, EWB00_009741.2	STRK1_7980.1
OG0004648	EWB00_003682.1, EWB00_003682.2, EWB00_003682.3, EWB00_003682.4	STRK1_52170.1
OG0004649	EWB00_001768	STRK1_27590.1, STRK1_27590.2, STRK1_27590.3
OG0004650	EWB00_002858.3, EWB00_002858.2, EWB00_002858.1	STRK1_24660.1
OG0004651	EWB00_009404	STRK1_97080.1, STRK1_97080.3, STRK1_97080.2
OG0004652	EWB00_008777.1, EWB00_008777.2	STRK1_79270.1
OG0004653	EWB00_001069	STRK1_85550.1, STRK1_85530.1
OG0004654	EWB00_008186.1, EWB00_008186.2, EWB00_008186.3	STRK1_77190.1, STRK1_77190.2
OG0004655	EWB00_006444	STRK1_19050.1
OG0004656	EWB00_007426.2, EWB00_007426.3, EWB00_007426.1, EWB00_007426.4	STRK1_93710.1
OG0004658	EWB00_008510.1, EWB00_008510.2	STRK1_110320.1, STRK1_110320.2
OG0004659	EWB00_000059.1, EWB00_000059.2, EWB00_000059.3, EWB00_000059.4	STRK1_13930.1
OG0004661	EWB00_008703.1, EWB00_008703.2, EWB00_008703.3, EWB00_008703.4, EWB00_008703.5, EWB00_008703.6	STRK1_12890.1, STRK1_12890.2
OG0004662	EWB00_007996	STRK1_39140.1, STRK1_39140.2
OG0004663	EWB00_001975.1, EWB00_001975.2	STRK1_85290.1
OG0004664	EWB00_010683.1, EWB00_010683.2	STRK1_47470.2
OG0004665	EWB00_002747	STRK1_69970.1
OG0004668	EWB00_001208	STRK1_53960.1
OG0004669	EWB00_009015	STRK1_16130.1
OG0004670	EWB00_000341.5, EWB00_000341.2, EWB00_000341.3, EWB00_000341.1, EWB00_000341.4, EWB00_000341.6	STRK1_88510.1, STRK1_88520.1, STRK1_88520.2, STRK1_88520.3
OG0004671	EWB00_008729.1, EWB00_008729.2, EWB00_008729.3, EWB00_008729.4	STRK1_50290.1, STRK1_50290.2, STRK1_50290.3
OG0004672	EWB00_004084, EWB00_004085, EWB00_004083	STRK1_44500.1
OG0004674	EWB00_004628	STRK1_32400.1
OG0004676	EWB00_004361	STRK1_28200.1, STRK1_28200.2
OG0004677	EWB00_000997	STRK1_42790.1
OG0004678	EWB00_000062.1, EWB00_000062.4, EWB00_000062.3, EWB00_000062.2	STRK1_13960.1
OG0004679	EWB00_010334	STRK1_18350.1, STRK1_98960.1, STRK1_19580.1
OG0004687	EWB00_000197.1, EWB00_000197.2	STRK1_44360.1, STRK1_95540.1
OG0004688	EWB00_005861	STRK1_93320.1
OG0004689	EWB00_002060.4, EWB00_002060.2, EWB00_002060.1, EWB00_002060.3	STRK1_94410.1
OG0004691	EWB00_005880.1, EWB00_005880.3, EWB00_005880.2, EWB00_005880.4	STRK1_91830.1
OG0004692	EWB00_010537.1, EWB00_009965, EWB00_010537.2, EWB00_003812	STRK1_8470.1
OG0004693	EWB00_001902	STRK1_86850.1
