Orthogroup	schistosoma_haematobium	schistosoma_margrebowiei
OG0001821	SHAE2_91000.1	SMRG1_81260.1
OG0001821	SHAE2_61200.1	SMRG1_57860.1
OG0001822	SHAE2_99030.3, SHAE2_99030.2, SHAE2_99030.1	SMRG1_95030.1
OG0001823	SHAE2_22180.1, SHAE2_22180.2, SHAE2_22180.5, SHAE2_22180.3, SHAE2_22180.4	SMRG1_20760.1
OG0001824	SHAE2_17350.1, SHAE2_17350.2	SMRG1_14790.1, SMRG1_14790.2
OG0001825	SHAE2_54520.1	SMRG1_51890.1, SMRG1_51890.2
OG0001826	SHAE2_5750.1, SHAE2_5750.4, SHAE2_5750.2, SHAE2_5750.3	SMRG1_5020.1, SMRG1_5020.2, SMRG1_5020.5, SMRG1_5020.6, SMRG1_5020.3, SMRG1_5020.4
OG0001827	SHAE2_82270.1, SHAE2_82270.2	SMRG1_78340.1, SMRG1_78340.2
OG0001828	SHAE2_56140.2, SHAE2_56140.1, SHAE2_56140.4, SHAE2_56140.3	SMRG1_53470.1, SMRG1_53470.2, SMRG1_53470.3, SMRG1_53470.4, SMRG1_53470.5
OG0001829	SHAE2_30100.1	SMRG1_27970.1
OG0001829	SHAE2_29120.1	SMRG1_27000.2, SMRG1_27000.1
OG0001830	SHAE2_61610.1, SHAE2_61610.2, SHAE2_61610.3, SHAE2_61610.4, SHAE2_61610.5	SMRG1_58230.1
OG0001831	SHAE2_70130.1, SHAE2_70130.3, SHAE2_70130.2	SMRG1_66480.1
OG0001833	SHAE2_61900.1, SHAE2_62020.1, SHAE2_62030.1, SHAE2_62060.1	SMRG1_58490.1
OG0001834	SHAE2_78870.3, SHAE2_78870.4	SMRG1_74980.3
OG0001834	SHAE2_78870.1	SMRG1_74980.2
OG0001834	SHAE2_78870.2	SMRG1_74980.1
OG0001835	SHAE2_18810.1	SMRG1_18210.2
OG0001836	SHAE2_3320.1	SMRG1_2630.1, SMRG1_2640.1, SMRG1_2650.1
OG0001837	SHAE2_86260.1	SMRG1_82660.1
OG0001838	SHAE2_28820.1	SMRG1_26670.1, SMRG1_26670.2, SMRG1_26670.3, SMRG1_26670.4, SMRG1_26670.5, SMRG1_26670.6, SMRG1_26670.7
OG0001839	SHAE2_56790.1, SHAE2_56790.2	SMRG1_54100.1, SMRG1_54100.3
OG0001840	SHAE2_41030.2, SHAE2_41030.1	SMRG1_38160.2, SMRG1_38160.3, SMRG1_38160.4, SMRG1_38160.1
OG0001841	SHAE2_18370.5, SHAE2_18370.1, SHAE2_18370.2, SHAE2_18370.3, SHAE2_18370.4	SMRG1_15850.2, SMRG1_15850.1, SMRG1_15850.4, SMRG1_15850.3
OG0001842	SHAE2_100080.1	SMRG1_95930.1, SMRG1_95930.2, SMRG1_95930.3
OG0001843	SHAE2_44530.5, SHAE2_44530.3, SHAE2_44530.1, SHAE2_44530.2, SHAE2_44530.4	SMRG1_41880.1
OG0001845	SHAE2_100420.1, SHAE2_100420.2, SHAE2_100420.3, SHAE2_100420.4, SHAE2_100420.5	SMRG1_96290.1
OG0001846	SHAE2_29200.4, SHAE2_29200.3, SHAE2_29200.2, SHAE2_29200.1	SMRG1_26820.1, SMRG1_27080.3, SMRG1_27080.1, SMRG1_27080.2
OG0001847	SHAE2_5290.1	SMRG1_4530.3, SMRG1_4530.1, SMRG1_4530.2, SMRG1_4530.4
OG0001848	SHAE2_6140.1, SHAE2_6140.2, SHAE2_6140.3	SMRG1_5380.1, SMRG1_5380.2
OG0001849	SHAE2_68900.1	SMRG1_65260.1, SMRG1_65260.2
OG0001850	SHAE2_77770.2, SHAE2_77770.4, SHAE2_77770.3, SHAE2_77770.5, SHAE2_77770.1	SMRG1_73970.1, SMRG1_73970.3, SMRG1_73970.4, SMRG1_73970.2
OG0001851	SHAE2_56150.2, SHAE2_56150.1	SMRG1_53480.1, SMRG1_53480.2
OG0001852	SHAE2_31660.3, SHAE2_31660.1, SHAE2_31660.2, SHAE2_31660.4	SMRG1_29480.1, SMRG1_29480.4, SMRG1_29480.5, SMRG1_29480.2, SMRG1_29480.3
OG0001853	SHAE2_4210.2, SHAE2_4210.1	SMRG1_3530.1
OG0001853	SHAE2_4010.1	SMRG1_3390.1, SMRG1_3390.2
OG0001854	SHAE2_101990.1	SMRG1_97670.1
OG0001855	SHAE2_75860.1	SMRG1_71720.2, SMRG1_71720.1
OG0001855	SHAE2_75860.2	SMRG1_71720.3
OG0001856	SHAE2_80140.3, SHAE2_80140.1, SHAE2_80140.2, SHAE2_80140.5, SHAE2_80140.4	SMRG1_76210.1, SMRG1_76210.2
OG0001857	SHAE2_81010.4, SHAE2_81010.2, SHAE2_81010.1, SHAE2_81010.3	SMRG1_77110.1
OG0001858	SHAE2_47750.3, SHAE2_47750.4, SHAE2_47750.7, SHAE2_47750.1, SHAE2_47750.5, SHAE2_47750.6, SHAE2_47750.2	SMRG1_45120.1
OG0001859	SHAE2_10360.1, SHAE2_10360.4, SHAE2_10360.2, SHAE2_10360.3	SMRG1_8150.1
OG0001860	SHAE2_29450.1, SHAE2_29450.2	SMRG1_27240.1, SMRG1_27240.2
OG0001861	SHAE2_79580.1, SHAE2_79580.2	SMRG1_75680.3, SMRG1_75680.4, SMRG1_75680.5, SMRG1_75680.6, SMRG1_75680.1, SMRG1_75680.2
OG0001862	SHAE2_4950.1	SMRG1_4240.3, SMRG1_4240.1, SMRG1_4240.4, SMRG1_4240.2
OG0001863	SHAE2_30020.1	SMRG1_27890.1
OG0001863	SHAE2_29280.1	SMRG1_27210.1
OG0001864	SHAE2_79760.1	SMRG1_75890.1, SMRG1_75890.2
OG0001865	SHAE2_7710.1, SHAE2_7710.2	SMRG1_6740.3, SMRG1_6740.1, SMRG1_6740.2
OG0001866	SHAE2_94920.1	SMRG1_90610.3
OG0001867	SHAE2_52750.6, SHAE2_52750.2, SHAE2_52750.4, SHAE2_52750.1, SHAE2_52750.7, SHAE2_52750.3, SHAE2_52750.8, SHAE2_52750.9, SHAE2_52750.5	SMRG1_50230.3, SMRG1_50230.6, SMRG1_50230.4, SMRG1_50230.5, SMRG1_50230.1, SMRG1_50230.2
OG0001868	SHAE2_2930.1	SMRG1_2380.1
OG0001869	SHAE2_22790.2, SHAE2_22790.3, SHAE2_22790.1, SHAE2_22790.6, SHAE2_22790.4, SHAE2_22790.5	SMRG1_19900.1
OG0001870	SHAE2_54400.3, SHAE2_54400.2, SHAE2_54400.1, SHAE2_54400.4, SHAE2_54400.5	SMRG1_51770.1, SMRG1_51770.2
OG0001871	SHAE2_45800.2, SHAE2_45800.3, SHAE2_45800.1, SHAE2_45800.4	SMRG1_43270.1
OG0001872	SHAE2_86620.4, SHAE2_86620.3, SHAE2_86620.1, SHAE2_86620.2	SMRG1_82960.1
OG0001873	SHAE2_36370.1, SHAE2_36370.2, SHAE2_36370.3	SMRG1_33610.1
OG0001874	SHAE2_25440.1	SMRG1_23150.1, SMRG1_23160.1
OG0001875	SHAE2_93420.1, SHAE2_93420.2	SMRG1_89130.1, SMRG1_89130.2, SMRG1_89130.3
OG0001876	SHAE2_24040.1, SHAE2_24040.2, SHAE2_24040.3, SHAE2_24040.4, SHAE2_24040.5, SHAE2_24040.6, SHAE2_24040.7, SHAE2_24040.8, SHAE2_24040.9, SHAE2_24040.10	SMRG1_21830.1
OG0001877	SHAE2_19640.2, SHAE2_19640.1, SHAE2_19640.6, SHAE2_19640.4, SHAE2_19640.5, SHAE2_19640.3	SMRG1_17530.1, SMRG1_17530.2
OG0001878	SHAE2_60130.1	SMRG1_57140.1
OG0001879	SHAE2_28690.1, SHAE2_28690.2, SHAE2_28690.3, SHAE2_28690.4	SMRG1_26470.1, SMRG1_26470.2, SMRG1_26470.3
OG0001880	SHAE2_21690.1, SHAE2_21690.7, SHAE2_21690.3, SHAE2_21690.6, SHAE2_21690.8, SHAE2_21690.5, SHAE2_21690.2, SHAE2_21690.4	SMRG1_19010.1, SMRG1_19010.2
OG0001881	SHAE2_62950.4, SHAE2_62950.3, SHAE2_62950.10, SHAE2_62950.9, SHAE2_62950.7, SHAE2_62950.5, SHAE2_62950.2, SHAE2_62950.6, SHAE2_62950.8, SHAE2_62950.1	SMRG1_61880.3, SMRG1_61880.6, SMRG1_61880.5, SMRG1_61880.2, SMRG1_61880.1, SMRG1_61880.4
OG0001882	SHAE2_78770.1	SMRG1_74900.1
OG0001883	SHAE2_3890.1, SHAE2_3890.3, SHAE2_3890.4, SHAE2_3890.5, SHAE2_3890.2, SHAE2_3890.6	SMRG1_3250.5, SMRG1_3250.2, SMRG1_3250.1, SMRG1_3250.3, SMRG1_3250.4
OG0001884	SHAE2_93410.5, SHAE2_93410.4, SHAE2_93410.3, SHAE2_93410.1, SHAE2_93410.2	SMRG1_89120.4, SMRG1_89120.2, SMRG1_89120.5, SMRG1_89120.1, SMRG1_89120.3
OG0001885	SHAE2_14960.5, SHAE2_14960.1, SHAE2_14960.3, SHAE2_14960.4, SHAE2_14960.2, SHAE2_14960.7, SHAE2_14960.6	SMRG1_12670.1, SMRG1_12670.4, SMRG1_12670.2, SMRG1_12670.3
OG0001886	SHAE2_77090.4, SHAE2_77090.6, SHAE2_77090.5, SHAE2_77090.1, SHAE2_77090.3, SHAE2_77090.2	SMRG1_73330.2, SMRG1_73330.4, SMRG1_73330.1, SMRG1_73330.3
OG0001887	SHAE2_66810.1, SHAE2_66810.2, SHAE2_66810.3	SMRG1_63240.1
OG0001888	SHAE2_70940.2, SHAE2_70940.5, SHAE2_70940.1, SHAE2_70940.3, SHAE2_70940.7, SHAE2_70940.4, SHAE2_70940.6	SMRG1_67280.4, SMRG1_67280.1, SMRG1_67280.3, SMRG1_67280.2, SMRG1_67280.5
OG0001889	SHAE2_89800.1, SHAE2_89800.2	SMRG1_85290.4, SMRG1_85290.3, SMRG1_85290.1, SMRG1_85290.2, SMRG1_85290.5, SMRG1_85290.6
OG0001890	SHAE2_50890.1, SHAE2_50890.2	SMRG1_48280.2, SMRG1_48280.4, SMRG1_48280.3, SMRG1_48280.1
OG0001891	SHAE2_97030.1	SMRG1_92760.1
OG0001891	SHAE2_97820.1, SHAE2_97820.3, SHAE2_97820.2	SMRG1_93640.1, SMRG1_93640.4, SMRG1_93640.3, SMRG1_93640.2, SMRG1_93640.5
OG0001892	SHAE2_83150.1, SHAE2_83150.2, SHAE2_83150.3, SHAE2_83150.4, SHAE2_83150.5, SHAE2_83150.6, SHAE2_83150.7	SMRG1_79140.1
OG0001893	SHAE2_36540.2, SHAE2_36540.1	SMRG1_33760.1
OG0001894	SHAE2_86390.1, SHAE2_86390.3, SHAE2_86390.5, SHAE2_86390.2, SHAE2_86390.6, SHAE2_86390.4	SMRG1_82780.1, SMRG1_82780.2, SMRG1_82780.3, SMRG1_82780.4
OG0001895	SHAE2_47200.1	SMRG1_44610.1
OG0001896	SHAE2_33150.1	SMRG1_30940.1
OG0001897	SHAE2_82590.1, SHAE2_82590.2, SHAE2_82590.3, SHAE2_82590.4	SMRG1_78680.1
OG0001898	SHAE2_61800.1	SMRG1_58420.3, SMRG1_58420.1, SMRG1_58420.2
OG0001899	SHAE2_41920.2, SHAE2_41920.4, SHAE2_41920.5, SHAE2_41920.1, SHAE2_41920.3	SMRG1_39020.1
OG0001900	SHAE2_79180.2, SHAE2_79180.1, SHAE2_79180.3	SMRG1_75240.1, SMRG1_75240.2
OG0001901	SHAE2_32460.3, SHAE2_32460.5, SHAE2_32460.1, SHAE2_32460.2, SHAE2_32460.4	SMRG1_30290.3, SMRG1_30290.1, SMRG1_30290.2
OG0001902	SHAE2_41900.3, SHAE2_41900.1, SHAE2_41900.2	SMRG1_39000.5, SMRG1_39000.4, SMRG1_39000.1, SMRG1_39000.3, SMRG1_39000.2
OG0001903	SHAE2_89960.1, SHAE2_90020.1	SMRG1_85470.1, SMRG1_85470.2, SMRG1_85470.3, SMRG1_85470.4
OG0001904	SHAE2_15540.8, SHAE2_15540.1, SHAE2_15540.5, SHAE2_15540.7, SHAE2_15540.3, SHAE2_15540.4, SHAE2_15540.6, SHAE2_15540.2	SMRG1_13240.1, SMRG1_13240.7, SMRG1_13240.3, SMRG1_13240.6, SMRG1_13240.4, SMRG1_13240.5, SMRG1_13240.2
OG0001905	SHAE2_62550.6, SHAE2_62550.1, SHAE2_62550.2, SHAE2_62550.3, SHAE2_62550.4, SHAE2_62550.5	SMRG1_59030.3, SMRG1_59030.4, SMRG1_59030.1, SMRG1_59030.2
OG0001906	SHAE2_31630.1, SHAE2_31630.2	SMRG1_29450.1, SMRG1_29450.2
OG0001907	SHAE2_7390.2, SHAE2_7390.3, SHAE2_7390.1	SMRG1_6560.3, SMRG1_6560.4, SMRG1_6560.2, SMRG1_6560.1
OG0001908	SHAE2_69270.1	SMRG1_65590.1
OG0001908	SHAE2_69250.1, SHAE2_69260.1	SMRG1_65580.1
OG0001909	SHAE2_100810.1	SMRG1_96640.1
OG0001910	SHAE2_41450.3, SHAE2_41450.2, SHAE2_41450.1	SMRG1_38550.1, SMRG1_38550.2
OG0001911	SHAE2_56690.2, SHAE2_56690.5, SHAE2_56690.1	SMRG1_54000.1
OG0001912	SHAE2_84420.1, SHAE2_84420.12, SHAE2_84420.9, SHAE2_84420.10, SHAE2_84420.11, SHAE2_84420.13, SHAE2_84420.14, SHAE2_84420.2, SHAE2_84420.3, SHAE2_84420.4, SHAE2_84420.8, SHAE2_84420.5, SHAE2_84420.6, SHAE2_84420.7	SMRG1_80430.1
OG0001913	SHAE2_77760.1, SHAE2_77760.2, SHAE2_77760.3, SHAE2_77760.5, SHAE2_77760.4, SHAE2_77760.6	SMRG1_73960.1, SMRG1_73960.2
OG0001914	SHAE2_64830.1	SMRG1_60010.1, SMRG1_60010.2, SMRG1_60010.3
OG0001915	SHAE2_87500.2, SHAE2_87500.4, SHAE2_87500.5, SHAE2_87500.6, SHAE2_87500.10, SHAE2_87500.9, SHAE2_87500.3, SHAE2_87500.7, SHAE2_87500.1, SHAE2_87500.8	SMRG1_83830.1
OG0001916	SHAE2_23690.1, SHAE2_23690.2, SHAE2_23690.3	SMRG1_20120.1, SMRG1_20120.2
OG0001917	SHAE2_10070.1	SMRG1_7840.1
OG0001918	SHAE2_48790.1, SHAE2_48790.2, SHAE2_48790.3	SMRG1_46600.1
OG0001919	SHAE2_72000.1	SMRG1_68260.3, SMRG1_68260.1, SMRG1_68260.2
OG0001920	SHAE2_10190.5	SMRG1_7970.3
OG0001921	SHAE2_42600.1, SHAE2_42600.2, SHAE2_42600.3, SHAE2_42600.4	SMRG1_39720.1
OG0001922	SHAE2_62360.1	SMRG1_58830.1, SMRG1_58830.2, SMRG1_58830.3
OG0001923	SHAE2_7740.1, SHAE2_7740.2, SHAE2_7540.1, SHAE2_7540.2	SMRG1_6710.1, SMRG1_6710.2
OG0001924	SHAE2_57920.1, SHAE2_57920.2, SHAE2_57920.3, SHAE2_57920.4	SMRG1_55240.1, SMRG1_55240.2
OG0001925	SHAE2_24180.1	SMRG1_22110.1, SMRG1_22110.2
OG0001926	SHAE2_35130.1	SMRG1_32950.1
OG0001927	SHAE2_660.1	SMRG1_1400.4, SMRG1_1400.5, SMRG1_1400.6, SMRG1_1400.2, SMRG1_1400.7, SMRG1_1400.3, SMRG1_1400.1, SMRG1_1400.8
OG0001928	SHAE2_54040.1	SMRG1_51410.1
OG0001929	SHAE2_76890.1, SHAE2_76890.2, SHAE2_76890.3, SHAE2_76890.4, SHAE2_76890.5	SMRG1_73170.1, SMRG1_73170.2, SMRG1_73170.3
OG0001931	SHAE2_31620.4, SHAE2_31620.5, SHAE2_31620.1, SHAE2_31620.2, SHAE2_31620.6, SHAE2_31620.7, SHAE2_31620.3	SMRG1_29440.1
OG0001932	SHAE2_69160.1	SMRG1_65500.1, SMRG1_65500.2
OG0001933	SHAE2_27960.4, SHAE2_27960.5, SHAE2_27960.3, SHAE2_27960.2, SHAE2_27960.1	SMRG1_25770.3, SMRG1_25770.1, SMRG1_25770.2
OG0001934	SHAE2_45390.1, SHAE2_45390.4, SHAE2_45390.2, SHAE2_45390.3	SMRG1_42840.1, SMRG1_42840.3, SMRG1_42840.4, SMRG1_42840.2, SMRG1_42840.6, SMRG1_42840.8, SMRG1_42840.5, SMRG1_42840.7
OG0001935	SHAE2_13910.4, SHAE2_13910.1, SHAE2_13910.2, SHAE2_13910.3	SMRG1_11600.1, SMRG1_11600.2
OG0001936	SHAE2_13560.3, SHAE2_13560.4, SHAE2_13560.5, SHAE2_13560.1, SHAE2_13560.2	SMRG1_11230.1, SMRG1_11220.1
OG0001937	SHAE2_19950.2, SHAE2_19950.1, SHAE2_19950.4, SHAE2_19950.5, SHAE2_19950.3	SMRG1_17240.1, SMRG1_17240.2, SMRG1_17240.3, SMRG1_17240.4, SMRG1_17240.5
OG0001941	SHAE2_93670.1	SMRG1_89380.1, SMRG1_89380.2, SMRG1_89380.3, SMRG1_89380.4
OG0001943	SHAE2_21200.2, SHAE2_21200.1, SHAE2_21200.3	SMRG1_18450.1
OG0001944	SHAE2_72740.1, SHAE2_72740.2	SMRG1_69710.1, SMRG1_69710.2, SMRG1_69710.3
OG0001945	SHAE2_101410.1	SMRG1_97230.1, SMRG1_97230.2
OG0001946	SHAE2_32490.1	SMRG1_30320.1, SMRG1_30320.2, SMRG1_30320.3
OG0001947	SHAE2_45040.2	SMRG1_42460.1
OG0001948	SHAE2_93570.1, SHAE2_93570.2	SMRG1_89290.1, SMRG1_89290.2, SMRG1_89290.3, SMRG1_89290.4
OG0001949	SHAE2_99450.4, SHAE2_99450.3, SHAE2_99450.1, SHAE2_99450.2	SMRG1_95450.1
OG0001950	SHAE2_89420.1	SMRG1_84750.2, SMRG1_84750.1, SMRG1_84750.3
OG0001951	SHAE2_6820.1, SHAE2_6820.2	SMRG1_5990.1, SMRG1_5990.3, SMRG1_5990.4, SMRG1_5990.2
OG0001952	SHAE2_49220.1	SMRG1_46270.1, SMRG1_46270.2, SMRG1_46270.3, SMRG1_46270.4
OG0001953	SHAE2_34600.6	SMRG1_32360.2
OG0001954	SHAE2_17320.3, SHAE2_17320.2, SHAE2_17320.1	SMRG1_14760.2
OG0001956	SHAE2_80450.6, SHAE2_80450.4, SHAE2_80450.2, SHAE2_80450.1, SHAE2_80450.3, SHAE2_80450.5	SMRG1_76540.1
OG0001957	SHAE2_17150.2	SMRG1_14620.1
OG0001958	SHAE2_67040.1, SHAE2_67040.2, SHAE2_67040.3, SHAE2_67040.4	SMRG1_63470.1
OG0001959	SHAE2_32770.1, SHAE2_32770.2, SHAE2_32770.3	SMRG1_30620.2, SMRG1_30620.3, SMRG1_30620.1
OG0001960	SHAE2_31430.1	SMRG1_29270.1
OG0001961	SHAE2_72890.1	SMRG1_69550.1, SMRG1_69550.2, SMRG1_69550.3
OG0001962	SHAE2_22590.1, SHAE2_22590.2	SMRG1_21240.2, SMRG1_21240.1, SMRG1_21240.3
OG0001963	SHAE2_28280.2, SHAE2_28280.1, SHAE2_28280.3, SHAE2_28280.4	SMRG1_26050.1
OG0001964	SHAE2_93510.1	SMRG1_89230.1
OG0001964	SHAE2_93490.1	SMRG1_89210.1
OG0001965	SHAE2_89450.1	SMRG1_84800.1
OG0001966	SHAE2_7800.1	SMRG1_6950.1
OG0001967	SHAE2_101100.2, SHAE2_101100.5, SHAE2_101100.3, SHAE2_101100.4, SHAE2_101100.1	SMRG1_96910.1
OG0001968	SHAE2_33760.1, SHAE2_33760.2	SMRG1_31550.1, SMRG1_31550.2, SMRG1_31550.3
OG0001969	SHAE2_31680.7, SHAE2_31680.5, SHAE2_31680.4, SHAE2_31680.6, SHAE2_31680.1, SHAE2_31680.2, SHAE2_31680.3, SHAE2_31990.1	SMRG1_29800.1
OG0001970	SHAE2_40370.1	SMRG1_37530.1, SMRG1_37530.2
OG0001971	SHAE2_64530.1, SHAE2_64530.2, SHAE2_64530.3	SMRG1_60310.1
OG0001972	SHAE2_70620.1	SMRG1_66950.1
OG0001973	SHAE2_62160.1	SMRG1_58660.1
OG0001974	SHAE2_50510.3, SHAE2_50510.1, SHAE2_50510.2	SMRG1_47910.1, SMRG1_47910.2, SMRG1_47910.4, SMRG1_47910.5, SMRG1_47910.3, SMRG1_47910.6, SMRG1_47910.7
OG0001975	SHAE2_53150.1	SMRG1_50610.5, SMRG1_50610.1, SMRG1_50610.2, SMRG1_50610.4, SMRG1_50610.3
OG0001976	SHAE2_4570.5, SHAE2_4570.1, SHAE2_4570.3, SHAE2_4570.4, SHAE2_4570.2	SMRG1_3900.3, SMRG1_3900.4, SMRG1_3900.2, SMRG1_3900.1
OG0001977	SHAE2_96650.1	SMRG1_92310.1, SMRG1_92310.2, SMRG1_92310.3, SMRG1_92310.4
OG0001978	SHAE2_83760.1, SHAE2_83760.3, SHAE2_83760.4, SHAE2_83760.2, SHAE2_83760.5, SHAE2_83760.6	SMRG1_79730.1, SMRG1_79730.3, SMRG1_79730.2, SMRG1_79730.4
OG0001979	SHAE2_54500.5, SHAE2_54500.2, SHAE2_54500.4	SMRG1_51860.1
OG0001980	SHAE2_66210.1	SMRG1_62670.1, SMRG1_62670.2
OG0001981	SHAE2_45030.4, SHAE2_45030.3, SHAE2_45030.2, SHAE2_45030.1	SMRG1_42440.1, SMRG1_42440.2
OG0001982	SHAE2_37530.1	SMRG1_34800.11, SMRG1_34800.3, SMRG1_34800.10, SMRG1_34800.4, SMRG1_34800.1, SMRG1_34800.6, SMRG1_34800.9, SMRG1_34800.2, SMRG1_34800.5, SMRG1_34800.7, SMRG1_34800.8
OG0001983	SHAE2_89460.1, SHAE2_89460.2, SHAE2_89460.3	SMRG1_84810.1
OG0001984	SHAE2_93950.1, SHAE2_93950.3, SHAE2_93950.4, SHAE2_93950.2	SMRG1_89640.1, SMRG1_89640.3, SMRG1_89640.2
OG0001985	SHAE2_41770.1	SMRG1_38870.1, SMRG1_38870.2
OG0001986	SHAE2_56220.4, SHAE2_56220.2, SHAE2_56220.3, SHAE2_56220.5	SMRG1_53550.1, SMRG1_53550.2
OG0001987	SHAE2_41720.1, SHAE2_41720.4, SHAE2_41720.2, SHAE2_41720.3	SMRG1_38810.1, SMRG1_38810.2
OG0001988	SHAE2_63340.1, SHAE2_63340.3	SMRG1_61460.1
OG0001989	SHAE2_12360.2, SHAE2_12360.1, SHAE2_12360.3, SHAE2_12360.4	SMRG1_10140.1
OG0001990	SHAE2_52880.1, SHAE2_52880.2	SMRG1_50340.1
OG0001991	SHAE2_17120.1, SHAE2_17120.2	SMRG1_14590.1
OG0001992	SHAE2_51040.1	SMRG1_48410.1
OG0001993	SHAE2_79630.1, SHAE2_79630.2	SMRG1_75740.1, SMRG1_75740.2, SMRG1_75740.3, SMRG1_75740.4
OG0001994	SHAE2_22360.1, SHAE2_22360.2, SHAE2_22360.3	SMRG1_20960.5, SMRG1_20960.3, SMRG1_20960.6, SMRG1_20960.7, SMRG1_20960.4, SMRG1_20960.2, SMRG1_20960.1
OG0001995	SHAE2_99420.1, SHAE2_99420.2, SHAE2_99420.3, SHAE2_99420.4	SMRG1_95420.1
OG0001996	SHAE2_103360.1	SMRG1_84010.1
OG0001996	SHAE2_103350.1	SMRG1_84020.1
OG0001998	SHAE2_96820.1	SMRG1_92530.1
OG0001999	SHAE2_53010.1	SMRG1_50460.1
OG0002000	SHAE2_10960.1	SMRG1_8770.5, SMRG1_8770.1, SMRG1_8770.3, SMRG1_8770.4, SMRG1_8770.6, SMRG1_8770.2
OG0002001	SHAE2_15680.3, SHAE2_15680.1, SHAE2_15680.2	SMRG1_13330.1, SMRG1_13330.2, SMRG1_13330.3
OG0002002	SHAE2_38760.1, SHAE2_38760.5, SHAE2_38760.4, SHAE2_38760.2, SHAE2_38760.3	SMRG1_36020.1
OG0002003	SHAE2_52970.3, SHAE2_52970.4, SHAE2_52970.1, SHAE2_52970.2	SMRG1_50420.1
OG0002004	SHAE2_5090.2	SMRG1_4360.2
OG0002004	SHAE2_5090.1	SMRG1_4360.1
OG0002005	SHAE2_59260.1	SMRG1_56330.1, SMRG1_56330.2, SMRG1_56330.3, SMRG1_56330.4, SMRG1_56330.5
OG0002006	SHAE2_79490.1, SHAE2_79490.2	SMRG1_75600.1, SMRG1_75600.2
OG0002007	SHAE2_73560.1	SMRG1_68960.1
OG0002008	SHAE2_66110.2, SHAE2_66110.1, SHAE2_66110.3	SMRG1_62590.1, SMRG1_62590.2, SMRG1_62590.3
OG0002009	SHAE2_36640.1, SHAE2_36640.3, SHAE2_36640.2	SMRG1_33870.1, SMRG1_33870.2
OG0002010	SHAE2_55150.1	SMRG1_52470.1, SMRG1_52470.2
OG0002011	SHAE2_80210.1, SHAE2_80210.2	SMRG1_76280.1, SMRG1_76280.2
OG0002012	SHAE2_11210.1	SMRG1_8940.1
OG0002012	SHAE2_11120.1	SMRG1_8900.1
OG0002013	SHAE2_54490.3, SHAE2_54490.2, SHAE2_54490.1	SMRG1_51850.1
OG0002015	SHAE2_92470.1, SHAE2_92470.2	SMRG1_88260.1, SMRG1_88260.3, SMRG1_88260.2
OG0002016	SHAE2_66790.1, SHAE2_66790.2, SHAE2_66790.4, SHAE2_66790.3	SMRG1_63210.1, SMRG1_63210.2
OG0002017	SHAE2_69590.1	SMRG1_65920.1, SMRG1_65920.2, SMRG1_65920.4, SMRG1_65920.5, SMRG1_65920.6, SMRG1_65920.3
OG0002018	SHAE2_75620.1, SHAE2_75610.1	SMRG1_72000.1
OG0002019	SHAE2_77370.3, SHAE2_77370.1, SHAE2_77370.2, SHAE2_77370.4	SMRG1_73550.2, SMRG1_73550.1, SMRG1_73550.3
OG0002020	SHAE2_70020.5, SHAE2_70020.3, SHAE2_70020.4, SHAE2_70020.1, SHAE2_70020.2, SHAE2_70020.6, SHAE2_70020.8, SHAE2_70020.7	SMRG1_66370.1
OG0002021	SHAE2_76300.1	SMRG1_71290.3, SMRG1_71290.1, SMRG1_71290.4, SMRG1_71290.2, SMRG1_71290.5
OG0002022	SHAE2_75840.9	SMRG1_71740.3, SMRG1_71740.4, SMRG1_71740.2
OG0002022	SHAE2_75840.4, SHAE2_75840.5, SHAE2_75840.6, SHAE2_75840.7, SHAE2_75840.8, SHAE2_75840.1, SHAE2_75840.2, SHAE2_75840.3	SMRG1_71740.1
OG0002023	SHAE2_71880.1	SMRG1_68180.3, SMRG1_68180.1, SMRG1_68180.2
OG0002024	SHAE2_26530.2, SHAE2_26530.3, SHAE2_26530.1, SHAE2_26530.4	SMRG1_24260.1, SMRG1_24260.2
OG0002025	SHAE2_66770.1, SHAE2_66770.2, SHAE2_66770.3, SHAE2_66770.5, SHAE2_66770.4	SMRG1_63190.1, SMRG1_63190.2
OG0002026	SHAE2_5400.1	SMRG1_4650.1
OG0002027	SHAE2_90970.1, SHAE2_90970.2	SMRG1_86670.3, SMRG1_86670.1, SMRG1_86670.2
OG0002028	SHAE2_55950.1, SHAE2_55950.2, SHAE2_55950.3	SMRG1_53280.1, SMRG1_53280.2
OG0002029	SHAE2_34950.6, SHAE2_34950.4, SHAE2_34950.3, SHAE2_34950.7, SHAE2_34950.8, SHAE2_34950.2, SHAE2_34950.9, SHAE2_34950.5, SHAE2_34950.1	SMRG1_32740.2, SMRG1_32740.5
OG0002030	SHAE2_66290.5	SMRG1_62740.2, SMRG1_62740.3
OG0002030	SHAE2_66290.4, SHAE2_66290.2, SHAE2_66290.3, SHAE2_66290.1	SMRG1_62740.1
OG0002031	SHAE2_2080.2, SHAE2_2080.3, SHAE2_2080.5, SHAE2_2080.1, SHAE2_2080.4	SMRG1_690.1
OG0002032	SHAE2_98890.1	SMRG1_94880.1
OG0002033	SHAE2_64250.2, SHAE2_64250.1	SMRG1_60560.1, SMRG1_60560.2
