Orthogroup	schistosoma_haematobium	schistosoma_margrebowiei
OG0002034	SHAE2_72540.1, SHAE2_72540.2	SMRG1_69920.3, SMRG1_69920.1, SMRG1_69920.2
OG0002035	SHAE2_15800.1, SHAE2_15790.1	SMRG1_13410.1, SMRG1_13420.1
OG0002036	SHAE2_92600.1	SMRG1_88410.1, SMRG1_88410.3, SMRG1_88410.2
OG0002037	SHAE2_57680.1	SMRG1_55010.1
OG0002038	SHAE2_46630.2, SHAE2_46630.5, SHAE2_46630.3, SHAE2_46630.4, SHAE2_46630.1	SMRG1_44080.1
OG0002039	SHAE2_53090.2, SHAE2_53090.1, SHAE2_53090.3, SHAE2_53090.4	SMRG1_50550.1, SMRG1_50550.5, SMRG1_50550.4, SMRG1_50550.6, SMRG1_50550.10, SMRG1_50550.2, SMRG1_50550.3, SMRG1_50550.7, SMRG1_50550.9, SMRG1_50550.8
OG0002040	SHAE2_3010.1	SMRG1_2470.1
OG0002041	SHAE2_79110.1, SHAE2_79110.2	SMRG1_75170.1
OG0002042	SHAE2_15660.4, SHAE2_15660.3, SHAE2_15660.2, SHAE2_15660.1	SMRG1_13310.1, SMRG1_13310.2
OG0002043	SHAE2_67260.1	SMRG1_63830.1, SMRG1_63830.2, SMRG1_63830.4, SMRG1_63830.5, SMRG1_63830.6, SMRG1_63830.8, SMRG1_63830.3, SMRG1_63830.7
OG0002044	SHAE2_8040.1	SMRG1_7140.4, SMRG1_7140.3, SMRG1_7140.2, SMRG1_7140.1, SMRG1_7140.5
OG0002045	SHAE2_90730.1	SMRG1_86320.2, SMRG1_86320.1, SMRG1_86320.3
OG0002046	SHAE2_79390.5, SHAE2_79390.1, SHAE2_79390.2, SHAE2_79390.3, SHAE2_79390.4	SMRG1_75490.1, SMRG1_75490.2
OG0002047	SHAE2_90510.1, SHAE2_90510.3, SHAE2_90510.2	SMRG1_86080.2, SMRG1_86080.1, SMRG1_86080.3
OG0002048	SHAE2_18400.1, SHAE2_18400.2	SMRG1_15880.1
OG0002049	SHAE2_96100.1, SHAE2_96100.2	SMRG1_91850.1, SMRG1_91850.2, SMRG1_91850.3
OG0002050	SHAE2_57160.2, SHAE2_57160.3	SMRG1_54500.2
OG0002050	SHAE2_57160.1	SMRG1_54500.1
OG0002051	SHAE2_32640.1, SHAE2_32640.2	SMRG1_30480.1, SMRG1_30480.2
OG0002052	SHAE2_46130.1	SMRG1_43570.1
OG0002053	SHAE2_81670.1, SHAE2_81670.5, SHAE2_81670.9, SHAE2_81670.8, SHAE2_81670.2, SHAE2_81670.4, SHAE2_81670.3, SHAE2_81670.7, SHAE2_81670.6	SMRG1_77750.2, SMRG1_77750.4, SMRG1_77750.1, SMRG1_77750.3
OG0002054	SHAE2_75180.1, SHAE2_75180.2	SMRG1_72470.1, SMRG1_72470.2
OG0002055	SHAE2_61990.1, SHAE2_61990.2, SHAE2_61990.3	SMRG1_58570.1
OG0002056	SHAE2_95120.1, SHAE2_95130.1	SMRG1_90830.1
OG0002057	SHAE2_53220.3	SMRG1_50670.4
OG0002058	SHAE2_9990.1	SMRG1_7770.1, SMRG1_7770.2, SMRG1_7770.3
OG0002059	SHAE2_47270.2, SHAE2_47270.1, SHAE2_47270.5, SHAE2_47270.3, SHAE2_47270.4	SMRG1_44650.1
OG0002060	SHAE2_7910.1, SHAE2_7910.2, SHAE2_7910.3, SHAE2_7910.4	SMRG1_7040.1, SMRG1_7040.2, SMRG1_7040.3
OG0002061	SHAE2_5230.2, SHAE2_5230.3, SHAE2_5230.5, SHAE2_5230.1, SHAE2_5230.4	SMRG1_4480.1, SMRG1_4480.2
OG0002062	SHAE2_71610.1	SMRG1_67890.1
OG0002063	SHAE2_47360.1, SHAE2_47360.2, SHAE2_47360.3	SMRG1_44720.1, SMRG1_44740.4, SMRG1_44740.1, SMRG1_44740.3, SMRG1_44740.2
OG0002064	SHAE2_11880.1, SHAE2_11880.2	SMRG1_9630.4, SMRG1_9630.1, SMRG1_9630.2, SMRG1_9630.3
OG0002065	SHAE2_46900.1	SMRG1_81670.1, SMRG1_38430.1, SMRG1_67480.1, SMRG1_70780.1
OG0002066	SHAE2_79990.1	SMRG1_76110.1
OG0002066	SHAE2_80080.1	SMRG1_76160.1
OG0002067	SHAE2_63110.3, SHAE2_63110.1, SHAE2_63110.2	SMRG1_61700.1, SMRG1_61700.2, SMRG1_61700.3, SMRG1_61700.4
OG0002068	SHAE2_13920.1, SHAE2_13920.4, SHAE2_13920.5, SHAE2_13920.2, SHAE2_13920.3	SMRG1_11620.1
OG0002069	SHAE2_94180.1	SMRG1_7390.1
OG0002069	SHAE2_71030.1	SMRG1_37890.1
OG0002073	SHAE2_100310.1	SMRG1_96170.1
OG0002074	SHAE2_21230.1, SHAE2_21230.3, SHAE2_21230.2	SMRG1_18490.1, SMRG1_18490.2
OG0002075	SHAE2_12420.1	SMRG1_10200.1, SMRG1_10200.2
OG0002076	SHAE2_44660.1	SMRG1_42030.2, SMRG1_42030.1
OG0002077	SHAE2_15500.1, SHAE2_15480.1, SHAE2_15480.2	SMRG1_13210.4, SMRG1_13210.1, SMRG1_13210.2, SMRG1_13210.3, SMRG1_13210.5
OG0002078	SHAE2_40570.1	SMRG1_37740.1
OG0002079	SHAE2_40770.1	SMRG1_37940.1
OG0002080	SHAE2_54470.1, SHAE2_54470.2, SHAE2_54470.3	SMRG1_51830.1
OG0002081	SHAE2_86970.1	SMRG1_83320.1
OG0002082	SHAE2_63480.1	SMRG1_61330.1
OG0002082	SHAE2_63490.1	SMRG1_61320.1
OG0002083	SHAE2_47460.1, SHAE2_47460.2, SHAE2_47460.3, SHAE2_47460.4, SHAE2_47460.5, SHAE2_47460.6	SMRG1_44840.1
OG0002084	SHAE2_20070.1	SMRG1_17120.1, SMRG1_17130.1, SMRG1_17130.2
OG0002085	SHAE2_65210.1	SMRG1_59650.1, SMRG1_59650.2, SMRG1_59650.3, SMRG1_59650.4, SMRG1_59650.5
OG0002086	SHAE2_44280.2, SHAE2_44280.1, SHAE2_44280.3	SMRG1_41640.1, SMRG1_41640.2
OG0002087	SHAE2_36350.1	SMRG1_33590.2, SMRG1_33590.1, SMRG1_33590.3
OG0002088	SHAE2_29960.1, SHAE2_29960.4, SHAE2_29960.2, SHAE2_29960.3	SMRG1_27830.1
OG0002089	SHAE2_48970.1, SHAE2_48970.2, SHAE2_48970.3	SMRG1_46420.2, SMRG1_46420.1, SMRG1_46420.3
OG0002090	SHAE2_57670.2, SHAE2_57670.1	SMRG1_55000.1
OG0002091	SHAE2_56080.4, SHAE2_56080.3, SHAE2_56080.5, SHAE2_56080.1, SHAE2_56080.2	SMRG1_53410.3, SMRG1_53410.1, SMRG1_53410.2
OG0002092	SHAE2_41990.5, SHAE2_41990.4, SHAE2_41990.3, SHAE2_41990.1, SHAE2_41990.2	SMRG1_39100.1, SMRG1_39100.3, SMRG1_39100.2
OG0002093	SHAE2_27830.7, SHAE2_27830.5, SHAE2_27830.9, SHAE2_27830.6, SHAE2_27830.4, SHAE2_27830.1, SHAE2_27830.2, SHAE2_27830.3	SMRG1_25650.1, SMRG1_25650.2, SMRG1_25650.3
OG0002094	SHAE2_5550.3, SHAE2_5550.1	SMRG1_4800.1, SMRG1_4800.2, SMRG1_4800.3
OG0002095	SHAE2_18340.5, SHAE2_18340.1, SHAE2_18340.3, SHAE2_18340.2, SHAE2_18340.4	SMRG1_15840.2, SMRG1_15840.5, SMRG1_15840.1, SMRG1_15840.3, SMRG1_15840.7, SMRG1_15840.9, SMRG1_15840.4, SMRG1_15840.6, SMRG1_15840.8
OG0002096	SHAE2_31030.3, SHAE2_31030.6	SMRG1_28870.4, SMRG1_28870.5, SMRG1_28870.3
OG0002097	SHAE2_5920.1, SHAE2_5920.2	SMRG1_5130.1, SMRG1_5130.2, SMRG1_5130.3
OG0002098	SHAE2_68840.1	SMRG1_65200.1, SMRG1_65200.2, SMRG1_65200.3, SMRG1_65200.4
OG0002099	SHAE2_41870.1	SMRG1_38980.1
OG0002100	SHAE2_30570.1, SHAE2_30570.2	SMRG1_28400.1, SMRG1_28400.2, SMRG1_28400.3, SMRG1_28400.4
OG0002101	SHAE2_94560.2, SHAE2_94560.6, SHAE2_94560.5, SHAE2_94560.1, SHAE2_94560.4, SHAE2_94560.3	SMRG1_90260.1
OG0002102	SHAE2_26700.1	SMRG1_24420.1
OG0002102	SHAE2_27530.1	SMRG1_25320.1
OG0002103	SHAE2_45910.1, SHAE2_45910.2	SMRG1_43360.1
OG0002104	SHAE2_33200.2, SHAE2_33200.1, SHAE2_33200.3	SMRG1_30990.3, SMRG1_30990.1, SMRG1_30990.2
OG0002105	SHAE2_28090.1, SHAE2_28090.4, SHAE2_28090.3, SHAE2_28090.2	SMRG1_25880.1, SMRG1_25880.2, SMRG1_25880.3, SMRG1_25880.4
OG0002106	SHAE2_93210.1, SHAE2_93210.2, SHAE2_93210.3, SHAE2_93210.4, SHAE2_93210.5, SHAE2_93210.6, SHAE2_93210.7, SHAE2_93210.8, SHAE2_93210.9	SMRG1_88950.1, SMRG1_88950.2
OG0002107	SHAE2_63980.1, SHAE2_63980.5, SHAE2_63980.2, SHAE2_63980.4, SHAE2_63980.6, SHAE2_63980.3	SMRG1_60840.1
OG0002108	SHAE2_96110.1	SMRG1_91860.1
OG0002108	SHAE2_85260.1	SMRG1_81560.1
OG0002108	SHAE2_85260.2	SMRG1_81560.1
OG0002109	SHAE2_48430.2, SHAE2_48430.1, SHAE2_48430.5, SHAE2_48430.4, SHAE2_48430.3	SMRG1_45820.2, SMRG1_45820.1, SMRG1_45820.3
OG0002110	SHAE2_75430.1	SMRG1_72210.1
OG0002111	SHAE2_45300.1, SHAE2_45300.2	SMRG1_42750.1, SMRG1_42750.2
OG0002112	SHAE2_62620.2, SHAE2_62620.1	SMRG1_59080.1, SMRG1_59080.2
OG0002113	SHAE2_95880.1	SMRG1_91600.1, SMRG1_91600.2
OG0002114	SHAE2_103270.1	SMRG1_24190.1, SMRG1_24190.2
OG0002115	SHAE2_58150.1	SMRG1_55480.2, SMRG1_55480.3, SMRG1_55480.1
OG0002116	SHAE2_34840.1	SMRG1_32610.1, SMRG1_32610.3, SMRG1_32610.5, SMRG1_32610.6
OG0002117	SHAE2_5130.1, SHAE2_5130.2, SHAE2_5130.3	SMRG1_4410.1
OG0002118	SHAE2_49070.1	SMRG1_46330.1
OG0002118	SHAE2_49080.1	SMRG1_46340.1
OG0002119	SHAE2_89580.1	SMRG1_84930.2, SMRG1_84930.1, SMRG1_84930.3
OG0002120	SHAE2_6890.1, SHAE2_6890.3, SHAE2_6890.5, SHAE2_6890.2, SHAE2_6890.4	SMRG1_6100.1
OG0002121	SHAE2_6900.1	SMRG1_6110.1, SMRG1_6110.2, SMRG1_6110.3
OG0002122	SHAE2_33680.2, SHAE2_33680.3, SHAE2_33680.4, SHAE2_33680.5, SHAE2_33680.1	SMRG1_31470.1
OG0002123	SHAE2_31600.1	SMRG1_29420.1
OG0002124	SHAE2_22350.7, SHAE2_22350.6, SHAE2_22350.4, SHAE2_22350.3, SHAE2_22350.1, SHAE2_22350.5, SHAE2_22350.2	SMRG1_20950.3, SMRG1_20950.1, SMRG1_20950.2
OG0002125	SHAE2_101530.1, SHAE2_101530.2	SMRG1_97320.1, SMRG1_97320.2
OG0002126	SHAE2_3650.2, SHAE2_3650.3, SHAE2_3650.1	SMRG1_3010.1
OG0002127	SHAE2_63740.3, SHAE2_63740.4, SHAE2_63740.1, SHAE2_63740.2	SMRG1_61060.1
OG0002128	SHAE2_7080.1, SHAE2_7080.2, SHAE2_7080.3, SHAE2_7080.4	SMRG1_6280.1
OG0002129	SHAE2_55210.1	SMRG1_52530.1
OG0002130	SHAE2_26850.1	SMRG1_24720.1
OG0002131	SHAE2_43480.1, SHAE2_43480.2, SHAE2_43480.3	SMRG1_40760.1, SMRG1_40760.2, SMRG1_40760.3
OG0002132	SHAE2_58370.1, SHAE2_58370.2	SMRG1_55700.1
OG0002133	SHAE2_50660.5, SHAE2_50660.1, SHAE2_50660.2, SHAE2_50660.3, SHAE2_50660.4	SMRG1_48060.1, SMRG1_48060.2
OG0002134	SHAE2_39880.2, SHAE2_39880.3, SHAE2_39880.1	SMRG1_37080.2, SMRG1_37080.3, SMRG1_37080.1, SMRG1_37080.4
OG0002135	SHAE2_28340.1, SHAE2_28340.2	SMRG1_26120.1, SMRG1_26120.2, SMRG1_26120.3
OG0002136	SHAE2_98330.1, SHAE2_98330.2	SMRG1_94290.1
OG0002137	SHAE2_83060.1	SMRG1_79060.2, SMRG1_79060.3
OG0002138	SHAE2_33380.2, SHAE2_33380.1, SHAE2_33370.1	SMRG1_31160.1
OG0002139	SHAE2_67140.1, SHAE2_67140.3, SHAE2_67140.4, SHAE2_67140.2	SMRG1_63560.1
OG0002140	SHAE2_7850.2, SHAE2_7850.4, SHAE2_7850.1, SHAE2_7850.3	SMRG1_6980.1
OG0002141	SHAE2_62740.1	SMRG1_59210.1, SMRG1_59210.2, SMRG1_59210.3
OG0002142	SHAE2_91260.4, SHAE2_91260.1, SHAE2_91260.2, SHAE2_91260.3	SMRG1_86990.1
OG0002143	SHAE2_49200.1, SHAE2_49150.1	SMRG1_46300.1
OG0002144	SHAE2_28630.1	SMRG1_26420.2, SMRG1_26420.1, SMRG1_26420.3, SMRG1_26420.4, SMRG1_26420.5, SMRG1_26420.6
OG0002145	SHAE2_32750.1, SHAE2_32750.2	SMRG1_30600.3, SMRG1_30600.2, SMRG1_30600.1, SMRG1_30600.5, SMRG1_30600.6, SMRG1_30600.4
OG0002146	SHAE2_18640.1	SMRG1_18350.2, SMRG1_18350.3
OG0002146	SHAE2_18640.2, SHAE2_18640.3	SMRG1_18350.1
OG0002147	SHAE2_53070.2, SHAE2_53070.3, SHAE2_53070.1, SHAE2_53070.4	SMRG1_50530.1, SMRG1_50530.2
OG0002148	SHAE2_6670.1, SHAE2_6670.2, SHAE2_6670.3	SMRG1_5910.5, SMRG1_5910.6, SMRG1_5910.2, SMRG1_5910.1, SMRG1_5910.3, SMRG1_5910.4
OG0002149	SHAE2_56900.1	SMRG1_54220.1
OG0002150	SHAE2_72520.1	SMRG1_69940.1, SMRG1_69930.1, SMRG1_69930.2
OG0002151	SHAE2_52910.1, SHAE2_52920.1	SMRG1_50360.1
OG0002151	SHAE2_86310.1	SMRG1_82710.1
OG0002152	SHAE2_78590.1, SHAE2_78590.2	SMRG1_74740.2, SMRG1_74740.1, SMRG1_74740.4, SMRG1_74740.3
OG0002153	SHAE2_7700.3, SHAE2_7700.2, SHAE2_7700.4, SHAE2_7700.5, SHAE2_7700.1	SMRG1_6750.1
OG0002154	SHAE2_39340.1	SMRG1_36530.1, SMRG1_36530.2, SMRG1_36530.3, SMRG1_36530.4
OG0002155	SHAE2_26270.1, SHAE2_26270.2	SMRG1_23830.1, SMRG1_23830.2, SMRG1_23830.3
OG0002156	SHAE2_93830.1, SHAE2_93830.2	SMRG1_89540.3, SMRG1_89540.4, SMRG1_89540.1, SMRG1_89540.2
OG0002157	SHAE2_66590.1, SHAE2_66590.2, SHAE2_66590.3, SHAE2_66590.4, SHAE2_66590.5	SMRG1_63020.1, SMRG1_63020.2, SMRG1_63020.3
OG0002158	SHAE2_81070.1	SMRG1_77190.1
OG0002159	SHAE2_79170.1, SHAE2_79170.2, SHAE2_79170.3	SMRG1_75230.1
OG0002160	SHAE2_65140.1, SHAE2_65140.5, SHAE2_65140.2, SHAE2_65140.3, SHAE2_65140.4	SMRG1_59730.5, SMRG1_59730.1, SMRG1_59730.3, SMRG1_59730.2, SMRG1_59730.4
OG0002162	SHAE2_28430.1	SMRG1_26220.1
OG0002162	SHAE2_28430.1	SMRG1_26310.1
OG0002162	SHAE2_28520.1	SMRG1_26220.1
OG0002162	SHAE2_28520.1	SMRG1_26310.1
OG0002163	SHAE2_41530.1, SHAE2_41530.2, SHAE2_41530.3	SMRG1_38630.1, SMRG1_38630.2, SMRG1_38630.3, SMRG1_38630.4, SMRG1_38630.5
OG0002164	SHAE2_62430.1	SMRG1_58880.1, SMRG1_58880.2, SMRG1_58880.4, SMRG1_58880.5, SMRG1_58880.6, SMRG1_58880.3
OG0002165	SHAE2_30310.2	SMRG1_28170.2
OG0002166	SHAE2_59100.3, SHAE2_59100.4, SHAE2_59100.2, SHAE2_59100.1, SHAE2_59100.6, SHAE2_59100.5, SHAE2_59100.7	SMRG1_56210.1, SMRG1_56210.2
OG0002169	SHAE2_23650.1	SMRG1_20080.1, SMRG1_20080.2
OG0002170	SHAE2_76440.1, SHAE2_76440.2, SHAE2_76440.3	SMRG1_72740.3, SMRG1_72740.1, SMRG1_72740.2, SMRG1_72740.4
OG0002171	SHAE2_2960.1, SHAE2_2990.1	SMRG1_2450.1
OG0002172	SHAE2_32670.1	SMRG1_30510.1
OG0002173	SHAE2_68790.1	SMRG1_65150.2, SMRG1_65150.3
OG0002174	SHAE2_78600.2, SHAE2_78600.3, SHAE2_78600.4, SHAE2_78600.5	SMRG1_74750.3
OG0002174	SHAE2_78600.1, SHAE2_78600.6	SMRG1_74750.1, SMRG1_74750.2, SMRG1_74750.4, SMRG1_74750.5
OG0002175	SHAE2_79800.1, SHAE2_79800.2, SHAE2_79800.3, SHAE2_79800.4, SHAE2_79800.5, SHAE2_79800.6, SHAE2_79800.9, SHAE2_79800.8, SHAE2_79800.7	SMRG1_75930.1
OG0002176	SHAE2_103450.1	SMRG1_79830.1
OG0002177	SHAE2_6070.1, SHAE2_6070.6, SHAE2_6070.2, SHAE2_6070.3, SHAE2_6070.5, SHAE2_6070.4	SMRG1_5320.2, SMRG1_5320.1, SMRG1_5320.5, SMRG1_5320.4, SMRG1_5320.3
OG0002178	SHAE2_81250.1, SHAE2_81250.5, SHAE2_81250.2, SHAE2_81250.3, SHAE2_81250.4	SMRG1_77380.1
OG0002179	SHAE2_11990.2, SHAE2_11990.3, SHAE2_11990.5, SHAE2_11990.1, SHAE2_11990.6, SHAE2_11990.4	SMRG1_9790.1
OG0002180	SHAE2_81240.2, SHAE2_81240.1, SHAE2_81240.3, SHAE2_81240.4, SHAE2_81240.5	SMRG1_77370.1
OG0002181	SHAE2_60040.1	SMRG1_57080.1, SMRG1_57080.2
OG0002182	SHAE2_79310.4, SHAE2_79310.3, SHAE2_79310.2, SHAE2_79310.1	SMRG1_75420.1, SMRG1_75420.2
OG0002183	SHAE2_13390.1	SMRG1_11090.2, SMRG1_11090.1, SMRG1_11090.3
OG0002184	SHAE2_97040.2, SHAE2_97040.1, SHAE2_97040.3	SMRG1_92770.4, SMRG1_92770.5, SMRG1_92770.2, SMRG1_92770.1, SMRG1_92770.3
OG0002185	SHAE2_5420.2, SHAE2_5420.1	SMRG1_4670.2, SMRG1_4670.1
OG0002186	SHAE2_23600.1	SMRG1_19140.1, SMRG1_19140.2
OG0002187	SHAE2_16840.1	SMRG1_14530.1
OG0002188	SHAE2_71550.4, SHAE2_71550.1, SHAE2_71550.2, SHAE2_71550.3	SMRG1_67850.1
OG0002189	SHAE2_38360.1, SHAE2_38360.3, SHAE2_38360.2, SHAE2_38360.4, SHAE2_38360.5	SMRG1_35640.1, SMRG1_35640.3, SMRG1_35640.2
OG0002190	SHAE2_29020.1	SMRG1_26910.1
OG0002191	SHAE2_13510.4, SHAE2_13510.3, SHAE2_13490.1, SHAE2_13510.5, SHAE2_13510.1, SHAE2_13510.2	SMRG1_11160.1
OG0002192	SHAE2_48100.1	SMRG1_45470.3, SMRG1_45470.1, SMRG1_45470.2
OG0002193	SHAE2_81440.1, SHAE2_81440.2	SMRG1_77530.1
OG0002194	SHAE2_32760.1, SHAE2_32760.5, SHAE2_32760.2, SHAE2_32760.3, SHAE2_32760.4	SMRG1_30610.1, SMRG1_30610.2
OG0002195	SHAE2_56460.1, SHAE2_56460.2, SHAE2_56460.3	SMRG1_53790.1
OG0002196	SHAE2_71950.3, SHAE2_71950.1, SHAE2_71950.2, SHAE2_71950.4	SMRG1_68240.1, SMRG1_68240.2, SMRG1_68240.3
OG0002197	SHAE2_62660.2	SMRG1_59110.2, SMRG1_59110.3
OG0002197	SHAE2_62660.1	SMRG1_59110.1
OG0002198	SHAE2_30670.1	SMRG1_28500.2, SMRG1_28500.1, SMRG1_28500.3, SMRG1_28500.4
OG0002199	SHAE2_75120.1, SHAE2_75100.1	SMRG1_97860.1, SMRG1_97860.2, SMRG1_97860.4, SMRG1_97860.3
OG0002200	SHAE2_53860.6	SMRG1_51360.2, SMRG1_51360.4, SMRG1_51360.5, SMRG1_51360.1
OG0002200	SHAE2_53860.7	SMRG1_51360.3
OG0002201	SHAE2_53690.1	SMRG1_51080.4, SMRG1_51080.1, SMRG1_51080.2, SMRG1_51080.3
OG0002202	SHAE2_45130.1	SMRG1_42570.1, SMRG1_42570.2, SMRG1_42570.3, SMRG1_42570.4, SMRG1_42570.5
OG0002203	SHAE2_82060.1, SHAE2_82050.1, SHAE2_82050.2, SHAE2_82050.3	SMRG1_78130.1, SMRG1_78130.2
OG0002204	SHAE2_27680.1	SMRG1_25490.3, SMRG1_25490.4, SMRG1_25490.1, SMRG1_25490.2
OG0002206	SHAE2_94620.1	SMRG1_90330.1, SMRG1_90330.2, SMRG1_90330.4, SMRG1_90330.5, SMRG1_90330.3
OG0002207	SHAE2_16500.1, SHAE2_16490.1	SMRG1_14190.1, SMRG1_14170.1, SMRG1_14170.2
OG0002208	SHAE2_20340.2, SHAE2_20340.1, SHAE2_20340.3	SMRG1_16870.1
OG0002209	SHAE2_100190.1	SMRG1_96040.1, SMRG1_96040.2
OG0002210	SHAE2_21930.1	SMRG1_20440.1, SMRG1_20440.3, SMRG1_20440.2
OG0002212	SHAE2_100650.3, SHAE2_100650.1, SHAE2_100650.2	SMRG1_96480.1
OG0002214	SHAE2_47170.1, SHAE2_47170.2	SMRG1_44570.1, SMRG1_44580.1
OG0002216	SHAE2_33470.1	SMRG1_31230.1
OG0002217	SHAE2_3940.1	SMRG1_3300.1
OG0002218	SHAE2_6090.1, SHAE2_6090.2, SHAE2_6090.3	SMRG1_5340.1
OG0002219	SHAE2_19710.1, SHAE2_19710.2, SHAE2_19710.3, SHAE2_19710.4, SHAE2_19710.5	SMRG1_17460.1
OG0002220	SHAE2_1370.1, SHAE2_1370.2	SMRG1_870.1, SMRG1_870.2, SMRG1_870.4, SMRG1_870.3
OG0002221	SHAE2_11510.1	SMRG1_9180.1
OG0002222	SHAE2_37650.2, SHAE2_37650.3, SHAE2_37650.1	SMRG1_34940.1
OG0002223	SHAE2_21490.1	SMRG1_18810.1, SMRG1_18830.1
OG0002224	SHAE2_14110.1, SHAE2_14110.2	SMRG1_11870.1, SMRG1_11870.2, SMRG1_11870.3
OG0002225	SHAE2_95310.1	SMRG1_91030.1, SMRG1_91030.3, SMRG1_91030.2
OG0002226	SHAE2_28640.1, SHAE2_28640.2	SMRG1_26430.4, SMRG1_26430.5, SMRG1_26430.1, SMRG1_26430.3, SMRG1_26430.2
OG0002227	SHAE2_46020.2, SHAE2_46020.3, SHAE2_46020.1, SHAE2_46020.4, SHAE2_46020.5, SHAE2_46020.6, SHAE2_46020.7	SMRG1_43450.1, SMRG1_43450.4, SMRG1_43450.2, SMRG1_43450.3
OG0002228	SHAE2_45450.1	SMRG1_42900.1
OG0002229	SHAE2_16410.1	SMRG1_14080.1
OG0002230	SHAE2_69660.6, SHAE2_69660.1, SHAE2_69660.2, SHAE2_69660.5, SHAE2_69660.3, SHAE2_69660.4, SHAE2_69660.7	SMRG1_65990.1
OG0002231	SHAE2_67050.4, SHAE2_67050.1, SHAE2_67050.2, SHAE2_67050.3	SMRG1_63480.1
OG0002232	SHAE2_80520.1, SHAE2_80520.2	SMRG1_76610.1
OG0002233	SHAE2_64460.2, SHAE2_64460.3, SHAE2_64460.5, SHAE2_64460.4, SHAE2_64460.1	SMRG1_60370.1
OG0002234	SHAE2_56800.1	SMRG1_54110.1
OG0002234	SHAE2_56810.1, SHAE2_56810.2, SHAE2_56810.4, SHAE2_56810.5, SHAE2_56810.3	SMRG1_54120.1
OG0002235	SHAE2_20650.1, SHAE2_20650.2	SMRG1_16570.3, SMRG1_16570.1, SMRG1_16570.2
OG0002236	SHAE2_72590.1	SMRG1_69870.1, SMRG1_69870.2
OG0002237	SHAE2_46390.1	SMRG1_43820.1, SMRG1_43820.2
OG0002238	SHAE2_22240.1	SMRG1_20820.1
OG0002239	SHAE2_101120.4, SHAE2_101120.2, SHAE2_101120.1, SHAE2_101120.3	SMRG1_96930.1, SMRG1_96930.2
OG0002240	SHAE2_44790.9, SHAE2_44790.10, SHAE2_44790.3, SHAE2_44790.2, SHAE2_44790.6, SHAE2_44790.1, SHAE2_44790.11, SHAE2_44790.12, SHAE2_44790.8, SHAE2_44790.4, SHAE2_44790.5, SHAE2_44790.7, SHAE2_44790.13	SMRG1_42180.5, SMRG1_42180.4, SMRG1_42180.3, SMRG1_42180.2, SMRG1_42180.1
OG0002241	SHAE2_72390.1	SMRG1_68480.1
OG0002242	SHAE2_45080.1	SMRG1_42490.2
OG0002243	SHAE2_31890.2	SMRG1_29620.1, SMRG1_29620.2
OG0002244	SHAE2_26790.1, SHAE2_26790.2, SHAE2_26790.3	SMRG1_24650.1
OG0002245	SHAE2_64260.1	SMRG1_60550.1, SMRG1_60550.2
OG0002246	SHAE2_23820.1	SMRG1_20240.3, SMRG1_20240.4
OG0002247	SHAE2_28320.1, SHAE2_28320.2, SHAE2_28320.3, SHAE2_28320.5, SHAE2_28320.4	SMRG1_26100.1
OG0002248	SHAE2_56180.5, SHAE2_56180.6, SHAE2_56180.7, SHAE2_56180.8, SHAE2_56180.1, SHAE2_56180.2, SHAE2_56180.3, SHAE2_56180.4	SMRG1_53510.1
OG0002249	SHAE2_57950.6, SHAE2_57950.5, SHAE2_57950.3, SHAE2_57950.1, SHAE2_57950.4, SHAE2_57950.2, SHAE2_57950.7	SMRG1_55270.1, SMRG1_55270.2
OG0002250	SHAE2_43210.1, SHAE2_43210.4, SHAE2_43210.3, SHAE2_43210.2	SMRG1_40450.1, SMRG1_40450.3, SMRG1_40450.4, SMRG1_40450.2
OG0002251	SHAE2_29480.3, SHAE2_29480.5, SHAE2_29480.4, SHAE2_29480.1, SHAE2_29480.2	SMRG1_27340.1, SMRG1_27340.2
OG0002252	SHAE2_5650.1	SMRG1_4910.1
OG0002253	SHAE2_7990.1, SHAE2_7990.2, SHAE2_7990.4	SMRG1_7090.1
OG0002254	SHAE2_54830.1	SMRG1_52170.1
OG0002255	SHAE2_6620.1, SHAE2_6620.3, SHAE2_6620.2	SMRG1_5840.5, SMRG1_5840.3, SMRG1_5840.4, SMRG1_5840.1, SMRG1_5840.6, SMRG1_5840.7, SMRG1_5840.2
OG0002256	SHAE2_51370.1, SHAE2_51370.3, SHAE2_51370.2	SMRG1_48750.4, SMRG1_48750.5, SMRG1_48750.1, SMRG1_48750.3, SMRG1_48750.2
OG0002257	SHAE2_55710.1	SMRG1_53010.1
OG0002258	SHAE2_55780.1, SHAE2_55780.3, SHAE2_55780.2, SHAE2_55780.4	SMRG1_53090.1, SMRG1_53090.2
OG0002259	SHAE2_30480.1, SHAE2_30480.2	SMRG1_28320.1, SMRG1_28320.2
OG0002260	SHAE2_1290.1	SMRG1_950.1
OG0002261	SHAE2_54560.1	SMRG1_51920.1
OG0002262	SHAE2_19940.2, SHAE2_19940.1	SMRG1_17250.1
OG0002263	SHAE2_71300.1, SHAE2_71300.2, SHAE2_71300.3	SMRG1_67590.1, SMRG1_67590.2
OG0002264	SHAE2_45840.2, SHAE2_45840.3, SHAE2_45840.1	SMRG1_43310.1
OG0002265	SHAE2_43420.1, SHAE2_43420.2	SMRG1_40700.1
OG0002266	SHAE2_100070.1	SMRG1_95920.1
