Orthogroup	fasciola_hepatica	schistosoma_guineensis
OG0003304	FhHiC23_g10738.t1, FhHiC23_g10738.t2	SGUI1_6740.1
OG0003305	FhHiC23_g3030.t1	SGUI1_74260.1, SGUI1_74260.2
OG0003306	FhHiC23_g2064.t1, FhHiC23_g2064.t2	SGUI1_56550.1
OG0003307	FhHiC23_g9989.t1	SGUI1_25860.1
OG0003309	FhHiC23_g13581.t1, FhHiC23_g14886.t1	SGUI1_910.1
OG0003310	FhHiC23_g1498.t1	SGUI1_48290.1
OG0003311	FhHiC23_g15990.t1	SGUI1_90210.1
OG0003313	FhHiC23_g2873.t1	SGUI1_54890.1
OG0003314	FhHiC23_g3760.t1	SGUI1_27120.1
OG0003326	FhHiC23_g8112.t1	SGUI1_67150.1, SGUI1_67150.2, SGUI1_67150.3
OG0003327	FhHiC23_g3141.t1	SGUI1_77340.1, SGUI1_77340.2, SGUI1_77340.3, SGUI1_77340.4, SGUI1_77340.5
OG0003328	FhHiC23_g10097.t1, FhHiC23_g3297.t1, FhHiC23_g3297.t2, FhHiC23_g10096.t1	SGUI1_74720.1, SGUI1_74720.2
OG0003329	FhHiC23_g9185.t1, FhHiC23_g9185.t2	SGUI1_94900.1
OG0003330	FhHiC23_g1838.t1	SGUI1_51810.1, SGUI1_51810.2
OG0003331	FhHiC23_g13446.t2, FhHiC23_g13446.t1, FhHiC23_g13445.t1	SGUI1_8990.1
OG0003332	FhHiC23_g5818.t1	SGUI1_31830.1
OG0003334	FhHiC23_g5233.t1, FhHiC23_g5233.t2	SGUI1_28090.1
OG0003335	FhHiC23_g7563.t1	SGUI1_64570.1
OG0003336	FhHiC23_g7853.t1	SGUI1_62220.1
OG0003337	FhHiC23_g2594.t1	SGUI1_76780.1
OG0003338	FhHiC23_g10922.t1, FhHiC23_g10922.t2	SGUI1_16380.2, SGUI1_16380.1
OG0003339	FhHiC23_g12575.t1, FhHiC23_g12573.t1, FhHiC23_g12573.t2	SGUI1_740.4, SGUI1_740.3, SGUI1_740.1, SGUI1_740.2
OG0003340	FhHiC23_g4728.t1	SGUI1_39650.1
OG0003341	FhHiC23_g8399.t1	SGUI1_67970.1
OG0003342	FhHiC23_g15580.t1	SGUI1_13080.1
OG0003343	FhHiC23_g2245.t1	SGUI1_51630.1
OG0003344	FhHiC23_g9261.t1	SGUI1_22830.1
OG0003345	FhHiC23_g16606.t1	SGUI1_88110.1
OG0003346	FhHiC23_g9039.t1, FhHiC23_g9039.t2	SGUI1_94480.1
OG0003347	FhHiC23_g14564.t1, FhHiC23_g14564.t2	SGUI1_44400.1
OG0003348	FhHiC23_g1814.t1	SGUI1_53720.1, SGUI1_53720.2, SGUI1_53720.3, SGUI1_53720.4
OG0003349	FhHiC23_g6019.t1	SGUI1_40150.1, SGUI1_40150.2, SGUI1_40150.3, SGUI1_40150.4
OG0003350	FhHiC23_g14671.t1	SGUI1_69670.1, SGUI1_69670.2, SGUI1_69670.3, SGUI1_69670.4
OG0003351	FhHiC23_g2747.t1	SGUI1_73700.1
OG0003352	FhHiC23_g3800.t1	SGUI1_82560.1
OG0003353	FhHiC23_g9096.t4, FhHiC23_g9096.t1, FhHiC23_g9096.t2, FhHiC23_g9096.t3	SGUI1_27190.1
OG0003354	FhHiC23_g9715.t1	SGUI1_27260.1, SGUI1_27260.2, SGUI1_27260.3, SGUI1_27260.4
OG0003355	FhHiC23_g8205.t1	SGUI1_69330.1
OG0003356	FhHiC23_g11925.t1	SGUI1_12230.1
OG0003357	FhHiC23_g14741.t1, FhHiC23_g14741.t2, FhHiC23_g14741.t3	SGUI1_43150.1, SGUI1_43150.3, SGUI1_43150.2
OG0003358	FhHiC23_g15951.t1, FhHiC23_g15951.t2	SGUI1_90340.1
OG0003359	FhHiC23_g7881.t2, FhHiC23_g7881.t1	SGUI1_58280.1
OG0003360	FhHiC23_g4919.t1, FhHiC23_g4920.t1	SGUI1_32860.1, SGUI1_32860.2, SGUI1_32860.3
OG0003361	FhHiC23_g11316.t1	SGUI1_19100.3, SGUI1_19100.4, SGUI1_19100.5, SGUI1_19100.1, SGUI1_19100.2
OG0003362	FhHiC23_g2653.t1, FhHiC23_g2653.t2	SGUI1_75880.1, SGUI1_75880.2
OG0003363	FhHiC23_g5710.t1, FhHiC23_g5713.t1	SGUI1_96800.1, SGUI1_96800.2, SGUI1_96800.3, SGUI1_96800.4
OG0003364	FhHiC23_g3910.t1, FhHiC23_g3910.t2	SGUI1_85520.1
OG0003365	FhHiC23_g15552.t1	SGUI1_18590.1
OG0003366	FhHiC23_g7666.t1	SGUI1_62040.1, SGUI1_62040.2
OG0003367	FhHiC23_g1897.t1	SGUI1_47640.1, SGUI1_47570.17
OG0003368	FhHiC23_g5783.t1	SGUI1_37760.1
OG0003369	FhHiC23_g8134.t1, FhHiC23_g8134.t2	SGUI1_65500.3, SGUI1_65500.1, SGUI1_65500.2
OG0003370	FhHiC23_g5871.t1	SGUI1_25520.1
OG0003371	FhHiC23_g2015.t2, FhHiC23_g2015.t1, FhHiC23_g2015.t4, FhHiC23_g2015.t3	SGUI1_47580.1
OG0003372	FhHiC23_g9214.t1	SGUI1_94560.2, SGUI1_94560.3, SGUI1_94560.1
OG0003373	FhHiC23_g15014.t1	SGUI1_15150.1, SGUI1_15150.3, SGUI1_15150.2
OG0003374	FhHiC23_g10071.t1, FhHiC23_g10071.t2	SGUI1_95270.1, SGUI1_95270.2
OG0003375	FhHiC23_g3081.t1	SGUI1_69960.1
OG0003376	FhHiC23_g715.t1, FhHiC23_g715.t2, FhHiC23_g715.t3	SGUI1_47900.1, SGUI1_47900.2, SGUI1_47900.3
OG0003377	FhHiC23_g3575.t2, FhHiC23_g3575.t1	SGUI1_81650.1
OG0003378	FhHiC23_g3456.t2, FhHiC23_g3456.t1, FhHiC23_g3466.t1	SGUI1_83670.1
OG0003379	FhHiC23_g8115.t1	SGUI1_66050.1
OG0003380	FhHiC23_g1412.t1, FhHiC23_g1412.t2	SGUI1_51430.1
OG0003381	FhHiC23_g13912.t1, FhHiC23_g325.t1	SGUI1_55200.1
OG0003382	FhHiC23_g1360.t1, FhHiC23_g1360.t2	SGUI1_70440.1
OG0003383	FhHiC23_g13615.t1	SGUI1_5930.1
OG0003384	FhHiC23_g5987.t1	SGUI1_43420.2, SGUI1_43420.1, SGUI1_43420.3
OG0003385	FhHiC23_g16302.t2, FhHiC23_g16302.t1	SGUI1_91750.1
OG0003386	FhHiC23_g15425.t1	SGUI1_21320.1, SGUI1_21320.2, SGUI1_21320.3
OG0003387	FhHiC23_g15533.t1	SGUI1_14990.1, SGUI1_14990.2, SGUI1_14990.3
OG0003388	FhHiC23_g9145.t1, FhHiC23_g9146.t1	SGUI1_94230.1
OG0003389	FhHiC23_g1214.t1	SGUI1_46390.1
OG0003390	FhHiC23_g5839.t1, FhHiC23_g7361.t1	SGUI1_34480.1
OG0003391	FhHiC23_g2984.t1	SGUI1_79660.1, SGUI1_79660.2, SGUI1_79660.3
OG0003392	FhHiC23_g1254.t1	SGUI1_55900.1
OG0003393	FhHiC23_g4666.t1, FhHiC23_g4666.t2	SGUI1_32320.1
OG0003394	FhHiC23_g13892.t1	SGUI1_42420.1, SGUI1_42420.3, SGUI1_42420.2
OG0003395	FhHiC23_g1610.t1	SGUI1_56010.1
OG0003396	FhHiC23_g14521.t1	SGUI1_43830.1
OG0003397	FhHiC23_g15501.t1	SGUI1_21590.1
OG0003399	FhHiC23_g5032.t2, FhHiC23_g5032.t1	SGUI1_35220.1, SGUI1_35220.3, SGUI1_35220.2
OG0003400	FhHiC23_g907.t3, FhHiC23_g907.t1	SGUI1_73340.1, SGUI1_73340.2
OG0003401	FhHiC23_g5828.t1, FhHiC23_g5828.t2	SGUI1_32680.1, SGUI1_32680.2
OG0003402	FhHiC23_g15775.t1, FhHiC23_g15775.t2	SGUI1_20050.1
OG0003403	FhHiC23_g3196.t1, FhHiC23_g3196.t2, FhHiC23_g3197.t2, FhHiC23_g3197.t1	SGUI1_50520.1, SGUI1_50520.2
OG0003404	FhHiC23_g3039.t1	SGUI1_75440.1
OG0003405	FhHiC23_g1919.t1, FhHiC23_g2019.t1, FhHiC23_g2019.t2	SGUI1_47600.2, SGUI1_47600.1
OG0003406	FhHiC23_g10997.t1	SGUI1_96960.1, SGUI1_6800.1
OG0003407	FhHiC23_g3577.t1	SGUI1_85310.1
OG0003408	FhHiC23_g9592.t1	SGUI1_25350.1, SGUI1_25350.2
OG0003409	FhHiC23_g11909.t1	SGUI1_17100.1, SGUI1_97060.1
OG0003410	FhHiC23_g7070.t1	SGUI1_69690.1, SGUI1_69690.2
OG0003411	FhHiC23_g6068.t2, FhHiC23_g6068.t1	SGUI1_39290.2, SGUI1_39290.1
OG0003412	FhHiC23_g12447.t1, FhHiC23_g12448.t1	SGUI1_4820.1
OG0003414	FhHiC23_g5682.t1	SGUI1_39470.3, SGUI1_39470.2, SGUI1_39470.1
OG0003415	FhHiC23_g3170.t2, FhHiC23_g3170.t1	SGUI1_80110.1
OG0003416	FhHiC23_g6755.t1	SGUI1_69490.1, SGUI1_69490.2
OG0003417	FhHiC23_g1656.t1	SGUI1_56520.1
OG0003419	FhHiC23_g2689.t1, FhHiC23_g2689.t2	SGUI1_74220.1, SGUI1_74220.2, SGUI1_74220.3
OG0003420	FhHiC23_g16682.t2, FhHiC23_g14164.t1	SGUI1_36810.3, SGUI1_36810.1, SGUI1_36810.2
OG0003421	FhHiC23_g16240.t1, FhHiC23_g6582.t1	SGUI1_37670.2, SGUI1_37670.3, SGUI1_37670.1, SGUI1_37670.4
OG0003422	FhHiC23_g629.t3, FhHiC23_g629.t4, FhHiC23_g629.t2, FhHiC23_g629.t1	SGUI1_46890.1
OG0003423	FhHiC23_g12041.t2, FhHiC23_g12041.t1	SGUI1_12200.1, SGUI1_12200.2
OG0003424	FhHiC23_g16326.t1	SGUI1_87010.1
OG0003425	FhHiC23_g4077.t1	SGUI1_85440.1
OG0003426	FhHiC23_g7430.t1, FhHiC23_g7429.t1	SGUI1_64440.5, SGUI1_64440.3, SGUI1_64440.2, SGUI1_64440.1, SGUI1_64440.4
OG0003427	FhHiC23_g14662.t1, FhHiC23_g14662.t2	SGUI1_44580.3, SGUI1_44580.1, SGUI1_44580.2
OG0003428	FhHiC23_g4105.t1	SGUI1_83330.1, SGUI1_83330.2
OG0003429	FhHiC23_g1095.t1, FhHiC23_g1095.t2	SGUI1_78340.2, SGUI1_78340.1
OG0003430	FhHiC23_g1099.t1	SGUI1_77470.1, SGUI1_77470.2, SGUI1_77470.3
OG0003431	FhHiC23_g15335.t1	SGUI1_20430.1
OG0003432	FhHiC23_g399.t1	SGUI1_70930.1, SGUI1_70930.2
OG0003433	FhHiC23_g12489.t1	SGUI1_4570.1
OG0003434	FhHiC23_g6833.t1	SGUI1_60180.1, SGUI1_60170.1
OG0003435	FhHiC23_g14861.t1	SGUI1_36840.1
OG0003436	FhHiC23_g3189.t2, FhHiC23_g3189.t1	SGUI1_50540.1, SGUI1_50540.2
OG0003437	FhHiC23_g3082.t1	SGUI1_73020.1
OG0003438	FhHiC23_g6374.t1	SGUI1_30760.1
OG0003439	FhHiC23_g14987.t1	SGUI1_21800.1, SGUI1_21800.3, SGUI1_21800.2
OG0003440	FhHiC23_g15220.t1	SGUI1_19350.1
OG0003441	FhHiC23_g9481.t1, FhHiC23_g10036.t1	SGUI1_26670.1
OG0003442	FhHiC23_g8035.t1, FhHiC23_g1587.t1, FhHiC23_g1587.t2, FhHiC23_g1587.t3	SGUI1_72850.1, SGUI1_72850.2
OG0003443	FhHiC23_g6800.t1	SGUI1_59240.1, SGUI1_59230.1
OG0003445	FhHiC23_g14226.t1, FhHiC23_g14226.t2	SGUI1_44820.1
OG0003446	FhHiC23_g5765.t1, FhHiC23_g5765.t2	SGUI1_34870.1
OG0003447	FhHiC23_g12909.t1, FhHiC23_g12909.t2	SGUI1_5100.1, SGUI1_5100.2
OG0003448	FhHiC23_g180.t1	SGUI1_70310.1, SGUI1_70310.2
OG0003449	FhHiC23_g181.t1	SGUI1_70320.1
OG0003450	FhHiC23_g7257.t1	SGUI1_66310.1
OG0003451	FhHiC23_g3974.t1, FhHiC23_g3974.t3, FhHiC23_g3974.t2	SGUI1_85730.1
OG0003452	FhHiC23_g11703.t1, FhHiC23_g11703.t2	SGUI1_8000.1
OG0003453	FhHiC23_g6212.t2, FhHiC23_g6212.t1, FhHiC23_g6212.t3	SGUI1_43400.3, SGUI1_43400.1, SGUI1_43400.2
OG0003454	FhHiC23_g5734.t2, FhHiC23_g5734.t1	SGUI1_34000.1
OG0003455	FhHiC23_g8498.t1	SGUI1_62190.1
OG0003456	FhHiC23_g12933.t1	SGUI1_7610.1, SGUI1_7610.3, SGUI1_7610.2, SGUI1_7610.4
OG0003457	FhHiC23_g14060.t1	SGUI1_37890.1
OG0003458	FhHiC23_g5901.t1	SGUI1_39030.1
OG0003459	FhHiC23_g12965.t1	SGUI1_74140.1, SGUI1_74140.2
OG0003460	FhHiC23_g14869.t1, FhHiC23_g14869.t2	SGUI1_44430.1
OG0003461	FhHiC23_g3913.t1	SGUI1_84730.1
OG0003462	FhHiC23_g5671.t1, FhHiC23_g5671.t2	SGUI1_39550.1, SGUI1_39550.2, SGUI1_39550.3, SGUI1_39550.4
OG0003463	FhHiC23_g3885.t1, FhHiC23_g3885.t2, FhHiC23_g3885.t3	SGUI1_85380.1, SGUI1_85380.2
OG0003464	FhHiC23_g3469.t1, FhHiC23_g3469.t2	SGUI1_81910.1, SGUI1_81910.2, SGUI1_81910.3
OG0003465	FhHiC23_g7798.t1	SGUI1_63330.1
OG0003466	FhHiC23_g11094.t1	SGUI1_9220.1
OG0003467	FhHiC23_g2691.t1	SGUI1_77580.1
OG0003468	FhHiC23_g8277.t1	SGUI1_68820.1
OG0003469	FhHiC23_g201.t1	SGUI1_50700.1
OG0003470	FhHiC23_g785.t1	SGUI1_52350.1
OG0003471	FhHiC23_g1184.t1, FhHiC23_g1184.t2	SGUI1_45880.1, SGUI1_45880.2, SGUI1_45880.3
OG0003472	FhHiC23_g13198.t1	SGUI1_8260.1
OG0003473	FhHiC23_g2912.t3, FhHiC23_g2912.t4, FhHiC23_g2912.t1, FhHiC23_g2912.t2	SGUI1_78290.1, SGUI1_78290.2
OG0003474	FhHiC23_g361.t1	SGUI1_56960.1
OG0003475	FhHiC23_g5061.t1, FhHiC23_g5067.t1	SGUI1_24180.1, SGUI1_24180.2
OG0003476	FhHiC23_g14574.t1	SGUI1_42790.1, SGUI1_42790.2, SGUI1_86060.1, SGUI1_86040.1
OG0003477	FhHiC23_g16404.t2, FhHiC23_g16404.t3, FhHiC23_g16404.t1	SGUI1_89680.3, SGUI1_89680.2, SGUI1_89680.1
OG0003478	FhHiC23_g12628.t1	SGUI1_5990.1
OG0003479	FhHiC23_g9469.t3, FhHiC23_g9469.t2, FhHiC23_g9469.t1	SGUI1_27710.1, SGUI1_27710.2
OG0003480	FhHiC23_g8174.t1	SGUI1_68100.1, SGUI1_68100.2
OG0003481	FhHiC23_g7920.t1, FhHiC23_g16236.t1, FhHiC23_g16237.t1	SGUI1_62030.1, SGUI1_62030.2, SGUI1_62030.3
OG0003482	FhHiC23_g16064.t1	SGUI1_88020.1, SGUI1_88020.2
OG0003483	FhHiC23_g6508.t1	SGUI1_30160.1, SGUI1_30160.2, SGUI1_30160.3
OG0003484	FhHiC23_g13210.t1	SGUI1_4210.1
OG0003485	FhHiC23_g4071.t1	SGUI1_83920.1
OG0003486	FhHiC23_g4072.t1	SGUI1_41350.1
OG0003487	FhHiC23_g2355.t1	SGUI1_51760.1
OG0003488	FhHiC23_g12136.t1, FhHiC23_g12136.t2, FhHiC23_g12133.t1, FhHiC23_g12133.t2	SGUI1_10660.3, SGUI1_10660.1, SGUI1_10660.2
OG0003489	FhHiC23_g3429.t1, FhHiC23_g3428.t1	SGUI1_77180.2, SGUI1_77180.3, SGUI1_77180.1
OG0003490	FhHiC23_g13645.t1	SGUI1_8170.1
OG0003491	FhHiC23_g6569.t1	SGUI1_33840.1, SGUI1_33840.2
OG0003492	FhHiC23_g7320.t1	SGUI1_61420.1
OG0003493	FhHiC23_g16269.t2, FhHiC23_g16269.t1	SGUI1_92100.1, SGUI1_92100.2
OG0003494	FhHiC23_g9930.t1, FhHiC23_g9930.t2	SGUI1_97210.1
OG0003495	FhHiC23_g13596.t1	SGUI1_4080.1
OG0003496	FhHiC23_g6505.t2, FhHiC23_g6505.t1, FhHiC23_g6602.t1	SGUI1_30110.1
OG0003497	FhHiC23_g2425.t1, FhHiC23_g2425.t2	SGUI1_55620.1
OG0003498	FhHiC23_g1737.t1	SGUI1_70550.1
OG0003499	FhHiC23_g7332.t2, FhHiC23_g7332.t3, FhHiC23_g7332.t1	SGUI1_62540.1
OG0003500	FhHiC23_g7396.t1	SGUI1_63760.1, SGUI1_63760.2
OG0003501	FhHiC23_g3275.t2, FhHiC23_g3275.t1	SGUI1_77870.2, SGUI1_77870.3, SGUI1_77870.1
OG0003502	FhHiC23_g16267.t1	SGUI1_88100.1
OG0003503	FhHiC23_g12713.t1, FhHiC23_g12713.t2	SGUI1_5420.1
OG0003504	FhHiC23_g5661.t1	SGUI1_38820.1
OG0003505	FhHiC23_g90.t1	SGUI1_51300.1, SGUI1_51300.2
OG0003506	FhHiC23_g12930.t1	SGUI1_1080.1
OG0003507	FhHiC23_g12669.t1	SGUI1_4090.1, SGUI1_4090.2
OG0003508	FhHiC23_g6868.t1	SGUI1_65200.1
OG0003509	FhHiC23_g14145.t1	SGUI1_43960.1
OG0003510	FhHiC23_g13856.t1, FhHiC23_g13686.t1	SGUI1_1060.1
OG0003511	FhHiC23_g8142.t2, FhHiC23_g8142.t1	SGUI1_65110.1
OG0003512	FhHiC23_g3834.t1	SGUI1_83230.2, SGUI1_83230.1
OG0003513	FhHiC23_g3091.t1, FhHiC23_g3091.t2, FhHiC23_g3091.t3	SGUI1_76170.1
OG0003514	FhHiC23_g5697.t1, FhHiC23_g5697.t2	SGUI1_28600.1
OG0003515	FhHiC23_g15675.t1, FhHiC23_g15684.t1	SGUI1_94280.1, SGUI1_94280.2, SGUI1_94280.3
OG0003516	FhHiC23_g37.t1	SGUI1_51050.1
OG0003517	FhHiC23_g9198.t1, FhHiC23_g9198.t2	SGUI1_95810.1, SGUI1_95810.2
OG0003518	FhHiC23_g16345.t1	SGUI1_87020.1, SGUI1_87020.2, SGUI1_87020.3
OG0003519	FhHiC23_g6817.t1	SGUI1_37590.1
OG0003520	FhHiC23_g8159.t1	SGUI1_58240.1
OG0003521	FhHiC23_g12090.t1	SGUI1_10880.1
OG0003522	FhHiC23_g1674.t1	SGUI1_80650.1, SGUI1_80650.2, SGUI1_80650.3, SGUI1_80650.4
OG0003523	FhHiC23_g1745.t1	SGUI1_54930.1
OG0003524	FhHiC23_g7552.t2, FhHiC23_g7552.t1	SGUI1_62470.1
OG0003525	FhHiC23_g12944.t1	SGUI1_3330.1
OG0003526	FhHiC23_g6354.t2, FhHiC23_g6354.t1	SGUI1_29820.1
OG0003527	FhHiC23_g2525.t1, FhHiC23_g2525.t2	SGUI1_80120.1
OG0003528	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1	SGUI1_660.1, SGUI1_660.2
OG0003529	FhHiC23_g13907.t2, FhHiC23_g13907.t1	SGUI1_42190.4, SGUI1_42190.1, SGUI1_42190.3, SGUI1_42190.2
OG0003530	FhHiC23_g7804.t1	SGUI1_66690.1, SGUI1_66690.2, SGUI1_66690.3
OG0003531	FhHiC23_g12389.t1	SGUI1_9840.4, SGUI1_9840.1, SGUI1_9840.2, SGUI1_9840.3
OG0003532	FhHiC23_g13658.t2, FhHiC23_g13658.t1	SGUI1_7660.1, SGUI1_7660.2
OG0003533	FhHiC23_g542.t1, FhHiC23_g542.t2	SGUI1_48340.1
OG0003534	FhHiC23_g4392.t1, FhHiC23_g4392.t2	SGUI1_87780.1
OG0003535	FhHiC23_g9402.t1	SGUI1_96560.1
OG0003536	FhHiC23_g6908.t2, FhHiC23_g6908.t1	SGUI1_61470.1
OG0003537	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2	SGUI1_59710.1
OG0003538	FhHiC23_g291.t1, FhHiC23_g292.t1	SGUI1_21830.2, SGUI1_21830.4, SGUI1_21830.1, SGUI1_21830.3
OG0003539	FhHiC23_g3144.t1, FhHiC23_g3145.t1	SGUI1_77490.5, SGUI1_77490.2, SGUI1_77490.3, SGUI1_77490.6, SGUI1_77490.1, SGUI1_77490.4
OG0003540	FhHiC23_g13504.t1, FhHiC23_g13504.t2	SGUI1_13880.1, SGUI1_4230.1
OG0003541	FhHiC23_g16826.t1, FhHiC23_g16826.t2	SGUI1_86510.1, SGUI1_86500.1
OG0003542	FhHiC23_g8438.t1	SGUI1_64530.1, SGUI1_64530.2, SGUI1_64530.3, SGUI1_64530.4
OG0003543	FhHiC23_g1923.t1, FhHiC23_g1924.t1	SGUI1_49650.7, SGUI1_49650.8, SGUI1_49650.4, SGUI1_49650.3, SGUI1_49650.5, SGUI1_49650.6, SGUI1_49650.1, SGUI1_49650.2
OG0003544	FhHiC23_g486.t1	SGUI1_48600.1, SGUI1_48600.2
OG0003545	FhHiC23_g11795.t1	SGUI1_19130.1, SGUI1_19130.2
OG0003547	FhHiC23_g13042.t1	SGUI1_7120.1
OG0003548	FhHiC23_g15345.t1	SGUI1_22170.1
OG0003549	FhHiC23_g16347.t1	SGUI1_88450.1, SGUI1_88450.2
OG0003550	FhHiC23_g4966.t1, FhHiC23_g4967.t1	SGUI1_37390.1, SGUI1_37390.2
OG0003551	FhHiC23_g7103.t1	SGUI1_64810.3, SGUI1_64810.1, SGUI1_64810.2
OG0003552	FhHiC23_g7208.t1	SGUI1_58330.1, SGUI1_58330.2
OG0003553	FhHiC23_g7376.t1	SGUI1_9120.1, SGUI1_9130.1
OG0003554	FhHiC23_g7526.t1	SGUI1_69550.2, SGUI1_69550.3, SGUI1_69550.4, SGUI1_69550.5, SGUI1_69550.6, SGUI1_69550.1
OG0003577	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3	SGUI1_44480.1
OG0003579	FhHiC23_g14411.t1, FhHiC23_g14410.t1	SGUI1_36510.1
OG0003580	FhHiC23_g11768.t1	SGUI1_15510.2, SGUI1_15510.3, SGUI1_15510.1
OG0003581	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3	SGUI1_41230.1
OG0003582	FhHiC23_g8386.t1, FhHiC23_g8388.t1	SGUI1_57660.1
OG0003583	FhHiC23_g13274.t1	SGUI1_2830.1
OG0003584	FhHiC23_g7561.t1	SGUI1_62060.1, SGUI1_62060.2
OG0003585	FhHiC23_g4051.t1	SGUI1_84420.1
OG0003586	FhHiC23_g14051.t1	SGUI1_45010.1, SGUI1_45010.2
OG0003587	FhHiC23_g11480.t2, FhHiC23_g11480.t1	SGUI1_10120.1
OG0003588	FhHiC23_g11722.t1	SGUI1_15800.1
OG0003589	FhHiC23_g3204.t1, FhHiC23_g3205.t1	SGUI1_71510.1
OG0003590	FhHiC23_g12301.t1, FhHiC23_g12301.t2	SGUI1_5970.1
OG0003591	FhHiC23_g6986.t1	SGUI1_59610.1
OG0003592	FhHiC23_g2464.t1, FhHiC23_g2464.t2	SGUI1_73850.3, SGUI1_73860.1
OG0003593	FhHiC23_g5817.t1, FhHiC23_g5817.t2	SGUI1_33170.1
OG0003594	FhHiC23_g15075.t1	SGUI1_15190.1
OG0003595	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1	SGUI1_85810.1
OG0003596	FhHiC23_g523.t1, FhHiC23_g523.t2	SGUI1_52960.6, SGUI1_52960.2, SGUI1_52960.4, SGUI1_52960.1, SGUI1_52960.5, SGUI1_52960.3
OG0003597	FhHiC23_g2322.t1	SGUI1_73410.3, SGUI1_73410.1, SGUI1_73410.2, SGUI1_73410.4
OG0003598	FhHiC23_g5777.t1, FhHiC23_g5777.t2	SGUI1_36150.1
OG0003599	FhHiC23_g10643.t1, FhHiC23_g10643.t2	SGUI1_12420.1
OG0003600	FhHiC23_g12565.t1	SGUI1_4890.1
OG0003601	FhHiC23_g9713.t1	SGUI1_27290.1
OG0003602	FhHiC23_g7579.t1	SGUI1_65130.1, SGUI1_65130.2, SGUI1_65130.4, SGUI1_65130.3
OG0003603	FhHiC23_g2283.t1	SGUI1_71430.1
OG0003604	FhHiC23_g12486.t1	SGUI1_990.1
OG0003605	FhHiC23_g11683.t1, FhHiC23_g11683.t2	SGUI1_16090.1, SGUI1_16090.2
OG0003606	FhHiC23_g5553.t1	SGUI1_34050.1
OG0003607	FhHiC23_g15477.t1, FhHiC23_g15479.t1	SGUI1_14780.1
OG0003608	FhHiC23_g6344.t1	SGUI1_36090.1, SGUI1_36090.2
OG0003609	FhHiC23_g5772.t1	SGUI1_24260.2, SGUI1_24260.1
OG0003610	FhHiC23_g15972.t1	SGUI1_88830.1
OG0003611	FhHiC23_g1399.t1	SGUI1_54330.1
OG0003612	FhHiC23_g7366.t1	SGUI1_59730.1
OG0003613	FhHiC23_g7875.t1	SGUI1_68620.1
OG0003614	FhHiC23_g8173.t1	SGUI1_59540.1
OG0003615	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2	SGUI1_38780.1, SGUI1_38780.2
OG0003616	FhHiC23_g10961.t1, FhHiC23_g10961.t2	SGUI1_17240.3, SGUI1_17240.2, SGUI1_17240.1
OG0003617	FhHiC23_g8528.t1	SGUI1_61000.1
OG0003618	FhHiC23_g9752.t1	SGUI1_24090.1, SGUI1_24090.2, SGUI1_24090.3, SGUI1_24090.4, SGUI1_24090.5
OG0003620	FhHiC23_g3316.t1	SGUI1_49000.1
OG0003622	FhHiC23_g4004.t1, FhHiC23_g2095.t1	SGUI1_70890.1
OG0003623	FhHiC23_g406.t1	SGUI1_50010.1, SGUI1_50020.1
OG0003624	FhHiC23_g12955.t1	SGUI1_10990.1
OG0003625	FhHiC23_g16381.t1	SGUI1_86440.1
OG0003626	FhHiC23_g3677.t1	SGUI1_85870.1
OG0003627	FhHiC23_g3675.t1	SGUI1_85650.1, SGUI1_85650.2
OG0003628	FhHiC23_g6142.t1	SGUI1_33420.2, SGUI1_33420.3, SGUI1_33420.1, SGUI1_33420.4, SGUI1_33420.7, SGUI1_33420.5, SGUI1_33420.6
OG0003630	FhHiC23_g6475.t1	SGUI1_35690.1, SGUI1_35690.2
OG0003631	FhHiC23_g2763.t1	SGUI1_79090.1
OG0003632	FhHiC23_g8058.t1	SGUI1_64850.1, SGUI1_64850.2
OG0003633	FhHiC23_g1329.t1	SGUI1_53410.1
OG0003634	FhHiC23_g2686.t1, FhHiC23_g2686.t2	SGUI1_78420.1
OG0003635	FhHiC23_g1014.t1	SGUI1_76910.1
OG0003636	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4	SGUI1_74170.1, SGUI1_74170.2, SGUI1_74170.3
OG0003637	FhHiC23_g7042.t1	SGUI1_67870.1
OG0003638	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4, FhHiC23_g1854.t1, FhHiC23_g1854.t5	SGUI1_54200.1
OG0003639	FhHiC23_g1855.t1, FhHiC23_g1855.t2	SGUI1_54230.1, SGUI1_54220.1
OG0003640	FhHiC23_g13721.t1, FhHiC23_g13721.t2	SGUI1_4540.1
OG0003641	FhHiC23_g2336.t1	SGUI1_76120.1
OG0003642	FhHiC23_g1892.t1, FhHiC23_g1892.t2, FhHiC23_g1893.t1	SGUI1_56780.1
