Orthogroup	fasciola_hepatica	schistosoma_guineensis
OG0005849	FhHiC23_g9683.t1, FhHiC23_g9684.t1	SGUI1_97190.1
OG0005850	FhHiC23_g6052.t1, FhHiC23_g6052.t2	SGUI1_35100.1
OG0005851	FhHiC23_g1271.t1	SGUI1_56990.1
OG0005852	FhHiC23_g5191.t1, FhHiC23_g5191.t3	SGUI1_30060.1
OG0005853	FhHiC23_g2506.t1	SGUI1_76820.1
OG0005854	FhHiC23_g1182.t1, FhHiC23_g1182.t2	SGUI1_79110.1
OG0005855	FhHiC23_g4813.t1	SGUI1_37450.1
OG0005856	FhHiC23_g16070.t1	SGUI1_86420.1
OG0005857	FhHiC23_g7222.t1	SGUI1_67320.1
OG0005858	FhHiC23_g13214.t1, FhHiC23_g15263.t1, FhHiC23_g9047.t1, FhHiC23_g16455.t1, FhHiC23_g5332.t1, FhHiC23_g12837.t1, FhHiC23_g13747.t1, FhHiC23_g11415.t1, FhHiC23_g11190.t1, FhHiC23_g5078.t1, FhHiC23_g7682.t1, FhHiC23_g4335.t1, FhHiC23_g4277.t1, FhHiC23_g9197.t1, FhHiC23_g14158.t1, FhHiC23_g15515.t1, FhHiC23_g7000.t1, FhHiC23_g10405.t1, FhHiC23_g14555.t1	SGUI1_5130.1
OG0005859	FhHiC23_g11280.t1	SGUI1_16850.1
OG0005860	FhHiC23_g12614.t1, FhHiC23_g4353.t1	SGUI1_72940.1
OG0005861	FhHiC23_g14293.t1	SGUI1_43260.1
OG0005862	FhHiC23_g14730.t1	SGUI1_42590.1, SGUI1_42590.2
OG0005863	FhHiC23_g1497.t1	SGUI1_48300.1
OG0005864	FhHiC23_g15145.t1	SGUI1_21680.1, SGUI1_21680.2
OG0005865	FhHiC23_g15518.t1	SGUI1_19250.1, SGUI1_19250.2, SGUI1_19250.3
OG0005866	FhHiC23_g2372.t1	SGUI1_72370.1
OG0005867	FhHiC23_g5571.t1	SGUI1_28230.1, SGUI1_28230.2
OG0005869	FhHiC23_g9241.t1	SGUI1_93310.1
OG0005892	FhHiC23_g5849.t1	SGUI1_37350.1
OG0005893	FhHiC23_g5847.t1	SGUI1_39070.1
OG0005894	FhHiC23_g11592.t1	SGUI1_10460.1
OG0005895	FhHiC23_g9396.t2, FhHiC23_g9396.t1	SGUI1_94150.1
OG0005896	FhHiC23_g14407.t1	SGUI1_40750.1
OG0005897	FhHiC23_g6040.t1	SGUI1_93980.1
OG0005898	FhHiC23_g14585.t1	SGUI1_43730.1, SGUI1_43730.2
OG0005899	FhHiC23_g9107.t1	SGUI1_94010.1
OG0005900	FhHiC23_g4689.t1	SGUI1_31170.1
OG0005901	FhHiC23_g7419.t1	SGUI1_60100.1
OG0005902	FhHiC23_g12809.t1, FhHiC23_g11764.t1	SGUI1_7200.1
OG0005903	FhHiC23_g12906.t1	SGUI1_5090.1
OG0005904	FhHiC23_g10061.t1	SGUI1_23310.1
OG0005905	FhHiC23_g7747.t1	SGUI1_68170.1
OG0005906	FhHiC23_g2849.t1	SGUI1_74090.1
OG0005907	FhHiC23_g592.t1	SGUI1_41420.1
OG0005908	FhHiC23_g4726.t1	SGUI1_39630.1
OG0005909	FhHiC23_g11478.t1	SGUI1_14070.1
OG0005910	FhHiC23_g2819.t1	SGUI1_76730.1
OG0005911	FhHiC23_g9959.t2, FhHiC23_g9959.t1	SGUI1_95430.2, SGUI1_95430.1
OG0005912	FhHiC23_g9435.t1	SGUI1_95250.1
OG0005913	FhHiC23_g16011.t1	SGUI1_89550.1
OG0005914	FhHiC23_g1660.t1, FhHiC23_g1660.t2	SGUI1_76360.1
OG0005915	FhHiC23_g12701.t1	SGUI1_7780.1
OG0005916	FhHiC23_g11995.t2, FhHiC23_g11995.t1	SGUI1_18410.1
OG0005917	FhHiC23_g8163.t1	SGUI1_65750.1
OG0005918	FhHiC23_g5814.t1, FhHiC23_g5814.t3	SGUI1_33150.1
OG0005919	FhHiC23_g15110.t1	SGUI1_22040.1
OG0005920	FhHiC23_g13306.t1	SGUI1_2810.1
OG0005921	FhHiC23_g7067.t1	SGUI1_69700.1
OG0005922	FhHiC23_g15571.t1	SGUI1_21150.1
OG0005923	FhHiC23_g5086.t1	SGUI1_29000.1
OG0005924	FhHiC23_g11685.t1, FhHiC23_g11684.t1	SGUI1_16070.1, SGUI1_16060.1
OG0005925	FhHiC23_g2675.t1	SGUI1_70670.1
OG0005926	FhHiC23_g7535.t1	SGUI1_62300.1
OG0005927	FhHiC23_g9268.t2, FhHiC23_g9268.t1, FhHiC23_g9268.t3	SGUI1_26250.1
OG0005928	FhHiC23_g8145.t1	SGUI1_68720.1, SGUI1_68720.2
OG0005929	FhHiC23_g7449.t1, FhHiC23_g7448.t1, FhHiC23_g7447.t1	SGUI1_61860.1
OG0005930	FhHiC23_g2774.t1	SGUI1_80230.1
OG0005931	FhHiC23_g2417.t1, FhHiC23_g2417.t2	SGUI1_73160.1
OG0005932	FhHiC23_g13319.t1, FhHiC23_g13319.t2	SGUI1_2230.1
OG0005933	FhHiC23_g14533.t1, FhHiC23_g14533.t2	SGUI1_41920.1
OG0005934	FhHiC23_g15179.t1, FhHiC23_g15179.t2	SGUI1_20400.1
OG0005935	FhHiC23_g4877.t1, FhHiC23_g4879.t1	SGUI1_31890.1
OG0005936	FhHiC23_g8529.t1, FhHiC23_g8529.t2	SGUI1_61720.1
OG0005937	FhHiC23_g16153.t1	SGUI1_89760.1
OG0005938	FhHiC23_g2476.t1	SGUI1_73040.3, SGUI1_73040.4, SGUI1_73040.1, SGUI1_73040.2
OG0005939	FhHiC23_g9152.t1, FhHiC23_g9600.t1	SGUI1_59880.1
OG0005940	FhHiC23_g6620.t1, FhHiC23_g6620.t2	SGUI1_27160.1
OG0005941	FhHiC23_g9190.t1, FhHiC23_g9190.t2	SGUI1_94760.1
OG0005942	FhHiC23_g3814.t1, FhHiC23_g3813.t1	SGUI1_83480.1, SGUI1_83480.2, SGUI1_83480.3
OG0005943	FhHiC23_g11217.t1	SGUI1_14510.1
OG0005944	FhHiC23_g8360.t1, FhHiC23_g8361.t1	SGUI1_60430.1
OG0005945	FhHiC23_g13189.t1, FhHiC23_g13189.t2	SGUI1_2750.1
OG0005946	FhHiC23_g15588.t1	SGUI1_19590.1
OG0005947	FhHiC23_g11726.t1, FhHiC23_g11726.t2	SGUI1_13680.1, SGUI1_13760.1
OG0005948	FhHiC23_g6532.t1	SGUI1_34990.1
OG0005949	FhHiC23_g12746.t1, FhHiC23_g12746.t2	SGUI1_9540.1
OG0005950	FhHiC23_g987.t1	SGUI1_50090.1
OG0005951	FhHiC23_g11778.t1	SGUI1_6070.1
OG0005952	FhHiC23_g4032.t1, FhHiC23_g4032.t2	SGUI1_83010.1
OG0005953	FhHiC23_g7675.t1	SGUI1_68970.1
OG0005954	FhHiC23_g15535.t1	SGUI1_20150.1
OG0005955	FhHiC23_g16357.t1	SGUI1_91700.1
OG0005956	FhHiC23_g5605.t1	SGUI1_30280.1
OG0005957	FhHiC23_g9801.t1	SGUI1_23740.1
OG0005958	FhHiC23_g2899.t1	SGUI1_74480.1
OG0005959	FhHiC23_g6241.t1, FhHiC23_g6242.t1	SGUI1_39080.1
OG0005960	FhHiC23_g15196.t1, FhHiC23_g15196.t2	SGUI1_85640.1
OG0005961	FhHiC23_g6915.t1	SGUI1_68880.1
OG0005962	FhHiC23_g9662.t2, FhHiC23_g9662.t1	SGUI1_93030.1
OG0005963	FhHiC23_g7805.t1	SGUI1_62830.1
OG0005964	FhHiC23_g5537.t1, FhHiC23_g5537.t2	SGUI1_31960.1
OG0005966	FhHiC23_g15844.t1	SGUI1_87860.1
OG0005967	FhHiC23_g1540.t2	SGUI1_73210.1
OG0005968	FhHiC23_g11226.t1	SGUI1_12870.1
OG0005969	FhHiC23_g14884.t1	SGUI1_43300.1, SGUI1_43300.2
OG0005970	FhHiC23_g15384.t2, FhHiC23_g15384.t1	SGUI1_21500.1
OG0005971	FhHiC23_g10175.t1, FhHiC23_g10175.t2	SGUI1_25500.1
OG0005972	FhHiC23_g363.t1	SGUI1_54420.1
OG0005973	FhHiC23_g14645.t1	SGUI1_44310.1
OG0005974	FhHiC23_g15410.t1	SGUI1_21810.1
OG0005975	FhHiC23_g12387.t1, FhHiC23_g16296.t1	SGUI1_71470.1
OG0005977	FhHiC23_g1833.t1, FhHiC23_g1833.t2	SGUI1_52150.1
OG0005978	FhHiC23_g16148.t1	SGUI1_86720.1, SGUI1_86720.2
OG0005979	FhHiC23_g9946.t1	SGUI1_27860.1
OG0005980	FhHiC23_g2177.t1, FhHiC23_g2177.t2	SGUI1_56650.1
OG0005981	FhHiC23_g9135.t1	SGUI1_93530.1
OG0005982	FhHiC23_g8273.t2, FhHiC23_g8273.t1	SGUI1_65080.1
OG0005983	FhHiC23_g1607.t1	SGUI1_48560.1, SGUI1_48560.2
OG0005984	FhHiC23_g6959.t1	SGUI1_65950.1
OG0005985	FhHiC23_g10265.t1, FhHiC23_g10265.t2	SGUI1_27750.1
OG0005986	FhHiC23_g15497.t1, FhHiC23_g15495.t1	SGUI1_20110.1
OG0005987	FhHiC23_g15494.t1	SGUI1_20100.1
OG0005988	FhHiC23_g9880.t1	SGUI1_96230.1
OG0005989	FhHiC23_g4558.t1	SGUI1_81840.1
OG0005990	FhHiC23_g2001.t1	SGUI1_56620.1
OG0005991	FhHiC23_g996.t1	SGUI1_54440.1
OG0005992	FhHiC23_g2103.t1	SGUI1_47200.1
OG0005993	FhHiC23_g1092.t1	SGUI1_78320.1, SGUI1_78320.2
OG0005994	FhHiC23_g866.t1	SGUI1_53970.1
OG0005995	FhHiC23_g3000.t1	SGUI1_70860.1
OG0005996	FhHiC23_g15315.t1	SGUI1_18880.1
OG0005997	FhHiC23_g12371.t2	SGUI1_1010.1
OG0005998	FhHiC23_g1942.t1	SGUI1_47930.1
OG0005999	FhHiC23_g1287.t1	SGUI1_80570.1, SGUI1_80570.2
OG0006000	FhHiC23_g11886.t1	SGUI1_11350.1, SGUI1_11350.2
OG0006001	FhHiC23_g16839.t1	SGUI1_88250.2, SGUI1_88250.1
OG0006002	FhHiC23_g1726.t1, FhHiC23_g1726.t2	SGUI1_52060.1
OG0006004	FhHiC23_g1281.t1	SGUI1_49770.1
OG0006005	FhHiC23_g901.t1, FhHiC23_g901.t2	SGUI1_73370.1
OG0006006	FhHiC23_g569.t1	SGUI1_46380.1
OG0006007	FhHiC23_g15538.t2, FhHiC23_g15538.t1	SGUI1_19930.1
OG0006008	FhHiC23_g865.t1	SGUI1_71980.1
OG0006009	FhHiC23_g4195.t1	SGUI1_83410.3, SGUI1_83410.1, SGUI1_83410.2
OG0006010	FhHiC23_g4127.t1	SGUI1_81140.1
OG0006011	FhHiC23_g8283.t1	SGUI1_65460.1
OG0006012	FhHiC23_g7335.t1	SGUI1_66700.1
OG0006013	FhHiC23_g15319.t2, FhHiC23_g15319.t1, FhHiC23_g15319.t3	SGUI1_21550.2, SGUI1_21550.1
OG0006014	FhHiC23_g2723.t2, FhHiC23_g2723.t1, FhHiC23_g2723.t3	SGUI1_74810.1
OG0006015	FhHiC23_g3042.t2, FhHiC23_g3042.t1	SGUI1_75450.1
OG0006016	FhHiC23_g1510.t1	SGUI1_79810.1
OG0006017	FhHiC23_g1509.t2, FhHiC23_g1509.t1	SGUI1_79820.1
OG0006018	FhHiC23_g4325.t1	SGUI1_89580.1
OG0006019	FhHiC23_g3893.t1, FhHiC23_g3893.t2	SGUI1_85590.1
OG0006020	FhHiC23_g15201.t1	SGUI1_19690.1, SGUI1_19690.4, SGUI1_19690.5, SGUI1_19690.2, SGUI1_19690.3, SGUI1_19690.6
OG0006021	FhHiC23_g216.t1	SGUI1_76570.1, SGUI1_76570.2
OG0006022	FhHiC23_g7316.t1	SGUI1_62430.1, SGUI1_62430.2
OG0006023	FhHiC23_g14941.t1, FhHiC23_g14941.t2, FhHiC23_g14941.t3	SGUI1_18120.1
OG0006024	FhHiC23_g2199.t1	SGUI1_46990.1
OG0006025	FhHiC23_g11509.t1, FhHiC23_g11509.t2	SGUI1_14600.1
OG0006026	FhHiC23_g12854.t1	SGUI1_1150.1
OG0006027	FhHiC23_g9544.t1	SGUI1_24400.1, SGUI1_24400.2, SGUI1_24400.3
OG0006028	FhHiC23_g10.t1	SGUI1_49540.1
OG0006029	FhHiC23_g2054.t1	SGUI1_56430.1
OG0006030	FhHiC23_g5285.t3, FhHiC23_g5285.t1, FhHiC23_g5285.t2	SGUI1_34240.1
OG0006031	FhHiC23_g15258.t1	SGUI1_18810.1
OG0006032	FhHiC23_g11143.t1	SGUI1_9450.1
OG0006033	FhHiC23_g4960.t2, FhHiC23_g4960.t1	SGUI1_41160.1
OG0006034	FhHiC23_g14537.t1, FhHiC23_g14537.t2	SGUI1_43510.1, SGUI1_43510.2
OG0006035	FhHiC23_g1739.t1	SGUI1_56360.3, SGUI1_56360.1, SGUI1_56360.2
OG0006036	FhHiC23_g3794.t1, FhHiC23_g3794.t2, FhHiC23_g3794.t3	SGUI1_83680.1
OG0006037	FhHiC23_g3495.t1	SGUI1_84690.1
OG0006038	FhHiC23_g14385.t1	SGUI1_43450.1
OG0006039	FhHiC23_g1139.t2, FhHiC23_g1139.t1	SGUI1_51020.1
OG0006040	FhHiC23_g7109.t1	SGUI1_57670.1, SGUI1_57910.1
OG0006042	FhHiC23_g5827.t2, FhHiC23_g5827.t1	SGUI1_31230.1
OG0006043	FhHiC23_g11902.t1	SGUI1_17900.1, SGUI1_17900.2
OG0006044	FhHiC23_g8374.t1, FhHiC23_g8557.t1	SGUI1_69230.1
OG0006045	FhHiC23_g5156.t1	SGUI1_36040.1
OG0006046	FhHiC23_g11868.t1	SGUI1_12180.1
OG0006047	FhHiC23_g6576.t1	SGUI1_33250.1
OG0006049	FhHiC23_g5738.t1	SGUI1_40520.1
OG0006050	FhHiC23_g8371.t1	SGUI1_61850.1
OG0006051	FhHiC23_g10632.t1	SGUI1_6770.2, SGUI1_6770.1, SGUI1_6770.3
OG0006052	FhHiC23_g2636.t2, FhHiC23_g2636.t1	SGUI1_73060.1
OG0006053	FhHiC23_g4537.t1	SGUI1_68000.1
OG0006054	FhHiC23_g8430.t1	SGUI1_64250.1
OG0006055	FhHiC23_g12758.t1	SGUI1_4470.1
OG0006056	FhHiC23_g15125.t1	SGUI1_14680.1, SGUI1_14680.2, SGUI1_14680.3, SGUI1_14680.4
OG0006057	FhHiC23_g6122.t1	SGUI1_30390.1
OG0006058	FhHiC23_g11002.t1	SGUI1_17430.1
OG0006059	FhHiC23_g1362.t1	SGUI1_72950.1
OG0006060	FhHiC23_g11590.t1	SGUI1_3290.1
OG0006061	FhHiC23_g3769.t1	SGUI1_85480.1, SGUI1_85480.2, SGUI1_85480.3
OG0006062	FhHiC23_g14502.t1	SGUI1_35610.1
OG0006063	FhHiC23_g14824.t1	SGUI1_45170.1
OG0006064	FhHiC23_g2309.t1, FhHiC23_g2309.t2	SGUI1_70220.1
OG0006065	FhHiC23_g12911.t1	SGUI1_11540.1
OG0006066	FhHiC23_g11984.t1, FhHiC23_g11985.t1	SGUI1_8360.1
OG0006067	FhHiC23_g14883.t1	SGUI1_43310.1
OG0006068	FhHiC23_g6548.t1, FhHiC23_g14880.t1	SGUI1_40990.1
OG0006069	FhHiC23_g4612.t1, FhHiC23_g4612.t2	SGUI1_34040.1
OG0006070	FhHiC23_g8580.t1, FhHiC23_g8580.t2	SGUI1_66820.1
OG0006071	FhHiC23_g776.t1	SGUI1_77160.1
OG0006072	FhHiC23_g3822.t1	SGUI1_83610.1
OG0006073	FhHiC23_g1191.t1	SGUI1_52850.1
OG0006075	FhHiC23_g10376.t1	SGUI1_25490.1
OG0006076	FhHiC23_g1138.t1	SGUI1_51010.1
OG0006077	FhHiC23_g14622.t1, FhHiC23_g14622.t2	SGUI1_41870.1
OG0006078	FhHiC23_g5263.t1	SGUI1_24430.1, SGUI1_24430.2, SGUI1_24430.3, SGUI1_24430.4
OG0006079	FhHiC23_g2384.t1	SGUI1_51960.1, SGUI1_51960.2
OG0006080	FhHiC23_g4973.t1, FhHiC23_g4973.t2	SGUI1_32460.1, SGUI1_97160.1
OG0006081	FhHiC23_g13247.t1, FhHiC23_g13247.t2	SGUI1_1780.1
OG0006082	FhHiC23_g14271.t1, FhHiC23_g14268.t1, FhHiC23_g14268.t2	SGUI1_41690.1
OG0006083	FhHiC23_g3965.t1	SGUI1_84250.1
OG0006084	FhHiC23_g9072.t1	SGUI1_22530.1
OG0006085	FhHiC23_g1500.t1	SGUI1_73560.1
OG0006086	FhHiC23_g5056.t2, FhHiC23_g5056.t1	SGUI1_24140.1, SGUI1_24140.3, SGUI1_24140.2
OG0006088	FhHiC23_g2603.t1	SGUI1_71340.1
OG0006089	FhHiC23_g11135.t1	SGUI1_10380.2, SGUI1_10380.3, SGUI1_10380.4, SGUI1_10380.1
OG0006091	FhHiC23_g3114.t1	SGUI1_80890.1
OG0006092	FhHiC23_g11153.t1	SGUI1_13180.1
OG0006093	FhHiC23_g1828.t1, FhHiC23_g1828.t2	SGUI1_55150.1
OG0006094	FhHiC23_g91.t1, FhHiC23_g92.t1	SGUI1_51290.1
OG0006095	FhHiC23_g4131.t1, FhHiC23_g4131.t2	SGUI1_81320.1
OG0006096	FhHiC23_g10989.t1, FhHiC23_g10989.t2	SGUI1_18440.1
OG0006097	FhHiC23_g793.t2, FhHiC23_g793.t1	SGUI1_77150.1
OG0006098	FhHiC23_g8962.t1	SGUI1_24950.1
OG0006100	FhHiC23_g15687.t1	SGUI1_16740.1
OG0006101	FhHiC23_g6551.t1	SGUI1_37300.1
OG0006102	FhHiC23_g3089.t1	SGUI1_78530.1
OG0006103	FhHiC23_g14597.t1	SGUI1_37900.1
OG0006104	FhHiC23_g8408.t1	SGUI1_67080.1
OG0006105	FhHiC23_g3810.t1, FhHiC23_g3811.t1	SGUI1_81430.1
OG0006106	FhHiC23_g8473.t1	SGUI1_60250.1
OG0006107	FhHiC23_g388.t1	SGUI1_74560.1
OG0006108	FhHiC23_g4575.t1	SGUI1_84330.1
OG0006109	FhHiC23_g176.t1, FhHiC23_g176.t2, FhHiC23_g176.t3	SGUI1_70510.1
OG0006110	FhHiC23_g16646.t1	SGUI1_90680.1
OG0006111	FhHiC23_g12070.t1, FhHiC23_g12070.t2	SGUI1_2070.1
OG0006112	FhHiC23_g16834.t1, FhHiC23_g16835.t1, FhHiC23_g16835.t2	SGUI1_88240.1, SGUI1_88240.2
OG0006113	FhHiC23_g12997.t1, FhHiC23_g12997.t2	SGUI1_3730.1
OG0006115	FhHiC23_g10209.t1	SGUI1_26840.1
OG0006116	FhHiC23_g2097.t1	SGUI1_47270.1, SGUI1_47270.2
OG0006117	FhHiC23_g2065.t1	SGUI1_56560.1
OG0006118	FhHiC23_g1888.t1	SGUI1_56820.1
OG0006119	FhHiC23_g2865.t1	SGUI1_55020.1
OG0006120	FhHiC23_g13891.t1, FhHiC23_g13891.t2	SGUI1_42410.1
OG0006121	FhHiC23_g15697.t1	SGUI1_21920.1
OG0006122	FhHiC23_g6542.t1	SGUI1_29310.1
OG0006123	FhHiC23_g8348.t1	SGUI1_60690.1, SGUI1_60690.2
OG0006125	FhHiC23_g2620.t1	SGUI1_74680.1
OG0006126	FhHiC23_g7553.t1	SGUI1_62480.1
OG0006127	FhHiC23_g14152.t1, FhHiC23_g14154.t1	SGUI1_43120.1, SGUI1_43120.2
OG0006128	FhHiC23_g14700.t1	SGUI1_36910.1
OG0006129	FhHiC23_g11551.t1	SGUI1_12700.1
OG0006130	FhHiC23_g10266.t1	SGUI1_27730.1
OG0006131	FhHiC23_g4501.t1	SGUI1_63410.1
OG0006132	FhHiC23_g1879.t1	SGUI1_51680.1
OG0006133	FhHiC23_g7841.t1	SGUI1_69310.1
OG0006134	FhHiC23_g15624.t1	SGUI1_20270.1
OG0006135	FhHiC23_g12154.t1, FhHiC23_g12154.t2	SGUI1_1980.1
OG0006136	FhHiC23_g2947.t1	SGUI1_77220.1
OG0006137	FhHiC23_g15289.t1, FhHiC23_g15289.t2	SGUI1_19750.1
OG0006138	FhHiC23_g12714.t1	SGUI1_7310.1
OG0006139	FhHiC23_g10820.t1	SGUI1_12410.1, SGUI1_13800.1
OG0006140	FhHiC23_g2741.t1	SGUI1_73680.1
OG0006141	FhHiC23_g5001.t1	SGUI1_30460.1
OG0006142	FhHiC23_g2622.t2, FhHiC23_g2622.t1	SGUI1_80010.1
OG0006143	FhHiC23_g15276.t1	SGUI1_18230.1
OG0006144	FhHiC23_g8043.t1	SGUI1_61380.1
OG0006145	FhHiC23_g5655.t1, FhHiC23_g5655.t2	SGUI1_38710.1
OG0006146	FhHiC23_g3360.t2, FhHiC23_g3360.t1	SGUI1_78410.1
OG0006147	FhHiC23_g16258.t1	SGUI1_88660.1, SGUI1_88660.2
OG0006148	FhHiC23_g7163.t1	SGUI1_69440.1
OG0006149	FhHiC23_g11240.t1	SGUI1_6820.1
OG0006150	FhHiC23_g5497.t1	SGUI1_31560.1, SGUI1_31560.2
OG0006151	FhHiC23_g6168.t1, FhHiC23_g14640.t1	SGUI1_41610.1
OG0006152	FhHiC23_g16207.t1	SGUI1_89650.1
OG0006153	FhHiC23_g8148.t1, FhHiC23_g8149.t1	SGUI1_60840.1
OG0006154	FhHiC23_g16827.t1, FhHiC23_g16827.t2, FhHiC23_g16827.t3	SGUI1_86520.1
OG0006155	FhHiC23_g15173.t1	SGUI1_20880.1
OG0006156	FhHiC23_g2942.t1	SGUI1_77240.1
OG0006157	FhHiC23_g14532.t1	SGUI1_44970.1
OG0006158	FhHiC23_g15203.t1	SGUI1_19780.1
OG0006159	FhHiC23_g10247.t1, FhHiC23_g10247.t2	SGUI1_23010.1
OG0006160	FhHiC23_g11040.t1	SGUI1_16170.1
OG0006161	FhHiC23_g3511.t2, FhHiC23_g3511.t1	SGUI1_85400.1
OG0006162	FhHiC23_g15143.t1	SGUI1_18600.1
OG0006163	FhHiC23_g13046.t1	SGUI1_1590.1
OG0006164	FhHiC23_g12364.t1	SGUI1_430.1
OG0006165	FhHiC23_g14342.t1, FhHiC23_g2782.t1	SGUI1_70720.1
OG0006166	FhHiC23_g490.t1, FhHiC23_g490.t2	SGUI1_47390.1
OG0006167	FhHiC23_g3566.t1, FhHiC23_g3567.t1	SGUI1_81520.1
OG0006168	FhHiC23_g16071.t1	SGUI1_90780.1
OG0006170	FhHiC23_g11809.t1	SGUI1_12560.1, SGUI1_12520.1
OG0006171	FhHiC23_g13369.t1, FhHiC23_g13369.t2	SGUI1_3880.1
OG0006172	FhHiC23_g14266.t1, FhHiC23_g14266.t2	SGUI1_44050.1
OG0006173	FhHiC23_g15447.t1	SGUI1_19470.1, SGUI1_19470.2
OG0006174	FhHiC23_g15596.t1	SGUI1_18870.1
OG0006175	FhHiC23_g16122.t1, FhHiC23_g16122.t2, FhHiC23_g16125.t1	SGUI1_87980.1
OG0006176	FhHiC23_g16194.t1	SGUI1_91020.1
OG0006177	FhHiC23_g16609.t1	SGUI1_87680.1
OG0006178	FhHiC23_g16825.t1	SGUI1_87220.1, SGUI1_87220.2
OG0006179	FhHiC23_g2087.t1	SGUI1_46100.1
OG0006180	FhHiC23_g319.t1	SGUI1_51590.1, SGUI1_51590.2
OG0006181	FhHiC23_g371.t1	SGUI1_79790.2, SGUI1_79790.1, SGUI1_79790.3
OG0006182	FhHiC23_g4673.t1	SGUI1_32260.1, SGUI1_32260.2
OG0006183	FhHiC23_g4974.t1	SGUI1_32450.1, SGUI1_32450.2
OG0006184	FhHiC23_g5728.t1	SGUI1_40390.1
OG0006185	FhHiC23_g734.t1, FhHiC23_g735.t1, FhHiC23_g735.t2	SGUI1_47810.1
OG0006186	FhHiC23_g9670.t1	SGUI1_93210.1
OG0006225	FhHiC23_g8111.t1	SGUI1_67110.1
OG0006226	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1	SGUI1_9440.1
OG0006227	FhHiC23_g11745.t1, FhHiC23_g11745.t2	SGUI1_10580.1
OG0006228	FhHiC23_g9695.t1	SGUI1_26120.1
OG0006229	FhHiC23_g11595.t1	SGUI1_15460.1
OG0006230	FhHiC23_g10093.t1, FhHiC23_g9429.t1	SGUI1_93670.1
OG0006231	FhHiC23_g14046.t1, FhHiC23_g14046.t2	SGUI1_40610.1
OG0006233	FhHiC23_g12900.t1	SGUI1_44320.1
OG0006234	FhHiC23_g12144.t1	SGUI1_13540.1
OG0006235	FhHiC23_g9280.t1, FhHiC23_g9280.t2	SGUI1_25430.1
OG0006236	FhHiC23_g7354.t1	SGUI1_69210.1
OG0006237	FhHiC23_g15827.t1	SGUI1_40180.1
OG0006238	FhHiC23_g5038.t2, FhHiC23_g5038.t1	SGUI1_31430.1
OG0006239	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1	SGUI1_77600.1
OG0006240	FhHiC23_g4205.t1	SGUI1_83640.1
OG0006241	FhHiC23_g307.t2, FhHiC23_g307.t1	SGUI1_56160.1
OG0006242	FhHiC23_g15579.t1	SGUI1_14730.1
OG0006243	FhHiC23_g14353.t1	SGUI1_44070.1
OG0006244	FhHiC23_g8262.t1	SGUI1_69600.1
OG0006245	FhHiC23_g1235.t1	SGUI1_55530.1
OG0006246	FhHiC23_g4287.t1	SGUI1_82250.1
OG0006247	FhHiC23_g16010.t1, FhHiC23_g16010.t2	SGUI1_89540.1
OG0006248	FhHiC23_g16672.t1	SGUI1_91340.1
OG0006249	FhHiC23_g648.t1, FhHiC23_g648.t2	SGUI1_45940.1
OG0006250	FhHiC23_g6015.t1, FhHiC23_g6015.t2	SGUI1_32810.1
OG0006251	FhHiC23_g11772.t1, FhHiC23_g11772.t2, FhHiC23_g11772.t3	SGUI1_15940.1
OG0006252	FhHiC23_g5283.t1	SGUI1_34370.1
OG0006253	FhHiC23_g16040.t1	SGUI1_89810.1
OG0006254	FhHiC23_g12719.t1, FhHiC23_g12719.t2	SGUI1_2280.1
OG0006255	FhHiC23_g5997.t1	SGUI1_35770.1, SGUI1_35770.2
OG0006256	FhHiC23_g5647.t1, FhHiC23_g5647.t2	SGUI1_39840.1
OG0006257	FhHiC23_g9246.t1, FhHiC23_g9244.t1	SGUI1_94220.1
OG0006258	FhHiC23_g7028.t1	SGUI1_67430.1
OG0006259	FhHiC23_g16316.t1	SGUI1_89710.1
OG0006260	FhHiC23_g10392.t1	SGUI1_23600.1
OG0006261	FhHiC23_g2279.t1	SGUI1_77000.1
OG0006262	FhHiC23_g6836.t1	SGUI1_68860.1
OG0006263	FhHiC23_g15062.t1, FhHiC23_g3693.t1	SGUI1_84400.1
OG0006264	FhHiC23_g2626.t1	SGUI1_78140.1, SGUI1_78140.2
OG0006265	FhHiC23_g9634.t1	SGUI1_22510.1
OG0006266	FhHiC23_g1135.t1	SGUI1_50790.1
OG0006267	FhHiC23_g14782.t2, FhHiC23_g14782.t1	SGUI1_40680.1
OG0006269	FhHiC23_g1008.t1, FhHiC23_g1008.t2	SGUI1_48310.1
OG0006270	FhHiC23_g11775.t1	SGUI1_15960.1
OG0006272	FhHiC23_g12207.t1	SGUI1_8900.1
OG0006273	FhHiC23_g14323.t1, FhHiC23_g14323.t2	SGUI1_44460.1
OG0006274	FhHiC23_g13865.t1	SGUI1_45350.1
OG0006275	FhHiC23_g2473.t1	SGUI1_81040.1
OG0006276	FhHiC23_g3898.t1	SGUI1_85960.1
OG0006277	FhHiC23_g14007.t1	SGUI1_44090.1
OG0006278	FhHiC23_g3832.t1, FhHiC23_g3832.t2	SGUI1_85050.1
OG0006279	FhHiC23_g5895.t1	SGUI1_40060.2, SGUI1_40060.1
OG0006280	FhHiC23_g12956.t1, FhHiC23_g174.t1	SGUI1_11000.1
