Orthogroup	fasciola_hepatica	schistosoma_mansoni
OG0003357	FhHiC23_g14741.t1, FhHiC23_g14741.t2, FhHiC23_g14741.t3	Smp_302950.1
OG0003358	FhHiC23_g15951.t1, FhHiC23_g15951.t2	Smp_024930.2, Smp_024930.1, Smp_337830.1
OG0003359	FhHiC23_g7881.t2, FhHiC23_g7881.t1	Smp_197700.1
OG0003360	FhHiC23_g4919.t1, FhHiC23_g4920.t1	Smp_246820.1, Smp_246820.2
OG0003361	FhHiC23_g11316.t1	Smp_243920.1
OG0003362	FhHiC23_g2653.t1, FhHiC23_g2653.t2	Smp_043170.1
OG0003363	FhHiC23_g5710.t1, FhHiC23_g5713.t1	Smp_014280.1
OG0003364	FhHiC23_g3910.t1, FhHiC23_g3910.t2	Smp_169330.1
OG0003365	FhHiC23_g15552.t1	Smp_193750.2, Smp_193750.1, Smp_193750.3
OG0003366	FhHiC23_g7666.t1	Smp_333540.1
OG0003367	FhHiC23_g1897.t1	Smp_128190.1
OG0003368	FhHiC23_g5783.t1	Smp_154620.1
OG0003369	FhHiC23_g8134.t1, FhHiC23_g8134.t2	Smp_341250.1, Smp_134860.1
OG0003370	FhHiC23_g5871.t1	Smp_073620.1
OG0003371	FhHiC23_g2015.t2, FhHiC23_g2015.t1, FhHiC23_g2015.t4, FhHiC23_g2015.t3	Smp_128280.1
OG0003372	FhHiC23_g9214.t1	Smp_344530.1, Smp_344530.2
OG0003373	FhHiC23_g15014.t1	Smp_244370.1
OG0003374	FhHiC23_g10071.t1, FhHiC23_g10071.t2	Smp_347460.1
OG0003375	FhHiC23_g3081.t1	Smp_142110.1
OG0003376	FhHiC23_g715.t1, FhHiC23_g715.t2, FhHiC23_g715.t3	Smp_146110.1
OG0003377	FhHiC23_g3575.t2, FhHiC23_g3575.t1	Smp_125630.1
OG0003378	FhHiC23_g3456.t2, FhHiC23_g3456.t1, FhHiC23_g3466.t1	Smp_160160.1
OG0003379	FhHiC23_g8115.t1	Smp_002880.1
OG0003380	FhHiC23_g1412.t1, FhHiC23_g1412.t2	Smp_063630.1
OG0003381	FhHiC23_g13912.t1, FhHiC23_g325.t1	Smp_068440.1
OG0003382	FhHiC23_g1360.t1, FhHiC23_g1360.t2	Smp_169410.1
OG0003383	FhHiC23_g13615.t1	Smp_102240.1, Smp_335690.1
OG0003384	FhHiC23_g5987.t1	Smp_072740.1
OG0003385	FhHiC23_g16302.t2, FhHiC23_g16302.t1	Smp_342570.1
OG0003386	FhHiC23_g15425.t1	Smp_070340.1
OG0003387	FhHiC23_g15533.t1	Smp_323660.1
OG0003388	FhHiC23_g9145.t1, FhHiC23_g9146.t1	Smp_140200.1, Smp_140200.2
OG0003389	FhHiC23_g1214.t1	Smp_147840.1
OG0003390	FhHiC23_g5839.t1, FhHiC23_g7361.t1	Smp_105090.1, Smp_105090.2
OG0003391	FhHiC23_g2984.t1	Smp_136970.1
OG0003392	FhHiC23_g1254.t1	Smp_311870.2, Smp_311870.3, Smp_311870.5, Smp_311870.1, Smp_311870.4
OG0003393	FhHiC23_g4666.t1, FhHiC23_g4666.t2	Smp_045070.1
OG0003394	FhHiC23_g13892.t1	Smp_040270.1
OG0003395	FhHiC23_g1610.t1	Smp_104580.1, Smp_104580.2
OG0003396	FhHiC23_g14521.t1	Smp_038830.1
OG0003397	FhHiC23_g15501.t1	Smp_094050.1
OG0003398	FhHiC23_g13371.t1, FhHiC23_g13371.t2	Smp_092570.1
OG0003399	FhHiC23_g5032.t2, FhHiC23_g5032.t1	Smp_005230.1
OG0003400	FhHiC23_g907.t3, FhHiC23_g907.t1	Smp_312910.1
OG0003401	FhHiC23_g5828.t1, FhHiC23_g5828.t2	Smp_056970.1
OG0003402	FhHiC23_g15775.t1, FhHiC23_g15775.t2	Smp_266820.1
OG0003403	FhHiC23_g3196.t1, FhHiC23_g3196.t2, FhHiC23_g3197.t2, FhHiC23_g3197.t1	Smp_001780.1
OG0003404	FhHiC23_g3039.t1	Smp_145300.1
OG0003405	FhHiC23_g1919.t1, FhHiC23_g2019.t1, FhHiC23_g2019.t2	Smp_128230.1
OG0003406	FhHiC23_g10997.t1	Smp_182620.1
OG0003407	FhHiC23_g7911.t1, FhHiC23_g3577.t1	Smp_133470.1
OG0003408	FhHiC23_g9592.t1	Smp_197070.1
OG0003409	FhHiC23_g11909.t1	Smp_167770.1
OG0003410	FhHiC23_g7070.t1	Smp_000755.1
OG0003411	FhHiC23_g6068.t2, FhHiC23_g6068.t1	Smp_247150.1
OG0003412	FhHiC23_g12447.t1, FhHiC23_g12448.t1	Smp_192670.1, Smp_174390.1
OG0003413	FhHiC23_g13366.t1	Smp_214140.1
OG0003414	FhHiC23_g5682.t1	Smp_148070.1
OG0003415	FhHiC23_g3170.t2, FhHiC23_g3170.t1	Smp_336170.1
OG0003416	FhHiC23_g6755.t1	Smp_000980.1
OG0003417	FhHiC23_g1656.t1	Smp_155700.1
OG0003419	FhHiC23_g2689.t1, FhHiC23_g2689.t2	Smp_334180.1
OG0003420	FhHiC23_g16682.t2, FhHiC23_g14164.t1	Smp_342240.1, Smp_342240.2
OG0003421	FhHiC23_g16240.t1, FhHiC23_g6582.t1	Smp_210820.1
OG0003422	FhHiC23_g629.t3, FhHiC23_g629.t4, FhHiC23_g629.t2, FhHiC23_g629.t1	Smp_016550.2, Smp_016550.1
OG0003423	FhHiC23_g12041.t2, FhHiC23_g12041.t1	Smp_210510.1
OG0003424	FhHiC23_g16326.t1	Smp_247780.1
OG0003425	FhHiC23_g4077.t1	Smp_169280.1
OG0003426	FhHiC23_g7430.t1, FhHiC23_g7429.t1	Smp_156290.1
OG0003427	FhHiC23_g14662.t1, FhHiC23_g14662.t2	Smp_248100.1
OG0003428	FhHiC23_g4105.t1	Smp_345490.1, Smp_345490.2
OG0003429	FhHiC23_g1095.t1, FhHiC23_g1095.t2	Smp_145020.1
OG0003430	FhHiC23_g1099.t1	Smp_155740.1
OG0003431	FhHiC23_g15335.t1	Smp_243970.1
OG0003432	FhHiC23_g399.t1	Smp_086450.1
OG0003433	FhHiC23_g12489.t1	Smp_022700.1
OG0003434	FhHiC23_g6833.t1	Smp_247260.1
OG0003435	FhHiC23_g14861.t1	Smp_008230.1
OG0003436	FhHiC23_g3189.t2, FhHiC23_g3189.t1	Smp_123020.1
OG0003437	FhHiC23_g3082.t1	Smp_051930.1
OG0003438	FhHiC23_g6374.t1	Smp_128890.1
OG0003439	FhHiC23_g14987.t1	Smp_136490.1
OG0003440	FhHiC23_g15220.t1	Smp_316620.1
OG0003441	FhHiC23_g9481.t1, FhHiC23_g10036.t1	Smp_333250.1
OG0003442	FhHiC23_g8035.t1, FhHiC23_g1587.t1, FhHiC23_g1587.t2, FhHiC23_g1587.t3	Smp_312820.1
OG0003443	FhHiC23_g6800.t1	Smp_194090.1
OG0003444	FhHiC23_g12587.t1, FhHiC23_g12588.t1	Smp_088090.1
OG0003445	FhHiC23_g14226.t1, FhHiC23_g14226.t2	Smp_131810.1
OG0003446	FhHiC23_g5765.t1, FhHiC23_g5765.t2	Smp_009650.1
OG0003447	FhHiC23_g12909.t1, FhHiC23_g12909.t2	Smp_245250.1
OG0003448	FhHiC23_g180.t1	Smp_063000.1, Smp_063000.2
OG0003449	FhHiC23_g181.t1	Smp_062980.1
OG0003450	FhHiC23_g7257.t1	Smp_079840.1
OG0003451	FhHiC23_g3974.t1, FhHiC23_g3974.t3, FhHiC23_g3974.t2	Smp_143930.1
OG0003452	FhHiC23_g11703.t1, FhHiC23_g11703.t2	Smp_128600.1
OG0003453	FhHiC23_g6212.t2, FhHiC23_g6212.t1, FhHiC23_g6212.t3	Smp_161550.1
OG0003454	FhHiC23_g5734.t2, FhHiC23_g5734.t1	Smp_315700.1, Smp_315700.2
OG0003455	FhHiC23_g8498.t1	Smp_078800.1
OG0003456	FhHiC23_g12933.t1	Smp_245000.1
OG0003457	FhHiC23_g14060.t1	Smp_142550.1
OG0003458	FhHiC23_g5901.t1	Smp_125870.1
OG0003459	FhHiC23_g12965.t1	Smp_101310.1
OG0003460	FhHiC23_g14869.t1, FhHiC23_g14869.t2	Smp_135120.1
OG0003461	FhHiC23_g3913.t1	Smp_013200.1
OG0003462	FhHiC23_g5671.t1, FhHiC23_g5671.t2	Smp_340820.1
OG0003463	FhHiC23_g3885.t1, FhHiC23_g3885.t2, FhHiC23_g3885.t3	Smp_212490.1
OG0003464	FhHiC23_g3469.t1, FhHiC23_g3469.t2	Smp_344500.1, Smp_344500.2
OG0003465	FhHiC23_g7798.t1	Smp_212540.1
OG0003466	FhHiC23_g11094.t1	Smp_165850.1
OG0003467	FhHiC23_g2691.t1	Smp_347570.1, Smp_210280.1
OG0003468	FhHiC23_g8277.t1	Smp_309680.1, Smp_309690.1
OG0003469	FhHiC23_g201.t1	Smp_001530.1
OG0003470	FhHiC23_g785.t1	Smp_333890.1
OG0003471	FhHiC23_g1184.t1, FhHiC23_g1184.t2	Smp_066260.1
OG0003472	FhHiC23_g13198.t1	Smp_011710.1
OG0003473	FhHiC23_g2912.t3, FhHiC23_g2912.t4, FhHiC23_g2912.t1, FhHiC23_g2912.t2	Smp_247530.1, Smp_247530.2
OG0003474	FhHiC23_g361.t1	Smp_139900.1
OG0003475	FhHiC23_g5061.t1, FhHiC23_g5067.t1	Smp_163220.1
OG0003476	FhHiC23_g14574.t1	Smp_196920.1
OG0003477	FhHiC23_g16404.t2, FhHiC23_g16404.t3, FhHiC23_g16404.t1	Smp_050880.2, Smp_050880.1
OG0003478	FhHiC23_g12628.t1	Smp_304660.1, Smp_306210.1
OG0003479	FhHiC23_g9469.t3, FhHiC23_g9469.t2, FhHiC23_g9469.t1	Smp_141320.1
OG0003480	FhHiC23_g8174.t1	Smp_000110.1
OG0003481	FhHiC23_g7920.t1, FhHiC23_g16236.t1, FhHiC23_g16237.t1	Smp_162710.1
OG0003482	FhHiC23_g16064.t1	Smp_267090.1
OG0003483	FhHiC23_g6508.t1	Smp_336350.1
OG0003484	FhHiC23_g13210.t1	Smp_242630.1
OG0003485	FhHiC23_g4071.t1	Smp_343680.1
OG0003486	FhHiC23_g4072.t1	Smp_072560.1
OG0003487	FhHiC23_g2355.t1	Smp_166980.1
OG0003488	FhHiC23_g12136.t1, FhHiC23_g12136.t2, FhHiC23_g12133.t1, FhHiC23_g12133.t2	Smp_047240.1
OG0003489	FhHiC23_g3429.t1, FhHiC23_g3428.t1	Smp_096780.1
OG0003490	FhHiC23_g13645.t1	Smp_011560.1
OG0003491	FhHiC23_g6569.t1	Smp_340850.1
OG0003492	FhHiC23_g7320.t1	Smp_018570.1
OG0003493	FhHiC23_g16269.t2, FhHiC23_g16269.t1	Smp_317670.1, Smp_342590.1
OG0003494	FhHiC23_g9930.t1, FhHiC23_g9930.t2	Smp_175660.1, Smp_175660.2
OG0003495	FhHiC23_g13596.t1	Smp_139070.1
OG0003496	FhHiC23_g6505.t2, FhHiC23_g6505.t1, FhHiC23_g6602.t1	Smp_160850.1
OG0003497	FhHiC23_g2425.t1, FhHiC23_g2425.t2	Smp_037460.1
OG0003498	FhHiC23_g1737.t1	Smp_053160.1
OG0003499	FhHiC23_g7332.t2, FhHiC23_g7332.t3, FhHiC23_g7332.t1	Smp_129450.1
OG0003500	FhHiC23_g7396.t1	Smp_026280.1, Smp_026280.2
OG0003501	FhHiC23_g3275.t2, FhHiC23_g3275.t1	Smp_169610.1
OG0003502	FhHiC23_g16267.t1	Smp_120080.1
OG0003503	FhHiC23_g12713.t1, FhHiC23_g12713.t2	Smp_172730.1
OG0003504	FhHiC23_g5661.t1	Smp_054620.1, Smp_054620.2, Smp_054620.3
OG0003505	FhHiC23_g90.t1	Smp_172990.1
OG0003506	FhHiC23_g12930.t1	Smp_061040.2, Smp_061040.1
OG0003507	FhHiC23_g12669.t1	Smp_031220.1
OG0003508	FhHiC23_g6868.t1	Smp_027080.1
OG0003509	FhHiC23_g14145.t1	Smp_142250.1
OG0003510	FhHiC23_g13856.t1, FhHiC23_g13686.t1	Smp_170230.1
OG0003511	FhHiC23_g8142.t2, FhHiC23_g8142.t1	Smp_018870.1
OG0003512	FhHiC23_g3834.t1	Smp_085520.1
OG0003513	FhHiC23_g3091.t1, FhHiC23_g3091.t2, FhHiC23_g3091.t3	Smp_313310.1
OG0003514	FhHiC23_g5697.t1, FhHiC23_g5697.t2	Smp_246030.1
OG0003515	FhHiC23_g15675.t1, FhHiC23_g15684.t1	Smp_033350.1
OG0003516	FhHiC23_g37.t1	Smp_023270.1
OG0003517	FhHiC23_g9198.t1, FhHiC23_g9198.t2	Smp_346540.1
OG0003518	FhHiC23_g16345.t1	Smp_247790.1
OG0003519	FhHiC23_g6817.t1	Smp_068110.1
OG0003520	FhHiC23_g8159.t1	Smp_160000.1
OG0003521	FhHiC23_g12090.t1	Smp_061970.1
OG0003522	FhHiC23_g1674.t1	Smp_170690.1
OG0003523	FhHiC23_g1745.t1	Smp_212140.1
OG0003524	FhHiC23_g7552.t2, FhHiC23_g7552.t1	Smp_013360.1, Smp_013360.2
OG0003525	FhHiC23_g12944.t1	Smp_198680.1, Smp_198680.2
OG0003526	FhHiC23_g6354.t2, FhHiC23_g6354.t1	Smp_200410.1
OG0003527	FhHiC23_g2525.t1, FhHiC23_g2525.t2	Smp_055760.1
OG0003528	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1	Smp_015530.1
OG0003529	FhHiC23_g13907.t2, FhHiC23_g13907.t1	Smp_121320.1
OG0003530	FhHiC23_g7804.t1	Smp_138290.1
OG0003531	FhHiC23_g12389.t1	Smp_214290.1
OG0003532	FhHiC23_g13658.t2, FhHiC23_g13658.t1	Smp_043500.1, Smp_043500.2
OG0003533	FhHiC23_g542.t1, FhHiC23_g542.t2	Smp_345270.1
OG0003534	FhHiC23_g4392.t1, FhHiC23_g4392.t2	Smp_172210.1, Smp_172210.2, Smp_172210.3
OG0003535	FhHiC23_g9402.t1	Smp_097590.1
OG0003536	FhHiC23_g6908.t2, FhHiC23_g6908.t1	Smp_132350.1
OG0003537	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2	Smp_167450.1
OG0003538	FhHiC23_g291.t1, FhHiC23_g292.t1	Smp_026560.1
OG0003538	FhHiC23_g15629.t2	Smp_026560.2
OG0003539	FhHiC23_g3144.t1, FhHiC23_g3145.t1	Smp_329600.1
OG0003540	FhHiC23_g13504.t1, FhHiC23_g13504.t2	Smp_093100.1, Smp_348830.1
OG0003541	FhHiC23_g16826.t1, FhHiC23_g16826.t2	Smp_074140.1
OG0003542	FhHiC23_g8438.t1	Smp_063390.1
OG0003543	FhHiC23_g1923.t1, FhHiC23_g1924.t1	Smp_046880.1
OG0003544	FhHiC23_g486.t1	Smp_171280.1
OG0003545	FhHiC23_g11795.t1	Smp_076040.1
OG0003547	FhHiC23_g13042.t1	Smp_304870.1
OG0003548	FhHiC23_g15345.t1	Smp_345530.1
OG0003549	FhHiC23_g16347.t1	Smp_080730.1
OG0003550	FhHiC23_g4966.t1, FhHiC23_g4967.t1	Smp_246990.1
OG0003551	FhHiC23_g7103.t1	Smp_243210.1
OG0003552	FhHiC23_g7208.t1	Smp_307730.1, Smp_307730.2
OG0003553	FhHiC23_g7376.t1	Smp_346090.1
OG0003554	FhHiC23_g7526.t1	Smp_340030.1
OG0003577	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3	Smp_135080.1
OG0003578	FhHiC23_g9390.t1	Smp_318320.1
OG0003579	FhHiC23_g14411.t1, FhHiC23_g14410.t1	Smp_121430.1
OG0003580	FhHiC23_g11768.t1	Smp_054340.1
OG0003581	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3	Smp_169180.1
OG0003582	FhHiC23_g8386.t1, FhHiC23_g8388.t1	Smp_349410.1
OG0003583	FhHiC23_g13274.t1	Smp_242530.1, Smp_242530.2, Smp_242530.3
OG0003584	FhHiC23_g7561.t1	Smp_174780.1
OG0003585	FhHiC23_g4051.t1	Smp_321250.1
OG0003586	FhHiC23_g14051.t1	Smp_075870.1
OG0003587	FhHiC23_g11480.t2, FhHiC23_g11480.t1	Smp_165460.1
OG0003588	FhHiC23_g11722.t1	Smp_038965.1, Smp_038980.1
OG0003589	FhHiC23_g3204.t1, FhHiC23_g3205.t1	Smp_198190.1
OG0003590	FhHiC23_g12301.t1, FhHiC23_g12301.t2	Smp_006195.1, Smp_342170.1
OG0003591	FhHiC23_g6986.t1	Smp_124460.1
OG0003592	FhHiC23_g2464.t1, FhHiC23_g2464.t2	Smp_343130.1
OG0003593	FhHiC23_g5817.t1, FhHiC23_g5817.t2	Smp_114160.1
OG0003594	FhHiC23_g15075.t1	Smp_024360.1
OG0003595	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1	Smp_166200.1
OG0003596	FhHiC23_g523.t1, FhHiC23_g523.t2	Smp_148400.1, Smp_148400.2
OG0003597	FhHiC23_g2322.t1	Smp_334160.1, Smp_334160.2
OG0003598	FhHiC23_g5777.t1, FhHiC23_g5777.t2	Smp_000050.1
OG0003599	FhHiC23_g10643.t1, FhHiC23_g10643.t2	Smp_157230.1
OG0003600	FhHiC23_g12565.t1	Smp_246330.1
OG0003601	FhHiC23_g9713.t1	Smp_097730.1
OG0003602	FhHiC23_g7579.t1	Smp_342670.1
OG0003603	FhHiC23_g2283.t1	Smp_248170.1
OG0003604	FhHiC23_g12486.t1	Smp_347210.1
OG0003605	FhHiC23_g11683.t1, FhHiC23_g11683.t2	Smp_060170.1
OG0003606	FhHiC23_g5553.t1	Smp_083150.1
OG0003607	FhHiC23_g15477.t1, FhHiC23_g15479.t1	Smp_159450.1
OG0003608	FhHiC23_g6344.t1	Smp_132620.1
OG0003609	FhHiC23_g5772.t1	Smp_159570.1
OG0003610	FhHiC23_g15972.t1	Smp_138890.3, Smp_138890.1, Smp_138890.2
OG0003611	FhHiC23_g1399.t1	Smp_043780.1
OG0003612	FhHiC23_g7366.t1	Smp_333520.1, Smp_167470.1
OG0003613	FhHiC23_g7875.t1	Smp_100110.1
OG0003614	FhHiC23_g8173.t1	Smp_004440.1
OG0003615	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2	Smp_332550.1, Smp_332550.2
OG0003616	FhHiC23_g10961.t1, FhHiC23_g10961.t2	Smp_323920.1
OG0003617	FhHiC23_g8528.t1	Smp_246900.1
OG0003618	FhHiC23_g9752.t1	Smp_176430.1
OG0003619	FhHiC23_g13105.t1	Smp_079920.1
OG0003620	FhHiC23_g3316.t1	Smp_065290.1
OG0003621	FhHiC23_g2223.t1, FhHiC23_g2223.t2	Smp_145740.1
OG0003622	FhHiC23_g4004.t1, FhHiC23_g2095.t1	Smp_316800.1, Smp_102340.1
OG0003623	FhHiC23_g406.t1	Smp_004170.1
OG0003624	FhHiC23_g12955.t1	Smp_017890.1
OG0003625	FhHiC23_g16381.t1	Smp_174690.1
OG0003626	FhHiC23_g3677.t1	Smp_081820.1
OG0003627	FhHiC23_g3675.t1	Smp_334630.1
OG0003628	FhHiC23_g6142.t1	Smp_025700.1
OG0003629	FhHiC23_g12079.t1	Smp_053470.1
OG0003630	FhHiC23_g6475.t1	Smp_332470.1
OG0003631	FhHiC23_g2763.t1	Smp_055130.1
OG0003632	FhHiC23_g8058.t1	Smp_144450.1, Smp_144450.2
OG0003633	FhHiC23_g1329.t1	Smp_128750.1
OG0003634	FhHiC23_g2686.t1, FhHiC23_g2686.t2	Smp_343750.1
OG0003635	FhHiC23_g1014.t1	Smp_095650.1
OG0003636	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4	Smp_336730.1
OG0003637	FhHiC23_g7042.t1	Smp_000320.1
OG0003638	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4, FhHiC23_g1854.t1, FhHiC23_g1854.t5	Smp_245900.1
OG0003639	FhHiC23_g1855.t1, FhHiC23_g1855.t2	Smp_044810.1
OG0003640	FhHiC23_g13721.t1, FhHiC23_g13721.t2	Smp_245290.1
OG0003641	FhHiC23_g2336.t1	Smp_053640.1, Smp_053640.2
OG0003642	FhHiC23_g1892.t1, FhHiC23_g1892.t2, FhHiC23_g1893.t1	Smp_336050.1
OG0003643	FhHiC23_g813.t1	Smp_168520.1
OG0003644	FhHiC23_g15197.t1, FhHiC23_g15197.t2	Smp_045730.1
OG0003645	FhHiC23_g1805.t1, FhHiC23_g1805.t2	Smp_213020.1
OG0003646	FhHiC23_g2863.t1	Smp_154830.1
OG0003647	FhHiC23_g11109.t1	Smp_244380.1
OG0003648	FhHiC23_g11942.t1	Smp_165840.1
OG0003649	FhHiC23_g5642.t1, FhHiC23_g5642.t2	Smp_160780.1
OG0003650	FhHiC23_g15527.t1	Smp_306180.1
OG0003651	FhHiC23_g2200.t1, FhHiC23_g2200.t2	Smp_001560.1
OG0003652	FhHiC23_g498.t1, FhHiC23_g492.t2, FhHiC23_g492.t1	Smp_318800.1
OG0003653	FhHiC23_g5806.t1	Smp_213920.1, Smp_213930.1
OG0003654	FhHiC23_g7901.t1	Smp_138430.1
OG0003655	FhHiC23_g4622.t1, FhHiC23_g4622.t2	Smp_173180.1
OG0003656	FhHiC23_g2531.t1	Smp_036020.1, Smp_036020.2
OG0003657	FhHiC23_g13346.t2, FhHiC23_g13346.t1	Smp_304220.1, Smp_304210.1
OG0003658	FhHiC23_g762.t1	Smp_211060.1
OG0003659	FhHiC23_g14187.t1, FhHiC23_g14187.t2, FhHiC23_g3410.t1, FhHiC23_g3410.t2	Smp_165340.1
OG0003660	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3	Smp_213750.1
OG0003661	FhHiC23_g1834.t1	Smp_146630.1
OG0003662	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1	Smp_085910.1
OG0003663	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3	Smp_241510.1
OG0003664	FhHiC23_g1431.t1, FhHiC23_g1431.t2	Smp_213220.1, Smp_213220.2, Smp_213230.1
OG0003665	FhHiC23_g2840.t1	Smp_146690.1
OG0003666	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2	Smp_347290.1
OG0003667	FhHiC23_g10839.t1	Smp_060290.1
OG0003668	FhHiC23_g1580.t1	Smp_146400.2, Smp_146400.1
OG0003669	FhHiC23_g989.t1, FhHiC23_g995.t1	Smp_137720.1
OG0003670	FhHiC23_g4525.t1, FhHiC23_g4525.t2	Smp_181490.1
OG0003671	FhHiC23_g3132.t1	Smp_247810.1
OG0003672	FhHiC23_g9327.t1	Smp_140110.1
OG0003673	FhHiC23_g16680.t1, FhHiC23_g16680.t2	Smp_165720.1, Smp_165720.2
OG0003674	FhHiC23_g5968.t1	Smp_305430.1
OG0003675	FhHiC23_g4528.t1, FhHiC23_g4528.t2	Smp_340980.1, Smp_063380.1
OG0003676	FhHiC23_g9036.t1	Smp_140040.1, Smp_140040.2
OG0003677	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1	Smp_344410.1
OG0003678	FhHiC23_g5499.t1	Smp_346630.1
OG0003679	FhHiC23_g14318.t1	Smp_131770.1, Smp_131770.2
OG0003680	FhHiC23_g4875.t1	Smp_083790.1
OG0003681	FhHiC23_g16438.t2, FhHiC23_g16438.t1	Smp_123280.1
OG0003682	FhHiC23_g328.t1	Smp_043210.1
OG0003683	FhHiC23_g13387.t1	Smp_133800.1
OG0003684	FhHiC23_g5679.t1	Smp_034430.1
OG0003685	FhHiC23_g14159.t1	Smp_084600.1
OG0003686	FhHiC23_g16597.t1, FhHiC23_g16597.t2	Smp_147020.1
OG0003687	FhHiC23_g16129.t1	Smp_172240.1
OG0003688	FhHiC23_g4126.t2, FhHiC23_g4126.t1	Smp_101370.2, Smp_101370.1
OG0003689	FhHiC23_g7428.t1	Smp_106060.1
OG0003690	FhHiC23_g1766.t1, FhHiC23_g1768.t1	Smp_316380.1
OG0003691	FhHiC23_g9828.t1, FhHiC23_g9829.t1	Smp_031730.1
OG0003692	FhHiC23_g14022.t1	Smp_141680.1
OG0003693	FhHiC23_g1564.t1	Smp_012380.1
OG0003694	FhHiC23_g10214.t1	Smp_171070.1
OG0003695	FhHiC23_g7157.t1	Smp_336330.1
OG0003696	FhHiC23_g2315.t1, FhHiC23_g2315.t2	Smp_176100.1, Smp_176100.2
OG0003697	FhHiC23_g12513.t1, FhHiC23_g12511.t1	Smp_342820.1
OG0003698	FhHiC23_g5224.t1	Smp_344520.1
OG0003699	FhHiC23_g6416.t1	Smp_033680.1
OG0003700	FhHiC23_g182.t1, FhHiC23_g182.t2	Smp_131700.1
OG0003701	FhHiC23_g3667.t1, FhHiC23_g3667.t2	Smp_337370.1
OG0003702	FhHiC23_g14939.t1	Smp_342600.1
OG0003703	FhHiC23_g11314.t1	Smp_305875.1, Smp_305875.2
OG0003704	FhHiC23_g6117.t1	Smp_093580.1
OG0003705	FhHiC23_g5286.t1	Smp_118220.1
OG0003706	FhHiC23_g16620.t1	Smp_098450.1
OG0003708	FhHiC23_g7630.t1, FhHiC23_g7630.t2	Smp_162620.1
OG0003709	FhHiC23_g13326.t1	Smp_176200.1
OG0003710	FhHiC23_g6588.t1	Smp_347110.1
OG0003711	FhHiC23_g8246.t1	Smp_000660.1
OG0003712	FhHiC23_g10763.t2, FhHiC23_g10763.t1	Smp_037400.1, Smp_037400.2
OG0003713	FhHiC23_g15885.t1	Smp_091740.1, Smp_091740.2
OG0003714	FhHiC23_g15893.t1, FhHiC23_g15893.t2, FhHiC23_g15892.t1, FhHiC23_g16030.t1	Smp_343490.1, Smp_331540.1
OG0003715	FhHiC23_g9589.t1	Smp_213720.1
OG0003716	FhHiC23_g9408.t2, FhHiC23_g9408.t1	Smp_127620.1
OG0003717	FhHiC23_g3234.t2, FhHiC23_g3234.t1	Smp_150080.3, Smp_150080.2, Smp_150080.1
OG0003718	FhHiC23_g1101.t1	Smp_042390.1
OG0003719	FhHiC23_g149.t1, FhHiC23_g149.t3, FhHiC23_g149.t2	Smp_129640.1
OG0003720	FhHiC23_g7948.t1	Smp_066330.1
OG0003721	FhHiC23_g16260.t1, FhHiC23_g16260.t2	Smp_127080.1
OG0003722	FhHiC23_g16259.t1	Smp_317700.1, Smp_342300.1
OG0003723	FhHiC23_g9176.t1	Smp_130270.2, Smp_130270.1, Smp_130270.3
OG0003724	FhHiC23_g10624.t1	Smp_076010.1
OG0003725	FhHiC23_g13250.t1	Smp_067540.1
OG0003726	FhHiC23_g243.t1, FhHiC23_g78.t1	Smp_047620.1
OG0003727	FhHiC23_g4636.t1	Smp_178710.1
OG0003728	FhHiC23_g15186.t1	Smp_032320.2
OG0003729	FhHiC23_g12343.t1	Smp_011860.1
OG0003730	FhHiC23_g1132.t1	Smp_180430.1
OG0003731	FhHiC23_g3764.t1, FhHiC23_g3764.t2	Smp_334510.1
OG0003732	FhHiC23_g3585.t1	Smp_125670.1
OG0003733	FhHiC23_g12062.t1	Smp_311890.1, Smp_315980.1
OG0003734	FhHiC23_g12617.t2, FhHiC23_g12617.t1	Smp_322280.1, Smp_022500.1
OG0003735	FhHiC23_g12790.t1	Smp_347010.1
OG0003736	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3	Smp_000910.1
OG0003737	FhHiC23_g12803.t1	Smp_176230.1
OG0003738	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1	Smp_332700.1
