Orthogroup	fasciola_gigantica	schistosoma_mansoni
OG0003888	FGIG_02242	Smp_064250.1
OG0003889	FGIG_02322	Smp_145540.1
OG0003890	FGIG_02376	Smp_051300.1
OG0003891	FGIG_02407	Smp_163250.1
OG0003892	FGIG_02423	Smp_147110.1
OG0003893	FGIG_02565	Smp_346340.1
OG0003894	FGIG_02591	Smp_158290.1
OG0003895	FGIG_02599	Smp_130160.1
OG0003896	FGIG_02846	Smp_148470.1
OG0003897	FGIG_02852	Smp_311940.1, Smp_311150.1
OG0003898	FGIG_02857	Smp_059920.1
OG0003899	FGIG_02890	Smp_130180.1
OG0003900	FGIG_02900, FGIG_02902, FGIG_02901	Smp_333740.1
OG0003901	FGIG_02903	Smp_196220.1
OG0003902	FGIG_02959, FGIG_11065	Smp_165700.1
OG0003903	FGIG_03135	Smp_165870.1
OG0003904	FGIG_03352	Smp_083970.1
OG0003905	FGIG_03393	Smp_041190.1
OG0003906	FGIG_03505	Smp_180060.1
OG0003907	FGIG_03506	Smp_048620.1
OG0003908	FGIG_03591	Smp_337110.1
OG0003909	FGIG_03609	Smp_132690.1
OG0003910	FGIG_03621	Smp_133940.1
OG0003911	FGIG_03669	Smp_072180.1
OG0003912	FGIG_03688	Smp_149160.1
OG0003913	FGIG_10929, FGIG_03851, FGIG_03850	Smp_129000.1
OG0003914	FGIG_03927	Smp_337060.1
OG0003915	FGIG_03928	Smp_037230.1
OG0003916	FGIG_03943	Smp_247720.1
OG0003917	FGIG_04060	Smp_018220.1
OG0003918	FGIG_09816, FGIG_04079, FGIG_09815	Smp_124450.1
OG0003919	FGIG_04137	Smp_340670.1
OG0003920	FGIG_04156, FGIG_04155	Smp_176540.1
OG0003921	FGIG_04189	Smp_169470.1
OG0003922	FGIG_04203	Smp_167680.1
OG0003923	FGIG_04324	Smp_004080.1
OG0003924	FGIG_04356	Smp_021830.1
OG0003925	FGIG_04385	Smp_245840.2, Smp_245840.1, Smp_245840.3
OG0003926	FGIG_04518	Smp_341980.1
OG0003927	FGIG_10656, FGIG_04526	Smp_151570.1
OG0003928	FGIG_04587	Smp_172050.1
OG0003929	FGIG_04599	Smp_341520.1
OG0003930	FGIG_04625	Smp_053800.1
OG0003931	FGIG_04718	Smp_048970.1
OG0003932	FGIG_04730	Smp_337395.1
OG0003933	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746	Smp_341230.1
OG0003934	FGIG_04768	Smp_344090.1
OG0003935	FGIG_04806	Smp_323340.1
OG0003936	FGIG_04828, FGIG_11562	Smp_044530.1
OG0003937	FGIG_04877	Smp_245570.1
OG0003938	FGIG_04978	Smp_052230.1
OG0003939	FGIG_12288, FGIG_04990	Smp_144030.1
OG0003940	FGIG_05014	Smp_323540.1
OG0003941	FGIG_05050	Smp_139140.1, Smp_031390.1
OG0003942	FGIG_05081	Smp_001210.1
OG0003943	FGIG_05084	Smp_347720.1
OG0003944	FGIG_05085	Smp_095920.1
OG0003945	FGIG_05090	Smp_158630.1
OG0003946	FGIG_05104	Smp_124320.1
OG0003947	FGIG_05121, FGIG_10420	Smp_154780.1
OG0003948	FGIG_05177	Smp_170400.1
OG0003949	FGIG_06624, FGIG_07754, FGIG_05200	Smp_047370.1
OG0003950	FGIG_05215	Smp_006350.1
OG0003951	FGIG_05363	Smp_350430.1, Smp_346010.1
OG0003952	FGIG_10477, FGIG_05428	Smp_172510.2, Smp_172510.1
OG0003953	FGIG_05452	Smp_070600.1
OG0003954	FGIG_05509	Smp_325960.1, Smp_342640.1
OG0003955	FGIG_05559, FGIG_05558	Smp_176310.1
OG0003956	FGIG_05637	Smp_085110.1
OG0003957	FGIG_05699	Smp_032060.1
OG0003958	FGIG_05787	Smp_161960.1
OG0003959	FGIG_05793	Smp_305770.1
OG0003960	FGIG_05953	Smp_082620.1
OG0003961	FGIG_05986	Smp_312610.1, Smp_312620.1
OG0003962	FGIG_05997, FGIG_05998	Smp_345240.1
OG0003963	FGIG_06024	Smp_344350.1
OG0003964	FGIG_06245	Smp_055900.1
OG0003965	FGIG_06274	Smp_163550.1
OG0003966	FGIG_06306	Smp_322690.1, Smp_145640.1
OG0003967	FGIG_06720, FGIG_06336, FGIG_06719	Smp_144070.1
OG0003968	FGIG_06386	Smp_204380.1
OG0003969	FGIG_06572, FGIG_06460	Smp_147090.1
OG0003970	FGIG_06593	Smp_164080.1
OG0003971	FGIG_06692	Smp_127520.1
OG0003972	FGIG_06758	Smp_196790.1
OG0003973	FGIG_06783	Smp_078110.2, Smp_078110.1
OG0003974	FGIG_06804	Smp_096910.1
OG0003975	FGIG_11767, FGIG_06881	Smp_302140.1
OG0003976	FGIG_06895	Smp_124030.1
OG0003977	FGIG_06932	Smp_179940.1
OG0003978	FGIG_06985	Smp_341120.1
OG0003979	FGIG_06991	Smp_242800.1, Smp_242800.2
OG0003980	FGIG_07039	Smp_340220.1
OG0003981	FGIG_07062	Smp_086060.1
OG0003982	FGIG_07101	Smp_078730.1
OG0003983	FGIG_07261	Smp_018430.1
OG0003984	FGIG_07263	Smp_305070.1, Smp_322930.1
OG0003985	FGIG_07357	Smp_123610.1
OG0003986	FGIG_07377	Smp_079760.1
OG0003987	FGIG_07392	Smp_267280.1
OG0003988	FGIG_07398	Smp_210810.1, Smp_210810.2
OG0003989	FGIG_07404	Smp_138030.1
OG0003990	FGIG_07461	Smp_065170.1
OG0003991	FGIG_07491	Smp_347610.1
OG0003992	FGIG_07502	Smp_073280.1
OG0003993	FGIG_07542	Smp_160700.1
OG0003994	FGIG_07556	Smp_161360.1
OG0003995	FGIG_07617	Smp_165660.1
OG0003996	FGIG_07671	Smp_318910.1
OG0003997	FGIG_07690	Smp_130600.1
OG0003998	FGIG_07697	Smp_026700.1
OG0003999	FGIG_07704	Smp_176090.1
OG0004000	FGIG_07722	Smp_342690.1, Smp_342690.2
OG0004001	FGIG_07728	Smp_133660.1
OG0004002	FGIG_07771	Smp_007970.1
OG0004003	FGIG_07799	Smp_318970.1
OG0004004	FGIG_07804	Smp_086900.1
OG0004005	FGIG_07885	Smp_142670.1
OG0004006	FGIG_07897, FGIG_07898	Smp_057090.1
OG0004007	FGIG_07927, FGIG_09279, FGIG_10211	Smp_148830.1
OG0004008	FGIG_07946	Smp_003130.1
OG0004009	FGIG_07965	Smp_125300.1
OG0004010	FGIG_07974	Smp_087760.1
OG0004011	FGIG_07994, FGIG_07995	Smp_247600.1, Smp_247600.2
OG0004012	FGIG_08070	Smp_176820.1, Smp_099670.1
OG0004013	FGIG_08116	Smp_347390.1
OG0004014	FGIG_08121	Smp_133420.1
OG0004015	FGIG_08192	Smp_300790.1, Smp_332960.1
OG0004016	FGIG_08264	Smp_342830.1
OG0004017	FGIG_08289	Smp_053430.1
OG0004018	FGIG_08463	Smp_123190.1
OG0004019	FGIG_08505	Smp_172250.1
OG0004021	FGIG_08665	Smp_177180.1, Smp_177180.2, Smp_177180.3
OG0004022	FGIG_08670	Smp_169950.1
OG0004023	FGIG_08753	Smp_308270.1
OG0004024	FGIG_08887	Smp_152350.1
OG0004025	FGIG_09037, FGIG_11992	Smp_070310.1
OG0004026	FGIG_09070	Smp_345580.1
OG0004027	FGIG_09071	Smp_334290.1
OG0004028	FGIG_09129	Smp_161350.1
OG0004029	FGIG_09133, FGIG_12175	Smp_063040.1
OG0004030	FGIG_09443	Smp_331820.2, Smp_331820.1
OG0004031	FGIG_09448	Smp_126690.1
OG0004032	FGIG_09479	Smp_305720.1
OG0004033	FGIG_09501	Smp_302450.1, Smp_302480.2, Smp_302480.1
OG0004034	FGIG_09615	Smp_127160.1
OG0004035	FGIG_09825	Smp_179560.1
OG0004036	FGIG_09982	Smp_084610.1
OG0004037	FGIG_10078	Smp_015710.1
OG0004038	FGIG_10194	Smp_310600.1, Smp_310580.1
OG0004039	FGIG_10267	Smp_053230.1
OG0004040	FGIG_10324	Smp_082860.1
OG0004041	FGIG_10368	Smp_308370.1
OG0004042	FGIG_10476	Smp_030010.1
OG0004043	FGIG_10610	Smp_094950.1
OG0004044	FGIG_10622	Smp_341680.1
OG0004045	FGIG_10730	Smp_048660.1
OG0004046	FGIG_10733	Smp_173550.1
OG0004047	FGIG_11077	Smp_144250.1
OG0004048	FGIG_11145	Smp_073880.1
OG0004049	FGIG_11149	Smp_041390.1
OG0004050	FGIG_11225	Smp_042110.1
OG0004051	FGIG_11332	Smp_052330.1
OG0004052	FGIG_11480	Smp_213410.1
OG0004053	FGIG_11613, FGIG_11614	Smp_149480.1
OG0004054	FGIG_11634	Smp_103560.1, Smp_103560.2
OG0004055	FGIG_11635	Smp_196110.1
OG0004056	FGIG_11734	Smp_143460.1
OG0004057	FGIG_11968	Smp_328060.1, Smp_147350.1
OG0004058	FGIG_12090	Smp_066900.1
OG0004059	FGIG_12168	Smp_211130.1
OG0004060	FGIG_12205	Smp_028340.1
OG0004061	FGIG_12490	Smp_080840.1
OG0004062	FGIG_12491, FGIG_12533	Smp_080850.1
OG0004063	FGIG_12493	Smp_048520.2, Smp_048520.1
OG0004089	FGIG_00094	Smp_085640.1
OG0004090	FGIG_08089, FGIG_00099	Smp_059600.1
OG0004091	FGIG_00123	Smp_156150.1
OG0004092	FGIG_08687, FGIG_00129, FGIG_12170	Smp_151100.1
OG0004093	FGIG_00137	Smp_080180.1
OG0004094	FGIG_00144	Smp_332690.1
OG0004095	FGIG_00204	Smp_244250.1
OG0004096	FGIG_00235	Smp_119110.1
OG0004097	FGIG_00266	Smp_211280.1
OG0004098	FGIG_00314	Smp_125460.1
OG0004099	FGIG_00331	Smp_332830.1
OG0004100	FGIG_00340	Smp_079240.1
OG0004101	FGIG_00513	Smp_181180.1, Smp_181180.2
OG0004102	FGIG_00520	Smp_020590.1
OG0004103	FGIG_00555	Smp_071020.1
OG0004104	FGIG_00613	Smp_121460.1
OG0004105	FGIG_00670	Smp_246710.1
OG0004106	FGIG_09168, FGIG_00711, FGIG_01195	Smp_153090.1
OG0004107	FGIG_00744, FGIG_12302	Smp_306230.1, Smp_306230.2
OG0004108	FGIG_00763	Smp_179180.1
OG0004109	FGIG_00805	Smp_068100.1
OG0004110	FGIG_00863	Smp_153920.1
OG0004111	FGIG_00928	Smp_155810.1
OG0004112	FGIG_00949	Smp_196030.1
OG0004113	FGIG_01059, FGIG_01060	Smp_346480.1
OG0004114	FGIG_01067, FGIG_12023	Smp_049010.1
OG0004115	FGIG_01091	Smp_000070.1
OG0004116	FGIG_01116	Smp_143940.1
OG0004117	FGIG_01169	Smp_245370.1
OG0004118	FGIG_01299	Smp_144210.1
OG0004119	FGIG_01355	Smp_003190.1
OG0004120	FGIG_01382	Smp_126110.1
OG0004121	FGIG_01428	Smp_130080.1
OG0004122	FGIG_01583	Smp_105360.1
OG0004123	FGIG_01590, FGIG_10678, FGIG_01591	Smp_151320.1
OG0004124	FGIG_01689	Smp_020220.1
OG0004125	FGIG_01692	Smp_155790.1
OG0004126	FGIG_01739	Smp_155860.1
OG0004127	FGIG_01761	Smp_017640.1
OG0004128	FGIG_01774, FGIG_01773	Smp_345350.1
OG0004129	FGIG_01779	Smp_128200.1
OG0004130	FGIG_01825	Smp_211170.1
OG0004131	FGIG_01828	Smp_176040.1
OG0004132	FGIG_01871	Smp_174700.1
OG0004133	FGIG_01927	Smp_164650.1
OG0004134	FGIG_01944	Smp_173760.1
OG0004135	FGIG_02013, FGIG_06043	Smp_196620.1
OG0004136	FGIG_02135	Smp_197690.1
OG0004137	FGIG_02159, FGIG_02158	Smp_071390.1
OG0004138	FGIG_02223	Smp_125520.1
OG0004139	FGIG_02232	Smp_012930.1
OG0004140	FGIG_02357	Smp_146120.1
OG0004141	FGIG_02377	Smp_129810.1
OG0004142	FGIG_02442	Smp_125640.1
OG0004143	FGIG_02449	Smp_341330.1
OG0004144	FGIG_02479	Smp_018940.1
OG0004145	FGIG_02490, FGIG_08599	Smp_070780.1
OG0004146	FGIG_02517, FGIG_02518	Smp_129010.1
OG0004147	FGIG_02529	Smp_021750.1
OG0004148	FGIG_02560	Smp_335120.2, Smp_335120.3, Smp_335120.1
OG0004149	FGIG_07360, FGIG_02689	Smp_323380.1, Smp_337410.1
OG0004150	FGIG_02848	Smp_180380.1
OG0004151	FGIG_02921	Smp_032640.1
OG0004152	FGIG_02938	Smp_153490.1
OG0004153	FGIG_03054	Smp_180260.1, Smp_052630.1
OG0004154	FGIG_03061	Smp_091010.1
OG0004155	FGIG_03067	Smp_242140.1
OG0004156	FGIG_03076	Smp_138760.1
OG0004157	FGIG_03081	Smp_032490.1
OG0004158	FGIG_03087	Smp_104680.1
OG0004159	FGIG_03124	Smp_115340.1
OG0004160	FGIG_03130	Smp_174370.1
OG0004161	FGIG_03167	Smp_025100.1
OG0004162	FGIG_03248	Smp_166120.1
OG0004163	FGIG_03279	Smp_313210.1
OG0004164	FGIG_03301	Smp_305740.2, Smp_305740.1
OG0004165	FGIG_03328	Smp_332490.1
OG0004166	FGIG_03450	Smp_104790.1
OG0004167	FGIG_03452	Smp_128440.1
OG0004168	FGIG_03567, FGIG_03566	Smp_300370.1, Smp_332780.1
OG0004169	FGIG_03612	Smp_006550.1
OG0004170	FGIG_03647	Smp_247540.1
OG0004171	FGIG_03673	Smp_169990.1
OG0004172	FGIG_03693	Smp_042270.1
OG0004173	FGIG_03709, FGIG_03708	Smp_164950.1
OG0004174	FGIG_03765	Smp_002100.1
OG0004175	FGIG_03799	Smp_122960.1
OG0004176	FGIG_10320, FGIG_10319	Smp_157750.1
OG0004177	FGIG_03905	Smp_005260.1, Smp_005260.2
OG0004178	FGIG_03931	Smp_346440.1
OG0004179	FGIG_03944	Smp_247710.1
OG0004180	FGIG_03945	Smp_333600.1
OG0004181	FGIG_03983	Smp_026630.1, Smp_026630.2
OG0004182	FGIG_04018, FGIG_04019	Smp_169780.1
OG0004183	FGIG_04032, FGIG_10573	Smp_159620.1
OG0004184	FGIG_04054	Smp_131940.1
OG0004185	FGIG_04101	Smp_180590.1
OG0004186	FGIG_04104	Smp_331490.1
OG0004187	FGIG_04174	Smp_156390.1, Smp_156390.2
OG0004188	FGIG_04201	Smp_125660.1
OG0004189	FGIG_04234	Smp_154490.1
OG0004190	FGIG_04237	Smp_342330.1
OG0004191	FGIG_04238	Smp_015090.1
OG0004192	FGIG_04284, FGIG_04286, FGIG_04285, FGIG_04287	Smp_084090.1
OG0004193	FGIG_07202, FGIG_04351	Smp_129230.1
OG0004194	FGIG_04404	Smp_020450.1, Smp_020450.2
OG0004195	FGIG_04420	Smp_130450.1
OG0004196	FGIG_04433	Smp_136150.1
OG0004197	FGIG_04463	Smp_162940.1
OG0004198	FGIG_04489	Smp_198800.1, Smp_198800.2
OG0004199	FGIG_04498	Smp_242670.1
OG0004200	FGIG_04547	Smp_151060.1
OG0004201	FGIG_04564	Smp_347380.1
OG0004202	FGIG_04579	Smp_051280.1
OG0004203	FGIG_04634, FGIG_08625	Smp_340190.1
OG0004204	FGIG_04736	Smp_129360.1
OG0004205	FGIG_04779	Smp_024380.1
OG0004206	FGIG_04834	Smp_141440.1
OG0004207	FGIG_04874	Smp_307600.1
OG0004208	FGIG_04892	Smp_346790.1
OG0004209	FGIG_04946	Smp_131230.1
OG0004210	FGIG_04959	Smp_133110.1
OG0004211	FGIG_05047	Smp_142410.1
OG0004212	FGIG_05057, FGIG_05058	Smp_154870.1
OG0004213	FGIG_05194	Smp_134020.1
OG0004214	FGIG_05216	Smp_006340.1
OG0004215	FGIG_05334	Smp_031950.1
OG0004216	FGIG_05346, FGIG_08394	Smp_247220.1
OG0004217	FGIG_05395, FGIG_11888	Smp_144660.1
OG0004218	FGIG_05399	Smp_174300.1, Smp_318660.1, Smp_318660.2
OG0004219	FGIG_05514	Smp_026320.1
OG0004220	FGIG_05556	Smp_304380.1
OG0004221	FGIG_05569	Smp_086910.1
OG0004222	FGIG_10474, FGIG_05572	Smp_004480.1, Smp_004480.2
OG0004223	FGIG_05613	Smp_052780.1
OG0004224	FGIG_10306, FGIG_07260, FGIG_05640, FGIG_05641	Smp_129120.1
OG0004225	FGIG_05671, FGIG_12695	Smp_311050.1
OG0004226	FGIG_05776	Smp_055400.1
OG0004227	FGIG_05819	Smp_157160.1
OG0004228	FGIG_05863, FGIG_05862	Smp_181230.1
OG0004229	FGIG_05864	Smp_162040.1
OG0004230	FGIG_05881	Smp_344510.1
OG0004231	FGIG_05984	Smp_312990.1
OG0004232	FGIG_06092	Smp_327970.1
OG0004233	FGIG_06188	Smp_337550.1
OG0004234	FGIG_06198, FGIG_06199	Smp_001030.1
OG0004235	FGIG_06261	Smp_078920.1
OG0004236	FGIG_06327	Smp_142780.1
OG0004237	FGIG_06380	Smp_163880.1
OG0004238	FGIG_06408	Smp_316180.1
OG0004239	FGIG_06424, FGIG_10940	Smp_332900.1
OG0004240	FGIG_06463	Smp_105100.1
OG0004241	FGIG_06477	Smp_074900.1
OG0004242	FGIG_06484	Smp_199100.1
OG0004243	FGIG_06536	Smp_105020.1
OG0004244	FGIG_06683	Smp_314500.1
OG0004245	FGIG_06787	Smp_179350.1
OG0004246	FGIG_06824	Smp_162000.1
OG0004247	FGIG_06962	Smp_174880.1
OG0004248	FGIG_06977	Smp_307270.1
OG0004249	FGIG_07030	Smp_335710.1, Smp_201220.1
OG0004250	FGIG_07031	Smp_127870.1, Smp_127870.2
OG0004251	FGIG_07113	Smp_032770.1
OG0004252	FGIG_07149	Smp_332500.1
OG0004253	FGIG_07217	Smp_149430.1
OG0004254	FGIG_07256	Smp_319500.1
OG0004255	FGIG_12413, FGIG_12569, FGIG_07497	Smp_028140.1
OG0004256	FGIG_07633	Smp_135890.1
OG0004257	FGIG_07682	Smp_123530.1
OG0004258	FGIG_07694	Smp_082800.1
OG0004259	FGIG_07801	Smp_163930.1
OG0004260	FGIG_07802	Smp_031710.1
OG0004261	FGIG_07803	Smp_139360.1, Smp_139360.2
OG0004262	FGIG_07839	Smp_346830.1
OG0004263	FGIG_08013, FGIG_09167	Smp_123710.1
OG0004264	FGIG_08046	Smp_155590.1
OG0004265	FGIG_08066	Smp_341100.1
OG0004266	FGIG_08111	Smp_342260.1, Smp_342260.2
OG0004267	FGIG_08172	Smp_124020.1
OG0004268	FGIG_08214	Smp_148010.1
OG0004269	FGIG_08228	Smp_210070.1
OG0004270	FGIG_08299	Smp_340090.1
OG0004271	FGIG_08319	Smp_045650.1
OG0004272	FGIG_08324	Smp_344190.1
OG0004273	FGIG_08333	Smp_158670.1
OG0004274	FGIG_08342	Smp_146340.1
OG0004275	FGIG_08453	Smp_023940.1, Smp_023940.2
OG0004276	FGIG_08470	Smp_139720.1
OG0004277	FGIG_08530	Smp_214170.1, Smp_214170.3, Smp_214170.2
OG0004278	FGIG_08619	Smp_212230.1
OG0004279	FGIG_08701	Smp_164990.1
OG0004280	FGIG_08772	Smp_056860.1
OG0004281	FGIG_08845	Smp_041830.1
OG0004282	FGIG_08861	Smp_133370.1
OG0004283	FGIG_08907, FGIG_08908	Smp_148130.1
OG0004284	FGIG_08914	Smp_170380.1
OG0004285	FGIG_08946	Smp_141820.1
OG0004286	FGIG_09143	Smp_065150.1
OG0004287	FGIG_11615, FGIG_09160	Smp_135100.1
OG0004289	FGIG_09200	Smp_247240.1
OG0004290	FGIG_09250	Smp_074870.1
OG0004291	FGIG_09304	Smp_319100.1, Smp_319100.2
OG0004292	FGIG_09305	Smp_319110.1
OG0004293	FGIG_09315	Smp_137090.1
OG0004294	FGIG_09483	Smp_213080.1
OG0004295	FGIG_09504	Smp_340390.1
OG0004296	FGIG_09521	Smp_135350.1
OG0004297	FGIG_09610	Smp_139600.1
OG0004298	FGIG_12055, FGIG_12307, FGIG_09650	Smp_211270.1
OG0004299	FGIG_09737	Smp_214350.1
OG0004300	FGIG_09745	Smp_140610.1
OG0004301	FGIG_09759	Smp_074700.2, Smp_074700.1
OG0004302	FGIG_09774	Smp_135480.1
OG0004303	FGIG_09888, FGIG_09887, FGIG_09889	Smp_172130.1
OG0004304	FGIG_09932	Smp_075470.1
OG0004305	FGIG_09968	Smp_028060.1
OG0004306	FGIG_10027	Smp_012750.1, Smp_012750.2
OG0004307	FGIG_10127	Smp_246160.1
OG0004308	FGIG_10141	Smp_151480.1
OG0004309	FGIG_10150	Smp_126470.1
OG0004310	FGIG_10214	Smp_021290.1
OG0004311	FGIG_10278	Smp_303350.1, Smp_323350.1, Smp_323330.1, Smp_323360.1
OG0004312	FGIG_10378	Smp_059820.1
OG0004313	FGIG_10583	Smp_043200.1
OG0004314	FGIG_10625	Smp_342400.1
OG0004315	FGIG_10690	Smp_046550.1
OG0004316	FGIG_10712	Smp_011720.1
OG0004317	FGIG_10818	Smp_210950.1, Smp_322500.1
OG0004318	FGIG_10828	Smp_210900.1, Smp_210900.2
OG0004319	FGIG_10870	Smp_115450.1
OG0004320	FGIG_10905, FGIG_12362	Smp_171370.1
OG0004321	FGIG_10909	Smp_053140.1
OG0004322	FGIG_11017	Smp_175430.1
OG0004323	FGIG_11062	Smp_047090.1
OG0004324	FGIG_11068	Smp_157080.1
OG0004325	FGIG_11104	Smp_210680.1
OG0004326	FGIG_11148	Smp_078090.1
OG0004327	FGIG_11221	Smp_028930.1, Smp_028930.2
OG0004328	FGIG_11247, FGIG_11246	Smp_127310.1
OG0004329	FGIG_11261	Smp_179650.1
OG0004330	FGIG_11339	Smp_009520.1
OG0004331	FGIG_11479	Smp_335210.1
OG0004332	FGIG_11616, FGIG_12109	Smp_144360.1
OG0004333	FGIG_11645	Smp_062640.1
OG0004334	FGIG_11673	Smp_068760.1
OG0004335	FGIG_11692	Smp_053510.1
OG0004336	FGIG_11850	Smp_248180.1
OG0004337	FGIG_12235	Smp_164190.1
OG0004338	FGIG_12451	Smp_059540.1
OG0004367	FGIG_00024	Smp_177020.1
OG0004368	FGIG_00046	Smp_065890.1
OG0004369	FGIG_00163	Smp_154600.1
OG0004370	FGIG_00180	Smp_130470.1, Smp_130470.2
OG0004371	FGIG_00201	Smp_073200.1
OG0004372	FGIG_00227	Smp_306800.1
OG0004373	FGIG_00247	Smp_038700.1
OG0004374	FGIG_00296	Smp_245580.1
OG0004375	FGIG_00380, FGIG_12367, FGIG_00381	Smp_196400.1
OG0004376	FGIG_00396	Smp_012790.1
OG0004377	FGIG_00503, FGIG_00504	Smp_341930.1
OG0004378	FGIG_00505	Smp_341300.2, Smp_341300.1
OG0004379	FGIG_00543	Smp_056780.1
OG0004380	FGIG_00575	Smp_096290.1
OG0004381	FGIG_00576	Smp_162760.1
OG0004382	FGIG_00607	Smp_061680.1
OG0004383	FGIG_00628	Smp_168350.1, Smp_010160.1
OG0004384	FGIG_00666	Smp_337220.1
OG0004385	FGIG_00673	Smp_093310.1
OG0004386	FGIG_00731, FGIG_00730	Smp_332270.1
OG0004387	FGIG_00737	Smp_340780.1
OG0004388	FGIG_00742	Smp_061500.1, Smp_037930.1
OG0004389	FGIG_00797	Smp_149180.1
OG0004390	FGIG_00869	Smp_341840.1
OG0004391	FGIG_00873	Smp_008320.1
OG0004392	FGIG_00912	Smp_035410.1
OG0004393	FGIG_00925	Smp_043130.1
OG0004394	FGIG_00947	Smp_103470.1
OG0004395	FGIG_07849, FGIG_07850, FGIG_00960, FGIG_00961	Smp_145680.1
OG0004396	FGIG_00970	Smp_100080.1
OG0004397	FGIG_01036	Smp_103710.1
OG0004398	FGIG_01255	Smp_143220.1
OG0004399	FGIG_01303	Smp_152390.1
OG0004400	FGIG_01336	Smp_147070.1
OG0004401	FGIG_01357	Smp_163590.1, Smp_163590.2, Smp_076930.1, Smp_163590.3
OG0004402	FGIG_01409	Smp_337040.1
OG0004403	FGIG_01411	Smp_147790.1
OG0004404	FGIG_10890, FGIG_01477	Smp_245670.1
OG0004405	FGIG_01518, FGIG_02494, FGIG_04896	Smp_032280.1
OG0004406	FGIG_01533	Smp_006710.1
OG0004407	FGIG_01535	Smp_132730.1
OG0004408	FGIG_01551	Smp_344760.1
OG0004409	FGIG_01575	Smp_019130.1
OG0004410	FGIG_01684	Smp_127740.1
OG0004411	FGIG_01748	Smp_151380.1
OG0004412	FGIG_01786	Smp_013870.1
OG0004413	FGIG_01802	Smp_334790.1
OG0004414	FGIG_01899	Smp_171460.1
OG0004415	FGIG_01953	Smp_343960.1
OG0004416	FGIG_02009	Smp_055870.1, Smp_055870.2
OG0004417	FGIG_02065	Smp_000340.1
OG0004418	FGIG_02119	Smp_319810.1
OG0004419	FGIG_02156	Smp_242830.1
OG0004420	FGIG_02193	Smp_161540.1
OG0004421	FGIG_02256	Smp_004160.1
OG0004422	FGIG_02272	Smp_057650.1
OG0004423	FGIG_02364	Smp_128870.1
OG0004424	FGIG_02413	Smp_181270.1
OG0004425	FGIG_02415	Smp_300490.1
OG0004426	FGIG_02480	Smp_018930.1
OG0004428	FGIG_02523	Smp_131450.1, Smp_027610.1
OG0004429	FGIG_02536	Smp_121660.1
OG0004430	FGIG_02546, FGIG_02545	Smp_317760.1
OG0004431	FGIG_02549	Smp_052640.1
OG0004432	FGIG_02590	Smp_031680.1
OG0004433	FGIG_02602	Smp_126450.1
OG0004434	FGIG_02702	Smp_041050.1
OG0004435	FGIG_02747, FGIG_02748	Smp_139200.1
OG0004436	FGIG_02876	Smp_168170.1
OG0004437	FGIG_02908	Smp_093630.1
OG0004438	FGIG_02909	Smp_213960.1
OG0004439	FGIG_02983, FGIG_02982	Smp_244490.1
OG0004440	FGIG_03007	Smp_073500.1
OG0004441	FGIG_03071	Smp_244650.1
OG0004442	FGIG_03137	Smp_000640.1
OG0004443	FGIG_03212	Smp_028120.1
OG0004444	FGIG_03236	Smp_157300.1
OG0004445	FGIG_08747, FGIG_03238	Smp_157290.1
OG0004446	FGIG_03258	Smp_304720.1
OG0004447	FGIG_03307	Smp_036130.1
OG0004448	FGIG_03313	Smp_212180.1
OG0004449	FGIG_03335	Smp_033930.1
OG0004450	FGIG_03401	Smp_312900.1
OG0004451	FGIG_03703	Smp_090860.1
OG0004452	FGIG_03722	Smp_149050.1
OG0004453	FGIG_03778	Smp_003230.1
OG0004454	FGIG_03810	Smp_246540.1
OG0004455	FGIG_03831	Smp_212380.1
OG0004456	FGIG_03844	Smp_056350.1
OG0004457	FGIG_03913	Smp_198170.1, Smp_042700.1
OG0004458	FGIG_03916	Smp_332580.1
OG0004459	FGIG_03963	Smp_153270.1
OG0004460	FGIG_04006, FGIG_11677	Smp_137920.1
OG0004461	FGIG_04015	Smp_103540.1
OG0004462	FGIG_04145	Smp_013070.1
OG0004463	FGIG_04168	Smp_079420.1
OG0004465	FGIG_04282	Smp_328410.1, Smp_047440.1
OG0004466	FGIG_04311	Smp_083030.1
OG0004467	FGIG_10614, FGIG_04426	Smp_128860.1
OG0004468	FGIG_04458	Smp_006810.1
OG0004469	FGIG_04479	Smp_210970.1
OG0004470	FGIG_04484	Smp_245520.2, Smp_245520.1, Smp_245520.3
OG0004471	FGIG_04532	Smp_180390.1
OG0004472	FGIG_04533, FGIG_05818	Smp_104270.1
OG0004473	FGIG_04541	Smp_071890.1
OG0004474	FGIG_04569, FGIG_04570	Smp_059350.1
OG0004475	FGIG_04616	Smp_154370.1
OG0004476	FGIG_04811	Smp_317770.1, Smp_248020.1
OG0004477	FGIG_04829	Smp_006720.1
OG0004478	FGIG_04905	Smp_162110.1
OG0004479	FGIG_07874, FGIG_04911, FGIG_04909, FGIG_04910	Smp_162360.1
OG0004480	FGIG_04928, FGIG_04929	Smp_157830.1
OG0004481	FGIG_04970	Smp_013690.1
OG0004482	FGIG_04980	Smp_146640.1
OG0004483	FGIG_04995	Smp_131060.1
OG0004484	FGIG_05006	Smp_154910.1
OG0004485	FGIG_05013	Smp_025160.1, Smp_025160.3, Smp_025160.2
OG0004486	FGIG_05089, FGIG_11564	Smp_158610.1
