Orthogroup	fasciola_gigantica	schistosoma_turkestanicum
OG0003368	FGIG_01783	STRK1_33140.1
OG0003369	FGIG_01830	STRK1_62230.1
OG0003370	FGIG_01957	STRK1_26690.1
OG0003371	FGIG_02019	STRK1_45580.1
OG0003372	FGIG_02026	STRK1_90410.1
OG0003373	FGIG_02213	STRK1_2780.1
OG0003374	FGIG_10992, FGIG_02215	STRK1_94550.1
OG0003375	FGIG_02328	STRK1_68240.1, STRK1_68240.2, STRK1_68240.3
OG0003376	FGIG_02356	STRK1_51370.1, STRK1_51370.3, STRK1_51370.2
OG0003377	FGIG_02440, FGIG_08574, FGIG_02441	STRK1_79760.1, STRK1_79760.2, STRK1_79760.3
OG0003378	FGIG_05882, FGIG_02455	STRK1_93930.1
OG0003379	FGIG_02476	STRK1_63360.1
OG0003380	FGIG_02530	STRK1_52610.1
OG0003381	FGIG_08975, FGIG_06170, FGIG_02604	STRK1_48370.1
OG0003382	FGIG_02624	STRK1_67970.1
OG0003383	FGIG_02627	STRK1_5730.1
OG0003384	FGIG_02644	STRK1_40530.1, STRK1_40530.2, STRK1_58370.1
OG0003385	FGIG_02658	STRK1_86970.1
OG0003386	FGIG_02736	STRK1_19980.1
OG0003387	FGIG_02791	STRK1_4460.1, STRK1_4460.2
OG0003388	FGIG_02832	STRK1_94780.1, STRK1_94780.2, STRK1_94780.3
OG0003389	FGIG_02845	STRK1_44170.1
OG0003390	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968	STRK1_35620.1
OG0003391	FGIG_02989	STRK1_101140.1, STRK1_77300.1, STRK1_77250.1
OG0003392	FGIG_03019	STRK1_46610.3, STRK1_46610.2, STRK1_46610.1, STRK1_108450.1
OG0003393	FGIG_03104	STRK1_33830.1
OG0003394	FGIG_03228, FGIG_10570	STRK1_37430.1
OG0003395	FGIG_03232	STRK1_56820.1
OG0003396	FGIG_03268	STRK1_40090.1
OG0003397	FGIG_11253, FGIG_03277	STRK1_100120.1, STRK1_20470.1, STRK1_20470.2
OG0003398	FGIG_03315	STRK1_8960.1, STRK1_8960.2, STRK1_8960.3
OG0003399	FGIG_03351	STRK1_36400.1, STRK1_36400.2
OG0003400	FGIG_03383	STRK1_71780.1
OG0003401	FGIG_06798	STRK1_34160.1
OG0003402	FGIG_03727	STRK1_19180.1
OG0003404	FGIG_03912	STRK1_71890.1
OG0003405	FGIG_09971, FGIG_03953	STRK1_45610.1
OG0003406	FGIG_03955	STRK1_15560.1
OG0003407	FGIG_04038	STRK1_82070.1
OG0003408	FGIG_04180	STRK1_22560.1
OG0003409	FGIG_04283	STRK1_13650.1
OG0003410	FGIG_04321	STRK1_99080.1, STRK1_67200.1
OG0003411	FGIG_04428	STRK1_37760.1, STRK1_37770.1
OG0003412	FGIG_04567	STRK1_6850.1, STRK1_6850.2
OG0003414	FGIG_04641	STRK1_37900.1
OG0003415	FGIG_05494, FGIG_04667	STRK1_106600.1, STRK1_76930.1, STRK1_76940.1, STRK1_76950.1
OG0003416	FGIG_04682	STRK1_67390.1
OG0003417	FGIG_04700	STRK1_54080.1
OG0003418	FGIG_04781	STRK1_45170.1
OG0003419	FGIG_04950	STRK1_75210.1
OG0003420	FGIG_04953	STRK1_28150.1
OG0003421	FGIG_05044	STRK1_33210.1
OG0003422	FGIG_05101, FGIG_11462	STRK1_44980.1, STRK1_44980.2
OG0003423	FGIG_05139, FGIG_05140	STRK1_8420.1, STRK1_8410.1
OG0003424	FGIG_05199, FGIG_06598, FGIG_05198	STRK1_83940.1, STRK1_95090.1
OG0003425	FGIG_05221	STRK1_82360.1
OG0003426	FGIG_05233	STRK1_58880.1
OG0003427	FGIG_05263	STRK1_42820.1, STRK1_42840.1
OG0003428	FGIG_05322	STRK1_80590.1
OG0003429	FGIG_05378	STRK1_75010.1
OG0003430	FGIG_05381	STRK1_74040.1, STRK1_74040.2
OG0003431	FGIG_05479	STRK1_18530.3, STRK1_18530.1, STRK1_18530.2
OG0003432	FGIG_05497	STRK1_68540.1
OG0003433	FGIG_05557	STRK1_6520.1, STRK1_6520.2, STRK1_6520.3
OG0003434	FGIG_05575, FGIG_05573	STRK1_57730.1, STRK1_57750.1, STRK1_57760.1
OG0003435	FGIG_05623	STRK1_28120.1, STRK1_28120.2
OG0003436	FGIG_05658, FGIG_05657	STRK1_48530.1
OG0003437	FGIG_05713	STRK1_70570.3, STRK1_70570.4, STRK1_70570.1, STRK1_70570.2
OG0003438	FGIG_05722	STRK1_29070.1
OG0003439	FGIG_05729	STRK1_20800.1
OG0003440	FGIG_05741	STRK1_19730.1
OG0003441	FGIG_08834, FGIG_05805	STRK1_25860.1, STRK1_25840.1, STRK1_25850.1
OG0003442	FGIG_05841	STRK1_70290.1
OG0003443	FGIG_05859	STRK1_57410.1
OG0003444	FGIG_05870	STRK1_10080.1, STRK1_10080.2
OG0003445	FGIG_05949	STRK1_42340.1, STRK1_42340.2
OG0003446	FGIG_05978	STRK1_35980.1
OG0003447	FGIG_06010	STRK1_15210.1
OG0003448	FGIG_06070	STRK1_67830.1, STRK1_67830.2, STRK1_67830.3
OG0003449	FGIG_06071	STRK1_67840.1
OG0003450	FGIG_06121	STRK1_58980.1
OG0003451	FGIG_06150	STRK1_82660.1
OG0003452	FGIG_06174	STRK1_12350.1
OG0003453	FGIG_06213	STRK1_40570.1, STRK1_42060.1, STRK1_40540.1, STRK1_40550.1, STRK1_40550.2
OG0003454	FGIG_07233, FGIG_06256	STRK1_27470.1
OG0003455	FGIG_06283	STRK1_65530.1
OG0003456	FGIG_06307	STRK1_12760.1
OG0003457	FGIG_06344	STRK1_33010.1
OG0003458	FGIG_06349	STRK1_41330.1
OG0003459	FGIG_12029, FGIG_06414	STRK1_75140.1
OG0003460	FGIG_06432	STRK1_42680.1
OG0003462	FGIG_06516	STRK1_37950.1, STRK1_37950.2
OG0003463	FGIG_06582	STRK1_82230.1
OG0003464	FGIG_06669, FGIG_10395	STRK1_79890.1
OG0003465	FGIG_06693	STRK1_59190.1
OG0003466	FGIG_06768	STRK1_9360.1
OG0003467	FGIG_06773	STRK1_73990.1, STRK1_73980.1
OG0003468	FGIG_06775	STRK1_66450.1
OG0003470	FGIG_06855, FGIG_07604	STRK1_46590.1
OG0003471	FGIG_06877	STRK1_43870.1
OG0003472	FGIG_06945	STRK1_12030.1
OG0003473	FGIG_07054, FGIG_07055, FGIG_07056	STRK1_74970.1
OG0003474	FGIG_07164	STRK1_97590.1
OG0003475	FGIG_08007, FGIG_07166	STRK1_103980.1, STRK1_106020.1, STRK1_23990.1
OG0003476	FGIG_07337, FGIG_07336, FGIG_07338	STRK1_41070.1
OG0003477	FGIG_07412	STRK1_65850.1
OG0003478	FGIG_07434	STRK1_5800.1
OG0003479	FGIG_07482	STRK1_23650.1
OG0003480	FGIG_12064, FGIG_07490	STRK1_66120.1
OG0003481	FGIG_07505	STRK1_60810.1
OG0003482	FGIG_07511	STRK1_84470.1
OG0003483	FGIG_07526	STRK1_29630.1
OG0003484	FGIG_12673, FGIG_07557	STRK1_15970.1
OG0003485	FGIG_07575	STRK1_91690.1, STRK1_107210.1
OG0003486	FGIG_07576	STRK1_39470.1
OG0003487	FGIG_07648	STRK1_51950.1, STRK1_51950.2, STRK1_51950.3
OG0003488	FGIG_07953	STRK1_10880.1
OG0003489	FGIG_08029, FGIG_08030	STRK1_71060.1
OG0003490	FGIG_08068	STRK1_12120.1
OG0003491	FGIG_08112, FGIG_12117	STRK1_35300.1
OG0003492	FGIG_08145	STRK1_60260.1
OG0003493	FGIG_08216	STRK1_89040.1
OG0003494	FGIG_08362	STRK1_89900.1
OG0003495	FGIG_10021, FGIG_10022, FGIG_08396	STRK1_16110.1
OG0003496	FGIG_08431	STRK1_29650.1
OG0003497	FGIG_08580	STRK1_54900.1, STRK1_105960.1, STRK1_110190.1
OG0003498	FGIG_08643	STRK1_68140.1, STRK1_68140.2
OG0003499	FGIG_08680, FGIG_09723	STRK1_61280.1
OG0003500	FGIG_09031	STRK1_64130.1, STRK1_64130.2, STRK1_64130.3
OG0003501	FGIG_09062	STRK1_74570.1
OG0003502	FGIG_09063	STRK1_84580.1
OG0003503	FGIG_09082	STRK1_3400.1
OG0003504	FGIG_09166	STRK1_28490.1
OG0003505	FGIG_09275	STRK1_52440.1
OG0003506	FGIG_09306	STRK1_560.1, STRK1_560.2
OG0003507	FGIG_09412	STRK1_16100.1
OG0003508	FGIG_09438	STRK1_61890.1, STRK1_61890.2
OG0003509	FGIG_09546, FGIG_09545	STRK1_39990.1, STRK1_39980.1
OG0003510	FGIG_09594	STRK1_95950.1, STRK1_95960.2, STRK1_95960.1, STRK1_95950.2
OG0003511	FGIG_09712	STRK1_61820.1
OG0003512	FGIG_09721	STRK1_80500.1
OG0003513	FGIG_09801	STRK1_73480.1
OG0003514	FGIG_09807	STRK1_36960.1
OG0003515	FGIG_09892	STRK1_94750.1, STRK1_94750.2
OG0003516	FGIG_09916	STRK1_52260.1
OG0003517	FGIG_10167	STRK1_92630.1
OG0003518	FGIG_10174	STRK1_83930.1
OG0003519	FGIG_10419	STRK1_33490.1, STRK1_33490.2
OG0003520	FGIG_10467	STRK1_55990.1
OG0003521	FGIG_12051, FGIG_10478	STRK1_11060.1
OG0003522	FGIG_10541	STRK1_107800.1, STRK1_107800.2, STRK1_78140.1
OG0003523	FGIG_10550	STRK1_48820.1
OG0003524	FGIG_10704	STRK1_65270.1, STRK1_65300.1
OG0003525	FGIG_11007, FGIG_10781	STRK1_16940.1
OG0003526	FGIG_10791	STRK1_29950.1, STRK1_29950.2, STRK1_29950.3
OG0003527	FGIG_10811	STRK1_76920.1, STRK1_100180.1
OG0003528	FGIG_10880	STRK1_80910.1
OG0003529	FGIG_10912	STRK1_37250.1
OG0003530	FGIG_10914	STRK1_62850.1
OG0003531	FGIG_10989	STRK1_9950.3, STRK1_9950.1, STRK1_9950.2
OG0003532	FGIG_11060	STRK1_12740.1
OG0003533	FGIG_11092	STRK1_50920.1
OG0003534	FGIG_11538, FGIG_11202, FGIG_12694	STRK1_85040.1
OG0003535	FGIG_11666	STRK1_101010.1, STRK1_103140.1
OG0003536	FGIG_11774	STRK1_60310.1, STRK1_60310.2, STRK1_60310.3
OG0003537	FGIG_11863	STRK1_57050.1, STRK1_57040.1
OG0003539	FGIG_11917	STRK1_74070.1
OG0003540	FGIG_12074	STRK1_15950.1
OG0003541	FGIG_12159	STRK1_83630.1
OG0003542	FGIG_12196	STRK1_58810.1
OG0003543	FGIG_12417	STRK1_49620.1, STRK1_49620.2, STRK1_49620.3, STRK1_49620.4, STRK1_49620.5
OG0003544	FGIG_12447	STRK1_50660.1
OG0003545	FGIG_12639	STRK1_17690.1, STRK1_17690.2
OG0003577	FGIG_05691, FGIG_05690, FGIG_00043	STRK1_42730.1
OG0003579	FGIG_00148	STRK1_31390.3, STRK1_31390.1, STRK1_31390.2
OG0003580	FGIG_00273	STRK1_15160.1
OG0003581	FGIG_00360	STRK1_39340.1
OG0003582	FGIG_00366	STRK1_56610.1
OG0003583	FGIG_00376	STRK1_17170.1, STRK1_17170.2
OG0003584	FGIG_00469	STRK1_60840.1, STRK1_60840.2
OG0003585	FGIG_00518	STRK1_81060.1, STRK1_81080.1, STRK1_81100.1, STRK1_81110.1, STRK1_81090.1
OG0003586	FGIG_00534	STRK1_42180.1
OG0003587	FGIG_00586	STRK1_10250.1
OG0003588	FGIG_00743	STRK1_14910.1
OG0003589	FGIG_00813	STRK1_69100.1
OG0003590	FGIG_12402, FGIG_00895	STRK1_5780.1
OG0003591	FGIG_00905	STRK1_57130.1
OG0003592	FGIG_00927	STRK1_71310.1
OG0003593	FGIG_00974	STRK1_34620.1
OG0003594	FGIG_00996	STRK1_2810.2, STRK1_2810.3
OG0003595	FGIG_01053	STRK1_82820.1, STRK1_82800.1, STRK1_82800.2
OG0003596	FGIG_01069	STRK1_47120.1, STRK1_47120.2
OG0003597	FGIG_01078	STRK1_71720.1
OG0003598	FGIG_01092	STRK1_31070.1
OG0003599	FGIG_01106	STRK1_11880.3, STRK1_11880.4, STRK1_11880.5, STRK1_11880.2, STRK1_11880.1
OG0003600	FGIG_01135	STRK1_23640.1, STRK1_6940.1, STRK1_6940.2
OG0003601	FGIG_01211	STRK1_25140.1
OG0003602	FGIG_01316	STRK1_61840.1
OG0003603	FGIG_01389	STRK1_68990.1, STRK1_69000.1, STRK1_68990.2
OG0003604	FGIG_01421	STRK1_490.1
OG0003605	FGIG_01482	STRK1_97820.1
OG0003606	FGIG_01532	STRK1_27730.1, STRK1_27730.2, STRK1_27710.1, STRK1_27720.1
OG0003607	FGIG_01612	STRK1_4660.1, STRK1_4670.1
OG0003608	FGIG_01683	STRK1_31010.1
OG0003609	FGIG_01810	STRK1_24170.1, STRK1_24170.2
OG0003610	FGIG_01872	STRK1_87660.1, STRK1_87660.2
OG0003612	FGIG_01920, FGIG_01921, FGIG_01922	STRK1_57020.1
OG0003613	FGIG_01939	STRK1_66290.1
OG0003614	FGIG_01971, FGIG_01972	STRK1_57230.1, STRK1_57230.2
OG0003615	FGIG_01976	STRK1_28530.1
OG0003616	FGIG_02007, FGIG_02006	STRK1_13520.1
OG0003617	FGIG_02047	STRK1_61320.3, STRK1_61320.1, STRK1_61320.2, STRK1_61320.4, STRK1_61320.5
OG0003618	FGIG_02055	STRK1_25060.1
OG0003619	FGIG_02061	STRK1_9730.1, STRK1_9730.2
OG0003620	FGIG_08873	STRK1_50260.1, STRK1_50260.2
OG0003621	FGIG_02103	STRK1_51440.1, STRK1_51450.1
OG0003622	FGIG_02151, FGIG_02150, FGIG_07012	STRK1_68340.1
OG0003623	FGIG_02257	STRK1_100650.1
OG0003624	FGIG_02258	STRK1_5620.2, STRK1_5620.1, STRK1_5620.4, STRK1_5620.3
OG0003625	FGIG_12606, FGIG_02275	STRK1_68480.1, STRK1_83680.1
OG0003626	FGIG_02277	STRK1_82740.1
OG0003627	FGIG_02279, FGIG_02278	STRK1_111290.1, STRK1_82600.1, STRK1_67220.1
OG0003628	FGIG_02331	STRK1_34860.1
OG0003629	FGIG_02383	STRK1_7120.1
OG0003630	FGIG_02400	STRK1_30610.1, STRK1_30620.1
OG0003631	FGIG_02436	STRK1_76270.1
OG0003632	FGIG_02505	STRK1_58500.1, STRK1_58500.2
OG0003633	FGIG_02585	STRK1_47570.1
OG0003634	FGIG_02606, FGIG_02607	STRK1_72680.1, STRK1_72680.2, STRK1_72680.3
OG0003635	FGIG_02628	STRK1_72850.1, STRK1_72850.2
OG0003636	FGIG_11211, FGIG_02695	STRK1_75170.1
OG0003637	FGIG_02762	STRK1_61230.1
OG0003638	FGIG_02770, FGIG_02771	STRK1_51850.1
OG0003639	FGIG_02772	STRK1_51860.1
OG0003640	FGIG_02786	STRK1_6480.1, STRK1_6480.2
OG0003641	FGIG_02865	STRK1_73430.1
OG0003642	FGIG_02922	STRK1_54350.1
OG0003643	FGIG_02927	STRK1_70170.1, STRK1_70170.2
OG0003644	FGIG_03073	STRK1_4690.1
OG0003645	FGIG_03143	STRK1_45110.1
OG0003646	FGIG_03166	STRK1_47830.1
OG0003647	FGIG_03168	STRK1_4380.1
OG0003648	FGIG_03188	STRK1_9370.1
OG0003649	FGIG_03219	STRK1_28870.1
OG0003650	FGIG_03263	STRK1_2750.1
OG0003651	FGIG_03287	STRK1_54560.1, STRK1_54560.2
OG0003652	FGIG_03323, FGIG_10472	STRK1_47870.1, STRK1_47870.2
OG0003653	FGIG_03385	STRK1_38130.1
OG0003654	FGIG_03411	STRK1_63090.1
OG0003655	FGIG_03536	STRK1_29890.1
OG0003656	FGIG_03555	STRK1_68670.1
OG0003657	FGIG_03629	STRK1_16600.1
OG0003658	FGIG_03659	STRK1_70190.1, STRK1_109170.1
OG0003659	FGIG_03808, FGIG_03705, FGIG_10990	STRK1_73150.1, STRK1_73150.2
OG0003660	FGIG_03712	STRK1_69870.1
OG0003661	FGIG_03773	STRK1_46450.1
OG0003662	FGIG_03809	STRK1_100080.1, STRK1_101820.1
OG0003663	FGIG_03827	STRK1_67930.1
OG0003664	FGIG_04081	STRK1_54920.1, STRK1_54930.1
OG0003665	FGIG_04110	STRK1_70280.1
OG0003666	FGIG_04175	STRK1_55960.1
OG0003667	FGIG_04235	STRK1_14540.1
OG0003668	FGIG_04251	STRK1_51770.1, STRK1_51770.2
OG0003669	FGIG_05183, FGIG_04279	STRK1_48420.1
OG0003670	FGIG_04318	STRK1_59560.1, STRK1_59560.2
OG0003671	FGIG_04333	STRK1_73410.1
OG0003672	FGIG_04413	STRK1_94610.4, STRK1_94610.5, STRK1_94600.1, STRK1_94610.3, STRK1_94610.2, STRK1_94610.1, STRK1_108080.1, STRK1_108080.2, STRK1_108080.3
OG0003673	FGIG_04449	STRK1_88200.1
OG0003674	FGIG_04589, FGIG_04590	STRK1_27560.2, STRK1_27560.1
OG0003675	FGIG_04600	STRK1_58840.1
OG0003676	FGIG_04653, FGIG_04652	STRK1_102870.1, STRK1_90310.1, STRK1_90320.1, STRK1_101240.1
OG0003677	FGIG_04666	STRK1_77020.1, STRK1_77010.1, STRK1_101910.1
OG0003678	FGIG_04715, FGIG_04716, FGIG_04714	STRK1_32440.1
OG0003680	FGIG_04884	STRK1_33680.1
OG0003681	FGIG_04982	STRK1_84880.1
OG0003682	FGIG_04999	STRK1_72300.1
OG0003683	FGIG_05008	STRK1_8680.1
OG0003684	FGIG_05125	STRK1_30250.1
OG0003685	FGIG_05168	STRK1_32860.1
OG0003686	FGIG_05189, FGIG_05190, FGIG_05191	STRK1_87250.1
OG0003687	FGIG_05219	STRK1_63850.1
OG0003688	FGIG_05228	STRK1_79340.1, STRK1_79340.3, STRK1_79340.4, STRK1_79340.2
OG0003689	FGIG_05234	STRK1_57790.1, STRK1_110980.1, STRK1_110980.2, STRK1_110980.3, STRK1_110980.4, STRK1_110980.5
OG0003690	FGIG_09787, FGIG_05256	STRK1_54610.1
OG0003691	FGIG_05257	STRK1_90610.1
OG0003692	FGIG_05307	STRK1_32750.1, STRK1_32750.2
OG0003693	FGIG_05359	STRK1_47510.1
OG0003694	FGIG_05400	STRK1_22430.1
OG0003695	FGIG_05402	STRK1_61900.1, STRK1_61900.2
OG0003696	FGIG_05430	STRK1_67680.1
OG0003697	FGIG_05465	STRK1_920.1
OG0003698	FGIG_05470, FGIG_05471	STRK1_34120.1
OG0003699	FGIG_05504, FGIG_12553	STRK1_37100.1
OG0003700	FGIG_05526	STRK1_44310.1
OG0003701	FGIG_05891	STRK1_78410.1, STRK1_78410.2
OG0003702	FGIG_05910	STRK1_19740.1
OG0003703	FGIG_05933	STRK1_7650.1
OG0003704	FGIG_13994, FGIG_05964	STRK1_34710.1, STRK1_34710.2
OG0003705	FGIG_06163	STRK1_35370.1, STRK1_35370.2
OG0003706	FGIG_06271, FGIG_06272	STRK1_87070.1
OG0003707	FGIG_06450	STRK1_6560.1, STRK1_6550.1, STRK1_6550.5, STRK1_6550.2, STRK1_6550.3, STRK1_6550.4, STRK1_6550.6
OG0003708	FGIG_06479	STRK1_60640.1
OG0003709	FGIG_06505	STRK1_1470.1
OG0003710	FGIG_06612	STRK1_34760.1
OG0003711	FGIG_06613	STRK1_64940.1
OG0003712	FGIG_06656	STRK1_13400.1, STRK1_13400.2
OG0003713	FGIG_06713	STRK1_85100.1, STRK1_85100.2, STRK1_85100.3, STRK1_85100.4
OG0003714	FGIG_12067, FGIG_12236, FGIG_06747	STRK1_85400.1, STRK1_103110.1
OG0003715	FGIG_06756, FGIG_10384	STRK1_22520.1
OG0003716	FGIG_11776, FGIG_06886	STRK1_94870.1
OG0003717	FGIG_06980	STRK1_70720.1
OG0003718	FGIG_07002	STRK1_74760.1
OG0003719	FGIG_07036, FGIG_07037	STRK1_49190.1
OG0003720	FGIG_07079	STRK1_57880.1, STRK1_57880.2
OG0003721	FGIG_07108	STRK1_109420.1, STRK1_105140.1, STRK1_89280.1
OG0003722	FGIG_07109	STRK1_89250.1, STRK1_89260.1, STRK1_89270.1
OG0003723	FGIG_07238	STRK1_93640.1
OG0003724	FGIG_07419	STRK1_17660.1
OG0003725	FGIG_07513	STRK1_3280.1
OG0003726	FGIG_07524	STRK1_48050.1
OG0003727	FGIG_07563	STRK1_36890.1
OG0003728	FGIG_07579	STRK1_18380.4
OG0003729	FGIG_07608	STRK1_11940.1, STRK1_8550.1, STRK1_8550.2
OG0003730	FGIG_07635	STRK1_49450.1
OG0003731	FGIG_07729, FGIG_07730	STRK1_80580.1
OG0003732	FGIG_07745	STRK1_79830.1
OG0003733	FGIG_07762	STRK1_7030.1
OG0003734	FGIG_07828	STRK1_16520.1
OG0003735	FGIG_07925	STRK1_6780.1, STRK1_6780.2, STRK1_6790.1
OG0003736	FGIG_07989	STRK1_67420.1
OG0003737	FGIG_08005	STRK1_800.1
OG0003738	FGIG_08015	STRK1_40130.1
OG0003739	FGIG_08064	STRK1_49490.1, STRK1_49490.2, STRK1_49490.3, STRK1_49490.4
OG0003740	FGIG_08197	STRK1_25800.1, STRK1_10200.1, STRK1_10200.2, STRK1_103620.1, STRK1_103620.2
OG0003741	FGIG_08295	STRK1_47800.1
OG0003742	FGIG_08386, FGIG_08385	STRK1_96270.1, STRK1_56940.1
OG0003743	FGIG_08425	STRK1_63540.1
OG0003744	FGIG_08433	STRK1_32300.1
OG0003745	FGIG_08508	STRK1_29210.1
OG0003747	FGIG_08676	STRK1_23410.1
OG0003748	FGIG_08786	STRK1_16690.1
OG0003749	FGIG_08829	STRK1_20090.1
OG0003750	FGIG_08843	STRK1_77040.1, STRK1_77040.2, STRK1_77040.3
OG0003751	FGIG_08862	STRK1_96500.1, STRK1_97900.1, STRK1_82670.1
OG0003752	FGIG_08988	STRK1_35380.1, STRK1_35380.2
OG0003753	FGIG_09668, FGIG_09667, FGIG_09036	STRK1_19960.1
OG0003754	FGIG_09038	STRK1_79050.1
OG0003756	FGIG_09217	STRK1_88300.1, STRK1_88300.2
OG0003757	FGIG_09254	STRK1_39570.1, STRK1_39580.1
OG0003758	FGIG_09269	STRK1_34110.1
OG0003759	FGIG_09414	STRK1_66310.1
OG0003760	FGIG_09472	STRK1_104700.1, STRK1_105680.1, STRK1_41690.1
OG0003761	FGIG_09526	STRK1_49410.1
OG0003762	FGIG_09568	STRK1_87640.1
OG0003763	FGIG_09747, FGIG_09748	STRK1_104480.1
OG0003764	FGIG_09791	STRK1_107520.1, STRK1_41260.1
OG0003765	FGIG_09850	STRK1_5660.1
OG0003766	FGIG_09880	STRK1_44660.1
OG0003767	FGIG_09908	STRK1_58180.1
OG0003768	FGIG_10005	STRK1_1230.1
OG0003769	FGIG_10096	STRK1_104420.1
OG0003770	FGIG_10119	STRK1_68360.1, STRK1_68360.2
OG0003771	FGIG_10154	STRK1_5960.1
OG0003772	FGIG_10200	STRK1_51120.1
OG0003773	FGIG_10332	STRK1_87830.1, STRK1_87830.2, STRK1_87830.3
OG0003774	FGIG_10366	STRK1_70060.1
OG0003775	FGIG_10369	STRK1_68780.1
OG0003776	FGIG_10526	STRK1_7460.1
OG0003777	FGIG_10553	STRK1_52820.1, STRK1_52830.1, STRK1_55750.1, STRK1_55750.2
OG0003778	FGIG_12691, FGIG_10658	STRK1_93630.1
OG0003779	FGIG_10699	STRK1_11580.1
OG0003780	FGIG_10805	STRK1_63120.1, STRK1_63120.2, STRK1_63120.3
OG0003781	FGIG_10878	STRK1_106370.1, STRK1_106380.1
OG0003782	FGIG_10921	STRK1_48580.1
OG0003783	FGIG_11054, FGIG_10954	STRK1_43780.3, STRK1_43780.2, STRK1_43780.1, STRK1_43780.4
OG0003784	FGIG_10994	STRK1_44340.1
OG0003785	FGIG_11010	STRK1_109090.1, STRK1_109100.1, STRK1_42370.1
OG0003786	FGIG_11016	STRK1_63820.1
OG0003787	FGIG_11020	STRK1_19480.1
OG0003788	FGIG_11181	STRK1_69310.1
OG0003789	FGIG_11186	STRK1_12940.1, STRK1_12940.2
OG0003790	FGIG_11213	STRK1_30190.1, STRK1_30190.3, STRK1_30190.4, STRK1_30190.2
OG0003791	FGIG_11283	STRK1_105820.1, STRK1_95820.1, STRK1_95820.2
OG0003792	FGIG_11350	STRK1_110880.1, STRK1_54980.1
OG0003793	FGIG_11585, FGIG_11402	STRK1_44570.1
OG0003794	FGIG_11510	STRK1_107970.1
OG0003795	FGIG_11651	STRK1_91300.1, STRK1_91300.2
OG0003796	FGIG_11667, FGIG_11668	STRK1_63260.1, STRK1_63260.2, STRK1_63260.3
OG0003797	FGIG_11691	STRK1_73560.1, STRK1_73560.3, STRK1_73560.2
OG0003799	FGIG_12062, FGIG_11795	STRK1_79650.1, STRK1_79650.2
OG0003800	FGIG_11956	STRK1_22010.1, STRK1_22010.2
OG0003801	FGIG_12180	STRK1_47480.1
OG0003827	FGIG_00616, FGIG_00003	STRK1_30050.1
OG0003828	FGIG_00011	STRK1_33340.1
OG0003829	FGIG_00056	STRK1_6970.1, STRK1_6970.2
OG0003830	FGIG_00070, FGIG_00074	STRK1_10650.1
OG0003831	FGIG_00079	STRK1_92750.1
OG0003832	FGIG_00158, FGIG_07024, FGIG_07023	STRK1_37320.1, STRK1_92710.1
OG0003833	FGIG_00179	STRK1_105320.1
OG0003834	FGIG_00232	STRK1_17090.1
OG0003835	FGIG_00269	STRK1_3090.1, STRK1_3090.2
OG0003836	FGIG_00287	STRK1_30070.1
OG0003837	FGIG_00306, FGIG_00307	STRK1_35190.1
OG0003838	FGIG_00326	STRK1_11210.1
OG0003839	FGIG_00336	STRK1_5600.1
OG0003840	FGIG_00353	STRK1_39400.1, STRK1_39410.1
OG0003841	FGIG_00378	STRK1_32780.1
OG0003842	FGIG_00385, FGIG_05108	STRK1_29750.1
OG0003843	FGIG_00393, FGIG_08414	STRK1_12690.1
OG0003844	FGIG_00400	STRK1_34220.1
OG0003845	FGIG_11306, FGIG_00428	STRK1_89290.1
OG0003846	FGIG_00437, FGIG_01677	STRK1_15640.1
OG0003847	FGIG_00468	STRK1_60830.1
OG0003848	FGIG_00519	STRK1_82720.1
OG0003849	FGIG_00572	STRK1_17990.1, STRK1_95150.1
OG0003850	FGIG_00595	STRK1_105930.1, STRK1_105930.2
OG0003851	FGIG_00629	STRK1_59220.1
OG0003852	FGIG_00732	STRK1_91820.1
OG0003853	FGIG_00757, FGIG_10745, FGIG_00758	STRK1_90510.1, STRK1_100990.1
OG0003854	FGIG_00780	STRK1_63070.1
OG0003855	FGIG_00798	STRK1_38950.1, STRK1_38950.2
OG0003856	FGIG_06116, FGIG_08750, FGIG_08749	STRK1_82550.1
OG0003857	FGIG_00916	STRK1_28790.1
OG0003858	FGIG_00980	STRK1_27780.1
OG0003859	FGIG_00987	STRK1_64220.1
OG0003860	FGIG_01015	STRK1_41370.1, STRK1_41370.2
OG0003861	FGIG_01052	STRK1_33420.1
OG0003862	FGIG_01086	STRK1_27460.1
OG0003863	FGIG_01209	STRK1_21510.2, STRK1_21510.1
OG0003864	FGIG_01322	STRK1_75900.1
OG0003865	FGIG_01481	STRK1_91970.1, STRK1_91970.2
OG0003866	FGIG_01504	STRK1_38560.1
OG0003867	FGIG_01563	STRK1_45380.1
OG0003868	FGIG_01607	STRK1_60320.1
OG0003869	FGIG_01647	STRK1_111410.1, STRK1_111410.2
OG0003870	FGIG_01685	STRK1_94360.1
OG0003871	FGIG_01706	STRK1_29450.1
OG0003872	FGIG_01778	STRK1_97010.1, STRK1_99260.1
OG0003873	FGIG_11719, FGIG_01823	STRK1_92760.1, STRK1_92760.2, STRK1_75720.1, STRK1_109060.1, STRK1_79900.2, STRK1_79900.1, STRK1_79900.3
OG0003874	FGIG_01842	STRK1_40430.1, STRK1_40430.2
OG0003875	FGIG_01914	STRK1_22020.1
