Orthogroup	fasciola_gigantica	schistosoma_turkestanicum
OG0002877	FGIG_11764	STRK1_59890.1, STRK1_59890.2
OG0002878	FGIG_12418, FGIG_11844	STRK1_63650.1
OG0002879	FGIG_11907	STRK1_4190.1
OG0002880	FGIG_11965	STRK1_20420.1, STRK1_20420.2
OG0002881	FGIG_11981	STRK1_57150.1, STRK1_57150.4, STRK1_57150.2, STRK1_57150.3
OG0002882	FGIG_12183	STRK1_2520.1, STRK1_2510.1
OG0002883	FGIG_12203	STRK1_52550.1, STRK1_52550.2
OG0002884	FGIG_12322	STRK1_62160.1
OG0002885	FGIG_12382	STRK1_44820.1, STRK1_44820.2
OG0002886	FGIG_12486	STRK1_75750.1, STRK1_75750.2, STRK1_75750.3, STRK1_75750.4
OG0002902	FGIG_00019	STRK1_37720.1
OG0002903	FGIG_00186	STRK1_69620.1, STRK1_69620.2, STRK1_69620.3
OG0002904	FGIG_00215	STRK1_20440.1
OG0002905	FGIG_00262	STRK1_104060.1, STRK1_106570.1
OG0002906	FGIG_00289	STRK1_36850.1
OG0002907	FGIG_00323	STRK1_15240.1
OG0002908	FGIG_00395	STRK1_66480.1, STRK1_103670.1, STRK1_103670.2
OG0002909	FGIG_00500	STRK1_78640.1
OG0002910	FGIG_00574	STRK1_2260.1
OG0002911	FGIG_14002, FGIG_00620	STRK1_4740.1, STRK1_4740.2, STRK1_4740.4, STRK1_4740.3
OG0002912	FGIG_00740	STRK1_61910.3, STRK1_61910.1, STRK1_61910.2
OG0002913	FGIG_00835	STRK1_9510.1
OG0002914	FGIG_00848	STRK1_14620.1, STRK1_14620.2, STRK1_14620.3, STRK1_14620.4
OG0002915	FGIG_00931	STRK1_99900.1, STRK1_74580.1, STRK1_74580.2
OG0002916	FGIG_01037	STRK1_13750.1
OG0002917	FGIG_01058	STRK1_21270.1, STRK1_21270.2, STRK1_21270.3
OG0002918	FGIG_01161	STRK1_78630.1, STRK1_97130.1
OG0002919	FGIG_01197	STRK1_83730.1, STRK1_96320.1, STRK1_83740.1
OG0002920	FGIG_01206	STRK1_40970.1
OG0002921	FGIG_01214	STRK1_93420.1, STRK1_93420.2
OG0002922	FGIG_01223	STRK1_72880.1
OG0002923	FGIG_01244, FGIG_01243	STRK1_60070.1, STRK1_60060.1, STRK1_60080.1, STRK1_55370.1, STRK1_95100.1
OG0002924	FGIG_01292	STRK1_5520.1, STRK1_5520.2
OG0002925	FGIG_01296	STRK1_7880.1, STRK1_7880.2
OG0002926	FGIG_01363	STRK1_27800.1
OG0002927	FGIG_08220, FGIG_01366, FGIG_01367	STRK1_9080.1
OG0002928	FGIG_01390, FGIG_10597	STRK1_70850.1
OG0002929	FGIG_01392	STRK1_21070.1, STRK1_21070.2, STRK1_21060.1, STRK1_98440.1
OG0002930	FGIG_01565	STRK1_38690.1
OG0002931	FGIG_01593	STRK1_1650.1
OG0002932	FGIG_01662	STRK1_42420.1, STRK1_42400.1, STRK1_88480.1
OG0002933	FGIG_01666, FGIG_01667	STRK1_38470.1, STRK1_38480.1
OG0002934	FGIG_01686	STRK1_94920.4, STRK1_94920.7, STRK1_94920.1, STRK1_94920.3, STRK1_94920.6, STRK1_94920.2, STRK1_94920.5
OG0002935	FGIG_01722, FGIG_02871	STRK1_96520.1
OG0002936	FGIG_01745, FGIG_01743, FGIG_01744	STRK1_44750.1
OG0002937	FGIG_01916, FGIG_01915, FGIG_01917	STRK1_28560.1
OG0002938	FGIG_03033, FGIG_06311, FGIG_06309	STRK1_77370.1
OG0002939	FGIG_02005	STRK1_8450.1, STRK1_8450.2
OG0002940	FGIG_02225	STRK1_51230.1
OG0002941	FGIG_02300	STRK1_96620.1, STRK1_96610.1, STRK1_48460.1
OG0002942	FGIG_02323	STRK1_73250.1, STRK1_73260.1
OG0002943	FGIG_02325	STRK1_73230.1
OG0002944	FGIG_02379, FGIG_12561	STRK1_13670.1
OG0002945	FGIG_02398	STRK1_74890.1
OG0002946	FGIG_07587, FGIG_09588, FGIG_02404	STRK1_2080.1, STRK1_2080.2
OG0002947	FGIG_02420, FGIG_02418, FGIG_02419	STRK1_88560.1, STRK1_108130.1
OG0002948	FGIG_02488, FGIG_12594	STRK1_61340.1
OG0002949	FGIG_02550	STRK1_27550.1
OG0002950	FGIG_02625	STRK1_67980.1
OG0002951	FGIG_02656	STRK1_33170.1, STRK1_33170.2, STRK1_33170.3, STRK1_33170.4, STRK1_33170.5, STRK1_33170.6, STRK1_33170.7, STRK1_33170.8
OG0002952	FGIG_02719, FGIG_02720	STRK1_48490.1, STRK1_48480.1, STRK1_48480.2, STRK1_48480.3
OG0002953	FGIG_02725, FGIG_07191	STRK1_16820.1
OG0002954	FGIG_02727	STRK1_58090.1
OG0002955	FGIG_02756	STRK1_72720.2, STRK1_72720.1, STRK1_75050.1, STRK1_75050.2
OG0002956	FGIG_06169, FGIG_06167, FGIG_06168, FGIG_02797	STRK1_90840.1
OG0002957	FGIG_02858	STRK1_68110.1
OG0002958	FGIG_02869	STRK1_64630.1, STRK1_64630.2
OG0002959	FGIG_02906	STRK1_84900.1
OG0002960	FGIG_02937	STRK1_50570.1, STRK1_97600.1
OG0002961	FGIG_02939	STRK1_3860.1
OG0002962	FGIG_02969	STRK1_62900.1
OG0002963	FGIG_02993	STRK1_11330.1
OG0002964	FGIG_03178	STRK1_23030.1
OG0002965	FGIG_03233	STRK1_89560.1, STRK1_89580.1
OG0002966	FGIG_03240	STRK1_99300.1, STRK1_40040.1, STRK1_107300.1
OG0002967	FGIG_03409	STRK1_60370.1
OG0002968	FGIG_03437, FGIG_03436	STRK1_1870.1, STRK1_1870.2
OG0002969	FGIG_09365, FGIG_10961	STRK1_47080.1, STRK1_97540.1
OG0002970	FGIG_03956	STRK1_9330.1, STRK1_9340.1
OG0002971	FGIG_03967	STRK1_64450.1
OG0002972	FGIG_04052	STRK1_65580.1
OG0002973	FGIG_04067	STRK1_50770.1
OG0002974	FGIG_04073, FGIG_04075	STRK1_27850.1, STRK1_27860.1
OG0002975	FGIG_04094	STRK1_32790.1
OG0002976	FGIG_04253	STRK1_63970.1
OG0002977	FGIG_04273	STRK1_12960.1
OG0002978	FGIG_04411, FGIG_04410	STRK1_20720.1
OG0002979	FGIG_04465, FGIG_04464	STRK1_20060.1, STRK1_20060.2
OG0002980	FGIG_04471	STRK1_36610.1, STRK1_100270.1
OG0002981	FGIG_04544	STRK1_72010.1
OG0002982	FGIG_04550	STRK1_51610.1
OG0002983	FGIG_04578	STRK1_23550.1
OG0002984	FGIG_04581	STRK1_8100.1, STRK1_8100.2
OG0002985	FGIG_04617	STRK1_1480.1
OG0002986	FGIG_04702, FGIG_04701, FGIG_10984, FGIG_10983	STRK1_9420.1
OG0002988	FGIG_04757, FGIG_04758	STRK1_92260.1
OG0002989	FGIG_04844	STRK1_101630.1, STRK1_49780.1
OG0002990	FGIG_05026	STRK1_78770.1, STRK1_97170.1, STRK1_78800.1
OG0002991	FGIG_05049	STRK1_31770.1
OG0002992	FGIG_08339, FGIG_05098	STRK1_75860.1, STRK1_75870.1
OG0002993	FGIG_06818, FGIG_05143	STRK1_41930.1, STRK1_41920.1, STRK1_81170.1, STRK1_81160.1
OG0002994	FGIG_05172, FGIG_10596	STRK1_1890.1
OG0002995	FGIG_05238, FGIG_05700, FGIG_05702	STRK1_99310.1, STRK1_87490.1
OG0002996	FGIG_05248	STRK1_4780.1, STRK1_4780.2, STRK1_4780.3, STRK1_4780.4
OG0002997	FGIG_05258	STRK1_35350.1
OG0002998	FGIG_05264	STRK1_42810.1
OG0002999	FGIG_05459, FGIG_05458	STRK1_61470.1
OG0003000	FGIG_05550, FGIG_11718	STRK1_25740.1
OG0003001	FGIG_05567, FGIG_05566, FGIG_05568	STRK1_25820.1, STRK1_25830.1
OG0003002	FGIG_05627	STRK1_5430.1, STRK1_5430.2, STRK1_5430.3, STRK1_5430.4
OG0003003	FGIG_05718	STRK1_92120.1
OG0003004	FGIG_05746	STRK1_107670.1, STRK1_71930.1
OG0003005	FGIG_05768	STRK1_46090.1, STRK1_46090.2, STRK1_46090.3
OG0003006	FGIG_12572, FGIG_05890	STRK1_82100.1
OG0003007	FGIG_05943	STRK1_60400.1
OG0003008	FGIG_05946	STRK1_31730.1, STRK1_31730.4, STRK1_31730.5, STRK1_31730.2, STRK1_31730.3
OG0003009	FGIG_05963	STRK1_6130.1
OG0003010	FGIG_05969, FGIG_07856	STRK1_68700.1
OG0003011	FGIG_05999, FGIG_06000	STRK1_29670.1
OG0003012	FGIG_06004	STRK1_60770.1
OG0003013	FGIG_06062	STRK1_72380.1
OG0003014	FGIG_06089	STRK1_81370.1
OG0003015	FGIG_06212	STRK1_40560.1, STRK1_40560.2, STRK1_40560.3
OG0003016	FGIG_06238	STRK1_73360.1
OG0003017	FGIG_06260	STRK1_48570.1
OG0003018	FGIG_06279, FGIG_06278	STRK1_91050.1
OG0003019	FGIG_06334	STRK1_73750.2, STRK1_73750.1, STRK1_73750.3
OG0003020	FGIG_06382, FGIG_06381	STRK1_27450.1
OG0003021	FGIG_06534, FGIG_06533, FGIG_12647	STRK1_81350.1, STRK1_108350.1, STRK1_98370.1, STRK1_81120.1
OG0003022	FGIG_06594	STRK1_23340.1
OG0003023	FGIG_06597	STRK1_81450.1, STRK1_81450.2, STRK1_81460.1, STRK1_81480.1, STRK1_81480.2
OG0003024	FGIG_06988	STRK1_74940.1
OG0003025	FGIG_07082	STRK1_97040.1
OG0003026	FGIG_07133	STRK1_34440.1, STRK1_34440.2, STRK1_34440.3, STRK1_34440.4, STRK1_34440.5
OG0003027	FGIG_07139, FGIG_07140	STRK1_17650.1, STRK1_17650.2
OG0003028	FGIG_07143	STRK1_9460.1, STRK1_9460.2, STRK1_9460.3, STRK1_9460.4, STRK1_9460.5
OG0003029	FGIG_07244	STRK1_79460.1, STRK1_79460.2
OG0003030	FGIG_07269	STRK1_17670.1
OG0003031	FGIG_07278, FGIG_12471	STRK1_111380.1, STRK1_111380.2, STRK1_111380.3
OG0003032	FGIG_07540	STRK1_57380.1
OG0003033	FGIG_07592	STRK1_44900.1
OG0003034	FGIG_07751	STRK1_80200.1
OG0003036	FGIG_07780	STRK1_81520.1
OG0003037	FGIG_07808	STRK1_110350.1, STRK1_109190.1, STRK1_110360.1, STRK1_97560.2, STRK1_97560.3, STRK1_97560.1, STRK1_105730.1
OG0003038	FGIG_07992	STRK1_46550.1, STRK1_46550.2
OG0003039	FGIG_08048	STRK1_99980.1, STRK1_43770.1, STRK1_43770.2, STRK1_43730.1, STRK1_43760.1, STRK1_43760.2, STRK1_99970.1, STRK1_43750.1, STRK1_43980.3, STRK1_43980.1, STRK1_43980.2
OG0003040	FGIG_08190	STRK1_29980.1
OG0003041	FGIG_08407	STRK1_34170.1
OG0003042	FGIG_08421	STRK1_38960.1
OG0003043	FGIG_11366, FGIG_08443, FGIG_11401	STRK1_45940.1
OG0003044	FGIG_08468	STRK1_13160.1
OG0003045	FGIG_08522	STRK1_51930.1
OG0003046	FGIG_08523	STRK1_51920.1
OG0003047	FGIG_08578	STRK1_8260.1
OG0003048	FGIG_08685	STRK1_43490.1
OG0003049	FGIG_08686	STRK1_43500.1
OG0003050	FGIG_08727	STRK1_106350.1, STRK1_73110.1
OG0003051	FGIG_11595, FGIG_08733	STRK1_24060.1
OG0003052	FGIG_08801	STRK1_61980.1, STRK1_61980.2, STRK1_61980.3
OG0003053	FGIG_09271, FGIG_08894	STRK1_26230.1
OG0003054	FGIG_08948	STRK1_12140.1, STRK1_12140.2, STRK1_12140.3
OG0003055	FGIG_08993	STRK1_54260.1, STRK1_54240.1, STRK1_54240.4, STRK1_54240.2, STRK1_54240.3, STRK1_99700.1
OG0003056	FGIG_09001	STRK1_12260.1, STRK1_12260.2
OG0003057	FGIG_09030	STRK1_64140.1, STRK1_64140.3, STRK1_64140.2
OG0003058	FGIG_09112	STRK1_89300.2, STRK1_89300.1, STRK1_89300.3
OG0003059	FGIG_09121, FGIG_09120	STRK1_30790.1
OG0003060	FGIG_09243, FGIG_09244	STRK1_46370.1, STRK1_46360.1, STRK1_46380.1
OG0003062	FGIG_09635, FGIG_09636	STRK1_97770.1, STRK1_86720.1
OG0003063	FGIG_09684, FGIG_09683	STRK1_13420.1
OG0003064	FGIG_09743	STRK1_13140.1
OG0003065	FGIG_10047	STRK1_20620.1
OG0003066	FGIG_12142, FGIG_10066	STRK1_90430.1
OG0003067	FGIG_10345	STRK1_23400.1, STRK1_23400.2, STRK1_23400.3
OG0003068	FGIG_11486, FGIG_10373	STRK1_103500.1, STRK1_71050.1, STRK1_103490.1
OG0003069	FGIG_10445	STRK1_68460.1
OG0003070	FGIG_10642	STRK1_30480.1
OG0003071	FGIG_11658, FGIG_10650	STRK1_60000.1
OG0003072	FGIG_10812	STRK1_108070.1, STRK1_98550.1
OG0003073	FGIG_10975	STRK1_58860.1
OG0003074	FGIG_10986, FGIG_11028	STRK1_102980.1, STRK1_56320.1, STRK1_56320.2
OG0003075	FGIG_10993	STRK1_56510.1
OG0003076	FGIG_11076	STRK1_56470.1, STRK1_98720.1
OG0003077	FGIG_11119	STRK1_108270.5, STRK1_108270.6, STRK1_108290.3, STRK1_108270.1, STRK1_108270.2, STRK1_108270.3, STRK1_108270.4, STRK1_108290.1, STRK1_108290.2, STRK1_108290.4
OG0003079	FGIG_11502	STRK1_54220.1
OG0003080	FGIG_11951	STRK1_10280.1
OG0003081	FGIG_12102	STRK1_4960.1
OG0003107	FGIG_00005	STRK1_54050.1
OG0003108	FGIG_00069	STRK1_26420.1
OG0003109	FGIG_00104	STRK1_4490.1
OG0003110	FGIG_00329	STRK1_11110.1
OG0003111	FGIG_00373, FGIG_00372	STRK1_105540.1, STRK1_105540.2, STRK1_105540.3
OG0003114	FGIG_00425	STRK1_84910.1, STRK1_99750.1
OG0003115	FGIG_00440	STRK1_75100.1
OG0003116	FGIG_00454	STRK1_87870.1
OG0003117	FGIG_00573	STRK1_2290.1
OG0003118	FGIG_00599	STRK1_100140.1, STRK1_100150.1
OG0003119	FGIG_00640	STRK1_34310.1
OG0003120	FGIG_00733	STRK1_68610.1
OG0003121	FGIG_00832	STRK1_1010.1, STRK1_1020.1
OG0003122	FGIG_00834	STRK1_80830.1
OG0003123	FGIG_00870	STRK1_94200.1
OG0003124	FGIG_00892	STRK1_88360.1, STRK1_88360.2, STRK1_88360.3, STRK1_88360.4
OG0003125	FGIG_00910	STRK1_75740.1
OG0003126	FGIG_00964	STRK1_3890.1, STRK1_3890.2
OG0003127	FGIG_01018, FGIG_01019	STRK1_83470.1, STRK1_96020.1
OG0003128	FGIG_01047	STRK1_80120.1
OG0003129	FGIG_01130	STRK1_17210.1
OG0003130	FGIG_06959, FGIG_06960, FGIG_01205	STRK1_23690.1
OG0003131	FGIG_01254	STRK1_70160.1
OG0003132	FGIG_01271	STRK1_24540.1
OG0003133	FGIG_01405	STRK1_57070.1
OG0003134	FGIG_01432, FGIG_01433	STRK1_94160.1
OG0003135	FGIG_01687	STRK1_31160.1
OG0003136	FGIG_01720	STRK1_9550.1, STRK1_9550.2, STRK1_9550.3
OG0003137	FGIG_10091, FGIG_01742	STRK1_79990.1
OG0003138	FGIG_01803, FGIG_01804	STRK1_85960.1
OG0003139	FGIG_01910, FGIG_04845	STRK1_49770.1
OG0003140	FGIG_01963	STRK1_29020.2, STRK1_29020.1
OG0003141	FGIG_02066	STRK1_60790.1, STRK1_60790.2, STRK1_60790.3
OG0003142	FGIG_06588, FGIG_02089	STRK1_71250.1
OG0003143	FGIG_02166	STRK1_73500.1, STRK1_73530.1
OG0003144	FGIG_02199	STRK1_37700.1, STRK1_102520.1
OG0003145	FGIG_02360, FGIG_05876	STRK1_18100.1
OG0003146	FGIG_02362	STRK1_61940.1, STRK1_61940.2
OG0003147	FGIG_11805, FGIG_02380	STRK1_49930.1
OG0003148	FGIG_02414	STRK1_91530.1
OG0003150	FGIG_02558	STRK1_76460.1
OG0003151	FGIG_02577, FGIG_02578	STRK1_49270.3, STRK1_49270.1, STRK1_49270.2
OG0003152	FGIG_02705	STRK1_27900.1, STRK1_27900.2
OG0003153	FGIG_02735	STRK1_75190.1
OG0003154	FGIG_02742	STRK1_36150.1
OG0003155	FGIG_02744	STRK1_68960.1, STRK1_68960.2
OG0003156	FGIG_02790	STRK1_32880.1
OG0003157	FGIG_02891	STRK1_46790.1
OG0003158	FGIG_06749, FGIG_11417, FGIG_02904	STRK1_85630.1
OG0003159	FGIG_04612, FGIG_02912	STRK1_53720.1
OG0003160	FGIG_02965	STRK1_19160.1, STRK1_19160.2, STRK1_19160.3
OG0003161	FGIG_03141	STRK1_45120.1
OG0003162	FGIG_03155, FGIG_06192	STRK1_8940.1
OG0003163	FGIG_03160	STRK1_6920.1, STRK1_990.1, STRK1_990.2
OG0003164	FGIG_03241	STRK1_34590.1
OG0003165	FGIG_03257	STRK1_74730.1, STRK1_74740.1
OG0003166	FGIG_03294	STRK1_48770.1
OG0003167	FGIG_03348	STRK1_101430.1, STRK1_92020.1, STRK1_92020.2, STRK1_92020.3
OG0003168	FGIG_03363, FGIG_07368	STRK1_63870.1
OG0003169	FGIG_03426	STRK1_15170.1
OG0003170	FGIG_03444	STRK1_2690.1, STRK1_2690.2, STRK1_2690.3
OG0003171	FGIG_03515	STRK1_71700.1
OG0003172	FGIG_06205, FGIG_03518, FGIG_05757	STRK1_20750.1
OG0003173	FGIG_03614, FGIG_03616, FGIG_03615	STRK1_32010.1, STRK1_32010.2
OG0003174	FGIG_03638	STRK1_72040.1, STRK1_72040.2
OG0003175	FGIG_03807	STRK1_94800.1
OG0003176	FGIG_03829	STRK1_67960.1
OG0003177	FGIG_03833, FGIG_07602, FGIG_10490	STRK1_24600.1
OG0003178	FGIG_06106, FGIG_06105, FGIG_03939	STRK1_34670.1
OG0003179	FGIG_12448, FGIG_04250	STRK1_72160.1
OG0003180	FGIG_04325	STRK1_15980.1, STRK1_15980.2
OG0003181	FGIG_06032, FGIG_04528	STRK1_28390.1
OG0003182	FGIG_04583	STRK1_32450.1
OG0003183	FGIG_04603	STRK1_11920.1
OG0003184	FGIG_04609	STRK1_27070.1
OG0003185	FGIG_04853	STRK1_69770.1
OG0003186	FGIG_04944	STRK1_29260.1, STRK1_29260.2, STRK1_30220.1
OG0003187	FGIG_04951	STRK1_75200.1
OG0003188	FGIG_05117	STRK1_79430.1
OG0003189	FGIG_05178	STRK1_53020.1
OG0003190	FGIG_05237	STRK1_61430.1
OG0003191	FGIG_05315	STRK1_45330.3, STRK1_45330.1, STRK1_45330.2, STRK1_45310.1
OG0003192	FGIG_05388	STRK1_103330.1, STRK1_62870.1
OG0003194	FGIG_05426	STRK1_99710.1, STRK1_67600.1
OG0003195	FGIG_05446	STRK1_2670.1, STRK1_2670.2
OG0003196	FGIG_05473, FGIG_07358	STRK1_61290.1
OG0003197	FGIG_05532	STRK1_91160.1
OG0003198	FGIG_05599, FGIG_06298	STRK1_54380.4, STRK1_54380.5, STRK1_54380.1, STRK1_54380.2, STRK1_54380.3, STRK1_54380.6
OG0003199	FGIG_05652	STRK1_91890.1, STRK1_91890.2
OG0003200	FGIG_05681	STRK1_9820.1
OG0003201	FGIG_05709	STRK1_5180.1
OG0003202	FGIG_05726	STRK1_2270.1
OG0003203	FGIG_05925	STRK1_88970.1
OG0003204	FGIG_05955, FGIG_05956	STRK1_18380.5, STRK1_18510.1
OG0003205	FGIG_06364, FGIG_07276	STRK1_28450.1
OG0003206	FGIG_06475	STRK1_13630.1
OG0003207	FGIG_06638	STRK1_12610.1, STRK1_12620.1
OG0003208	FGIG_06732	STRK1_98010.1, STRK1_65830.1
OG0003209	FGIG_06733	STRK1_77600.1
OG0003210	FGIG_06802, FGIG_06803, FGIG_07222	STRK1_8210.1, STRK1_8210.2
OG0003211	FGIG_06838	STRK1_71920.1
OG0003212	FGIG_06873	STRK1_3490.1
OG0003213	FGIG_06897	STRK1_34510.1
OG0003214	FGIG_10827, FGIG_06937	STRK1_11050.1
OG0003215	FGIG_06944, FGIG_06943	STRK1_12040.1
OG0003216	FGIG_06947	STRK1_58640.1, STRK1_58640.2
OG0003217	FGIG_07015	STRK1_60120.1, STRK1_60120.3, STRK1_60120.2
OG0003221	FGIG_07199	STRK1_37980.1
OG0003222	FGIG_07209	STRK1_17850.1
OG0003223	FGIG_07226, FGIG_07227	STRK1_85450.1
OG0003224	FGIG_07232	STRK1_32800.1, STRK1_32800.2
OG0003225	FGIG_07237	STRK1_87780.1, STRK1_87780.2
OG0003226	FGIG_07430	STRK1_11130.1
OG0003227	FGIG_07506	STRK1_60800.1, STRK1_60800.2
OG0003228	FGIG_07512	STRK1_84480.1
OG0003229	FGIG_07522	STRK1_76120.1, STRK1_76110.1
OG0003230	FGIG_07546	STRK1_45010.1, STRK1_45010.2
OG0003231	FGIG_07630, FGIG_07631	STRK1_4090.1
OG0003232	FGIG_07654	STRK1_10180.1
OG0003233	FGIG_07711	STRK1_19990.1, STRK1_107480.1
OG0003234	FGIG_07721	STRK1_61400.1
OG0003235	FGIG_07779	STRK1_81510.1
OG0003236	FGIG_07810	STRK1_56120.1
OG0003237	FGIG_07852	STRK1_22880.1
OG0003238	FGIG_07918	STRK1_63280.1
OG0003239	FGIG_08059	STRK1_79060.1
OG0003240	FGIG_08124	STRK1_12850.1
OG0003241	FGIG_10248, FGIG_08213	STRK1_33270.1, STRK1_33280.1, STRK1_33260.1, STRK1_33250.1
OG0003242	FGIG_08237	STRK1_47340.1
OG0003243	FGIG_08291	STRK1_12280.1
OG0003244	FGIG_10219, FGIG_08294	STRK1_47790.1, STRK1_47780.1, STRK1_47780.2
OG0003245	FGIG_08341	STRK1_51840.1
OG0003246	FGIG_08352	STRK1_12230.1, STRK1_12230.2, STRK1_12230.3
OG0003247	FGIG_08388	STRK1_99790.1
OG0003248	FGIG_08413	STRK1_93880.1
OG0003249	FGIG_08451, FGIG_12637	STRK1_63530.1
OG0003250	FGIG_08547	STRK1_68330.1
OG0003251	FGIG_08561	STRK1_83230.1
OG0003252	FGIG_08583	STRK1_37360.1
OG0003253	FGIG_08616	STRK1_84290.1
OG0003254	FGIG_08634	STRK1_58630.1
OG0003255	FGIG_08636, FGIG_08635	STRK1_91920.1, STRK1_91930.1, STRK1_91580.1
OG0003256	FGIG_08649	STRK1_94010.1, STRK1_94010.2, STRK1_95310.1
OG0003257	FGIG_08692	STRK1_8060.1
OG0003258	FGIG_08812	STRK1_103750.2, STRK1_103750.1, STRK1_40580.1
OG0003259	FGIG_08924	STRK1_22290.1
OG0003260	FGIG_08952, FGIG_08953	STRK1_81250.1
OG0003261	FGIG_08977, FGIG_08978	STRK1_35590.1
OG0003263	FGIG_09000	STRK1_6700.1
OG0003264	FGIG_09035	STRK1_2770.1
OG0003265	FGIG_09131	STRK1_110890.1
OG0003266	FGIG_09132	STRK1_69170.1
OG0003267	FGIG_09140	STRK1_18470.1
OG0003268	FGIG_10574, FGIG_09212	STRK1_40490.1
OG0003269	FGIG_09415	STRK1_72920.1
OG0003272	FGIG_10872	STRK1_31290.1, STRK1_31280.1
OG0003273	FGIG_09631	STRK1_35000.1
OG0003274	FGIG_09710, FGIG_13996	STRK1_4040.1
OG0003275	FGIG_09740	STRK1_24260.1, STRK1_24260.2, STRK1_24260.3, STRK1_24260.4
OG0003276	FGIG_09828, FGIG_09827	STRK1_60850.1
OG0003277	FGIG_09918	STRK1_34780.1
OG0003278	FGIG_09964	STRK1_52840.1
OG0003279	FGIG_10006	STRK1_1220.1
OG0003280	FGIG_10327	STRK1_72670.1, STRK1_72670.2, STRK1_72670.3, STRK1_72670.4, STRK1_72670.5, STRK1_72670.6, STRK1_72670.7
OG0003281	FGIG_10328	STRK1_94470.1, STRK1_94470.2
OG0003282	FGIG_10330	STRK1_47160.1, STRK1_47160.2, STRK1_47160.3
OG0003283	FGIG_10371	STRK1_90920.1
OG0003284	FGIG_10450	STRK1_61450.1
OG0003285	FGIG_10621	STRK1_21290.1, STRK1_21290.2
OG0003286	FGIG_10657	STRK1_64760.1
OG0003287	FGIG_10686	STRK1_8890.1
OG0003288	FGIG_10739	STRK1_66330.1
OG0003289	FGIG_10772	STRK1_8540.1, STRK1_8540.2
OG0003290	FGIG_11006	STRK1_9710.1
OG0003291	FGIG_11157	STRK1_13880.1
OG0003292	FGIG_11166	STRK1_104380.1
OG0003293	FGIG_11234	STRK1_25580.1
OG0003294	FGIG_11258	STRK1_34800.1, STRK1_34800.2
OG0003295	FGIG_11269	STRK1_26810.1
OG0003296	FGIG_12360, FGIG_11371	STRK1_47950.1
OG0003297	FGIG_11432	STRK1_13470.1
OG0003298	FGIG_11454, FGIG_11539	STRK1_44330.1
OG0003299	FGIG_11644, FGIG_12619	STRK1_74010.1
OG0003300	FGIG_11672	STRK1_95770.1, STRK1_95770.2, STRK1_95780.1
OG0003301	FGIG_11783	STRK1_39850.1
OG0003302	FGIG_11908	STRK1_12720.1
OG0003303	FGIG_12001	STRK1_48020.1
OG0003304	FGIG_12346	STRK1_15470.1, STRK1_15470.2, STRK1_15470.3
OG0003305	FGIG_12365	STRK1_75250.1
OG0003306	FGIG_12477	STRK1_54140.1
OG0003307	FGIG_12638	STRK1_26590.1
OG0003326	FGIG_00027	STRK1_64570.1
OG0003327	FGIG_00066	STRK1_70920.1
OG0003328	FGIG_00138, FGIG_11210	STRK1_75730.1
OG0003329	FGIG_00157	STRK1_91040.1, STRK1_91060.1
OG0003330	FGIG_00309	STRK1_51880.1, STRK1_51880.2, STRK1_98990.1
OG0003331	FGIG_00333	STRK1_9160.1
OG0003332	FGIG_00348, FGIG_00349	STRK1_31750.1, STRK1_31740.1
OG0003333	FGIG_00370	STRK1_6140.1
OG0003334	FGIG_00412	STRK1_27060.1
OG0003335	FGIG_00467	STRK1_58770.1
OG0003336	FGIG_00550	STRK1_65510.1
OG0003337	FGIG_00566	STRK1_72990.1
OG0003338	FGIG_00567	STRK1_14450.1
OG0003339	FGIG_00577	STRK1_170.1, STRK1_180.1, STRK1_160.1
OG0003340	FGIG_11568, FGIG_00580	STRK1_38040.1, STRK1_38040.2
OG0003341	FGIG_00605, FGIG_05908, FGIG_05907	STRK1_65600.1, STRK1_65600.2
OG0003342	FGIG_00621	STRK1_11520.1
OG0003343	FGIG_00652	STRK1_52780.1, STRK1_52780.2
OG0003344	FGIG_00691	STRK1_21960.1, STRK1_21960.2, STRK1_21960.3
OG0003345	FGIG_00706	STRK1_103160.1
OG0003346	FGIG_00761	STRK1_90350.1, STRK1_90350.2, STRK1_90350.3
OG0003347	FGIG_00787, FGIG_11412	STRK1_42630.1
OG0003348	FGIG_00824	STRK1_67480.1
OG0003349	FGIG_00956	STRK1_32490.1
OG0003350	FGIG_01005	STRK1_67260.1
OG0003351	FGIG_01029	STRK1_71480.1
OG0003352	FGIG_01055	STRK1_79070.1, STRK1_79070.2
OG0003353	FGIG_08293, FGIG_01107	STRK1_25280.1
OG0003354	FGIG_01213	STRK1_25200.1, STRK1_25170.1, STRK1_101450.1
OG0003355	FGIG_05751, FGIG_01233	STRK1_67060.1
OG0003357	FGIG_01285, FGIG_01286	STRK1_40790.1
OG0003358	FGIG_01317, FGIG_12690	STRK1_88650.1
OG0003359	FGIG_01325	STRK1_56060.1
OG0003359	FGIG_01326	STRK1_70330.1
OG0003360	FGIG_01347	STRK1_34320.1
OG0003361	FGIG_01419	STRK1_1750.1
OG0003362	FGIG_01463	STRK1_72270.1
OG0003363	FGIG_01536, FGIG_01537	STRK1_30090.1, STRK1_30090.2
OG0003364	FGIG_01642	STRK1_82440.1, STRK1_109330.1
OG0003365	FGIG_01696	STRK1_13360.1
OG0003366	FGIG_01727	STRK1_60820.1
OG0003367	FGIG_01780	STRK1_45720.1
