Orthogroup	opisthorchis_viverrini	schistosoma_guineensis
OG0002481	T265_06651	SGUI1_5720.1
OG0002482	T265_08130	SGUI1_62130.3, SGUI1_62130.1, SGUI1_62130.2
OG0002483	T265_11161	SGUI1_20440.1
OG0002484	T265_04258	SGUI1_23280.1, SGUI1_23280.2, SGUI1_23280.3, SGUI1_23280.4, SGUI1_23280.5, SGUI1_23280.6, SGUI1_23280.7
OG0002486	T265_01077	SGUI1_23540.1
OG0002487	T265_01323	SGUI1_80420.1
OG0002488	T265_02854	SGUI1_55040.1
OG0002489	T265_10400	SGUI1_27050.1
OG0002490	T265_04784	SGUI1_74540.1
OG0002492	T265_06763	SGUI1_75280.1, SGUI1_75280.2
OG0002493	T265_01136	SGUI1_64120.1
OG0002494	T265_13169	SGUI1_1600.3, SGUI1_1600.1, SGUI1_1600.2
OG0002495	T265_13492	SGUI1_14220.1, SGUI1_14220.2
OG0002497	T265_06996	SGUI1_45730.1, SGUI1_45730.2
OG0002498	T265_08380	SGUI1_890.1
OG0002499	T265_06840	SGUI1_49630.1
OG0002500	T265_13736	SGUI1_240.1
OG0002501	T265_07964	SGUI1_8960.1
OG0002502	T265_07288	SGUI1_56380.5, SGUI1_56380.3, SGUI1_56380.4, SGUI1_56380.1, SGUI1_56380.2
OG0002504	T265_05690	SGUI1_23490.1, SGUI1_23210.1
OG0002505	T265_04916	SGUI1_51730.2, SGUI1_51730.3, SGUI1_51730.4, SGUI1_51730.5, SGUI1_51730.1
OG0002506	T265_05367	SGUI1_34130.1
OG0002507	T265_06548	SGUI1_83270.1, SGUI1_83270.2, SGUI1_83270.3, SGUI1_83270.4
OG0002508	T265_00657	SGUI1_64540.1, SGUI1_64540.2
OG0002509	T265_11507	SGUI1_8540.1
OG0002511	T265_09184	SGUI1_72650.3, SGUI1_72650.2, SGUI1_72650.1
OG0002512	T265_01109, T265_01107	SGUI1_63280.1
OG0002514	T265_13584	SGUI1_15590.1
OG0002517	T265_02578	SGUI1_74800.1
OG0002518	T265_09714, T265_09890	SGUI1_42720.2, SGUI1_42720.3, SGUI1_42720.4, SGUI1_42720.1
OG0002526	T265_06218	SGUI1_12780.1
OG0002527	T265_06354	SGUI1_41560.1
OG0002528	T265_13832	SGUI1_94850.1
OG0002529	T265_00314	SGUI1_55550.1
OG0002530	T265_05441	SGUI1_75150.1, SGUI1_75140.1, SGUI1_75140.2, SGUI1_75130.1
OG0002531	T265_09261, T265_16107	SGUI1_27170.1
OG0002532	T265_06112	SGUI1_71880.1
OG0002533	T265_10106	SGUI1_65840.1
OG0002534	T265_11289	SGUI1_90150.1
OG0002535	T265_04895	SGUI1_35330.1
OG0002536	T265_07878, T265_16109	SGUI1_12840.1
OG0002537	T265_11659	SGUI1_83140.1
OG0002538	T265_12591, T265_13956	SGUI1_61220.3, SGUI1_61220.2, SGUI1_61220.1, SGUI1_61220.4
OG0002539	T265_06929	SGUI1_26170.2, SGUI1_26170.1
OG0002540	T265_02959	SGUI1_38890.1, SGUI1_38890.3, SGUI1_38890.2, SGUI1_38890.4
OG0002541	T265_00045	SGUI1_55800.1
OG0002542	T265_05751	SGUI1_89820.1, SGUI1_89820.2
OG0002543	T265_02977	SGUI1_28630.2, SGUI1_28630.3, SGUI1_28630.6, SGUI1_28630.1, SGUI1_28630.4, SGUI1_28630.5
OG0002544	T265_03611	SGUI1_47650.1, SGUI1_47650.2, SGUI1_47650.6, SGUI1_47650.3, SGUI1_47650.4, SGUI1_47650.5
OG0002545	T265_13460	SGUI1_23380.1
OG0002546	T265_08445	SGUI1_17800.4, SGUI1_17800.5, SGUI1_17800.1, SGUI1_17800.2, SGUI1_17800.3
OG0002547	T265_02728	SGUI1_96240.1
OG0002548	T265_10907	SGUI1_94000.3, SGUI1_94000.2, SGUI1_94000.1, SGUI1_94000.4
OG0002549	T265_09253	SGUI1_27530.1, SGUI1_27530.2, SGUI1_27530.3
OG0002551	T265_10827	SGUI1_30890.1
OG0002552	T265_06270	SGUI1_4180.1
OG0002553	T265_12816	SGUI1_64820.1, SGUI1_64820.5, SGUI1_64820.2, SGUI1_64820.3, SGUI1_64820.4
OG0002554	T265_11518	SGUI1_59190.1, SGUI1_59190.2, SGUI1_59190.3, SGUI1_59190.4
OG0002555	T265_12804	SGUI1_35840.1
OG0002556	T265_00868	SGUI1_20380.1
OG0002557	T265_01526	SGUI1_42460.2, SGUI1_42460.5, SGUI1_42460.6, SGUI1_42460.3, SGUI1_42460.1, SGUI1_42460.7, SGUI1_42460.4
OG0002558	T265_11716	SGUI1_3960.1, SGUI1_3960.2, SGUI1_3960.3, SGUI1_3960.4, SGUI1_3960.5
OG0002559	T265_09716	SGUI1_24230.1, SGUI1_24230.2
OG0002560	T265_10495	SGUI1_89460.1
OG0002561	T265_08002	SGUI1_8750.1
OG0002562	T265_06419	SGUI1_8290.1
OG0002563	T265_12573	SGUI1_61900.2, SGUI1_61900.3, SGUI1_18580.1, SGUI1_61900.1
OG0002564	T265_14413	SGUI1_77950.1
OG0002565	T265_10924	SGUI1_2420.1, SGUI1_2410.1, SGUI1_13820.1
OG0002566	T265_01406	SGUI1_65470.1
OG0002567	T265_09820	SGUI1_35240.1
OG0002568	T265_06148	SGUI1_64020.1
OG0002569	T265_09350	SGUI1_66180.1
OG0002570	T265_15976, T265_15295, T265_02970	SGUI1_31470.2, SGUI1_31470.1
OG0002571	T265_09123	SGUI1_40210.1
OG0002572	T265_00523	SGUI1_59590.1
OG0002573	T265_05406	SGUI1_24720.1
OG0002574	T265_05451	SGUI1_75720.1, SGUI1_75720.2
OG0002575	T265_14312	SGUI1_23130.1, SGUI1_23890.1, SGUI1_23090.1
OG0002576	T265_05790	SGUI1_79100.1
OG0002577	T265_05294, T265_05295	SGUI1_54830.1
OG0002578	T265_03584	SGUI1_49360.1
OG0002579	T265_12918	SGUI1_94190.1, SGUI1_94190.2
OG0002580	T265_00177	SGUI1_59760.2, SGUI1_59760.3, SGUI1_59780.1, SGUI1_59780.2, SGUI1_59760.1, SGUI1_59780.3
OG0002581	T265_00663	SGUI1_60990.1
OG0002582	T265_04496	SGUI1_34840.4, SGUI1_34840.2, SGUI1_34840.1, SGUI1_34840.3
OG0002583	T265_08898	SGUI1_88180.1
OG0002584	T265_13055	SGUI1_38930.1
OG0002586	T265_09506, T265_03414	SGUI1_18680.1
OG0002587	T265_06030	SGUI1_83350.1, SGUI1_83350.2
OG0002588	T265_08785	SGUI1_61610.1
OG0002589	T265_04177	SGUI1_61430.1
OG0002590	T265_13106	SGUI1_76850.2, SGUI1_76850.3, SGUI1_76850.1
OG0002591	T265_11493	SGUI1_78910.1
OG0002592	T265_14197	SGUI1_27220.1
OG0002593	T265_02360	SGUI1_80370.3, SGUI1_80370.1, SGUI1_80370.4, SGUI1_80370.5, SGUI1_80370.2
OG0002594	T265_02363	SGUI1_80360.1, SGUI1_80360.2
OG0002595	T265_02820	SGUI1_48410.1, SGUI1_48410.3, SGUI1_48410.2, SGUI1_48410.4, SGUI1_48410.5
OG0002596	T265_05825	SGUI1_76550.1
OG0002597	T265_12817, T265_12684	SGUI1_12060.1
OG0002598	T265_11007	SGUI1_34100.1
OG0002599	T265_03901	SGUI1_66880.1
OG0002600	T265_10026	SGUI1_47450.4, SGUI1_47450.1, SGUI1_47450.3, SGUI1_47450.2
OG0002601	T265_03324	SGUI1_11040.1, SGUI1_11050.1
OG0002602	T265_11163	SGUI1_21380.1, SGUI1_21380.3, SGUI1_21380.2
OG0002603	T265_01188	SGUI1_63580.1
OG0002604	T265_10922	SGUI1_2430.2, SGUI1_2430.1
OG0002605	T265_09297	SGUI1_49480.1
OG0002606	T265_15010	SGUI1_85470.1
OG0002607	T265_15621	SGUI1_33200.1
OG0002608	T265_03557	SGUI1_48240.1, SGUI1_48240.2, SGUI1_48240.3, SGUI1_48240.4
OG0002609	T265_06812	SGUI1_3860.1
OG0002610	T265_04076, T265_15961	SGUI1_42550.1
OG0002611	T265_10160	SGUI1_16500.3, SGUI1_16500.1, SGUI1_16500.4, SGUI1_16500.5, SGUI1_16500.2, SGUI1_16500.6
OG0002613	T265_08303, T265_07594	SGUI1_45390.1, SGUI1_70300.1
OG0002614	T265_15097, T265_16170	SGUI1_270.1
OG0002615	T265_03587	SGUI1_83840.1
OG0002616	T265_04004	SGUI1_37150.1
OG0002617	T265_04692	SGUI1_40950.1, SGUI1_40950.3, SGUI1_40950.5, SGUI1_40950.2, SGUI1_40950.4
OG0002618	T265_06714, T265_16357	SGUI1_57770.1, SGUI1_57760.1
OG0002619	T265_10984	SGUI1_60510.1
OG0002620	T265_08636	SGUI1_30050.1
OG0002621	T265_09809	SGUI1_7810.1
OG0002622	T265_11458	SGUI1_56830.1
OG0002623	T265_04416	SGUI1_10430.1
OG0002624	T265_07686	SGUI1_16210.1
OG0002625	T265_06474	SGUI1_35950.4, SGUI1_35950.2, SGUI1_35950.3, SGUI1_35950.5, SGUI1_35950.1
OG0002626	T265_08212	SGUI1_58050.2, SGUI1_58050.1
OG0002627	T265_03218	SGUI1_12130.1, SGUI1_12130.11, SGUI1_12130.12, SGUI1_12130.13, SGUI1_12130.8
OG0002628	T265_08624	SGUI1_41710.1
OG0002629	T265_13471	SGUI1_91820.1, SGUI1_91820.2, SGUI1_91820.3, SGUI1_91820.4
OG0002630	T265_01008	SGUI1_8120.1
OG0002631	T265_05687	SGUI1_24830.1
OG0002632	T265_06015	SGUI1_85120.1
OG0002633	T265_04018	SGUI1_39860.5, SGUI1_39860.3, SGUI1_39860.1, SGUI1_39860.4, SGUI1_39860.2
OG0002634	T265_05042	SGUI1_24640.2, SGUI1_24640.1
OG0002635	T265_06947	SGUI1_22750.1
OG0002636	T265_12437	SGUI1_80660.2, SGUI1_80660.1, SGUI1_80660.3
OG0002637	T265_14280, T265_14279	SGUI1_94680.1
OG0002638	T265_01339	SGUI1_54390.4, SGUI1_54390.1, SGUI1_54390.2, SGUI1_54390.3, SGUI1_54390.5
OG0002639	T265_06794	SGUI1_67460.1
OG0002640	T265_08171	SGUI1_9790.1
OG0002641	T265_11303	SGUI1_53770.1, SGUI1_53770.2
OG0002642	T265_06912	SGUI1_1430.2, SGUI1_1430.1
OG0002643	T265_10968	SGUI1_4140.1
OG0002644	T265_14640	SGUI1_62350.1, SGUI1_62350.2, SGUI1_62350.3
OG0002645	T265_00224	SGUI1_9210.1
OG0002646	T265_05691	SGUI1_26810.1
OG0002647	T265_03821	SGUI1_88600.1, SGUI1_88600.2, SGUI1_88600.5, SGUI1_88600.3, SGUI1_88600.4
OG0002648	T265_04212	SGUI1_6260.1, SGUI1_6260.2
OG0002649	T265_05362	SGUI1_40300.1
OG0002650	T265_14961	SGUI1_7820.1
OG0002651	T265_13532, T265_13531	SGUI1_9830.1
OG0002652	T265_03490, T265_03489	SGUI1_45070.1, SGUI1_45070.2
OG0002653	T265_05349	SGUI1_89640.1, SGUI1_89640.2, SGUI1_89640.3
OG0002654	T265_15265	SGUI1_82160.1
OG0002655	T265_07489	SGUI1_57350.1
OG0002656	T265_13304	SGUI1_20060.1, SGUI1_20060.2
OG0002658	T265_00747, T265_12627	SGUI1_29270.1
OG0002661	T265_13706	SGUI1_64200.1
OG0002662	T265_14428	SGUI1_84050.1
OG0002663	T265_10211	SGUI1_84650.1
OG0002664	T265_11068, T265_16106	SGUI1_96440.1, SGUI1_96440.4, SGUI1_96440.2, SGUI1_96440.3
OG0002665	T265_06844, T265_16075	SGUI1_50400.1, SGUI1_50400.2, SGUI1_50400.3
OG0002666	T265_10120	SGUI1_32250.1
OG0002667	T265_03243	SGUI1_27320.1
OG0002668	T265_01423	SGUI1_69580.1, SGUI1_69580.5, SGUI1_69580.4, SGUI1_69580.2, SGUI1_69580.6, SGUI1_69580.3
OG0002669	T265_13389	SGUI1_89350.1, SGUI1_89360.1
OG0002670	T265_02796	SGUI1_28380.1
OG0002671	T265_04847	SGUI1_94020.1, SGUI1_94020.2, SGUI1_94020.3, SGUI1_94020.4
OG0002672	T265_00778	SGUI1_74230.3, SGUI1_74230.4, SGUI1_74230.1, SGUI1_74230.2
OG0002673	T265_14755	SGUI1_74330.1, SGUI1_74330.2, SGUI1_74330.4, SGUI1_74330.5, SGUI1_74330.3
OG0002674	T265_02974, T265_09573	SGUI1_27510.1, SGUI1_27510.2, SGUI1_27510.3, SGUI1_27510.4
OG0002675	T265_01135	SGUI1_9090.1, SGUI1_9090.2
OG0002676	T265_08124	SGUI1_68910.1
OG0002677	T265_11806	SGUI1_62920.2, SGUI1_62920.1, SGUI1_62920.3
OG0002678	T265_14495, T265_08174	SGUI1_7080.1, SGUI1_7090.1
OG0002679	T265_14188	SGUI1_81090.1, SGUI1_81090.2
OG0002680	T265_01156	SGUI1_67690.1
OG0002681	T265_11893, T265_11894	SGUI1_27100.1
OG0002682	T265_10217	SGUI1_19370.1, SGUI1_19370.2, SGUI1_19370.3
OG0002684	T265_05163	SGUI1_85930.1
OG0002685	T265_09546	SGUI1_15570.1
OG0002686	T265_13273	SGUI1_54080.1
OG0002687	T265_04020, T265_04336	SGUI1_28990.1, SGUI1_28990.2, SGUI1_28990.3, SGUI1_28990.5, SGUI1_28990.6, SGUI1_28990.4, SGUI1_28990.7
OG0002688	T265_11653	SGUI1_25570.1, SGUI1_25570.2
OG0002689	T265_04523	SGUI1_25600.1, SGUI1_25600.3, SGUI1_25600.2
OG0002690	T265_09672	SGUI1_40830.1
OG0002691	T265_15871	SGUI1_84000.1
OG0002692	T265_11446	SGUI1_12430.1
OG0002693	T265_02440	SGUI1_48230.1, SGUI1_48200.1
OG0002694	T265_04234, T265_07936	SGUI1_93780.1, SGUI1_93780.2
OG0002696	T265_08323	SGUI1_33760.5, SGUI1_33760.1, SGUI1_33760.2, SGUI1_33760.3, SGUI1_33760.4, SGUI1_33760.6
OG0002698	T265_12501	SGUI1_2500.1, SGUI1_2500.2
OG0002700	T265_02734	SGUI1_96740.5, SGUI1_96740.1, SGUI1_96740.2, SGUI1_96740.4, SGUI1_96740.3
OG0002701	T265_00287	SGUI1_55220.1, SGUI1_55220.2, SGUI1_55270.1
OG0002709	T265_09385	SGUI1_7550.1
OG0002710	T265_02910, T265_02911	SGUI1_1200.1, SGUI1_1200.2, SGUI1_1200.3, SGUI1_1200.4
OG0002711	T265_11288	SGUI1_90980.1
OG0002713	T265_05798	SGUI1_47750.1, SGUI1_47750.4, SGUI1_47750.6, SGUI1_47750.5, SGUI1_47750.2, SGUI1_47750.3
OG0002714	T265_09095	SGUI1_77910.1, SGUI1_77910.2
OG0002715	T265_02021	SGUI1_61010.1, SGUI1_61010.2, SGUI1_61010.3
OG0002716	T265_07182, T265_14219	SGUI1_67980.1
OG0002717	T265_01862, T265_16344	SGUI1_89780.1, SGUI1_89780.2, SGUI1_89780.3
OG0002718	T265_08451, T265_10568	SGUI1_66980.1
OG0002719	T265_06423	SGUI1_5360.1
OG0002720	T265_09225, T265_09226	SGUI1_4870.1
OG0002721	T265_11661	SGUI1_95400.1, SGUI1_95400.2, SGUI1_95400.4, SGUI1_95400.3
OG0002722	T265_08585	SGUI1_21840.1
OG0002724	T265_12997	SGUI1_81370.1
OG0002726	T265_08999	SGUI1_30710.3, SGUI1_30710.2, SGUI1_30710.1
OG0002727	T265_00821	SGUI1_74070.1, SGUI1_74070.2
OG0002728	T265_06495	SGUI1_7950.2, SGUI1_7950.1, SGUI1_7950.3
OG0002729	T265_13191, T265_07546, T265_07956, T265_14318	SGUI1_15810.1, SGUI1_15810.4, SGUI1_15810.3, SGUI1_15810.2
OG0002730	T265_02419, T265_16240	SGUI1_82360.1
OG0002731	T265_01959, T265_13402	SGUI1_46250.2, SGUI1_46250.3, SGUI1_46250.4, SGUI1_46250.1
OG0002732	T265_14352	SGUI1_67620.1
OG0002733	T265_13194, T265_16356	SGUI1_24120.1, SGUI1_24120.3, SGUI1_24120.5, SGUI1_24120.2, SGUI1_24120.4, SGUI1_24120.6
OG0002734	T265_13416	SGUI1_42310.1
OG0002735	T265_10699	SGUI1_30800.1
OG0002736	T265_03760	SGUI1_24080.1
OG0002737	T265_05897	SGUI1_36530.1, SGUI1_36530.2
OG0002738	T265_03554, T265_03555, T265_05707, T265_10277, T265_12164, T265_12402, T265_05828	SGUI1_38130.1
OG0002739	T265_09407	SGUI1_11880.1
OG0002740	T265_02573	SGUI1_39540.3, SGUI1_39540.2, SGUI1_39540.1, SGUI1_39540.4, SGUI1_39540.5, SGUI1_39540.6
OG0002741	T265_10545, T265_11017	SGUI1_17090.1, SGUI1_17090.2, SGUI1_17090.3
OG0002742	T265_12515	SGUI1_71760.1
OG0002743	T265_15636	SGUI1_41890.1
OG0002744	T265_06158	SGUI1_58170.1
OG0002745	T265_05355	SGUI1_92640.1
OG0002748	T265_13947, T265_06098	SGUI1_35090.1
OG0002749	T265_06761	SGUI1_47680.1
OG0002750	T265_13284, T265_16195	SGUI1_47020.1
OG0002751	T265_00573	SGUI1_39820.1, SGUI1_39820.2
OG0002752	T265_00423, T265_16111	SGUI1_70580.1
OG0002756	T265_00650	SGUI1_58450.1
OG0002757	T265_00762	SGUI1_31620.4, SGUI1_31620.1, SGUI1_31620.2, SGUI1_31620.3
OG0002758	T265_00955	SGUI1_5050.1, SGUI1_5050.2
OG0002759	T265_03239	SGUI1_27930.1
OG0002760	T265_11036, T265_11034, T265_11035	SGUI1_3570.1
OG0002762	T265_13549	SGUI1_96040.1
OG0002763	T265_13464	SGUI1_79020.1
OG0002764	T265_08194, T265_02184, T265_02185	SGUI1_31400.1
OG0002765	T265_05839	SGUI1_69280.1
OG0002766	T265_00330	SGUI1_73290.2, SGUI1_73290.4, SGUI1_73290.3, SGUI1_73290.1
OG0002767	T265_06760	SGUI1_49490.1
OG0002768	T265_10258, T265_16169	SGUI1_2260.1, SGUI1_2260.2, SGUI1_2260.3
OG0002769	T265_01046	SGUI1_25940.1
OG0002771	T265_08021, T265_08022	SGUI1_33530.1
OG0002774	T265_05258	SGUI1_2700.2, SGUI1_2700.1
OG0002776	T265_11356	SGUI1_75020.1
OG0002777	T265_05823	SGUI1_76560.1
OG0002778	T265_09444	SGUI1_95880.1
OG0002779	T265_14542	SGUI1_33110.1, SGUI1_33110.2
OG0002781	T265_07481	SGUI1_26370.1
OG0002782	T265_12327, T265_10961, T265_01932	SGUI1_79370.1, SGUI1_79370.2
OG0002783	T265_00286	SGUI1_54430.3, SGUI1_54430.1, SGUI1_54430.2
OG0002784	T265_01050	SGUI1_25950.1
OG0002785	T265_13376	SGUI1_71600.1
OG0002786	T265_13497	SGUI1_12370.1
OG0002787	T265_03074	SGUI1_6660.1
OG0002788	T265_01005	SGUI1_9940.1
OG0002789	T265_08482	SGUI1_18450.3, SGUI1_18450.1, SGUI1_18450.2
OG0002790	T265_02675	SGUI1_76860.1
OG0002791	T265_06735	SGUI1_13870.1, SGUI1_2630.1
OG0002792	T265_06771	SGUI1_56020.1, SGUI1_56020.2, SGUI1_56020.3
OG0002793	T265_04394	SGUI1_10560.1, SGUI1_10560.3, SGUI1_10560.2, SGUI1_10560.4
OG0002794	T265_15249, T265_15899	SGUI1_94100.1
OG0002795	T265_07477	SGUI1_26260.1
OG0002796	T265_13167	SGUI1_11620.1
OG0002797	T265_04341	SGUI1_36310.1
OG0002798	T265_13131	SGUI1_74580.1, SGUI1_74580.3, SGUI1_74580.2
OG0002799	T265_07700, T265_14359, T265_14358	SGUI1_84580.1
OG0002800	T265_14735	SGUI1_80080.1
OG0002802	T265_07569	SGUI1_91230.1, SGUI1_91230.2
OG0002803	T265_03781	SGUI1_26540.1
OG0002804	T265_13660	SGUI1_39100.1
OG0002805	T265_12771	SGUI1_56370.1, SGUI1_56370.2, SGUI1_56370.3, SGUI1_56370.4
OG0002806	T265_15954, T265_07440, T265_16235	SGUI1_71200.1, SGUI1_71200.2
OG0002807	T265_06189	SGUI1_20210.3, SGUI1_20210.5, SGUI1_20210.2, SGUI1_20210.1, SGUI1_20210.4, SGUI1_20210.6
OG0002808	T265_04515	SGUI1_62490.1, SGUI1_62490.3, SGUI1_62490.4, SGUI1_62490.5, SGUI1_62490.2
OG0002809	T265_12974	SGUI1_81560.1
OG0002810	T265_06252	SGUI1_34600.1
OG0002811	T265_10010	SGUI1_21450.1
OG0002812	T265_04204, T265_13449	SGUI1_86160.1
OG0002814	T265_05382	SGUI1_23340.1
OG0002815	T265_10978	SGUI1_63850.1
OG0002816	T265_08032	SGUI1_19140.1
OG0002817	T265_04006	SGUI1_37160.1
OG0002818	T265_08927, T265_01280	SGUI1_75810.1, SGUI1_75810.2
OG0002819	T265_09770	SGUI1_68940.1
OG0002820	T265_02159	SGUI1_75110.1, SGUI1_75100.2, SGUI1_75100.1
OG0002821	T265_03347	SGUI1_4190.1, SGUI1_4190.2, SGUI1_4190.3, SGUI1_4190.4
OG0002822	T265_07965	SGUI1_9040.1
OG0002823	T265_05525	SGUI1_14770.3, SGUI1_14770.1, SGUI1_14770.2
OG0002824	T265_10376	SGUI1_1950.1
OG0002825	T265_07639	SGUI1_48770.1
OG0002826	T265_11221, T265_15380	SGUI1_40740.1, SGUI1_40740.2, SGUI1_40740.3, SGUI1_40740.4
OG0002827	T265_03736	SGUI1_26980.1
OG0002828	T265_09896	SGUI1_27810.1
OG0002829	T265_06804	SGUI1_61110.1, SGUI1_61110.3, SGUI1_61110.2, SGUI1_61110.4
OG0002830	T265_15416	SGUI1_23050.1
OG0002831	T265_06375	SGUI1_15300.1
OG0002832	T265_03399	SGUI1_81950.1
OG0002834	T265_11271	SGUI1_3590.2, SGUI1_3590.1
OG0002835	T265_04910	SGUI1_91940.1
OG0002836	T265_03775	SGUI1_25300.3, SGUI1_25300.2, SGUI1_25300.5, SGUI1_25300.1, SGUI1_25300.4
OG0002837	T265_03657	SGUI1_15310.1
OG0002838	T265_11730	SGUI1_13240.1, SGUI1_13280.1
OG0002839	T265_00320	SGUI1_71770.1, SGUI1_71770.2
OG0002840	T265_13355	SGUI1_91710.1
OG0002841	T265_10889	SGUI1_50870.1, SGUI1_50870.9, SGUI1_50870.2, SGUI1_50870.3, SGUI1_50870.6, SGUI1_50870.7, SGUI1_50870.8, SGUI1_50870.4, SGUI1_50870.5
OG0002842	T265_12366, T265_08849, T265_15989	SGUI1_72040.3, SGUI1_72040.6, SGUI1_72040.2, SGUI1_72040.1, SGUI1_72040.7, SGUI1_72040.4, SGUI1_72040.5
OG0002844	T265_14223, T265_05563	SGUI1_67960.1, SGUI1_67960.2, SGUI1_67960.3
OG0002846	T265_16173	SGUI1_20990.1
OG0002847	T265_00612	SGUI1_58180.1, SGUI1_58180.2, SGUI1_58180.3
OG0002848	T265_14189, T265_08788	SGUI1_61630.1
OG0002849	T265_06370	SGUI1_12940.1, SGUI1_13030.1
OG0002851	T265_08012, T265_12159, T265_14456, T265_08013	SGUI1_90090.1
OG0002852	T265_10322	SGUI1_13110.1
OG0002853	T265_09115	SGUI1_73450.1, SGUI1_73450.3, SGUI1_73450.2, SGUI1_73450.4
OG0002854	T265_02955, T265_13136	SGUI1_34390.1
OG0002855	T265_08034	SGUI1_16730.1
OG0002856	T265_06755	SGUI1_53570.1
OG0002857	T265_01821, T265_01444	SGUI1_63500.1
OG0002859	T265_02034	SGUI1_63160.1, SGUI1_63160.2, SGUI1_63160.3
OG0002860	T265_14764	SGUI1_77850.1
OG0002861	T265_08733, T265_14653	SGUI1_88420.1
OG0002863	T265_16256, T265_04944	SGUI1_17000.1
OG0002864	T265_13279	SGUI1_54040.1, SGUI1_54040.2
OG0002865	T265_01001	SGUI1_9910.1
OG0002866	T265_05742, T265_08029, T265_14459, T265_14460	SGUI1_35650.1
OG0002867	T265_14794	SGUI1_3780.1
OG0002868	T265_04776, T265_04777	SGUI1_87530.1, SGUI1_87530.2
OG0002869	T265_02470	SGUI1_2080.2, SGUI1_2080.1, SGUI1_2080.3
OG0002870	T265_02369	SGUI1_47470.2, SGUI1_47470.3, SGUI1_47470.4, SGUI1_47470.1
OG0002871	T265_05892	SGUI1_45020.1, SGUI1_45020.2
OG0002872	T265_06839	SGUI1_49640.1
OG0002873	T265_05961	SGUI1_92230.2, SGUI1_92230.1, SGUI1_92230.3
OG0002874	T265_13044	SGUI1_39570.4, SGUI1_39570.5, SGUI1_39570.1, SGUI1_39570.2, SGUI1_39570.3
OG0002875	T265_08601	SGUI1_51220.1, SGUI1_51220.2
OG0002876	T265_09158	SGUI1_71250.1, SGUI1_71250.2
OG0002877	T265_15585	SGUI1_61060.1, SGUI1_61060.2
OG0002878	T265_09786	SGUI1_64280.1, SGUI1_64280.3, SGUI1_64280.2
OG0002879	T265_00994	SGUI1_17520.4, SGUI1_17520.2, SGUI1_17520.1, SGUI1_17520.3
OG0002880	T265_15974, T265_16333, T265_16372	SGUI1_21390.2, SGUI1_21390.1, SGUI1_21390.3
OG0002881	T265_03918	SGUI1_59580.1
OG0002882	T265_08367, T265_08365, T265_08366	SGUI1_17940.1, SGUI1_17950.1
OG0002883	T265_00123	SGUI1_51340.1, SGUI1_51340.2
OG0002884	T265_01404	SGUI1_65450.1, SGUI1_65450.2
OG0002885	T265_03301, T265_03258	SGUI1_46680.1, SGUI1_46680.2
OG0002886	T265_00431	SGUI1_74750.1, SGUI1_74750.2, SGUI1_74750.3
OG0002889	T265_09957	SGUI1_81150.1, SGUI1_81160.2, SGUI1_81160.1
OG0002890	T265_15384	SGUI1_27410.1, SGUI1_27410.2
OG0002892	T265_12956	SGUI1_76810.1, SGUI1_96870.1
OG0002893	T265_13538	SGUI1_7840.1
OG0002902	T265_10089	SGUI1_39150.1, SGUI1_39150.2, SGUI1_39150.3
OG0002903	T265_01720, T265_16142, T265_15992	SGUI1_72100.1
OG0002904	T265_00938, T265_12671, T265_16281	SGUI1_21910.1
OG0002905	T265_13028, T265_02524	SGUI1_66720.1
OG0002906	T265_10987	SGUI1_28740.1, SGUI1_28740.2, SGUI1_28740.3
OG0002907	T265_00957	SGUI1_5070.1, SGUI1_5070.2
OG0002908	T265_13687, T265_15239	SGUI1_68900.1
OG0002910	T265_13256	SGUI1_18190.1
OG0002911	T265_13253	SGUI1_14700.1, SGUI1_14700.2
OG0002912	T265_12025, T265_15674	SGUI1_65210.1
OG0002913	T265_08468, T265_12220	SGUI1_9370.1
OG0002914	T265_10038	SGUI1_16030.1, SGUI1_16030.2, SGUI1_16030.3
OG0002915	T265_13119	SGUI1_77880.1
OG0002916	T265_02505	SGUI1_16940.6, SGUI1_16940.7
OG0002917	T265_10733	SGUI1_22620.2, SGUI1_22620.1
OG0002918	T265_06975	SGUI1_81980.1, SGUI1_81980.2
OG0002919	T265_07324	SGUI1_86400.1
OG0002921	T265_07949	SGUI1_95380.1, SGUI1_95380.2
OG0002922	T265_02668	SGUI1_76870.1
OG0002923	T265_12590	SGUI1_61230.5, SGUI1_61230.1, SGUI1_61230.3, SGUI1_61230.2, SGUI1_61230.4
OG0002924	T265_09413	SGUI1_10920.3, SGUI1_10920.1, SGUI1_10920.2, SGUI1_10920.4, SGUI1_10920.5, SGUI1_10920.6
OG0002925	T265_03081	SGUI1_11650.1, SGUI1_11650.2
OG0002926	T265_01295	SGUI1_32220.1, SGUI1_32220.2
OG0002928	T265_13841	SGUI1_75370.1
OG0002929	T265_00854	SGUI1_22220.1
OG0002930	T265_09338	SGUI1_40490.1, SGUI1_40490.2, SGUI1_40490.3, SGUI1_40490.4
OG0002931	T265_10381	SGUI1_1960.1
OG0002932	T265_12802	SGUI1_44910.1, SGUI1_44900.1
OG0002933	T265_13654, T265_16004, T265_13655	SGUI1_40200.1
OG0002934	T265_07078	SGUI1_93580.1
OG0002935	T265_01577	SGUI1_66220.1, SGUI1_66220.2, SGUI1_66220.3
OG0002936	T265_02894	SGUI1_46620.1, SGUI1_46620.2
