Orthogroup	fasciola_gigantica	fasciola_hepatica	opisthorchis_viverrini	s.mekongi	schistosoma_bovis	schistosoma_curassoni	schistosoma_guineensis	schistosoma_haematobium	schistosoma_intercalatum	schistosoma_japonicum	schistosoma_mansoni	schistosoma_margrebowiei	schistosoma_mattheei	schistosoma_rodhaini	schistosoma_spindale	schistosoma_turkestanicum	schmidtea_mediterranea	trichobilharzia_regenti	Total
OG0014929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
OG0014938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
OG0014940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
OG0014942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
OG0014962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
OG0014969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OG0014980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
OG0014981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0014999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
OG0015162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
OG0015183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OG0015241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
