Orthogroup	opisthorchis_viverrini	schistosoma_intercalatum
OG0001092	T265_05477	SINT1_68980.1, SINT1_68980.2, SINT1_68980.3, SINT1_68980.4, SINT1_68980.5, SINT1_68980.6, SINT1_68980.7
OG0001094	T265_01493	SINT1_36630.1, SINT1_36630.2, SINT1_95110.1
OG0001095	T265_12507, T265_12509	SINT1_50910.1, SINT1_50910.4, SINT1_50910.6, SINT1_50910.3, SINT1_50910.5, SINT1_50910.2
OG0001096	T265_02087	SINT1_19620.7, SINT1_19620.3, SINT1_19620.2, SINT1_19620.4, SINT1_19620.1, SINT1_19620.5, SINT1_19620.6
OG0001097	T265_12596, T265_12597	SINT1_68710.1, SINT1_68710.2
OG0001098	T265_03530	SINT1_31990.1
OG0001099	T265_09134	SINT1_90800.1
OG0001100	T265_12718	SINT1_67440.1, SINT1_67440.3, SINT1_67440.5, SINT1_67440.2, SINT1_67440.4
OG0001101	T265_01277	SINT1_95630.1, SINT1_95100.1
OG0001102	T265_07011	SINT1_62140.1
OG0001103	T265_11524, T265_11526	SINT1_92640.6, SINT1_92640.4, SINT1_92640.1, SINT1_92640.2, SINT1_92640.3, SINT1_92640.5, SINT1_92640.7, SINT1_92640.8
OG0001105	T265_00108	SINT1_32030.1
OG0001106	T265_03131	SINT1_67860.2, SINT1_67860.1
OG0001107	T265_01259	SINT1_51350.1, SINT1_51350.2, SINT1_51350.3, SINT1_51350.4
OG0001108	T265_04027	SINT1_28690.3, SINT1_28690.1, SINT1_28690.2
OG0001109	T265_15651	SINT1_34050.1, SINT1_34050.2, SINT1_34050.4, SINT1_34050.3
OG0001110	T265_03630	SINT1_3810.2, SINT1_3810.1, SINT1_3810.3
OG0001111	T265_15867	SINT1_48910.1
OG0001112	T265_07938	SINT1_93890.1, SINT1_93870.1, SINT1_93880.1
OG0001113	T265_01569	SINT1_7840.1
OG0001114	T265_10355	SINT1_6610.2, SINT1_6610.3, SINT1_6610.1
OG0001115	T265_14281	SINT1_92730.2, SINT1_92730.4, SINT1_92730.1, SINT1_92730.3
OG0001116	T265_04971	SINT1_80540.5, SINT1_80540.6, SINT1_80540.4, SINT1_80540.2, SINT1_80540.1, SINT1_80540.3
OG0001117	T265_09895, T265_16078	SINT1_15300.1
OG0001118	T265_15682	SINT1_70580.1, SINT1_70590.1, SINT1_70600.1
OG0001119	T265_00531	SINT1_64660.1
OG0001120	T265_14589, T265_14590	SINT1_31670.5, SINT1_31670.1, SINT1_31670.2, SINT1_31670.3, SINT1_31670.4
OG0001121	T265_02829	SINT1_56500.1
OG0001122	T265_01758	SINT1_78250.1
OG0001123	T265_01870	SINT1_88930.6, SINT1_88930.1, SINT1_88930.2, SINT1_88930.3, SINT1_88930.4, SINT1_88930.5
OG0001124	T265_12781	SINT1_37940.1, SINT1_37940.2, SINT1_37940.3
OG0001125	T265_11059, T265_11060, T265_05778	SINT1_13850.1, SINT1_13880.1
OG0001129	T265_03641	SINT1_37570.1, SINT1_37580.1
OG0001130	T265_02467	SINT1_12100.1, SINT1_12100.5, SINT1_12100.6, SINT1_12100.4, SINT1_12100.2, SINT1_12100.3
OG0001131	T265_08223	SINT1_73000.1, SINT1_72990.1
OG0001132	T265_02407	SINT1_81800.1, SINT1_81800.4, SINT1_81800.8, SINT1_81800.7, SINT1_81800.2, SINT1_81800.3, SINT1_81800.5, SINT1_81800.6, SINT1_81800.9
OG0001133	T265_03046	SINT1_94450.1, SINT1_94450.2
OG0001133	T265_14376, T265_07758, T265_14375	SINT1_16090.1
OG0001134	T265_10110	SINT1_64860.1, SINT1_64860.3, SINT1_64860.2, SINT1_64860.4
OG0001135	T265_08862	SINT1_34500.1, SINT1_34500.3, SINT1_34500.2, SINT1_34500.4
OG0001136	T265_05385	SINT1_23790.1
OG0001137	T265_00383	SINT1_53440.1, SINT1_53440.2, SINT1_53440.3
OG0001138	T265_10030	SINT1_20660.2, SINT1_20660.1
OG0001139	T265_13523	SINT1_37270.1, SINT1_37270.2, SINT1_37270.3
OG0001140	T265_04041	SINT1_46310.1
OG0001141	T265_05904	SINT1_78680.1, SINT1_78680.2, SINT1_78670.1
OG0001142	T265_08036	SINT1_13200.1, SINT1_13200.3, SINT1_13200.4, SINT1_13200.2, SINT1_13180.1, SINT1_13180.2
OG0001143	T265_00671	SINT1_62510.3, SINT1_62510.4, SINT1_62510.1, SINT1_62510.2, SINT1_62510.5, SINT1_62510.6
OG0001144	T265_07617	SINT1_36110.1, SINT1_36110.2, SINT1_36110.3
OG0001145	T265_00186	SINT1_65020.1
OG0001146	T265_06313	SINT1_4350.1, SINT1_4350.2
OG0001147	T265_07177	SINT1_7730.3, SINT1_7730.4, SINT1_7730.6, SINT1_7730.2, SINT1_7730.5, SINT1_7730.1, SINT1_7730.7
OG0001149	T265_05953	SINT1_77000.1, SINT1_77000.2
OG0001150	T265_00437	SINT1_51940.2, SINT1_51940.1, SINT1_51940.3
OG0001151	T265_15472, T265_13441	SINT1_88230.1
OG0001152	T265_14381	SINT1_12930.1, SINT1_12930.2
OG0001153	T265_01176	SINT1_68530.3, SINT1_68530.1, SINT1_68530.4, SINT1_68530.2, SINT1_68530.5
OG0001154	T265_04740	SINT1_43980.7, SINT1_43980.3, SINT1_43980.2, SINT1_43990.1, SINT1_43980.4, SINT1_43970.1, SINT1_43980.5, SINT1_43980.1
OG0001155	T265_04064	SINT1_48410.1, SINT1_48410.2, SINT1_48410.3, SINT1_48410.4, SINT1_48410.5, SINT1_48410.6, SINT1_48410.7
OG0001156	T265_06433	SINT1_7670.1, SINT1_7670.2
OG0001157	T265_14481	SINT1_62540.1, SINT1_62540.2, SINT1_62540.3, SINT1_62540.4, SINT1_62540.6, SINT1_62540.5
OG0001158	T265_06397	SINT1_42350.1, SINT1_42350.2
OG0001159	T265_09195	SINT1_90620.1
OG0001161	T265_00653, T265_08935, T265_08936, T265_13517	SINT1_67850.1, SINT1_65130.1
OG0001162	T265_04454	SINT1_35720.1, SINT1_35720.3, SINT1_35720.4, SINT1_35720.2
OG0001163	T265_07853	SINT1_76060.1
OG0001164	T265_12833	SINT1_79660.1
OG0001165	T265_08213	SINT1_57440.4, SINT1_57440.1, SINT1_57440.5, SINT1_57440.2, SINT1_57440.3
OG0001166	T265_05263, T265_09404	SINT1_11140.1
OG0001167	T265_08105	SINT1_35710.2, SINT1_35710.4, SINT1_35710.1, SINT1_35710.3
OG0001168	T265_15277	SINT1_12710.1, SINT1_12710.2
OG0001169	T265_08843, T265_16294	SINT1_50090.2, SINT1_50090.8, SINT1_50090.1, SINT1_50090.7, SINT1_50090.10, SINT1_50090.5, SINT1_50090.9, SINT1_50090.11, SINT1_50090.6, SINT1_50090.3, SINT1_50090.4
OG0001170	T265_01846	SINT1_11510.1, SINT1_11510.2, SINT1_11510.3, SINT1_11510.4, SINT1_11510.5
OG0001171	T265_10087, T265_11342	SINT1_15600.1, SINT1_15600.2, SINT1_15600.5, SINT1_15600.3, SINT1_15600.4
OG0001172	T265_08932, T265_15849	SINT1_60210.1
OG0001173	T265_14048, T265_14047	SINT1_1650.2, SINT1_1650.1, SINT1_1650.3
OG0001174	T265_12676	SINT1_9910.1, SINT1_9910.2
OG0001175	T265_01290	SINT1_52050.1, SINT1_52050.2, SINT1_52050.3
OG0001176	T265_00168	SINT1_72470.1, SINT1_72470.2, SINT1_72470.3, SINT1_72470.4, SINT1_72470.5
OG0001177	T265_09629	SINT1_24930.2, SINT1_24930.3, SINT1_24930.1, SINT1_24920.1
OG0001178	T265_13363	SINT1_2540.1, SINT1_2530.1, SINT1_2520.1
OG0001179	T265_05221	SINT1_91610.4, SINT1_91610.10, SINT1_91610.8, SINT1_91610.6, SINT1_91610.5, SINT1_91610.7, SINT1_91610.1, SINT1_91610.3, SINT1_91610.2, SINT1_91610.9
OG0001180	T265_13220	SINT1_9480.1
OG0001181	T265_11423	SINT1_57470.1
OG0001183	T265_02454	SINT1_11200.1
OG0001184	T265_00213	SINT1_3450.4, SINT1_3450.1, SINT1_3450.2, SINT1_3450.3, SINT1_3450.5, SINT1_3450.6
OG0001185	T265_04552	SINT1_10830.1
OG0001186	T265_12678	SINT1_4890.1
OG0001187	T265_02980	SINT1_31400.5, SINT1_31400.6, SINT1_31400.1, SINT1_31400.2, SINT1_31400.4, SINT1_31400.3
OG0001188	T265_15159	SINT1_8000.3, SINT1_8000.4, SINT1_8000.1, SINT1_8000.2
OG0001189	T265_00193	SINT1_14470.1
OG0001190	T265_11824	SINT1_36130.1, SINT1_36130.2, SINT1_36130.3, SINT1_36130.6, SINT1_36130.4, SINT1_36130.5
OG0001191	T265_07275	SINT1_7020.1, SINT1_7020.3, SINT1_7020.4, SINT1_7020.5, SINT1_7020.2
OG0001192	T265_07070	SINT1_42720.1
OG0001193	T265_15398, T265_11656, T265_03245, T265_13788	SINT1_81290.2, SINT1_81290.1
OG0001194	T265_06139, T265_06140	SINT1_6450.1
OG0001197	T265_11253	SINT1_22170.1
OG0001202	T265_05149	SINT1_13610.1, SINT1_13610.2, SINT1_13610.3, SINT1_13610.4
OG0001203	T265_05114	SINT1_1320.1
OG0001203	T265_07810	SINT1_79570.1
OG0001204	T265_10589	SINT1_66050.1
OG0001205	T265_10082	SINT1_36350.1
OG0001207	T265_11953	SINT1_15030.2, SINT1_15030.1, SINT1_15030.4, SINT1_15030.3
OG0001208	T265_11311	SINT1_38130.2, SINT1_38130.1
OG0001209	T265_08686	SINT1_48640.3, SINT1_48640.1, SINT1_48640.2
OG0001210	T265_04627	SINT1_91490.1
OG0001211	T265_10917	SINT1_17690.2, SINT1_17690.1, SINT1_17690.3
OG0001212	T265_05206	SINT1_24570.1, SINT1_24570.2, SINT1_24570.3
OG0001213	T265_03062	SINT1_6840.1, SINT1_6840.2, SINT1_6840.5, SINT1_6840.3, SINT1_6840.4
OG0001214	T265_01374	SINT1_28540.1
OG0001215	T265_09785	SINT1_63400.2, SINT1_63400.4, SINT1_63400.5, SINT1_63400.6, SINT1_63400.1, SINT1_63400.3
OG0001216	T265_01025	SINT1_26790.1
OG0001217	T265_15227	SINT1_72120.2, SINT1_72120.1
OG0001218	T265_03088	SINT1_12590.1, SINT1_12590.2
OG0001219	T265_06431	SINT1_1120.3, SINT1_1120.1, SINT1_1120.2, SINT1_1120.4
OG0001220	T265_12016, T265_12232	SINT1_93230.1, SINT1_93230.2, SINT1_93230.3, SINT1_93230.4
OG0001221	T265_15143	SINT1_62170.1
OG0001222	T265_02622	SINT1_90370.1, SINT1_90370.2, SINT1_90370.3
OG0001223	T265_00721	SINT1_32750.1, SINT1_32750.2
OG0001224	T265_14840	SINT1_80870.1, SINT1_80870.2, SINT1_80870.4, SINT1_80870.3, SINT1_80870.6, SINT1_80870.7, SINT1_80870.5
OG0001225	T265_15456	SINT1_58560.10, SINT1_58560.11, SINT1_58560.12, SINT1_58560.6, SINT1_58560.4, SINT1_58560.8, SINT1_58560.1, SINT1_58560.3, SINT1_58560.5, SINT1_58560.2, SINT1_58560.7, SINT1_58560.9
OG0001226	T265_12558	SINT1_46100.1
OG0001227	T265_08672	SINT1_61600.1, SINT1_61600.2
OG0001229	T265_13483	SINT1_30570.1
OG0001230	T265_06173	SINT1_16970.1, SINT1_16970.2
OG0001231	T265_11984	SINT1_39490.1
OG0001232	T265_02414, T265_08762, T265_14855	SINT1_79610.1, SINT1_79610.2, SINT1_79620.1, SINT1_79630.1
OG0001233	T265_12818	SINT1_5940.1
OG0001234	T265_09478	SINT1_44220.3, SINT1_44220.4, SINT1_44220.2, SINT1_44220.5, SINT1_44220.1
OG0001235	T265_03531	SINT1_28940.1, SINT1_28930.1
OG0001236	T265_13174	SINT1_63120.1, SINT1_63120.2
OG0001237	T265_13308	SINT1_26750.1, SINT1_26700.2, SINT1_26700.3, SINT1_26700.4, SINT1_26700.1
OG0001238	T265_01675	SINT1_82410.1, SINT1_82410.4, SINT1_82410.3, SINT1_82410.5, SINT1_82410.2
OG0001239	T265_03082	SINT1_12610.1, SINT1_12610.2, SINT1_12610.3
OG0001240	T265_08224	SINT1_53920.1, SINT1_53920.2
OG0001241	T265_00540	SINT1_59370.1
OG0001241	T265_00343	SINT1_73480.1
OG0001242	T265_00140, T265_06857	SINT1_56110.1, SINT1_56110.2, SINT1_56110.3
OG0001243	T265_14770	SINT1_6780.1
OG0001244	T265_13277	SINT1_88080.1, SINT1_88080.2
OG0001245	T265_14234	SINT1_12240.1, SINT1_12240.2, SINT1_12240.3, SINT1_12240.4
OG0001246	T265_02606	SINT1_33130.3, SINT1_33130.1, SINT1_33130.2, SINT1_33130.4
OG0001247	T265_04001	SINT1_37220.3, SINT1_37220.5, SINT1_37220.1, SINT1_37220.2, SINT1_37220.4, SINT1_37220.6
OG0001248	T265_13129	SINT1_5650.1
OG0001249	T265_06475	SINT1_36050.2, SINT1_36050.1
OG0001250	T265_08176	SINT1_1930.1, SINT1_1940.1, SINT1_1940.2
OG0001251	T265_12979	SINT1_76230.1, SINT1_76230.2, SINT1_76230.3, SINT1_76230.4, SINT1_76230.5
OG0001252	T265_02686	SINT1_51820.1
OG0001253	T265_13874	SINT1_54750.1, SINT1_54750.2, SINT1_54750.3, SINT1_54750.4
OG0001254	T265_11321	SINT1_32830.1
OG0001255	T265_13521	SINT1_29030.1, SINT1_29030.2
OG0001256	T265_02816	SINT1_48330.1, SINT1_48330.2
OG0001257	T265_11892, T265_16136	SINT1_27030.3, SINT1_27030.1, SINT1_27030.2
OG0001258	T265_13130	SINT1_75560.4, SINT1_75560.2, SINT1_75560.3, SINT1_75560.5, SINT1_75560.1
OG0001259	T265_09345, T265_09949, T265_09950	SINT1_59240.1, SINT1_59240.10, SINT1_59240.2, SINT1_59240.3, SINT1_59240.4, SINT1_59240.9, SINT1_59240.5, SINT1_59240.6, SINT1_59240.7, SINT1_59240.8
OG0001260	T265_14449, T265_07985, T265_15945	SINT1_1400.1, SINT1_1400.2, SINT1_1400.4, SINT1_1400.3
OG0001261	T265_14931	SINT1_45540.2, SINT1_45540.1, SINT1_45540.4, SINT1_45540.5, SINT1_45540.3
OG0001262	T265_09952	SINT1_81340.1, SINT1_81340.2
OG0001263	T265_04153	SINT1_88210.4, SINT1_88210.6, SINT1_88210.5, SINT1_88210.1, SINT1_88210.2, SINT1_88210.3, SINT1_88220.1
OG0001264	T265_03602	SINT1_53760.2, SINT1_53760.1
OG0001265	T265_14950	SINT1_60630.1, SINT1_60630.2, SINT1_60630.3
OG0001266	T265_01368	SINT1_69740.1
OG0001267	T265_02946	SINT1_53160.1
OG0001268	T265_10920	SINT1_7950.4
OG0001269	T265_04251	SINT1_23750.1
OG0001270	T265_15549	SINT1_87380.1
OG0001271	T265_01405	SINT1_64580.1
OG0001272	T265_09223	SINT1_79010.1
OG0001273	T265_12104	SINT1_72770.1
OG0001275	T265_07335, T265_10840, T265_11809	SINT1_54310.1
OG0001276	T265_00611	SINT1_63990.1, SINT1_63990.2, SINT1_63990.3
OG0001277	T265_00220	SINT1_3130.1
OG0001278	T265_01837	SINT1_89250.6, SINT1_89250.1, SINT1_89250.2, SINT1_89250.3, SINT1_89250.5, SINT1_89250.4
OG0001281	T265_03870, T265_13351	SINT1_77090.1, SINT1_77120.1, SINT1_77140.1
OG0001288	T265_04400	SINT1_92440.1, SINT1_92440.2, SINT1_92440.3, SINT1_92440.4
OG0001289	T265_07802	SINT1_29680.2, SINT1_29680.1
OG0001290	T265_06266	SINT1_4950.1
OG0001291	T265_02085	SINT1_7010.2, SINT1_7010.4, SINT1_7010.5, SINT1_7010.3, SINT1_7010.1
OG0001292	T265_15256	SINT1_7150.1, SINT1_7150.4, SINT1_7150.2, SINT1_7150.3
OG0001293	T265_08598, T265_02864	SINT1_55330.1, SINT1_55330.2, SINT1_55330.3
OG0001294	T265_10701, T265_16370	SINT1_32210.1, SINT1_32210.4, SINT1_32210.2, SINT1_32210.3, SINT1_32210.5
OG0001295	T265_09730	SINT1_31890.1
OG0001296	T265_08476	SINT1_7510.1
OG0001297	T265_04571	SINT1_14110.2, SINT1_14110.1, SINT1_14110.3, SINT1_14110.4, SINT1_14110.5, SINT1_14110.6
OG0001298	T265_07619	SINT1_36210.1
OG0001300	T265_08424	SINT1_6000.1
OG0001301	T265_00039	SINT1_54360.1
OG0001302	T265_12500	SINT1_2290.2, SINT1_2290.4, SINT1_2290.5, SINT1_2290.1, SINT1_2290.3
OG0001303	T265_10770	SINT1_31870.1
OG0001304	T265_03829	SINT1_87030.1
OG0001305	T265_07987	SINT1_1430.1, SINT1_1430.2, SINT1_1430.4, SINT1_1430.5, SINT1_1430.3
OG0001306	T265_00541	SINT1_61250.1, SINT1_61250.4, SINT1_61250.5, SINT1_61250.2, SINT1_61250.3
OG0001307	T265_01195	SINT1_80190.1
OG0001307	T265_01660	SINT1_80170.1
OG0001309	T265_13784	SINT1_73070.1, SINT1_73070.2, SINT1_73070.3
OG0001310	T265_05987	SINT1_27570.1
OG0001311	T265_11912	SINT1_44210.1, SINT1_44210.2
OG0001312	T265_09660, T265_12061	SINT1_31640.1, SINT1_31640.2
OG0001313	T265_13569, T265_16167	SINT1_41810.1, SINT1_41810.2
OG0001314	T265_04550	SINT1_10670.1
OG0001315	T265_13138	SINT1_31600.1
OG0001316	T265_04509	SINT1_35110.1
OG0001317	T265_09060	SINT1_14960.1
OG0001318	T265_13991	SINT1_710.2, SINT1_710.1, SINT1_710.4, SINT1_710.3, SINT1_710.5
OG0001319	T265_06528	SINT1_39540.1
OG0001320	T265_08464	SINT1_63150.1, SINT1_63150.2, SINT1_63150.3
OG0001322	T265_03302	SINT1_47720.2, SINT1_47720.3, SINT1_47720.1
OG0001323	T265_12486	SINT1_850.3, SINT1_850.1, SINT1_850.2, SINT1_850.4
OG0001324	T265_14768	SINT1_85410.3, SINT1_85410.2, SINT1_85410.1
OG0001325	T265_13829	SINT1_94550.2, SINT1_94550.4, SINT1_94550.3, SINT1_94550.1
OG0001326	T265_12747	SINT1_53630.1, SINT1_53630.2, SINT1_53630.3, SINT1_53630.4, SINT1_53630.5
OG0001327	T265_04765	SINT1_89560.3, SINT1_89560.1, SINT1_89560.4, SINT1_89560.2
OG0001328	T265_08521, T265_16151	SINT1_4470.2, SINT1_4470.3, SINT1_4470.4, SINT1_4470.1
OG0001329	T265_08470	SINT1_6280.3, SINT1_6280.2, SINT1_6280.5, SINT1_6280.6, SINT1_6280.1, SINT1_6280.4
OG0001330	T265_02990	SINT1_31010.1, SINT1_31010.2, SINT1_31010.3, SINT1_31010.5, SINT1_31010.6, SINT1_31010.4
OG0001331	T265_13007	SINT1_48100.1
OG0001332	T265_10139	SINT1_58960.1
OG0001332	T265_00767	SINT1_71100.1
OG0001333	T265_03325	SINT1_63760.3, SINT1_63760.1, SINT1_63760.2
OG0001334	T265_06833	SINT1_1470.1, SINT1_1470.2
OG0001335	T265_08232	SINT1_30870.1, SINT1_30870.2
OG0001336	T265_08608, T265_14629	SINT1_46320.1, SINT1_46320.3, SINT1_46320.2
OG0001338	T265_14448	SINT1_37100.1, SINT1_37100.2, SINT1_37100.3, SINT1_37100.4
OG0001339	T265_15348	SINT1_11400.1
OG0001340	T265_10344	SINT1_9590.1, SINT1_9610.1, SINT1_9610.2
OG0001341	T265_12020	SINT1_75750.1
OG0001342	T265_14230	SINT1_52440.2, SINT1_52440.3, SINT1_52440.1, SINT1_52440.4, SINT1_52440.5, SINT1_52440.6, SINT1_52440.7, SINT1_52440.8
OG0001343	T265_13062	SINT1_71120.2, SINT1_71120.3, SINT1_71120.4, SINT1_71120.1
OG0001344	T265_10971	SINT1_75810.1, SINT1_75810.2
OG0001345	T265_01513	SINT1_42330.1
OG0001346	T265_14870	SINT1_14710.1
OG0001347	T265_13036	SINT1_33940.3, SINT1_33940.1, SINT1_33940.2
OG0001348	T265_01495	SINT1_35920.1, SINT1_35920.2
OG0001350	T265_14606	SINT1_31240.1
OG0001351	T265_13461	SINT1_23720.4, SINT1_23720.3, SINT1_23720.2, SINT1_23720.1
OG0001352	T265_05586	SINT1_23940.1, SINT1_23940.2, SINT1_23940.3
OG0001353	T265_04201	SINT1_62360.1, SINT1_62360.2, SINT1_62360.3
OG0001354	T265_07793	SINT1_64150.1, SINT1_64150.2, SINT1_64180.1
OG0001355	T265_14810, T265_10683	SINT1_59290.1, SINT1_59290.2
OG0001356	T265_02268, T265_01960	SINT1_71300.3, SINT1_71300.1, SINT1_71300.2
OG0001357	T265_02597, T265_15181	SINT1_39430.1
OG0001361	T265_09022	SINT1_28650.1, SINT1_28650.2
OG0001362	T265_07497	SINT1_30710.1
OG0001363	T265_13550	SINT1_93260.1
OG0001364	T265_11114	SINT1_83650.1, SINT1_83640.1
OG0001365	T265_06976, T265_16366	SINT1_76840.6, SINT1_76840.7, SINT1_76840.1, SINT1_76840.2, SINT1_76840.3, SINT1_76840.4, SINT1_76840.5
OG0001366	T265_09080	SINT1_53260.3, SINT1_53260.2, SINT1_53260.1
OG0001367	T265_06622	SINT1_93800.1
OG0001368	T265_00192	SINT1_18100.1, SINT1_18100.2, SINT1_18100.3, SINT1_18100.4
OG0001369	T265_01904, T265_15996	SINT1_87760.2, SINT1_87760.5, SINT1_87760.3, SINT1_87760.4, SINT1_87760.1
OG0001370	T265_14639	SINT1_58170.3, SINT1_58170.1, SINT1_58170.2
OG0001371	T265_04340	SINT1_36420.1, SINT1_36420.2
OG0001372	T265_07978, T265_16138	SINT1_37150.4, SINT1_37150.3, SINT1_37150.1, SINT1_37150.2
OG0001373	T265_00255	SINT1_2280.1
OG0001374	T265_12908	SINT1_60540.1
OG0001376	T265_03803	SINT1_85530.1, SINT1_88700.1
OG0001377	T265_11911	SINT1_61880.2, SINT1_61880.4, SINT1_61880.1, SINT1_61880.3
OG0001378	T265_12257	SINT1_3210.4, SINT1_3210.1, SINT1_3210.2, SINT1_3210.3
OG0001379	T265_00091	SINT1_69330.2, SINT1_69330.1, SINT1_69330.3
OG0001380	T265_12561	SINT1_59050.1, SINT1_59050.3, SINT1_59050.2
OG0001381	T265_12544, T265_00449	SINT1_72350.3, SINT1_72350.2, SINT1_72350.1
OG0001383	T265_11947	SINT1_4040.1
OG0001384	T265_09759	SINT1_86270.5, SINT1_86270.3, SINT1_86270.4, SINT1_86270.2, SINT1_86270.1
OG0001385	T265_01081	SINT1_23410.1
OG0001386	T265_07152	SINT1_44190.5, SINT1_44190.8, SINT1_44190.10, SINT1_44190.6, SINT1_44190.4, SINT1_44190.9, SINT1_44190.3, SINT1_44190.2, SINT1_44190.7, SINT1_44190.1
OG0001387	T265_14769	SINT1_85400.1, SINT1_85400.2, SINT1_85400.3
OG0001388	T265_14723, T265_14724	SINT1_11660.7, SINT1_11660.3, SINT1_11660.2, SINT1_11660.5, SINT1_11660.6, SINT1_11660.4, SINT1_11660.1
OG0001389	T265_12521	SINT1_45940.1
OG0001390	T265_02614	SINT1_39770.4, SINT1_39770.5, SINT1_39770.3, SINT1_39770.2, SINT1_39770.1
OG0001391	T265_01912	SINT1_34650.4, SINT1_34650.5, SINT1_34650.3, SINT1_34650.1, SINT1_34650.2
OG0001392	T265_10877	SINT1_12690.1, SINT1_12690.2, SINT1_12690.3
OG0001393	T265_06210, T265_06211	SINT1_16350.1, SINT1_16350.2, SINT1_16340.1, SINT1_16340.2
OG0001394	T265_00453	SINT1_75090.4, SINT1_75090.2, SINT1_75090.1, SINT1_75090.3
OG0001395	T265_05397	SINT1_25750.1
OG0001396	T265_04051	SINT1_47770.1, SINT1_47780.1
OG0001397	T265_05166	SINT1_62020.2, SINT1_62020.1
OG0001398	T265_14744	SINT1_11440.2, SINT1_11440.1
OG0001399	T265_07384	SINT1_90350.1
OG0001400	T265_13928	SINT1_79900.1
OG0001401	T265_02697	SINT1_50550.2, SINT1_50550.3, SINT1_50550.4, SINT1_50550.1
OG0001402	T265_07539, T265_03846	SINT1_26090.1, SINT1_26090.2, SINT1_26090.3
OG0001403	T265_11145	SINT1_54970.2, SINT1_54970.1, SINT1_54970.3
OG0001404	T265_08776	SINT1_19750.1
OG0001405	T265_06509, T265_12170	SINT1_33490.1, SINT1_33500.1, SINT1_46750.1
OG0001406	T265_02953	SINT1_29330.1, SINT1_29330.2, SINT1_29330.3, SINT1_29330.4, SINT1_29330.5, SINT1_29330.6
OG0001408	T265_01105	SINT1_24380.1, SINT1_24360.1, SINT1_24360.2
OG0001410	T265_01911	SINT1_35040.1, SINT1_35040.2, SINT1_35040.3, SINT1_35040.4, SINT1_35040.5, SINT1_35040.6, SINT1_35040.7, SINT1_35040.8, SINT1_35040.9, SINT1_35030.1
OG0001411	T265_09016	SINT1_28630.3, SINT1_28630.1, SINT1_28630.2, SINT1_28630.4
OG0001412	T265_15135, T265_15134	SINT1_28720.1, SINT1_28720.2
OG0001413	T265_15458	SINT1_92650.1, SINT1_92650.2, SINT1_92650.3
OG0001414	T265_06660	SINT1_4260.1
OG0001415	T265_12583	SINT1_31420.1, SINT1_31420.2, SINT1_31420.3
OG0001416	T265_15557	SINT1_14650.1
OG0001417	T265_01847	SINT1_12430.5, SINT1_12430.3, SINT1_12430.1, SINT1_12430.4, SINT1_12430.2
OG0001418	T265_05264	SINT1_210.1, SINT1_210.4, SINT1_210.2, SINT1_210.3
OG0001419	T265_10451	SINT1_65740.2, SINT1_65740.1, SINT1_65740.4, SINT1_65740.3, SINT1_65740.5
OG0001420	T265_16318	SINT1_81060.1
OG0001421	T265_06472	SINT1_36760.1, SINT1_36760.3, SINT1_36760.5, SINT1_36760.2, SINT1_36760.4
OG0001422	T265_11255	SINT1_73950.6, SINT1_73950.1, SINT1_73950.2, SINT1_73950.4, SINT1_73950.5, SINT1_73950.3
OG0001423	T265_04431	SINT1_11350.1, SINT1_11330.1
OG0001424	T265_03034	SINT1_9450.5, SINT1_9450.4, SINT1_9450.1, SINT1_9450.3, SINT1_9450.2
OG0001425	T265_07510	SINT1_25570.1, SINT1_25570.2, SINT1_25570.3, SINT1_25570.4
OG0001426	T265_14581	SINT1_6240.1, SINT1_6240.2
OG0001427	T265_05041	SINT1_26100.1
OG0001428	T265_02928	SINT1_2410.1, SINT1_2410.2, SINT1_2410.3, SINT1_2410.4, SINT1_2410.5, SINT1_2410.6
OG0001429	T265_12422	SINT1_52980.3, SINT1_52980.4, SINT1_52980.2, SINT1_52980.1, SINT1_52980.5
OG0001431	T265_01123	SINT1_64900.1
OG0001432	T265_10509	SINT1_21960.1
OG0001433	T265_15424	SINT1_20870.2, SINT1_20870.1, SINT1_20870.7, SINT1_20870.5, SINT1_20870.6, SINT1_20870.3, SINT1_20870.4
OG0001434	T265_04812	SINT1_93480.1
OG0001435	T265_14120	SINT1_76160.1
OG0001436	T265_10576	SINT1_76550.1, SINT1_76550.2, SINT1_76550.3
OG0001437	T265_12582	SINT1_50000.2, SINT1_50000.4, SINT1_50000.1, SINT1_50000.3, SINT1_54470.1
OG0001438	T265_03681	SINT1_19120.2, SINT1_19120.1
OG0001439	T265_02218	SINT1_74630.2, SINT1_74630.3, SINT1_74630.8, SINT1_74630.4, SINT1_74630.5, SINT1_74630.9, SINT1_74630.1, SINT1_74630.6, SINT1_74630.7
OG0001440	T265_02878	SINT1_37280.1, SINT1_37280.2, SINT1_37280.3
OG0001441	T265_07339	SINT1_88500.2, SINT1_88500.1, SINT1_88500.3
OG0001443	T265_09543	SINT1_19600.5, SINT1_19600.2, SINT1_19600.4, SINT1_19600.1, SINT1_19600.3
OG0001444	T265_13620	SINT1_71770.1, SINT1_71770.3, SINT1_71770.4, SINT1_71770.2
OG0001445	T265_09117	SINT1_72720.1, SINT1_72720.5, SINT1_72720.6, SINT1_72720.2, SINT1_72720.3, SINT1_72720.4
OG0001453	T265_00365	SINT1_52300.4, SINT1_52300.1, SINT1_52300.2, SINT1_52300.3
