Orthogroup	schistosoma_intercalatum	fasciola_gigantica
OG0006718	SINT1_22710.1, SINT1_22710.2	FGIG_08186
OG0006719	SINT1_46190.1, SINT1_46190.2	FGIG_08275
OG0006720	SINT1_26920.1	FGIG_08314
OG0006721	SINT1_12860.1, SINT1_12860.2	FGIG_11198, FGIG_08330
OG0006722	SINT1_28680.2, SINT1_28680.1	FGIG_08426
OG0006723	SINT1_45710.1, SINT1_45710.2	FGIG_08448
OG0006724	SINT1_3230.1	FGIG_08455
OG0006725	SINT1_62050.1	FGIG_08500
OG0006726	SINT1_62480.1	FGIG_08531
OG0006727	SINT1_78970.1	FGIG_08581
OG0006728	SINT1_93300.1	FGIG_08639
OG0006729	SINT1_93840.1	FGIG_08688
OG0006730	SINT1_31740.1	FGIG_08713
OG0006731	SINT1_85910.1, SINT1_85910.2	FGIG_08716
OG0006732	SINT1_63860.1	FGIG_08900
OG0006733	SINT1_10250.1	FGIG_08923
OG0006734	SINT1_90320.1	FGIG_08965
OG0006735	SINT1_63000.1, SINT1_63000.2	FGIG_09072
OG0006736	SINT1_72540.1	FGIG_09092
OG0006737	SINT1_2190.1	FGIG_09115
OG0006738	SINT1_45350.3, SINT1_45350.1, SINT1_45350.2	FGIG_09161
OG0006739	SINT1_21260.1	FGIG_09277
OG0006740	SINT1_80940.1	FGIG_09334
OG0006741	SINT1_13770.1	FGIG_09417, FGIG_10452
OG0006742	SINT1_11190.1	FGIG_09469
OG0006743	SINT1_50080.1	FGIG_09485
OG0006744	SINT1_86000.1	FGIG_09490
OG0006745	SINT1_83000.1	FGIG_09498
OG0006746	SINT1_78210.1	FGIG_09508
OG0006747	SINT1_79890.1	FGIG_09537
OG0006748	SINT1_11130.1	FGIG_09540
OG0006749	SINT1_37250.1, SINT1_37250.2	FGIG_09547
OG0006750	SINT1_90250.1	FGIG_09616
OG0006751	SINT1_56790.1	FGIG_09769
OG0006752	SINT1_13470.1	FGIG_09792
OG0006753	SINT1_68100.1	FGIG_09849
OG0006754	SINT1_49150.1, SINT1_49150.2	FGIG_09871
OG0006755	SINT1_65180.1	FGIG_10121
OG0006756	SINT1_85020.1	FGIG_10172
OG0006757	SINT1_7450.1, SINT1_7450.2	FGIG_10197, FGIG_10196
OG0006758	SINT1_63490.1	FGIG_10242, FGIG_10243
OG0006759	SINT1_10710.1	FGIG_10282
OG0006760	SINT1_63300.1	FGIG_10291
OG0006761	SINT1_45660.1	FGIG_10418
OG0006762	SINT1_92090.1	FGIG_10555, FGIG_12148
OG0006763	SINT1_18660.1	FGIG_10582
OG0006764	SINT1_73060.1	FGIG_10640
OG0006765	SINT1_85490.1, SINT1_85490.2	FGIG_10696
OG0006766	SINT1_84860.1	FGIG_10766
OG0006767	SINT1_84980.1	FGIG_11013
OG0006768	SINT1_7850.1	FGIG_11022
OG0006769	SINT1_73270.1	FGIG_11064
OG0006770	SINT1_44170.1	FGIG_11080
OG0006771	SINT1_8270.1	FGIG_11083
OG0006772	SINT1_67510.1	FGIG_11085
OG0006773	SINT1_76220.1	FGIG_11161
OG0006774	SINT1_19520.1	FGIG_11264
OG0006775	SINT1_59130.1, SINT1_59130.2	FGIG_11340
OG0006776	SINT1_64230.1	FGIG_11344
OG0006777	SINT1_17540.1	FGIG_11381
OG0006778	SINT1_21090.1	FGIG_11484
OG0006779	SINT1_49740.1	FGIG_11576
OG0006780	SINT1_81890.1	FGIG_11725
OG0006781	SINT1_40380.1	FGIG_11859
OG0006782	SINT1_68130.1, SINT1_68130.2	FGIG_11873
OG0006783	SINT1_17210.1	FGIG_11882
OG0006784	SINT1_3850.1	FGIG_11919
OG0006785	SINT1_78230.1, SINT1_78230.2, SINT1_78230.3	FGIG_12052
OG0006786	SINT1_21130.1	FGIG_12157
OG0006787	SINT1_33380.1	FGIG_12191
OG0006788	SINT1_64750.1	FGIG_12350, FGIG_12296
OG0006789	SINT1_13440.1	FGIG_12538
OG0006790	SINT1_91130.1	FGIG_12564
OG0006851	SINT1_66180.1	FGIG_00025
OG0006852	SINT1_94020.1, SINT1_94020.2	FGIG_00077, FGIG_00076
OG0006853	SINT1_15640.1	FGIG_00106
OG0006854	SINT1_48810.1	FGIG_00109
OG0006855	SINT1_92680.1	FGIG_10206, FGIG_00143
OG0006856	SINT1_44980.1	FGIG_00178
OG0006857	SINT1_88730.1	FGIG_00241
OG0006858	SINT1_11630.1	FGIG_00250
OG0006859	SINT1_1330.1	FGIG_00254
OG0006860	SINT1_15930.1	FGIG_00268
OG0006861	SINT1_53000.1	FGIG_00271
OG0006862	SINT1_29140.1	FGIG_00288
OG0006863	SINT1_49960.1	FGIG_00293
OG0006864	SINT1_47920.1	FGIG_00315
OG0006865	SINT1_25070.1	FGIG_00365
OG0006866	SINT1_32960.1	FGIG_00397
OG0006867	SINT1_85630.1	FGIG_00426
OG0006868	SINT1_10850.1	FGIG_00462
OG0006869	SINT1_33270.1	FGIG_00748
OG0006870	SINT1_29700.1	FGIG_00790
OG0006871	SINT1_85740.1, SINT1_85740.2	FGIG_00860
OG0006872	SINT1_47870.1	FGIG_00902
OG0006873	SINT1_6850.1	FGIG_00945
OG0006874	SINT1_17430.1	FGIG_00950
OG0006875	SINT1_64980.1	FGIG_00968
OG0006876	SINT1_33400.1	FGIG_00978
OG0006877	SINT1_48070.1	FGIG_00983
OG0006878	SINT1_80970.1	FGIG_01048
OG0006879	SINT1_58150.1	FGIG_01065
OG0006880	SINT1_79550.1	FGIG_01142
OG0006881	SINT1_88290.1	FGIG_01196
OG0006882	SINT1_86560.1	FGIG_01337
OG0006883	SINT1_26600.1	FGIG_01434
OG0006884	SINT1_71040.1	FGIG_01443
OG0006886	SINT1_32500.1	FGIG_01515, FGIG_01514
OG0006887	SINT1_25780.1	FGIG_01769
OG0006888	SINT1_37880.1	FGIG_01784
OG0006889	SINT1_87260.1	FGIG_01845, FGIG_06848
OG0006890	SINT1_89820.1	FGIG_01918, FGIG_02659
OG0006891	SINT1_49830.1	FGIG_01983
OG0006892	SINT1_63050.2, SINT1_63050.3, SINT1_63050.1	FGIG_02038
OG0006893	SINT1_28550.1	FGIG_02130
OG0006894	SINT1_93570.1	FGIG_02304
OG0006895	SINT1_33720.1, SINT1_33720.2	FGIG_02329
OG0006896	SINT1_31040.1, SINT1_31040.2	FGIG_02363
OG0006897	SINT1_39560.1	FGIG_02375
OG0006898	SINT1_49180.1	FGIG_02381
OG0006899	SINT1_31150.1	FGIG_02389
OG0006900	SINT1_92750.1, SINT1_92750.2	FGIG_02399
OG0006901	SINT1_63010.1	FGIG_09450, FGIG_02464
OG0006903	SINT1_14780.1	FGIG_02561
OG0006904	SINT1_53190.1	FGIG_02586
OG0006905	SINT1_94600.1	FGIG_02589
OG0006906	SINT1_56040.1	FGIG_02653
OG0006907	SINT1_54910.1	FGIG_02677
OG0006908	SINT1_45260.1	FGIG_02746
OG0006910	SINT1_57490.1	FGIG_02878
OG0006911	SINT1_52870.1	FGIG_02986
OG0006912	SINT1_14010.1, SINT1_14010.2	FGIG_02994
OG0006913	SINT1_19080.1	FGIG_03078
OG0006914	SINT1_51590.1	FGIG_03101
OG0006915	SINT1_32170.1	FGIG_12567, FGIG_03162
OG0006916	SINT1_91310.1	FGIG_03170
OG0006917	SINT1_3320.1	FGIG_03448
OG0006918	SINT1_32250.1	FGIG_03467
OG0006919	SINT1_37520.1	FGIG_05831, FGIG_03476, FGIG_03477, FGIG_08361
OG0006920	SINT1_26800.1	FGIG_03516
OG0006921	SINT1_61060.1	FGIG_03529
OG0006922	SINT1_12870.1	FGIG_03560
OG0006923	SINT1_92810.1	FGIG_03578
OG0006924	SINT1_78270.1	FGIG_03687
OG0006925	SINT1_50280.1	FGIG_03771
OG0006926	SINT1_51910.1	FGIG_03776
OG0006927	SINT1_52910.1	FGIG_03794
OG0006928	SINT1_16050.1	FGIG_03821
OG0006929	SINT1_81180.1	FGIG_03845
OG0006930	SINT1_4700.1	FGIG_03849
OG0006931	SINT1_10410.1	FGIG_03865
OG0006933	SINT1_52590.1	FGIG_04071
OG0006934	SINT1_42320.1	FGIG_04088
OG0006935	SINT1_70340.1	FGIG_04116
OG0006936	SINT1_36870.1	FGIG_04170
OG0006937	SINT1_54710.1	FGIG_09355, FGIG_04200
OG0006938	SINT1_88620.1	FGIG_04247
OG0006939	SINT1_42100.1	FGIG_04363
OG0006940	SINT1_14610.1	FGIG_04372
OG0006941	SINT1_19060.1	FGIG_04494, FGIG_12463
OG0006942	SINT1_17490.1	FGIG_04657, FGIG_09724
OG0006943	SINT1_82060.1, SINT1_82060.2	FGIG_04741
OG0006944	SINT1_71240.1	FGIG_04796
OG0006945	SINT1_25710.1	FGIG_04812
OG0006946	SINT1_12360.1	FGIG_04907
OG0006947	SINT1_81650.1, SINT1_81650.2, SINT1_81650.3	FGIG_04912
OG0006948	SINT1_34590.1	FGIG_04948
OG0006949	SINT1_72050.1	FGIG_04976
OG0006950	SINT1_74400.1	FGIG_05000
OG0006951	SINT1_20930.1	FGIG_05107
OG0006952	SINT1_27750.1	FGIG_05293
OG0006953	SINT1_58830.1	FGIG_05317
OG0006954	SINT1_52470.3, SINT1_52470.1, SINT1_52470.2	FGIG_05366
OG0006955	SINT1_31210.1	FGIG_05451
OG0006956	SINT1_59870.1	FGIG_05496, FGIG_10647
OG0006957	SINT1_70550.1	FGIG_05530
OG0006958	SINT1_68290.1	FGIG_05655
OG0006959	SINT1_85340.1	FGIG_05673
OG0006960	SINT1_34940.1	FGIG_05676
OG0006961	SINT1_88380.1	FGIG_05766
OG0006962	SINT1_53900.1	FGIG_05769
OG0006963	SINT1_48840.1	FGIG_05850
OG0006964	SINT1_61890.1	FGIG_05898
OG0006965	SINT1_35490.1	FGIG_05952
OG0006966	SINT1_61270.1	FGIG_06005
OG0006967	SINT1_87220.1	FGIG_06021
OG0006968	SINT1_37910.1	FGIG_06110
OG0006969	SINT1_70490.1	FGIG_06130
OG0006970	SINT1_70500.1	FGIG_06131
OG0006971	SINT1_79110.1	FGIG_06156, FGIG_08496
OG0006972	SINT1_60780.1	FGIG_06182
OG0006973	SINT1_3880.1	FGIG_06202
OG0006974	SINT1_79820.1	FGIG_12161, FGIG_06222
OG0006975	SINT1_22640.1	FGIG_06263
OG0006976	SINT1_68120.1	FGIG_10649, FGIG_06280
OG0006977	SINT1_32640.1	FGIG_06284
OG0006978	SINT1_23340.1	FGIG_06288
OG0006979	SINT1_65910.1	FGIG_06294
OG0006980	SINT1_77900.1	FGIG_06321, FGIG_07888
OG0006981	SINT1_61140.1, SINT1_61140.2	FGIG_06478
OG0006982	SINT1_56090.1	FGIG_06483
OG0006983	SINT1_15800.1	FGIG_06575
OG0006984	SINT1_51450.1	FGIG_06628
OG0006985	SINT1_40910.1	FGIG_06800
OG0006986	SINT1_3340.1	FGIG_06935
OG0006987	SINT1_76340.1	FGIG_06981
OG0006988	SINT1_76350.1	FGIG_06982
OG0006989	SINT1_72750.1	FGIG_06987
OG0006990	SINT1_1920.1	FGIG_07010, FGIG_10468, FGIG_11255
OG0006991	SINT1_79680.1	FGIG_07116
OG0006992	SINT1_22500.1	FGIG_07306
OG0006993	SINT1_17260.1	FGIG_07508
OG0006994	SINT1_5040.2, SINT1_5040.1	FGIG_07537
OG0006995	SINT1_61930.1	FGIG_07565
OG0006996	SINT1_270.1	FGIG_07572
OG0006997	SINT1_84780.1	FGIG_07594
OG0006998	SINT1_74940.1	FGIG_07628
OG0006999	SINT1_46030.1	FGIG_07706
OG0007000	SINT1_81670.1	FGIG_07778
OG0007001	SINT1_48620.1	FGIG_07795
OG0007002	SINT1_93120.2, SINT1_93120.1	FGIG_07858
OG0007003	SINT1_6860.1	FGIG_07876
OG0007004	SINT1_91190.1, SINT1_91190.2	FGIG_07924
OG0007005	SINT1_46020.1	FGIG_07962
OG0007006	SINT1_91340.1	FGIG_07998, FGIG_08118
OG0007007	SINT1_43870.1	FGIG_08002
OG0007008	SINT1_63870.1, SINT1_63870.2	FGIG_08003
OG0007009	SINT1_89600.1	FGIG_08081
OG0007010	SINT1_21820.1	FGIG_08158
OG0007011	SINT1_50120.1	FGIG_08209
OG0007012	SINT1_47850.1	FGIG_08446
OG0007013	SINT1_63540.1	FGIG_08450
OG0007014	SINT1_12040.1, SINT1_12040.2	FGIG_08472
OG0007015	SINT1_78520.1	FGIG_08480
OG0007016	SINT1_17800.1	FGIG_08483
OG0007017	SINT1_50410.1	FGIG_08652
OG0007018	SINT1_92600.1	FGIG_08700
OG0007019	SINT1_77420.1	FGIG_08726
OG0007020	SINT1_56330.1	FGIG_08734
OG0007021	SINT1_48430.1	FGIG_08806
OG0007022	SINT1_60970.1	FGIG_08820
OG0007023	SINT1_45120.1	FGIG_08822
OG0007024	SINT1_81770.1	FGIG_08838
OG0007025	SINT1_89540.1	FGIG_08853, FGIG_12198
OG0007026	SINT1_59410.1	FGIG_08855
OG0007027	SINT1_1160.1	FGIG_08886
OG0007028	SINT1_73940.1	FGIG_08899
OG0007029	SINT1_19200.1	FGIG_08944
OG0007030	SINT1_70200.1	FGIG_08986
OG0007031	SINT1_38030.1	FGIG_09032
OG0007032	SINT1_78020.1	FGIG_09073
OG0007033	SINT1_78030.1	FGIG_09074
OG0007034	SINT1_78040.1	FGIG_09075
OG0007035	SINT1_69320.1	FGIG_09104
OG0007036	SINT1_81070.1	FGIG_09201
OG0007037	SINT1_59590.1, SINT1_59590.2	FGIG_09252
OG0007038	SINT1_37930.1	FGIG_09494
OG0007039	SINT1_52150.1	FGIG_09523
OG0007040	SINT1_71660.1	FGIG_09524
OG0007041	SINT1_29800.1	FGIG_09608
OG0007042	SINT1_27670.1	FGIG_09694
OG0007043	SINT1_84800.1	FGIG_09847
OG0007044	SINT1_12170.1, SINT1_12170.2	FGIG_09934
OG0007046	SINT1_81900.1	FGIG_10042
OG0007047	SINT1_57520.1	FGIG_10133
OG0007048	SINT1_61660.1	FGIG_10222
OG0007049	SINT1_38760.1	FGIG_10262
OG0007050	SINT1_10730.1	FGIG_10284
OG0007051	SINT1_14830.1	FGIG_10288
OG0007052	SINT1_6500.1	FGIG_10304
OG0007053	SINT1_36070.1	FGIG_10310
OG0007054	SINT1_85880.1	FGIG_10325
OG0007055	SINT1_70100.1	FGIG_10370
OG0007056	SINT1_23460.1	FGIG_10489, FGIG_10488
OG0007057	SINT1_65400.1	FGIG_10513
OG0007058	SINT1_1970.1	FGIG_10532
OG0007059	SINT1_45670.1	FGIG_10536
OG0007060	SINT1_33990.1	FGIG_10540
OG0007061	SINT1_92080.1, SINT1_92080.2	FGIG_10554
OG0007062	SINT1_23400.1	FGIG_10601
OG0007063	SINT1_280.1	FGIG_10653
OG0007064	SINT1_84820.1, SINT1_84820.2	FGIG_10689
OG0007065	SINT1_4870.1	FGIG_10737
OG0007067	SINT1_82080.1	FGIG_11012
OG0007068	SINT1_77170.1	FGIG_11057
OG0007069	SINT1_35810.1	FGIG_11118
OG0007070	SINT1_52530.1	FGIG_11230
OG0007071	SINT1_53950.1, SINT1_53950.2	FGIG_12247, FGIG_11293
OG0007072	SINT1_35500.1	FGIG_11363
OG0007073	SINT1_69700.1	FGIG_11393
OG0007074	SINT1_74640.1	FGIG_11414
OG0007075	SINT1_18940.1	FGIG_12361, FGIG_11437
OG0007076	SINT1_32090.1	FGIG_11439
OG0007077	SINT1_64800.1	FGIG_11509
OG0007078	SINT1_51050.1	FGIG_11643
OG0007079	SINT1_22920.1	FGIG_11662
OG0007080	SINT1_18330.1	FGIG_11732
OG0007081	SINT1_52310.1	FGIG_11763
OG0007082	SINT1_86050.1, SINT1_86050.2, SINT1_86050.3	FGIG_11769
OG0007084	SINT1_49440.1, SINT1_49440.2	FGIG_11967
OG0007085	SINT1_38920.1	FGIG_12104
OG0007086	SINT1_83790.1	FGIG_12163
OG0007087	SINT1_65850.1	FGIG_12379
OG0007088	SINT1_93470.1	FGIG_12562
OG0007089	SINT1_61640.1, SINT1_61640.2	FGIG_12644
OG0007090	SINT1_17150.1	FGIG_13985
OG0007149	SINT1_56000.1	FGIG_00004
OG0007150	SINT1_12470.1	FGIG_00048
OG0007151	SINT1_71020.1	FGIG_00124
OG0007152	SINT1_92470.1	FGIG_00191
OG0007153	SINT1_19130.1	FGIG_00222
OG0007154	SINT1_37630.2, SINT1_37630.3, SINT1_37630.1	FGIG_00311
OG0007155	SINT1_57190.1	FGIG_00368
OG0007156	SINT1_34490.1	FGIG_00384
OG0007157	SINT1_72820.1	FGIG_00441
OG0007158	SINT1_88770.1	FGIG_00465
OG0007159	SINT1_86890.1	FGIG_00502
OG0007160	SINT1_33070.1	FGIG_00641
OG0007161	SINT1_79240.1	FGIG_00648
OG0007162	SINT1_18440.1	FGIG_00686
OG0007163	SINT1_23380.1	FGIG_00692
OG0007164	SINT1_73890.1	FGIG_00703
OG0007165	SINT1_37720.1	FGIG_00804
OG0007166	SINT1_90840.1	FGIG_00807
OG0007167	SINT1_39020.1	FGIG_00896
OG0007168	SINT1_58970.1	FGIG_00903
OG0007169	SINT1_72420.1	FGIG_00926
OG0007170	SINT1_33420.1, SINT1_33420.2, SINT1_33420.3	FGIG_00975
OG0007171	SINT1_54330.1	FGIG_00985
OG0007172	SINT1_28740.1	FGIG_00995
OG0007173	SINT1_8910.1	FGIG_01020, FGIG_12319
OG0007174	SINT1_52240.1	FGIG_01026
OG0007175	SINT1_36810.1, SINT1_36810.2	FGIG_01094
OG0007176	SINT1_83420.1	FGIG_01115
OG0007177	SINT1_42890.1	FGIG_01148
OG0007178	SINT1_60500.1	FGIG_01241
OG0007179	SINT1_23990.1	FGIG_01270
OG0007180	SINT1_1110.1	FGIG_01302
OG0007181	SINT1_88440.1	FGIG_01319
OG0007182	SINT1_14950.1	FGIG_01426
OG0007184	SINT1_87900.1	FGIG_01550
OG0007185	SINT1_92140.1	FGIG_01573
OG0007186	SINT1_73880.1	FGIG_01610
OG0007187	SINT1_79020.1	FGIG_01665
OG0007188	SINT1_67800.1	FGIG_01716
OG0007189	SINT1_63720.1	FGIG_01725
OG0007191	SINT1_81110.1	FGIG_01882
OG0007192	SINT1_66910.1	FGIG_01924
OG0007194	SINT1_6890.1	FGIG_01991, FGIG_08012
OG0007195	SINT1_85510.1	FGIG_02187
OG0007196	SINT1_14840.1	FGIG_02240
OG0007197	SINT1_88360.1	FGIG_02241
OG0007198	SINT1_30160.1	FGIG_02289
OG0007199	SINT1_24010.1	FGIG_02314
OG0007200	SINT1_8700.1	FGIG_02385
OG0007201	SINT1_87960.1	FGIG_02417
OG0007202	SINT1_72280.1	FGIG_09369, FGIG_02468
OG0007203	SINT1_3100.1	FGIG_02482
OG0007205	SINT1_90520.1	FGIG_02547
OG0007206	SINT1_69970.1	FGIG_02571
OG0007207	SINT1_48930.1	FGIG_02683
OG0007208	SINT1_77390.1	FGIG_02697
OG0007210	SINT1_87720.1	FGIG_02905
OG0007211	SINT1_22890.1	FGIG_02924
OG0007212	SINT1_66530.1	FGIG_02980
OG0007213	SINT1_66540.1	FGIG_02981
OG0007214	SINT1_77950.1	FGIG_03035
OG0007215	SINT1_12310.1	FGIG_03053
OG0007216	SINT1_19090.1	FGIG_03079
OG0007217	SINT1_43310.1	FGIG_03090
OG0007218	SINT1_47070.1	FGIG_03142
OG0007219	SINT1_10150.1, SINT1_10150.2	FGIG_03189
OG0007220	SINT1_35610.1	FGIG_03207
OG0007221	SINT1_35460.1	FGIG_03211
OG0007222	SINT1_8570.2, SINT1_8570.1	FGIG_03320
OG0007223	SINT1_60320.1	FGIG_03353
OG0007224	SINT1_72040.1	FGIG_03400
OG0007225	SINT1_66030.1	FGIG_03410
OG0007226	SINT1_44040.1	FGIG_03474
OG0007227	SINT1_90110.1	FGIG_03556
OG0007228	SINT1_78710.1	FGIG_03607
OG0007229	SINT1_74120.1	FGIG_03640
OG0007230	SINT1_10320.1, SINT1_10320.2	FGIG_03650
OG0007231	SINT1_23710.1	FGIG_03724
OG0007232	SINT1_12050.1	FGIG_03820
OG0007233	SINT1_94110.1	FGIG_03857
OG0007234	SINT1_59940.1	FGIG_04005
OG0007235	SINT1_20560.1	FGIG_04053
OG0007236	SINT1_3440.2, SINT1_3440.3, SINT1_3440.1	FGIG_04215
OG0007237	SINT1_75100.1	FGIG_04249
OG0007238	SINT1_27230.1	FGIG_04450
OG0007239	SINT1_76720.1	FGIG_04469
OG0007240	SINT1_69040.1	FGIG_04565
OG0007241	SINT1_41990.1	FGIG_04696
OG0007242	SINT1_43220.1	FGIG_04743
OG0007243	SINT1_38720.1, SINT1_38720.2	FGIG_04750
OG0007244	SINT1_71900.1	FGIG_04763
OG0007245	SINT1_52860.1	FGIG_04766
OG0007246	SINT1_48470.1	FGIG_04847
OG0007247	SINT1_51850.1	FGIG_04936
OG0007248	SINT1_25650.1	FGIG_05018
OG0007249	SINT1_79670.1	FGIG_05141
OG0007250	SINT1_24850.1	FGIG_05206
OG0007251	SINT1_36830.1	FGIG_05259
OG0007252	SINT1_12550.1	FGIG_05325
OG0007253	SINT1_53120.1	FGIG_05358
OG0007254	SINT1_76210.1	FGIG_05542
OG0007256	SINT1_63340.1	FGIG_05587
OG0007257	SINT1_54400.1	FGIG_05696
OG0007258	SINT1_91420.1	FGIG_05733
OG0007259	SINT1_11960.1	FGIG_05794
OG0007260	SINT1_76530.1	FGIG_05801
OG0007261	SINT1_41200.1	FGIG_06007
OG0007262	SINT1_82010.1	FGIG_06113
OG0007263	SINT1_8750.1	FGIG_06138
OG0007264	SINT1_12440.1	FGIG_06175
OG0007265	SINT1_26210.1	FGIG_06204
OG0007266	SINT1_61490.1	FGIG_06282
OG0007267	SINT1_89240.1	FGIG_06312
OG0007268	SINT1_43740.1	FGIG_06437, FGIG_11448
OG0007269	SINT1_20620.1	FGIG_06514
OG0007270	SINT1_80580.1	FGIG_06581
OG0007271	SINT1_8400.1	FGIG_06639
OG0007272	SINT1_4490.1	FGIG_06675
OG0007273	SINT1_4800.1	FGIG_06686
OG0007274	SINT1_54230.1	FGIG_06725
OG0007275	SINT1_30230.1, SINT1_30230.2	FGIG_06914
OG0007276	SINT1_30520.1	FGIG_06954
OG0007277	SINT1_47520.1	FGIG_07000
OG0007278	SINT1_42830.1	FGIG_07061
OG0007279	SINT1_84050.1, SINT1_84050.2	FGIG_07141
OG0007280	SINT1_77220.1, SINT1_77220.2	FGIG_07273
OG0007281	SINT1_75700.1	FGIG_07279
OG0007282	SINT1_64780.1	FGIG_07475
OG0007283	SINT1_48890.1	FGIG_07529
OG0007284	SINT1_15000.1	FGIG_07595
OG0007285	SINT1_40940.1	FGIG_07611
OG0007286	SINT1_55660.1	FGIG_07848
OG0007287	SINT1_60040.1	FGIG_07861
OG0007288	SINT1_77910.1	FGIG_07887
OG0007289	SINT1_65480.1	FGIG_07990
OG0007290	SINT1_35780.1	FGIG_08224
OG0007291	SINT1_51580.1	FGIG_08242
OG0007292	SINT1_95710.1	FGIG_08252
OG0007293	SINT1_46180.1	FGIG_08274
OG0007294	SINT1_69750.1	FGIG_08286
OG0007295	SINT1_790.1	FGIG_08379
OG0007296	SINT1_62060.1	FGIG_08499
OG0007297	SINT1_85810.1	FGIG_08504
OG0007298	SINT1_41410.1	FGIG_08584
OG0007299	SINT1_77750.1	FGIG_08597
OG0007300	SINT1_25350.1	FGIG_08609
OG0007301	SINT1_38740.1	FGIG_08833
OG0007302	SINT1_82470.1	FGIG_08866
OG0007303	SINT1_82030.1	FGIG_08955
OG0007304	SINT1_44250.1	FGIG_08963
OG0007305	SINT1_54850.1, SINT1_54850.2	FGIG_08974
OG0007306	SINT1_70260.1	FGIG_09013
OG0007307	SINT1_49790.1	FGIG_09255
OG0007309	SINT1_59220.1	FGIG_09400
OG0007310	SINT1_51410.1, SINT1_51410.2	FGIG_09484
OG0007311	SINT1_1530.1	FGIG_09534, FGIG_11505
OG0007312	SINT1_9120.1	FGIG_09600
OG0007313	SINT1_77340.1	FGIG_09601
OG0007314	SINT1_46670.1	FGIG_09663
OG0007315	SINT1_84110.1	FGIG_09719
OG0007316	SINT1_34240.1	FGIG_09755
OG0007317	SINT1_33680.1	FGIG_10387, FGIG_09846
OG0007318	SINT1_3290.1	FGIG_09854
OG0007319	SINT1_47280.1	FGIG_09941
OG0007320	SINT1_39960.1	FGIG_10112
OG0007321	SINT1_7700.1	FGIG_10250
OG0007322	SINT1_64010.1	FGIG_10354
OG0007323	SINT1_72150.1	FGIG_10423
OG0007324	SINT1_84840.1	FGIG_10425
OG0007325	SINT1_14890.1	FGIG_10432
OG0007326	SINT1_71890.1	FGIG_10763
OG0007327	SINT1_10260.1	FGIG_10770
OG0007328	SINT1_28610.1	FGIG_10792
OG0007329	SINT1_19170.1	FGIG_10832
OG0007330	SINT1_58800.1	FGIG_10963
OG0007331	SINT1_56260.1	FGIG_10997, FGIG_10996
OG0007332	SINT1_35350.1	FGIG_11002
OG0007333	SINT1_29410.1, SINT1_29410.2, SINT1_29410.3, SINT1_29410.4, SINT1_29410.5	FGIG_11049
OG0007334	SINT1_90140.1	FGIG_11392
OG0007335	SINT1_9820.1	FGIG_11406
OG0007337	SINT1_63170.1	FGIG_11492, FGIG_11493
OG0007338	SINT1_66590.1	FGIG_11496
OG0007339	SINT1_51340.1	FGIG_11503
OG0007340	SINT1_19860.1	FGIG_11569
OG0007341	SINT1_7620.1	FGIG_11603
OG0007343	SINT1_50780.1	FGIG_11808
OG0007344	SINT1_14340.1	FGIG_12031, FGIG_11885
OG0007345	SINT1_75960.1	FGIG_11940
OG0007346	SINT1_91180.1	FGIG_11991
OG0007347	SINT1_18080.1	FGIG_12050
OG0007348	SINT1_300.1	FGIG_12081
OG0007349	SINT1_1230.1, SINT1_1230.2	FGIG_12250
OG0007350	SINT1_48500.1	FGIG_12274
OG0007351	SINT1_14290.1	FGIG_12303
OG0007352	SINT1_56750.1	FGIG_12524
OG0007353	SINT1_26050.1	FGIG_12554
OG0007413	SINT1_55780.1	FGIG_00033
OG0007414	SINT1_13730.1	FGIG_00054
OG0007415	SINT1_44390.1	FGIG_00153
OG0007416	SINT1_55030.1	FGIG_00301
OG0007417	SINT1_10660.1	FGIG_00461
OG0007418	SINT1_76040.1	FGIG_00475
OG0007419	SINT1_5570.1	FGIG_00688
OG0007420	SINT1_19270.1	FGIG_00698
OG0007421	SINT1_91960.1	FGIG_00714
OG0007422	SINT1_17960.1	FGIG_00750
OG0007423	SINT1_17950.1	FGIG_00751
OG0007424	SINT1_42400.1	FGIG_00769
OG0007425	SINT1_46450.1	FGIG_01088
OG0007426	SINT1_87780.1	FGIG_01259
OG0007427	SINT1_88430.1	FGIG_01318
OG0007428	SINT1_19650.1	FGIG_01418
OG0007429	SINT1_22140.1	FGIG_01429
OG0007430	SINT1_47330.1	FGIG_01564
OG0007432	SINT1_48280.1	FGIG_01664
OG0007433	SINT1_63730.1	FGIG_01724
OG0007434	SINT1_63710.1	FGIG_01726
OG0007435	SINT1_64650.1	FGIG_01831
OG0007436	SINT1_41440.1	FGIG_01851
OG0007437	SINT1_54200.1	FGIG_01895
OG0007438	SINT1_9750.1	FGIG_01992, FGIG_01993
OG0007439	SINT1_17760.1	FGIG_02008
OG0007440	SINT1_79950.1	FGIG_02014
OG0007441	SINT1_60470.1	FGIG_02050
OG0007442	SINT1_30720.1	FGIG_02073
OG0007443	SINT1_10790.1	FGIG_02341
OG0007445	SINT1_35170.1	FGIG_02437
OG0007446	SINT1_12900.1	FGIG_02539
OG0007447	SINT1_33890.1	FGIG_02541
OG0007448	SINT1_36260.1, SINT1_36250.1	FGIG_02573
OG0007449	SINT1_23390.1, SINT1_23390.2	FGIG_02619
OG0007450	SINT1_66300.1	FGIG_02868
OG0007451	SINT1_880.1	FGIG_02998
OG0007452	SINT1_34090.1	FGIG_03032
