Orthogroup	schistosoma_intercalatum	fasciola_gigantica
OG0002817	SINT1_37240.1, SINT1_37240.2, SINT1_37240.3, SINT1_37240.4, SINT1_37240.5	FGIG_07355
OG0002818	SINT1_74290.1	FGIG_07442
OG0002819	SINT1_67950.1, SINT1_67950.2	FGIG_07453, FGIG_07452
OG0002820	SINT1_73700.1, SINT1_73700.2, SINT1_73700.3	FGIG_07472, FGIG_07471
OG0002821	SINT1_4230.1, SINT1_4230.2	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525
OG0002822	SINT1_9890.1	FGIG_07663
OG0002823	SINT1_15120.1, SINT1_15120.2, SINT1_15120.3	FGIG_07715
OG0002824	SINT1_1830.1	FGIG_07734
OG0002825	SINT1_48630.1	FGIG_07794
OG0002826	SINT1_40790.1, SINT1_40790.3, SINT1_40790.2, SINT1_40790.4	FGIG_07964
OG0002827	SINT1_27310.1	FGIG_08025, FGIG_08024
OG0002828	SINT1_28190.1, SINT1_28200.1	FGIG_08104, FGIG_12689
OG0002829	SINT1_60400.1, SINT1_60400.2	FGIG_09197, FGIG_08438
OG0002830	SINT1_23600.1, SINT1_23600.2	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511
OG0002831	SINT1_15700.1	FGIG_08556
OG0002832	SINT1_80080.1	FGIG_08571
OG0002833	SINT1_56570.1, SINT1_56570.2, SINT1_56570.3, SINT1_56570.4	FGIG_08588
OG0002834	SINT1_3510.1, SINT1_3510.2	FGIG_08596
OG0002835	SINT1_90020.1	FGIG_08621, FGIG_08622
OG0002836	SINT1_25660.3, SINT1_25660.2, SINT1_25660.1, SINT1_25660.4	FGIG_08624
OG0002837	SINT1_15710.3, SINT1_15710.1, SINT1_15710.2	FGIG_08626
OG0002838	SINT1_13930.1	FGIG_08655
OG0002839	SINT1_70670.1, SINT1_70670.3, SINT1_70670.2, SINT1_70670.4	FGIG_08663, FGIG_08664
OG0002840	SINT1_89790.1, SINT1_89790.2, SINT1_89790.3	FGIG_08800
OG0002841	SINT1_50650.1	FGIG_08875
OG0002842	SINT1_70900.3, SINT1_70900.2, SINT1_70900.1	FGIG_08981
OG0002843	SINT1_26220.5, SINT1_26220.2, SINT1_26220.1, SINT1_26220.4, SINT1_26220.3	FGIG_09146
OG0002844	SINT1_67010.1	FGIG_09190
OG0002845	SINT1_11040.1	FGIG_09422
OG0002846	SINT1_19910.1, SINT1_19910.2	FGIG_09486
OG0002847	SINT1_57550.1, SINT1_57550.2	FGIG_09676
OG0002848	SINT1_60950.1	FGIG_09722, FGIG_11866, FGIG_11390
OG0002849	SINT1_13750.1	FGIG_09733
OG0002850	SINT1_64330.1	FGIG_09763
OG0002851	SINT1_88140.1	FGIG_09821, FGIG_09820
OG0002852	SINT1_13830.1	FGIG_09930
OG0002853	SINT1_72250.1	FGIG_09963
OG0002854	SINT1_34630.1, SINT1_34630.2	FGIG_10000, FGIG_11499
OG0002855	SINT1_17220.1	FGIG_10052
OG0002856	SINT1_53330.1, SINT1_53330.2	FGIG_10060
OG0002857	SINT1_62780.1	FGIG_10094
OG0002858	SINT1_10090.1	FGIG_10159
OG0002859	SINT1_62430.1, SINT1_62430.3, SINT1_62430.2	FGIG_10168
OG0002860	SINT1_76270.1, SINT1_76270.3, SINT1_76270.2	FGIG_10233
OG0002861	SINT1_86480.1	FGIG_11617, FGIG_10343
OG0002862	SINT1_64760.1, SINT1_64760.2, SINT1_64760.3	FGIG_10392
OG0002863	SINT1_17470.1, SINT1_17480.1	FGIG_12461
OG0002864	SINT1_53710.1	FGIG_10838
OG0002865	SINT1_10860.1, SINT1_10860.4, SINT1_10860.2, SINT1_10860.3	FGIG_12304, FGIG_10855
OG0002866	SINT1_35770.1	FGIG_10903
OG0002867	SINT1_3700.3, SINT1_3700.1, SINT1_3700.4, SINT1_3700.2, SINT1_3700.5	FGIG_10919, FGIG_10918
OG0002868	SINT1_85660.1, SINT1_85660.2, SINT1_85660.3, SINT1_85660.4	FGIG_11146
OG0002869	SINT1_1960.1	FGIG_11243, FGIG_12537
OG0002870	SINT1_47510.2, SINT1_47510.1	FGIG_11294
OG0002871	SINT1_45070.2, SINT1_45070.1, SINT1_45070.3	FGIG_11362
OG0002872	SINT1_49510.2, SINT1_49510.1	FGIG_11386
OG0002873	SINT1_90330.1	FGIG_11394
OG0002874	SINT1_39610.1, SINT1_39610.2	FGIG_11438
OG0002875	SINT1_51030.1	FGIG_11642
OG0002876	SINT1_70140.1, SINT1_70140.2, SINT1_70140.3	FGIG_11664
OG0002877	SINT1_60350.1	FGIG_11764
OG0002878	SINT1_63440.3, SINT1_63440.1, SINT1_63440.2	FGIG_12418, FGIG_11844
OG0002879	SINT1_18030.3, SINT1_18030.1, SINT1_18030.2	FGIG_11907
OG0002880	SINT1_21900.1	FGIG_11965
OG0002881	SINT1_58910.2, SINT1_58910.4, SINT1_58910.5, SINT1_58910.1, SINT1_58910.3	FGIG_11981
OG0002882	SINT1_18460.1, SINT1_18480.2, SINT1_18480.1	FGIG_12183
OG0002883	SINT1_51140.1, SINT1_51140.2	FGIG_12203
OG0002884	SINT1_64590.1	FGIG_12322
OG0002885	SINT1_46690.3, SINT1_46690.1, SINT1_46690.2	FGIG_12382
OG0002886	SINT1_73390.1, SINT1_73390.2	FGIG_12486
OG0002902	SINT1_39310.3, SINT1_39310.2, SINT1_39310.1	FGIG_00019
OG0002903	SINT1_70950.1	FGIG_00186
OG0002904	SINT1_22450.1	FGIG_00215
OG0002905	SINT1_65800.1	FGIG_00262
OG0002906	SINT1_29130.1, SINT1_29130.2, SINT1_29130.3	FGIG_00289
OG0002907	SINT1_5410.1	FGIG_00323
OG0002908	SINT1_67910.1, SINT1_67920.1	FGIG_00395
OG0002909	SINT1_80040.1, SINT1_80040.2, SINT1_80040.3	FGIG_00500
OG0002910	SINT1_18710.1	FGIG_00574
OG0002911	SINT1_15020.1	FGIG_14002, FGIG_00620
OG0002912	SINT1_64320.1, SINT1_64320.2	FGIG_00740
OG0002913	SINT1_10270.1	FGIG_00835
OG0002914	SINT1_16530.2, SINT1_16530.1	FGIG_00848
OG0002915	SINT1_76300.1, SINT1_76300.2, SINT1_76300.4, SINT1_76300.3	FGIG_00931
OG0002916	SINT1_17530.1, SINT1_17530.2	FGIG_01037
OG0002917	SINT1_23110.1	FGIG_01058
OG0002918	SINT1_80050.1	FGIG_01161
OG0002919	SINT1_84630.1	FGIG_01197
OG0002920	SINT1_42940.1	FGIG_01206
OG0002921	SINT1_93410.1, SINT1_93410.2, SINT1_93410.3	FGIG_01214
OG0002922	SINT1_75290.2, SINT1_75290.3, SINT1_75290.1	FGIG_01223
OG0002923	SINT1_60520.1	FGIG_01244, FGIG_01243
OG0002924	SINT1_11940.1, SINT1_11940.2	FGIG_01292
OG0002925	SINT1_12630.1, SINT1_12630.2	FGIG_01296
OG0002926	SINT1_32490.1	FGIG_01363
OG0002927	SINT1_9730.1, SINT1_9730.2, SINT1_9730.3, SINT1_9730.4, SINT1_9730.5, SINT1_9730.6	FGIG_08220, FGIG_01366, FGIG_01367
OG0002928	SINT1_73920.1	FGIG_01390, FGIG_10597
OG0002929	SINT1_22720.2, SINT1_22720.1	FGIG_01392
OG0002930	SINT1_40530.1	FGIG_01565
OG0002931	SINT1_1840.1, SINT1_1840.2	FGIG_01593
OG0002932	SINT1_44950.1, SINT1_44940.1	FGIG_01662
OG0002933	SINT1_40270.1, SINT1_40270.2, SINT1_40270.3	FGIG_01666, FGIG_01667
OG0002934	SINT1_91580.1	FGIG_01686
OG0002935	SINT1_65290.1	FGIG_01722, FGIG_02871
OG0002936	SINT1_46630.1	FGIG_01745, FGIG_01743, FGIG_01744
OG0002937	SINT1_38930.1	FGIG_01916, FGIG_01915, FGIG_01917
OG0002938	SINT1_77970.1	FGIG_03033, FGIG_06311, FGIG_06309
OG0002939	SINT1_13270.1, SINT1_13270.2	FGIG_02005
OG0002940	SINT1_47980.1, SINT1_47980.2	FGIG_02225
OG0002941	SINT1_54930.1, SINT1_54940.1	FGIG_02300
OG0002942	SINT1_77250.1, SINT1_77230.1	FGIG_02323
OG0002943	SINT1_77270.1, SINT1_77270.2, SINT1_77270.3	FGIG_02325
OG0002944	SINT1_17580.1, SINT1_17610.1	FGIG_02379, FGIG_12561
OG0002945	SINT1_76600.1, SINT1_76600.2	FGIG_02398
OG0002946	SINT1_18870.1	FGIG_07587, FGIG_09588, FGIG_02404
OG0002947	SINT1_87970.1	FGIG_02420, FGIG_02418, FGIG_02419
OG0002948	SINT1_60270.1	FGIG_02488, FGIG_12594
OG0002949	SINT1_34170.1, SINT1_34170.2, SINT1_34170.3	FGIG_02550
OG0002950	SINT1_69350.1, SINT1_69350.2	FGIG_02625
OG0002951	SINT1_37850.1	FGIG_02656
OG0002952	SINT1_50350.1	FGIG_02719, FGIG_02720
OG0002953	SINT1_3240.1, SINT1_3240.2, SINT1_3240.5, SINT1_3240.3, SINT1_3240.4	FGIG_02725, FGIG_07191
OG0002954	SINT1_59740.1	FGIG_02727
OG0002955	SINT1_72760.1	FGIG_02756
OG0002956	SINT1_93180.1	FGIG_06169, FGIG_06167, FGIG_06168, FGIG_02797
OG0002957	SINT1_69450.1, SINT1_69450.2	FGIG_02858
OG0002958	SINT1_66290.2, SINT1_66290.1, SINT1_66290.3	FGIG_02869
OG0002959	SINT1_85650.1	FGIG_02906
OG0002960	SINT1_48610.1, SINT1_48610.2	FGIG_02937
OG0002961	SINT1_19320.1	FGIG_02939
OG0002962	SINT1_65820.1, SINT1_65820.2, SINT1_65820.3	FGIG_02969
OG0002963	SINT1_14020.1	FGIG_02993
OG0002964	SINT1_25240.1, SINT1_25240.2, SINT1_25240.3	FGIG_03178
OG0002965	SINT1_90890.3, SINT1_90890.1, SINT1_90890.2	FGIG_03233
OG0002966	SINT1_43910.1	FGIG_03240
OG0002967	SINT1_60810.1	FGIG_03409
OG0002968	SINT1_19530.1, SINT1_19530.2	FGIG_03437, FGIG_03436
OG0002969	SINT1_52700.1	FGIG_09365, FGIG_10961
OG0002970	SINT1_10030.1	FGIG_03956
OG0002971	SINT1_62680.1	FGIG_03967
OG0002972	SINT1_61420.2, SINT1_61420.1, SINT1_61420.3	FGIG_04052
OG0002973	SINT1_48440.1, SINT1_48440.2	FGIG_04067
OG0002974	SINT1_32560.1	FGIG_04073, FGIG_04075
OG0002975	SINT1_38320.1, SINT1_38320.2	FGIG_04094
OG0002976	SINT1_63110.1	FGIG_04253
OG0002977	SINT1_8040.5, SINT1_8040.7, SINT1_8040.4, SINT1_8040.1, SINT1_8040.2, SINT1_8040.3, SINT1_8040.6	FGIG_04273
OG0002979	SINT1_21650.1, SINT1_21650.2, SINT1_21650.3	FGIG_04465, FGIG_04464
OG0002980	SINT1_29430.2, SINT1_29430.1	FGIG_04471
OG0002981	SINT1_74110.1	FGIG_04544
OG0002982	SINT1_53600.1	FGIG_04550
OG0002983	SINT1_24760.1	FGIG_04578
OG0002984	SINT1_12890.2, SINT1_12890.1, SINT1_12890.3	FGIG_04581
OG0002985	SINT1_2050.1, SINT1_2050.4, SINT1_2050.2, SINT1_2050.3, SINT1_2050.5	FGIG_04617
OG0002986	SINT1_10170.1	FGIG_04702, FGIG_04701, FGIG_10984, FGIG_10983
OG0002988	SINT1_91440.1, SINT1_91440.2	FGIG_04757, FGIG_04758
OG0002989	SINT1_49340.3, SINT1_49340.1, SINT1_49340.2, SINT1_49340.5, SINT1_49340.4	FGIG_04844
OG0002990	SINT1_79650.1, SINT1_79650.2	FGIG_05026
OG0002991	SINT1_32020.1, SINT1_32020.2	FGIG_05049
OG0002992	SINT1_74810.1	FGIG_08339, FGIG_05098
OG0002993	SINT1_82590.1	FGIG_06818, FGIG_05143
OG0002994	SINT1_19500.1	FGIG_05172, FGIG_10596
OG0002995	SINT1_87530.1	FGIG_05238, FGIG_05700, FGIG_05702
OG0002996	SINT1_14970.2, SINT1_14970.3, SINT1_14970.4, SINT1_14970.1	FGIG_05248
OG0002997	SINT1_34440.1	FGIG_05258
OG0002998	SINT1_44620.1	FGIG_05264
OG0002999	SINT1_60140.2, SINT1_60140.4, SINT1_60140.1, SINT1_60140.5, SINT1_60140.6, SINT1_60140.3	FGIG_05459, FGIG_05458
OG0003000	SINT1_27120.1, SINT1_27120.2, SINT1_27120.3, SINT1_27120.4	FGIG_05550, FGIG_11718
OG0003001	SINT1_27060.1, SINT1_27060.2	FGIG_05567, FGIG_05566, FGIG_05568
OG0003002	SINT1_19770.1	FGIG_05627
OG0003003	SINT1_92120.1, SINT1_92120.2	FGIG_05718
OG0003004	SINT1_74030.1	FGIG_05746
OG0003005	SINT1_53890.1	FGIG_05768
OG0003006	SINT1_83520.1, SINT1_83520.2, SINT1_83520.3	FGIG_12572, FGIG_05890
OG0003007	SINT1_60860.1	FGIG_05943
OG0003008	SINT1_32080.1	FGIG_05946
OG0003009	SINT1_6490.1	FGIG_05963
OG0003010	SINT1_70020.1	FGIG_05969, FGIG_07856
OG0003011	SINT1_30440.1	FGIG_05999, FGIG_06000
OG0003012	SINT1_61280.1	FGIG_06004
OG0003013	SINT1_77070.1, SINT1_77070.2	FGIG_06062
OG0003014	SINT1_43350.1, SINT1_82810.1	FGIG_06089
OG0003015	SINT1_43380.1, SINT1_43380.2, SINT1_43380.3	FGIG_06212
OG0003016	SINT1_74490.1	FGIG_06238
OG0003017	SINT1_50230.1, SINT1_50260.1	FGIG_06260
OG0003018	SINT1_92980.1, SINT1_92980.2	FGIG_06279, FGIG_06278
OG0003019	SINT1_73560.1	FGIG_06334
OG0003020	SINT1_28870.1	FGIG_06382, FGIG_06381
OG0003021	SINT1_82840.1	FGIG_06534, FGIG_06533, FGIG_12647
OG0003022	SINT1_25020.3, SINT1_25020.2, SINT1_25020.1	FGIG_06594
OG0003023	SINT1_82770.3, SINT1_82770.2, SINT1_82770.1	FGIG_06597
OG0003024	SINT1_76650.1, SINT1_76650.2	FGIG_06988
OG0003025	SINT1_36980.1	FGIG_07082
OG0003026	SINT1_33230.1, SINT1_33230.2, SINT1_33230.3	FGIG_07133
OG0003027	SINT1_16790.1, SINT1_16780.1	FGIG_07139, FGIG_07140
OG0003028	SINT1_10200.1	FGIG_07143
OG0003029	SINT1_80650.1	FGIG_07244
OG0003030	SINT1_19710.2, SINT1_19710.1	FGIG_07269
OG0003031	SINT1_64060.1	FGIG_07278, FGIG_12471
OG0003032	SINT1_58670.1, SINT1_58670.2	FGIG_07540
OG0003033	SINT1_46800.1	FGIG_07592
OG0003034	SINT1_81040.1, SINT1_81040.2, SINT1_81040.3, SINT1_81040.4	FGIG_07751
OG0003036	SINT1_82920.1, SINT1_82930.1, SINT1_82940.1	FGIG_07780
OG0003037	SINT1_78370.1	FGIG_07808
OG0003038	SINT1_52100.1	FGIG_07992
OG0003039	SINT1_46070.1, SINT1_46070.2	FGIG_08048
OG0003040	SINT1_30110.5, SINT1_30110.1, SINT1_30110.2, SINT1_30110.3, SINT1_30110.4	FGIG_08190
OG0003041	SINT1_32940.1	FGIG_08407
OG0003042	SINT1_40860.1	FGIG_08421
OG0003043	SINT1_47830.1, SINT1_47830.2	FGIG_11366, FGIG_08443, FGIG_11401
OG0003044	SINT1_7810.1	FGIG_08468
OG0003045	SINT1_51560.1	FGIG_08522
OG0003046	SINT1_51570.1, SINT1_51570.2	FGIG_08523
OG0003047	SINT1_13060.3, SINT1_13060.1, SINT1_13060.2	FGIG_08578
OG0003048	SINT1_95870.1, SINT1_45770.1	FGIG_08685
OG0003049	SINT1_45760.2, SINT1_45760.1	FGIG_08686
OG0003050	SINT1_77410.2, SINT1_77410.1, SINT1_77400.1	FGIG_08727
OG0003051	SINT1_24490.1, SINT1_24490.2	FGIG_11595, FGIG_08733
OG0003052	SINT1_64410.1	FGIG_08801
OG0003053	SINT1_26630.2, SINT1_26630.1	FGIG_09271, FGIG_08894
OG0003054	SINT1_8930.1, SINT1_8930.2, SINT1_8930.3	FGIG_08948
OG0003055	SINT1_56200.1	FGIG_08993
OG0003056	SINT1_8810.1, SINT1_8810.2	FGIG_09001
OG0003057	SINT1_62980.2, SINT1_62980.5, SINT1_62980.6, SINT1_62980.3, SINT1_62980.1, SINT1_62980.4	FGIG_09030
OG0003058	SINT1_90440.1	FGIG_09112
OG0003059	SINT1_35960.2, SINT1_35960.3, SINT1_35960.4, SINT1_35960.1	FGIG_09121, FGIG_09120
OG0003060	SINT1_51880.1	FGIG_09243, FGIG_09244
OG0003062	SINT1_88250.1	FGIG_09635, FGIG_09636
OG0003063	SINT1_17860.1	FGIG_09684, FGIG_09683
OG0003064	SINT1_7820.1, SINT1_7830.1, SINT1_7830.2	FGIG_09743
OG0003065	SINT1_21950.1	FGIG_10047
OG0003066	SINT1_92480.2, SINT1_92480.1	FGIG_12142, FGIG_10066
OG0003067	SINT1_24960.2, SINT1_24960.1	FGIG_10345
OG0003068	SINT1_75580.1, SINT1_75580.2	FGIG_11486, FGIG_10373
OG0003069	SINT1_69670.3, SINT1_69670.1, SINT1_69670.2	FGIG_10445
OG0003070	SINT1_35250.1	FGIG_10642
OG0003071	SINT1_60450.1	FGIG_11658, FGIG_10650
OG0003072	SINT1_78350.1	FGIG_10812
OG0003073	SINT1_63610.1	FGIG_10975
OG0003074	SINT1_58470.1	FGIG_10986, FGIG_11028
OG0003075	SINT1_57300.1	FGIG_10993
OG0003076	SINT1_57260.1, SINT1_57260.2	FGIG_11076
OG0003077	SINT1_73590.1, SINT1_73590.2	FGIG_11119
OG0003078	SINT1_60920.1	FGIG_11333
OG0003079	SINT1_56180.1	FGIG_11502
OG0003080	SINT1_11120.2, SINT1_11120.3, SINT1_11120.1	FGIG_11951
OG0003081	SINT1_14800.1	FGIG_12102
OG0003082	SINT1_50040.1, SINT1_50040.2	FGIG_12404
OG0003107	SINT1_55990.1	FGIG_00005
OG0003108	SINT1_26430.1	FGIG_00069
OG0003109	SINT1_15340.1, SINT1_15340.2	FGIG_00104
OG0003110	SINT1_14250.1	FGIG_00329
OG0003111	SINT1_70890.1, SINT1_70890.2	FGIG_00373, FGIG_00372
OG0003112	SINT1_67260.2, SINT1_67260.1	FGIG_00405
OG0003114	SINT1_85640.1	FGIG_00425
OG0003115	SINT1_72810.1	FGIG_00440
OG0003116	SINT1_86710.1	FGIG_00454
OG0003117	SINT1_18670.1, SINT1_18670.2	FGIG_00573
OG0003118	SINT1_40700.1, SINT1_40690.1	FGIG_00599
OG0003119	SINT1_33080.1, SINT1_33080.2	FGIG_00640
OG0003120	SINT1_69930.1	FGIG_00733
OG0003121	SINT1_1520.1	FGIG_00832
OG0003122	SINT1_490.1, SINT1_490.2	FGIG_00834
OG0003123	SINT1_82140.1, SINT1_82190.1	FGIG_00870
OG0003124	SINT1_89130.2, SINT1_89130.3, SINT1_89130.1, SINT1_89130.4	FGIG_00892
OG0003126	SINT1_19350.1	FGIG_00964
OG0003127	SINT1_84890.1, SINT1_84890.3, SINT1_84890.2	FGIG_01018, FGIG_01019
OG0003128	SINT1_80960.1	FGIG_01047
OG0003129	SINT1_2790.1	FGIG_01130
OG0003130	SINT1_28020.2, SINT1_28020.1	FGIG_06959, FGIG_06960, FGIG_01205
OG0003131	SINT1_71460.1, SINT1_71460.2	FGIG_01254
OG0003132	SINT1_24000.1, SINT1_24000.2, SINT1_24000.3, SINT1_24000.4	FGIG_01271
OG0003133	SINT1_59010.1	FGIG_01405
OG0003134	SINT1_82240.1	FGIG_01432, FGIG_01433
OG0003135	SINT1_36300.1	FGIG_01687
OG0003136	SINT1_10310.1, SINT1_10310.2, SINT1_10310.3	FGIG_01720
OG0003137	SINT1_80230.1	FGIG_10091, FGIG_01742
OG0003138	SINT1_88900.1, SINT1_88900.2, SINT1_88920.1, SINT1_88910.1, SINT1_88910.2	FGIG_01803, FGIG_01804
OG0003139	SINT1_49320.1, SINT1_96130.1	FGIG_01910, FGIG_04845
OG0003140	SINT1_31080.1	FGIG_01963
OG0003141	SINT1_61290.1	FGIG_02066
OG0003142	SINT1_75390.1	FGIG_06588, FGIG_02089
OG0003143	SINT1_74650.4, SINT1_74650.1, SINT1_74650.2, SINT1_74650.3	FGIG_02166
OG0003144	SINT1_39290.3, SINT1_39290.1, SINT1_39290.2	FGIG_02199
OG0003145	SINT1_20040.1, SINT1_20040.2	FGIG_02360, FGIG_05876
OG0003146	SINT1_64350.1, SINT1_64350.2, SINT1_64350.3	FGIG_02362
OG0003147	SINT1_49170.1	FGIG_11805, FGIG_02380
OG0003148	SINT1_91030.1	FGIG_02414
OG0003149	SINT1_55940.1, SINT1_55940.2	FGIG_02528
OG0003150	SINT1_77660.1	FGIG_02558
OG0003151	SINT1_49890.1, SINT1_49890.2	FGIG_02577, FGIG_02578
OG0003152	SINT1_37170.1, SINT1_37170.2	FGIG_02705
OG0003153	SINT1_72900.4, SINT1_72900.2, SINT1_72900.3, SINT1_72900.1	FGIG_02735
OG0003154	SINT1_35690.3, SINT1_35690.1, SINT1_35690.2	FGIG_02742
OG0003155	SINT1_70290.1	FGIG_02744
OG0003156	SINT1_38210.1, SINT1_38210.2	FGIG_02790
OG0003157	SINT1_52400.1	FGIG_02891
OG0003158	SINT1_87710.1, SINT1_87710.2	FGIG_06749, FGIG_11417, FGIG_02904
OG0003159	SINT1_55640.1	FGIG_04612, FGIG_02912
OG0003160	SINT1_20780.1, SINT1_20780.2	FGIG_02965
OG0003161	SINT1_47090.1, SINT1_47090.2, SINT1_47080.1, SINT1_47080.2	FGIG_03141
OG0003162	SINT1_9670.1, SINT1_9680.1	FGIG_03155, FGIG_06192
OG0003163	SINT1_1500.1, SINT1_1500.2	FGIG_03160
OG0003164	SINT1_33370.1, SINT1_33370.2	FGIG_03241
OG0003165	SINT1_76470.2, SINT1_76470.3, SINT1_76470.1	FGIG_03257
OG0003166	SINT1_54630.1, SINT1_54630.2	FGIG_03294
OG0003167	SINT1_92050.1, SINT1_92050.2	FGIG_03348
OG0003168	SINT1_63230.1	FGIG_03363, FGIG_07368
OG0003169	SINT1_15950.1, SINT1_15950.2	FGIG_03426
OG0003170	SINT1_18210.1, SINT1_18210.3, SINT1_18210.2	FGIG_03444
OG0003171	SINT1_72230.1, SINT1_72230.2	FGIG_03515
OG0003172	SINT1_22190.8, SINT1_22190.9, SINT1_22310.1	FGIG_06205, FGIG_03518, FGIG_05757
OG0003173	SINT1_31770.1	FGIG_03614, FGIG_03616, FGIG_03615
OG0003174	SINT1_74130.1	FGIG_03638
OG0003175	SINT1_92240.1, SINT1_92240.2, SINT1_92240.4, SINT1_92240.3	FGIG_03807
OG0003176	SINT1_69300.1, SINT1_69300.2, SINT1_69300.4, SINT1_69300.3	FGIG_03829
OG0003177	SINT1_25820.1, SINT1_25820.2	FGIG_03833, FGIG_07602, FGIG_10490
OG0003178	SINT1_33450.2, SINT1_33450.1, SINT1_33450.3	FGIG_06106, FGIG_06105, FGIG_03939
OG0003179	SINT1_74250.1	FGIG_12448, FGIG_04250
OG0003180	SINT1_4240.2, SINT1_4240.1	FGIG_04325
OG0003181	SINT1_36660.1	FGIG_06032, FGIG_04528
OG0003182	SINT1_31330.1, SINT1_31330.2, SINT1_31330.3	FGIG_04583
OG0003183	SINT1_13380.1, SINT1_13380.2	FGIG_04603
OG0003184	SINT1_28510.1	FGIG_04609
OG0003185	SINT1_70980.1	FGIG_04853
OG0003186	SINT1_29830.1	FGIG_04944
OG0003187	SINT1_72910.1, SINT1_72910.2, SINT1_72910.3	FGIG_04951
OG0003188	SINT1_80670.1	FGIG_05117
OG0003189	SINT1_56680.2, SINT1_56680.3, SINT1_56680.1	FGIG_05178
OG0003190	SINT1_60190.1	FGIG_05237
OG0003191	SINT1_47380.1	FGIG_05315
OG0003192	SINT1_65790.1	FGIG_05388
OG0003193	SINT1_37200.1	FGIG_05396
OG0003194	SINT1_68940.1, SINT1_68940.2	FGIG_05426
OG0003195	SINT1_18260.1, SINT1_18260.2, SINT1_18260.3	FGIG_05446
OG0003196	SINT1_61820.1	FGIG_05473, FGIG_07358
OG0003197	SINT1_93380.1	FGIG_05532
OG0003198	SINT1_50580.1, SINT1_50580.2	FGIG_05599, FGIG_06298
OG0003199	SINT1_91900.1	FGIG_05652
OG0003200	SINT1_10620.7, SINT1_10620.1, SINT1_10620.5, SINT1_10620.2, SINT1_10620.4, SINT1_10620.3, SINT1_10620.6, SINT1_10620.8	FGIG_05681
OG0003201	SINT1_14590.1	FGIG_05709
OG0003202	SINT1_18700.1, SINT1_18700.2	FGIG_05726
OG0003203	SINT1_90150.1	FGIG_05925
OG0003204	SINT1_20400.1	FGIG_05955, FGIG_05956
OG0003205	SINT1_36600.1	FGIG_06364, FGIG_07276
OG0003206	SINT1_17660.1, SINT1_17650.1, SINT1_17650.2	FGIG_06475
OG0003207	SINT1_8410.1	FGIG_06638
OG0003208	SINT1_67430.1	FGIG_06732
OG0003209	SINT1_77790.2, SINT1_77790.1, SINT1_77790.3, SINT1_77790.4	FGIG_06733
OG0003210	SINT1_13000.1	FGIG_06802, FGIG_06803, FGIG_07222
OG0003211	SINT1_74020.1	FGIG_06838
OG0003212	SINT1_5890.1, SINT1_5890.2, SINT1_5890.3	FGIG_06873
OG0003213	SINT1_33290.1, SINT1_33290.2	FGIG_06897
OG0003214	SINT1_11900.1	FGIG_10827, FGIG_06937
OG0003215	SINT1_9050.1	FGIG_06944, FGIG_06943
OG0003216	SINT1_63810.1	FGIG_06947
OG0003217	SINT1_60570.1	FGIG_07015
OG0003218	SINT1_57740.1	FGIG_07072
OG0003220	SINT1_21920.1	FGIG_07162
OG0003221	SINT1_39630.6, SINT1_39630.1, SINT1_39630.2, SINT1_39630.3, SINT1_39630.4, SINT1_39630.5, SINT1_39630.7	FGIG_07199
OG0003222	SINT1_19780.2, SINT1_19780.1, SINT1_19780.3, SINT1_19780.4	FGIG_07209
OG0003223	SINT1_87230.1	FGIG_07226, FGIG_07227
OG0003224	SINT1_38310.1, SINT1_38310.2, SINT1_38310.3	FGIG_07232
OG0003225	SINT1_86800.1, SINT1_86800.2	FGIG_07237
OG0003226	SINT1_14230.1	FGIG_07430
OG0003227	SINT1_61300.1	FGIG_07506
OG0003228	SINT1_86130.1	FGIG_07512
OG0003228	SINT1_86110.1, SINT1_86110.3, SINT1_86110.4, SINT1_86110.2	FGIG_07510
OG0003229	SINT1_75040.1, SINT1_75040.2	FGIG_07522
OG0003230	SINT1_46940.1	FGIG_07546
OG0003231	SINT1_17930.1	FGIG_07630, FGIG_07631
OG0003232	SINT1_11050.1	FGIG_07654
OG0003233	SINT1_22150.1	FGIG_07711
OG0003234	SINT1_60230.1, SINT1_60230.2, SINT1_60230.7, SINT1_60230.8, SINT1_60230.3, SINT1_60230.4, SINT1_60230.9, SINT1_60230.5, SINT1_60230.6	FGIG_07721
OG0003235	SINT1_82910.1, SINT1_82910.2, SINT1_82910.4, SINT1_82910.3	FGIG_07779
OG0003236	SINT1_57120.1, SINT1_57120.2, SINT1_57120.3, SINT1_57120.4	FGIG_07810
OG0003237	SINT1_25360.1	FGIG_07852
OG0003238	SINT1_65070.2, SINT1_65070.1	FGIG_07918
OG0003239	SINT1_79450.2, SINT1_79450.1, SINT1_79450.3	FGIG_08059
OG0003240	SINT1_8140.1	FGIG_08124
OG0003241	SINT1_37540.1	FGIG_10248, FGIG_08213
OG0003242	SINT1_52960.1, SINT1_52960.2	FGIG_08237
OG0003243	SINT1_8780.1, SINT1_8780.2, SINT1_8780.3	FGIG_08291
OG0003244	SINT1_53360.1	FGIG_10219, FGIG_08294
OG0003245	SINT1_53780.5, SINT1_53780.6, SINT1_53780.4, SINT1_53780.1, SINT1_53780.2, SINT1_53780.3	FGIG_08341
OG0003246	SINT1_8850.1	FGIG_08352
OG0003247	SINT1_20650.1	FGIG_08388
