Orthogroup	schistosoma_rodhaini	opisthorchis_viverrini
OG0002777	SRDH2_77950.2, SRDH2_77950.1, SRDH2_77950.3, SRDH2_77950.4	T265_05823
OG0002778	SRDH2_98960.7, SRDH2_98960.8, SRDH2_98960.9, SRDH2_98960.1, SRDH2_98960.5, SRDH2_98960.2, SRDH2_98960.4, SRDH2_98960.3, SRDH2_98960.6	T265_09444
OG0002779	SRDH2_35280.1	T265_14542
OG0002781	SRDH2_26990.1, SRDH2_26990.3, SRDH2_26990.2	T265_07481
OG0002782	SRDH2_80860.1	T265_12327, T265_10961, T265_01932
OG0002783	SRDH2_55130.4, SRDH2_55130.3, SRDH2_55130.2, SRDH2_55130.1, SRDH2_55130.5	T265_00286
OG0002784	SRDH2_26620.1	T265_01050
OG0002785	SRDH2_74430.1	T265_13376
OG0002786	SRDH2_15220.1	T265_13497
OG0002787	SRDH2_7290.1, SRDH2_7300.3, SRDH2_7300.2, SRDH2_7300.1	T265_03074
OG0002788	SRDH2_11020.1	T265_01005
OG0002789	SRDH2_19260.1	T265_08482
OG0002790	SRDH2_78350.1, SRDH2_78360.1	T265_02675
OG0002791	SRDH2_102450.2, SRDH2_102450.4, SRDH2_102450.1, SRDH2_102450.3, SRDH2_2740.1	T265_06735
OG0002792	SRDH2_57450.1, SRDH2_57450.3, SRDH2_57450.2	T265_06771
OG0002794	SRDH2_97070.1	T265_15249, T265_15899
OG0002795	SRDH2_26910.2, SRDH2_26910.4, SRDH2_26910.5, SRDH2_26910.6, SRDH2_26910.1, SRDH2_26910.3	T265_07477
OG0002796	SRDH2_14460.1, SRDH2_14460.4, SRDH2_14460.2, SRDH2_14460.3, SRDH2_14460.5, SRDH2_14460.6	T265_13167
OG0002797	SRDH2_34010.1	T265_04341
OG0002798	SRDH2_76100.1	T265_13131
OG0002799	SRDH2_86660.1	T265_07700, T265_14359, T265_14358
OG0002800	SRDH2_81570.1, SRDH2_81570.6, SRDH2_81570.3, SRDH2_81570.5, SRDH2_81570.2, SRDH2_81570.4	T265_14735
OG0002802	SRDH2_91910.2, SRDH2_91910.3, SRDH2_91910.1	T265_07569
OG0002803	SRDH2_27160.1	T265_03781
OG0002804	SRDH2_39420.4, SRDH2_39420.1, SRDH2_39420.3, SRDH2_39420.2, SRDH2_39420.5	T265_13660
OG0002805	SRDH2_57130.7, SRDH2_57130.1, SRDH2_57130.2, SRDH2_57130.4, SRDH2_57130.5, SRDH2_57130.6, SRDH2_57130.8, SRDH2_57130.3	T265_12771
OG0002806	SRDH2_74830.1	T265_15954, T265_07440, T265_16235
OG0002807	SRDH2_20940.1	T265_06189
OG0002808	SRDH2_63650.3, SRDH2_63650.1, SRDH2_63650.2	T265_04515
OG0002809	SRDH2_83920.1	T265_12974
OG0002810	SRDH2_32380.1, SRDH2_32380.2, SRDH2_32380.3	T265_06252
OG0002811	SRDH2_22220.1	T265_10010
OG0002812	SRDH2_88740.1, SRDH2_88740.2	T265_04204, T265_13449
OG0002814	SRDH2_24080.1, SRDH2_24080.2, SRDH2_24080.3, SRDH2_24080.4, SRDH2_24080.5, SRDH2_24080.6, SRDH2_24080.7, SRDH2_24080.9, SRDH2_24080.8	T265_05382
OG0002815	SRDH2_65070.1, SRDH2_65090.1, SRDH2_65030.1	T265_10978
OG0002816	SRDH2_19980.1	T265_08032
OG0002817	SRDH2_37670.1	T265_04006
OG0002818	SRDH2_77240.1	T265_08927, T265_01280
OG0002819	SRDH2_70530.1, SRDH2_70530.2	T265_09770
OG0002820	SRDH2_76550.1	T265_02159
OG0002821	SRDH2_4340.1	T265_03347
OG0002822	SRDH2_10100.1, SRDH2_10100.2	T265_07965
OG0002823	SRDH2_15610.3, SRDH2_15610.1, SRDH2_15610.2	T265_05525
OG0002824	SRDH2_1960.2, SRDH2_1960.3, SRDH2_1960.1, SRDH2_1960.4, SRDH2_1960.5	T265_10376
OG0002825	SRDH2_49450.1, SRDH2_49450.2	T265_07639
OG0002826	SRDH2_41020.1	T265_11221, T265_15380
OG0002827	SRDH2_27670.5, SRDH2_27670.1, SRDH2_27670.2, SRDH2_27670.3, SRDH2_27670.4	T265_03736
OG0002828	SRDH2_28490.1	T265_09896
OG0002829	SRDH2_62270.4, SRDH2_62270.5, SRDH2_62270.1, SRDH2_62270.3, SRDH2_62270.2	T265_06804
OG0002830	SRDH2_24040.1	T265_15416
OG0002831	SRDH2_16130.3, SRDH2_16130.4, SRDH2_16130.2, SRDH2_16130.1	T265_06375
OG0002832	SRDH2_83510.1, SRDH2_83510.2	T265_03399
OG0002834	SRDH2_3660.1	T265_11271
OG0002835	SRDH2_94370.1, SRDH2_94370.3, SRDH2_94370.2	T265_04910
OG0002836	SRDH2_25990.1, SRDH2_25990.2	T265_03775
OG0002837	SRDH2_16140.1, SRDH2_16140.3, SRDH2_16140.4, SRDH2_16140.2, SRDH2_16140.5	T265_03657
OG0002838	SRDH2_13020.1	T265_11730
OG0002839	SRDH2_74230.1	T265_00320
OG0002840	SRDH2_94140.4, SRDH2_94140.5, SRDH2_94140.1, SRDH2_94140.2, SRDH2_94140.3	T265_13355
OG0002841	SRDH2_51760.1	T265_10889
OG0002842	SRDH2_73940.1	T265_12366, T265_08849, T265_15989
OG0002844	SRDH2_68540.1	T265_14223, T265_05563
OG0002845	SRDH2_11260.1	T265_13463
OG0002846	SRDH2_20200.2, SRDH2_20200.1, SRDH2_20200.3	T265_16173
OG0002847	SRDH2_59190.3, SRDH2_59190.2, SRDH2_59190.1, SRDH2_59190.4, SRDH2_59190.5, SRDH2_59190.6, SRDH2_59190.7	T265_00612
OG0002848	SRDH2_62780.1	T265_14189, T265_08788
OG0002849	SRDH2_12940.1	T265_06370
OG0002851	SRDH2_93050.1	T265_08012, T265_12159, T265_14456, T265_08013
OG0002852	SRDH2_12810.1	T265_10322
OG0002853	SRDH2_75040.1	T265_09115
OG0002854	SRDH2_32180.1	T265_02955, T265_13136
OG0002855	SRDH2_17570.1	T265_08034
OG0002856	SRDH2_52670.1, SRDH2_52670.4, SRDH2_52670.2, SRDH2_52670.3, SRDH2_52670.5, SRDH2_52670.6	T265_06755
OG0002857	SRDH2_64660.1, SRDH2_64650.1	T265_01821, T265_01444
OG0002858	SRDH2_10350.1, SRDH2_10350.2, SRDH2_10350.3	T265_01858
OG0002859	SRDH2_64300.1	T265_02034
OG0002860	SRDH2_79330.1	T265_14764
OG0002861	SRDH2_90840.2, SRDH2_90840.1, SRDH2_90840.3	T265_08733, T265_14653
OG0002863	SRDH2_17830.1, SRDH2_17840.1	T265_16256, T265_04944
OG0002864	SRDH2_54760.2, SRDH2_54760.1	T265_13279
OG0002865	SRDH2_11080.1, SRDH2_11070.1	T265_01001
OG0002866	SRDH2_33350.1	T265_05742, T265_08029, T265_14459, T265_14460
OG0002867	SRDH2_3870.1	T265_14794
OG0002868	SRDH2_90280.1, SRDH2_90280.2	T265_04776, T265_04777
OG0002869	SRDH2_2100.1	T265_02470
OG0002870	SRDH2_48290.1	T265_02369
OG0002871	SRDH2_45410.1	T265_05892
OG0002872	SRDH2_50360.1	T265_06839
OG0002873	SRDH2_94840.1	T265_05961
OG0002874	SRDH2_39790.3, SRDH2_39790.1, SRDH2_39790.2	T265_13044
OG0002875	SRDH2_52100.1	T265_08601
OG0002876	SRDH2_74780.1	T265_09158
OG0002877	SRDH2_62220.2, SRDH2_62220.3, SRDH2_62220.1, SRDH2_62220.4, SRDH2_62220.5	T265_15585
OG0002878	SRDH2_65450.1	T265_09786
OG0002879	SRDH2_18410.1	T265_00994
OG0002880	SRDH2_22160.1	T265_15974, T265_16333, T265_16372
OG0002881	SRDH2_60800.1	T265_03918
OG0002882	SRDH2_18780.1, SRDH2_18790.1, SRDH2_18790.2	T265_08367, T265_08365, T265_08366
OG0002883	SRDH2_52210.1	T265_00123
OG0002884	SRDH2_67410.1	T265_01404
OG0002885	SRDH2_47530.3, SRDH2_47530.1, SRDH2_47530.2	T265_03301, T265_03258
OG0002886	SRDH2_76240.1, SRDH2_76240.2	T265_00431
OG0002889	SRDH2_84370.1	T265_09957
OG0002890	SRDH2_28090.1, SRDH2_28090.2, SRDH2_28090.3	T265_15384
OG0002892	SRDH2_78290.1, SRDH2_78300.1, SRDH2_78300.2	T265_12956
OG0002893	SRDH2_8660.1	T265_13538
OG0002902	SRDH2_39460.1, SRDH2_39460.2, SRDH2_39460.3	T265_10089
OG0002903	SRDH2_73880.1	T265_01720, T265_16142, T265_15992
OG0002904	SRDH2_22390.1	T265_00938, T265_12671, T265_16281
OG0002905	SRDH2_69820.1, SRDH2_69820.2	T265_13028, T265_02524
OG0002906	SRDH2_29410.1, SRDH2_29410.2	T265_10987
OG0002907	SRDH2_5490.1, SRDH2_5490.2	T265_00957
OG0002908	SRDH2_70560.1	T265_13687, T265_15239
OG0002910	SRDH2_19010.10, SRDH2_19010.6, SRDH2_19010.5, SRDH2_19010.8, SRDH2_19010.4, SRDH2_19010.7, SRDH2_19010.3, SRDH2_19010.2, SRDH2_19010.9	T265_13256
OG0002911	SRDH2_15530.1, SRDH2_15530.2, SRDH2_15530.3, SRDH2_15530.4	T265_13253
OG0002912	SRDH2_67130.1	T265_12025, T265_15674
OG0002914	SRDH2_16920.1, SRDH2_16920.2, SRDH2_16920.3	T265_10038
OG0002915	SRDH2_79360.1	T265_13119
OG0002916	SRDH2_17890.1	T265_02505
OG0002917	SRDH2_23290.1, SRDH2_23290.2	T265_10733
OG0002918	SRDH2_83480.4, SRDH2_83480.1, SRDH2_83480.6, SRDH2_83480.3, SRDH2_83480.2	T265_06975
OG0002919	SRDH2_89220.1, SRDH2_88490.1, SRDH2_88480.1	T265_07324
OG0002921	SRDH2_98400.1, SRDH2_98400.2	T265_07949
OG0002922	SRDH2_78370.1	T265_02668
OG0002923	SRDH2_62390.1	T265_12590
OG0002924	SRDH2_13740.1, SRDH2_13710.1, SRDH2_13710.2	T265_09413
OG0002925	SRDH2_14490.2, SRDH2_14490.1, SRDH2_14490.4, SRDH2_14490.5, SRDH2_14490.3	T265_03081
OG0002926	SRDH2_38140.1	T265_01295
OG0002927	SRDH2_9930.1	T265_03127
OG0002928	SRDH2_76790.1, SRDH2_76790.8, SRDH2_76790.9, SRDH2_76790.5, SRDH2_76790.7, SRDH2_76790.6, SRDH2_76790.2, SRDH2_76790.3, SRDH2_76790.4	T265_13841
OG0002929	SRDH2_21830.1	T265_00854
OG0002930	SRDH2_40750.1	T265_09338
OG0002931	SRDH2_1970.3, SRDH2_1970.4, SRDH2_1970.1, SRDH2_1970.2, SRDH2_1970.5	T265_10381
OG0002932	SRDH2_45300.1, SRDH2_45290.1, SRDH2_45290.2	T265_12802
OG0002933	SRDH2_40460.1	T265_13654, T265_16004, T265_13655
OG0002934	SRDH2_96550.2, SRDH2_96550.1	T265_07078
OG0002935	SRDH2_66310.1, SRDH2_66310.2	T265_01577
OG0002936	SRDH2_47470.1, SRDH2_47470.4, SRDH2_47470.3, SRDH2_47470.5, SRDH2_47470.2	T265_02894
OG0002938	SRDH2_81090.1	T265_04269, T265_04417, T265_04418
OG0002939	SRDH2_15100.1	T265_03203
OG0002940	SRDH2_48820.1, SRDH2_48820.2	T265_12767, T265_01318
OG0002941	SRDH2_56070.1, SRDH2_56080.1	T265_10241
OG0002942	SRDH2_80350.1, SRDH2_80340.1	T265_02787
OG0002943	SRDH2_80370.1	T265_13089
OG0002944	SRDH2_17940.1, SRDH2_17940.2, SRDH2_17940.3, SRDH2_17940.6, SRDH2_17940.4, SRDH2_17940.5	T265_10544
OG0002945	SRDH2_79700.2, SRDH2_79700.5, SRDH2_79700.1, SRDH2_79700.3, SRDH2_79700.4, SRDH2_79700.6, SRDH2_79700.7	T265_11225
OG0002946	SRDH2_19160.1, SRDH2_19160.2	T265_11123, T265_15274, T265_09246, T265_02088
OG0002947	SRDH2_93220.1	T265_09749
OG0002948	SRDH2_62150.1	T265_10715
OG0002949	SRDH2_36040.5, SRDH2_36040.6, SRDH2_36040.4, SRDH2_36040.3, SRDH2_36040.1, SRDH2_36040.2	T265_02799
OG0002950	SRDH2_72300.1, SRDH2_72300.2, SRDH2_72300.3	T265_04871
OG0002951	SRDH2_37140.1, SRDH2_37140.2, SRDH2_37140.3, SRDH2_37140.4, SRDH2_37140.5	T265_07586
OG0002952	SRDH2_51430.1, SRDH2_51440.1, SRDH2_51440.2	T265_12773
OG0002953	SRDH2_3370.1	T265_04423, T265_15987
OG0002954	SRDH2_61620.1, SRDH2_61620.2	T265_06597, T265_15941
OG0002955	SRDH2_75570.1, SRDH2_75570.2, SRDH2_75570.3, SRDH2_75570.4	T265_14732
OG0002956	SRDH2_98130.1	T265_15076
OG0002957	SRDH2_72190.1, SRDH2_72190.3, SRDH2_72190.2	T265_00422
OG0002958	SRDH2_69330.1, SRDH2_69330.2	T265_16166, T265_10751, T265_10762
OG0002959	SRDH2_90300.1, SRDH2_90300.2, SRDH2_90300.3	T265_13472
OG0002960	SRDH2_49430.1	T265_05712
OG0002961	SRDH2_19590.1	T265_11252
OG0002962	SRDH2_69790.1	T265_14105
OG0002964	SRDH2_25530.1	T265_08700
OG0002965	SRDH2_95600.1	T265_02144
OG0002966	SRDH2_44170.2, SRDH2_44170.3, SRDH2_44170.1, SRDH2_44170.4	T265_04442
OG0002967	SRDH2_62670.1, SRDH2_62670.3, SRDH2_62670.2	T265_09516, T265_09515, T265_14873
OG0002968	SRDH2_19780.1, SRDH2_19790.1, SRDH2_19790.2, SRDH2_19790.3	T265_14182, T265_14181
OG0002969	SRDH2_53300.1	T265_07415
OG0002970	SRDH2_10250.5, SRDH2_10250.2, SRDH2_10250.4, SRDH2_10250.1, SRDH2_10250.3	T265_12882
OG0002971	SRDH2_64550.3, SRDH2_64550.1, SRDH2_64550.2	T265_09283
OG0002972	SRDH2_63310.15, SRDH2_63310.16, SRDH2_63310.17	T265_00627
OG0002973	SRDH2_49260.2, SRDH2_49260.3, SRDH2_49260.1	T265_07435
OG0002974	SRDH2_38090.1, SRDH2_38090.2, SRDH2_38090.3	T265_15126
OG0002975	SRDH2_32060.2, SRDH2_32060.3, SRDH2_32060.4, SRDH2_32060.1	T265_01518
OG0002976	SRDH2_65110.1, SRDH2_65110.2	T265_03160
OG0002977	SRDH2_8190.1, SRDH2_8190.2, SRDH2_8190.3, SRDH2_8190.4	T265_01592
OG0002979	SRDH2_23200.1, SRDH2_23190.5, SRDH2_23190.3, SRDH2_23190.4	T265_11670
OG0002980	SRDH2_29730.1	T265_00740
OG0002981	SRDH2_77050.3, SRDH2_77050.1, SRDH2_77050.2	T265_14186
OG0002982	SRDH2_54650.2, SRDH2_54650.3, SRDH2_54650.1	T265_13871
OG0002983	SRDH2_25090.1, SRDH2_25090.2	T265_02113, T265_15879
OG0002984	SRDH2_14710.1, SRDH2_14740.1	T265_14382
OG0002985	SRDH2_2200.1	T265_15506
OG0002986	SRDH2_10370.4, SRDH2_10370.1, SRDH2_10370.3, SRDH2_10370.2, SRDH2_10370.5	T265_10270, T265_10269
OG0002988	SRDH2_96360.1, SRDH2_96360.2	T265_08760
OG0002989	SRDH2_50180.1	T265_09294
OG0002990	SRDH2_83140.1, SRDH2_83140.2, SRDH2_83140.3, SRDH2_83140.4, SRDH2_83140.5	T265_11604
OG0002991	SRDH2_36570.1	T265_00107
OG0002992	SRDH2_77760.4, SRDH2_77760.1, SRDH2_77760.3, SRDH2_77760.2	T265_12542
OG0002993	SRDH2_86510.1, SRDH2_86510.2	T265_15836, T265_09955, T265_10213, T265_07127
OG0002994	SRDH2_19760.6, SRDH2_19760.2, SRDH2_19760.1, SRDH2_19760.3, SRDH2_19760.4, SRDH2_19760.5	T265_14978
OG0002995	SRDH2_93750.1	T265_10496
OG0002996	SRDH2_15440.1	T265_09556
OG0002997	SRDH2_38340.1	T265_11005
OG0002998	SRDH2_44830.3, SRDH2_44830.4, SRDH2_44830.2, SRDH2_44830.1	T265_01464
OG0002999	SRDH2_62000.1	T265_10797
OG0003000	SRDH2_27420.1	T265_13667
OG0003001	SRDH2_27370.1	T265_06939
OG0003002	SRDH2_20040.1	T265_06956
OG0003003	SRDH2_97080.1	T265_10787
OG0003004	SRDH2_76950.5, SRDH2_76950.1, SRDH2_76950.2, SRDH2_76950.3, SRDH2_76950.4	T265_02782
OG0003006	SRDH2_88090.1	T265_10485
OG0003007	SRDH2_62700.2, SRDH2_62700.5, SRDH2_62700.1, SRDH2_62700.3, SRDH2_62700.4	T265_14668
OG0003008	SRDH2_36530.1	T265_10063
OG0003009	SRDH2_6590.1	T265_04390
OG0003010	SRDH2_74910.1	T265_13842
OG0003011	SRDH2_30730.1, SRDH2_30730.2, SRDH2_30730.3, SRDH2_30730.4	T265_07456
OG0003012	SRDH2_63150.1, SRDH2_63150.2, SRDH2_63150.3	T265_02531
OG0003013	SRDH2_80220.1, SRDH2_80220.6, SRDH2_80220.7, SRDH2_80220.2, SRDH2_80220.4, SRDH2_80220.5, SRDH2_80220.3	T265_03958
OG0003014	SRDH2_86720.1	T265_14360
OG0003015	SRDH2_43650.1	T265_04992
OG0003016	SRDH2_77430.1	T265_08197
OG0003017	SRDH2_51000.1, SRDH2_51000.2, SRDH2_51000.3, SRDH2_51000.4, SRDH2_51000.5	T265_02207
OG0003018	SRDH2_97910.1	T265_05229, T265_13729, T265_16104
OG0003019	SRDH2_76410.1, SRDH2_76410.2	T265_00834
OG0003020	SRDH2_29170.1	T265_13359
OG0003021	SRDH2_86750.1	T265_11800
OG0003023	SRDH2_86670.1, SRDH2_86670.2	T265_04962, T265_12395
OG0003024	SRDH2_79760.1	T265_08219
OG0003025	SRDH2_37930.1	T265_08285
OG0003026	SRDH2_35130.1	T265_02585
OG0003027	SRDH2_17170.1, SRDH2_17170.2, SRDH2_17160.1	T265_11623
OG0003028	SRDH2_10410.1, SRDH2_10400.1	T265_14740
OG0003029	SRDH2_84170.1, SRDH2_84170.2, SRDH2_84170.3	T265_07912
OG0003030	SRDH2_19990.1	T265_14667
OG0003031	SRDH2_68200.2, SRDH2_68200.1, SRDH2_68200.3	T265_03339
OG0003032	SRDH2_60540.1	T265_09883
OG0003033	SRDH2_47620.1	T265_00067
OG0003034	SRDH2_84650.4, SRDH2_84650.1, SRDH2_84650.2, SRDH2_84650.3	T265_13931
OG0003036	SRDH2_86840.1, SRDH2_86840.2	T265_13241
OG0003037	SRDH2_81440.6, SRDH2_81440.7, SRDH2_81440.1, SRDH2_81440.4, SRDH2_81440.3, SRDH2_81440.2, SRDH2_81440.8, SRDH2_81440.5	T265_08191
OG0003038	SRDH2_53860.2, SRDH2_53860.3, SRDH2_53860.4, SRDH2_53860.1	T265_01298
OG0003039	SRDH2_46930.1	T265_12554
OG0003040	SRDH2_30460.1	T265_08335
OG0003041	SRDH2_34860.1	T265_00719
OG0003043	SRDH2_48640.2, SRDH2_48640.3, SRDH2_48640.1	T265_02896
OG0003044	SRDH2_7940.1, SRDH2_7940.3, SRDH2_7940.4, SRDH2_7940.2	T265_01567
OG0003045	SRDH2_52600.1	T265_05095
OG0003046	SRDH2_52610.1, SRDH2_52610.2, SRDH2_52610.3, SRDH2_52610.7, SRDH2_52610.4, SRDH2_52610.5, SRDH2_52610.6	T265_05093
OG0003047	SRDH2_14870.4, SRDH2_14870.1, SRDH2_14870.5, SRDH2_14870.2, SRDH2_14870.3	T265_13450
OG0003048	SRDH2_46230.1, SRDH2_46370.1, SRDH2_46380.1, SRDH2_46360.1	T265_01218, T265_09411
OG0003049	SRDH2_46220.2, SRDH2_101810.1, SRDH2_46220.1, SRDH2_46310.1, SRDH2_46250.1, SRDH2_46400.1, SRDH2_46420.1	T265_01217
OG0003050	SRDH2_80490.1, SRDH2_80490.2	T265_04271, T265_04273
OG0003051	SRDH2_24810.1	T265_09098
OG0003052	SRDH2_67200.1	T265_11750
OG0003053	SRDH2_26950.2, SRDH2_26950.1, SRDH2_26950.3	T265_03747
OG0003054	SRDH2_9100.2, SRDH2_9100.1, SRDH2_9100.3	T265_03119
OG0003055	SRDH2_57860.2, SRDH2_57860.3, SRDH2_57860.4, SRDH2_57860.1	T265_09217
OG0003056	SRDH2_8980.2, SRDH2_8980.3, SRDH2_8980.4, SRDH2_8980.6, SRDH2_8980.1, SRDH2_8980.5	T265_07027
OG0003057	SRDH2_64920.1	T265_07016
OG0003058	SRDH2_94950.1, SRDH2_94950.3, SRDH2_94950.4, SRDH2_94950.2	T265_03889
OG0003059	SRDH2_33550.1, SRDH2_33550.2, SRDH2_33550.3	T265_01103, T265_11098, T265_12033
OG0003060	SRDH2_54070.1, SRDH2_54070.2	T265_13466
OG0003061	SRDH2_84210.1, SRDH2_84210.2	T265_07124
OG0003062	SRDH2_92910.1, SRDH2_92910.2	T265_07364
OG0003063	SRDH2_18210.1	T265_15517
OG0003064	SRDH2_7960.2, SRDH2_7960.1, SRDH2_7960.3	T265_01571
OG0003065	SRDH2_22190.1	T265_12659
OG0003066	SRDH2_97400.2, SRDH2_97400.1	T265_04405
OG0003067	SRDH2_25260.1	T265_01085
OG0003068	SRDH2_78700.1	T265_11773
OG0003069	SRDH2_71790.2, SRDH2_71790.4, SRDH2_71790.1, SRDH2_71790.3	T265_01995
OG0003071	SRDH2_62330.2, SRDH2_62330.4, SRDH2_62330.1, SRDH2_62330.3, SRDH2_62330.5	T265_04804
OG0003072	SRDH2_81460.1, SRDH2_81460.2, SRDH2_81460.3	T265_11500
OG0003073	SRDH2_65620.1	T265_12790
OG0003074	SRDH2_60410.1	T265_14915
OG0003075	SRDH2_58930.1, SRDH2_58930.2	T265_14577
OG0003076	SRDH2_58990.1	T265_10794, T265_16094
OG0003077	SRDH2_76440.1	T265_15604
OG0003078	SRDH2_62750.1	T265_00099
OG0003079	SRDH2_57820.1	T265_11875
OG0003080	SRDH2_11370.1, SRDH2_11370.2	T265_07755
OG0003081	SRDH2_12450.1, SRDH2_12450.3, SRDH2_12450.4, SRDH2_12450.2	T265_03078
OG0003082	SRDH2_50860.1, SRDH2_50860.2, SRDH2_50860.3, SRDH2_50860.4	T265_11379
OG0003083	SRDH2_81230.1, SRDH2_81230.2	T265_14683
OG0003085	SRDH2_38830.1, SRDH2_38830.2, SRDH2_38830.3	T265_14689
OG0003087	SRDH2_99330.1, SRDH2_99330.2	T265_08143
OG0003088	SRDH2_21020.2, SRDH2_21020.1, SRDH2_21020.3	T265_02291, T265_04908
OG0003089	SRDH2_19110.1, SRDH2_19110.2	T265_11951
OG0003090	SRDH2_36640.1, SRDH2_36640.2	T265_13275
OG0003107	SRDH2_57770.1, SRDH2_57770.2	T265_05277
OG0003108	SRDH2_26760.1, SRDH2_26760.3, SRDH2_26760.2, SRDH2_100310.1, SRDH2_26760.4	T265_06555
OG0003109	SRDH2_15800.3, SRDH2_15800.1, SRDH2_15800.2	T265_13791
OG0003111	SRDH2_73960.1	T265_01222
OG0003112	SRDH2_68310.1	T265_03161
OG0003114	SRDH2_90310.1, SRDH2_90310.2	T265_04310
OG0003115	SRDH2_75620.2, SRDH2_75620.1, SRDH2_75620.4, SRDH2_75620.3	T265_12647
OG0003116	SRDH2_91100.1	T265_06786, T265_16161
OG0003117	SRDH2_18980.1, SRDH2_18980.2	T265_00936
OG0003120	SRDH2_74980.1	T265_12987
OG0003121	SRDH2_1650.1	T265_03332
OG0003122	SRDH2_530.1, SRDH2_530.6, SRDH2_530.3, SRDH2_530.8, SRDH2_530.5, SRDH2_530.2, SRDH2_530.4, SRDH2_530.7	T265_00248
OG0003124	SRDH2_92080.1	T265_09973
OG0003126	SRDH2_19610.3, SRDH2_19610.1, SRDH2_19610.2	T265_02263
OG0003127	SRDH2_88910.1	T265_00393
OG0003128	SRDH2_84560.1	T265_12835
OG0003129	SRDH2_2990.4, SRDH2_2990.5, SRDH2_2990.1, SRDH2_2990.2, SRDH2_2990.3	T265_00252
OG0003130	SRDH2_28330.1	T265_03769, T265_03257, T265_03259, T265_03260
OG0003131	SRDH2_73310.1	T265_16261
OG0003133	SRDH2_60880.2, SRDH2_60880.3, SRDH2_60880.1, SRDH2_60880.4	T265_15587
OG0003134	SRDH2_85930.1	T265_06539
OG0003136	SRDH2_10530.1	T265_01565
OG0003137	SRDH2_83690.1	T265_13566
OG0003138	SRDH2_92290.1, SRDH2_92290.2, SRDH2_92290.3	T265_01867, T265_12886
OG0003139	SRDH2_50160.1	T265_09293
OG0003140	SRDH2_31370.2, SRDH2_31370.4, SRDH2_31370.5, SRDH2_31370.6, SRDH2_31370.1	T265_10611
OG0003142	SRDH2_78480.2, SRDH2_78480.3, SRDH2_78480.4, SRDH2_78480.5, SRDH2_78480.6, SRDH2_78480.1, SRDH2_78480.7	T265_13088, T265_12449
OG0003144	SRDH2_39440.1, SRDH2_39440.2	T265_07038
OG0003145	SRDH2_20320.1	T265_10158, T265_10168, T265_16083
OG0003146	SRDH2_67160.1	T265_00190
OG0003147	SRDH2_50010.1	T265_04879
OG0003148	SRDH2_95960.1	T265_05214
OG0003149	SRDH2_100550.6, SRDH2_100550.8, SRDH2_100550.9, SRDH2_57060.1, SRDH2_100500.1, SRDH2_100550.1, SRDH2_100550.2, SRDH2_100550.3, SRDH2_100550.4, SRDH2_100550.5, SRDH2_100550.7, SRDH2_57490.1	T265_14469
OG0003150	SRDH2_80760.1, SRDH2_80760.3, SRDH2_80760.4, SRDH2_80760.2, SRDH2_80770.1, SRDH2_80760.5, SRDH2_80760.6	T265_03278
OG0003151	SRDH2_50740.1	T265_13108
OG0003152	SRDH2_37750.1	T265_13663, T265_16373, T265_07971, T265_16076
OG0003153	SRDH2_75710.1	T265_11495
OG0003154	SRDH2_33250.1	T265_08108
OG0003155	SRDH2_74640.6, SRDH2_74640.1, SRDH2_74640.10, SRDH2_74640.2, SRDH2_74640.3, SRDH2_74640.7, SRDH2_74640.4, SRDH2_74640.5, SRDH2_74640.8, SRDH2_74640.9	T265_07187
OG0003157	SRDH2_53610.1, SRDH2_53610.2	T265_07210
OG0003158	SRDH2_93570.3, SRDH2_93570.4, SRDH2_93570.2, SRDH2_93570.1	T265_03832
OG0003159	SRDH2_57370.1, SRDH2_57370.2	T265_10689
OG0003160	SRDH2_21100.1	T265_03695
OG0003161	SRDH2_47900.5, SRDH2_47900.2, SRDH2_47900.3, SRDH2_47900.1, SRDH2_47900.4	T265_00163
OG0003164	SRDH2_35300.1, SRDH2_35300.2	T265_07313
OG0003167	SRDH2_97010.1, SRDH2_97010.2	T265_04823, T265_15925
OG0003168	SRDH2_65230.1, SRDH2_65230.2	T265_00599
OG0003169	SRDH2_16350.1	T265_10047
OG0003170	SRDH2_18570.1	T265_09151
OG0003171	SRDH2_72510.1, SRDH2_72510.2, SRDH2_72510.3, SRDH2_72510.4	T265_14761, T265_14762
OG0003172	SRDH2_22540.1	T265_12118, T265_11052
OG0003173	SRDH2_36830.1, SRDH2_36830.2	T265_02971
OG0003174	SRDH2_77070.1	T265_08480
OG0003175	SRDH2_97160.1	T265_16305, T265_12278, T265_09707, T265_16168
OG0003176	SRDH2_72350.1, SRDH2_72350.2	T265_13135
OG0003177	SRDH2_26170.1, SRDH2_26170.2	T265_11345
OG0003178	SRDH2_35350.1	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328
OG0003179	SRDH2_77210.1	T265_01970
OG0003180	SRDH2_4350.1	T265_15379
OG0003181	SRDH2_34290.1, SRDH2_34290.2, SRDH2_34290.3, SRDH2_34290.5, SRDH2_34290.6, SRDH2_34290.4	T265_12891
OG0003182	SRDH2_31570.2, SRDH2_31570.1	T265_10341
OG0003183	SRDH2_15200.1, SRDH2_15200.2	T265_04369, T265_16026
OG0003184	SRDH2_47340.1, SRDH2_28810.2, SRDH2_28810.3, SRDH2_28810.1	T265_03526
OG0003185	SRDH2_73840.1	T265_15307
OG0003186	SRDH2_30160.1	T265_04885
