Orthogroup	schistosoma_rodhaini	opisthorchis_viverrini
OG0002424	SRDH2_57230.1	T265_00303
OG0002425	SRDH2_32170.5, SRDH2_32170.6, SRDH2_32170.7, SRDH2_32170.3, SRDH2_32170.8, SRDH2_32170.1, SRDH2_32170.2, SRDH2_32170.4	T265_10775
OG0002426	SRDH2_38030.1	T265_05883, T265_16210
OG0002427	SRDH2_8800.1, SRDH2_8790.1	T265_03972, T265_15474
OG0002428	SRDH2_14520.4, SRDH2_14520.2, SRDH2_14520.3, SRDH2_14520.1	T265_13166
OG0002429	SRDH2_40120.1	T265_06453, T265_10284
OG0002430	SRDH2_76290.1, SRDH2_76290.5, SRDH2_76290.3, SRDH2_76290.4, SRDH2_76290.6, SRDH2_76290.2	T265_02210, T265_05440, T265_02212
OG0002431	SRDH2_34250.1, SRDH2_34250.2, SRDH2_34250.3, SRDH2_34250.9, SRDH2_34250.10, SRDH2_34250.11, SRDH2_34250.4, SRDH2_34250.5, SRDH2_34250.6, SRDH2_34250.7, SRDH2_34250.8	T265_01491, T265_03774
OG0002432	SRDH2_62320.1	T265_08924
OG0002434	SRDH2_32460.1	T265_02981
OG0002435	SRDH2_29120.1, SRDH2_29120.4, SRDH2_29120.5, SRDH2_29120.2, SRDH2_29120.3	T265_14326
OG0002436	SRDH2_22530.1	T265_11614, T265_15156
OG0002437	SRDH2_53360.1, SRDH2_53360.4, SRDH2_53360.3, SRDH2_53360.2, SRDH2_53360.5	T265_00359
OG0002438	SRDH2_35370.1	T265_06508
OG0002439	SRDH2_53230.1, SRDH2_53230.4, SRDH2_53230.2, SRDH2_53230.3	T265_00836
OG0002440	SRDH2_71060.5, SRDH2_71060.1, SRDH2_71060.2, SRDH2_71060.3, SRDH2_71060.6, SRDH2_71060.7, SRDH2_71060.8, SRDH2_71060.4	T265_12915
OG0002441	SRDH2_49840.1, SRDH2_49840.3, SRDH2_49840.2	T265_05931
OG0002442	SRDH2_42880.1	T265_13576
OG0002443	SRDH2_45800.1	T265_07141
OG0002444	SRDH2_58740.1	T265_06713, T265_14104
OG0002445	SRDH2_71040.2, SRDH2_71040.4, SRDH2_71040.3, SRDH2_71040.1	T265_05838
OG0002446	SRDH2_64080.1	T265_00532
OG0002447	SRDH2_7600.3, SRDH2_7600.1, SRDH2_7600.2, SRDH2_7600.4, SRDH2_7600.5, SRDH2_7600.6	T265_08477
OG0002448	SRDH2_36330.5, SRDH2_36330.7, SRDH2_36330.2, SRDH2_36330.3, SRDH2_36330.4, SRDH2_36330.6, SRDH2_36330.1	T265_06603
OG0002449	SRDH2_18750.1	T265_08371
OG0002450	SRDH2_67540.1, SRDH2_67540.2	T265_03931, T265_03930
OG0002451	SRDH2_73890.5, SRDH2_73890.4, SRDH2_73890.3, SRDH2_73890.1, SRDH2_73890.2	T265_09840
OG0002452	SRDH2_8170.1, SRDH2_8170.2	T265_10465
OG0002453	SRDH2_47930.1	T265_00345
OG0002454	SRDH2_69050.6, SRDH2_69050.1, SRDH2_69050.2, SRDH2_69050.3, SRDH2_69050.4, SRDH2_69050.5, SRDH2_69050.7	T265_05155
OG0002455	SRDH2_66460.6, SRDH2_66460.7, SRDH2_66460.1, SRDH2_66460.3, SRDH2_66460.4, SRDH2_66460.2, SRDH2_66460.5	T265_12601
OG0002456	SRDH2_34760.1	T265_11319
OG0002457	SRDH2_74860.1	T265_01249, T265_07438
OG0002458	SRDH2_87220.1, SRDH2_87120.1, SRDH2_87300.1, SRDH2_87310.1, SRDH2_87070.1, SRDH2_87280.1, SRDH2_87050.1, SRDH2_87230.1, SRDH2_87260.1, SRDH2_87160.1, SRDH2_87060.1, SRDH2_87180.1, SRDH2_87360.1	T265_12831
OG0002459	SRDH2_32670.1, SRDH2_31990.1, SRDH2_31990.2	T265_01502
OG0002460	SRDH2_8520.1	T265_09316
OG0002461	SRDH2_9720.1, SRDH2_9690.1	T265_11504
OG0002462	SRDH2_67870.4, SRDH2_67870.1, SRDH2_67870.2, SRDH2_67870.3	T265_03327
OG0002463	SRDH2_85790.1, SRDH2_85790.2	T265_04955
OG0002465	SRDH2_85170.1	T265_11610
OG0002466	SRDH2_97270.1	T265_09526
OG0002468	SRDH2_77690.1, SRDH2_77690.2, SRDH2_77690.3, SRDH2_77690.4, SRDH2_77690.5	T265_01747
OG0002469	SRDH2_4510.1, SRDH2_4510.3, SRDH2_4510.4, SRDH2_4510.2	T265_10043
OG0002470	SRDH2_81110.1, SRDH2_81110.3, SRDH2_81110.2	T265_13777
OG0002471	SRDH2_76720.1	T265_13340
OG0002472	SRDH2_34410.1, SRDH2_34410.2, SRDH2_34410.3, SRDH2_34410.4	T265_02966
OG0002473	SRDH2_10080.4, SRDH2_10080.5, SRDH2_10080.6, SRDH2_10080.1, SRDH2_10080.2, SRDH2_10080.3, SRDH2_10080.7	T265_06276
OG0002475	SRDH2_19220.1	T265_06954
OG0002476	SRDH2_31270.1, SRDH2_31270.2, SRDH2_31270.3, SRDH2_31270.4, SRDH2_31270.5, SRDH2_31270.6, SRDH2_31270.7	T265_11632, T265_14722
OG0002477	SRDH2_78380.6, SRDH2_78380.2, SRDH2_78380.5, SRDH2_78380.3, SRDH2_78380.4, SRDH2_78380.7, SRDH2_78380.8, SRDH2_78380.1	T265_15221, T265_15220
OG0002478	SRDH2_52240.1	T265_00370
OG0002479	SRDH2_64970.1	T265_10145
OG0002480	SRDH2_28300.3, SRDH2_28300.10, SRDH2_28300.2, SRDH2_28300.4, SRDH2_28300.5, SRDH2_28300.6, SRDH2_28300.7, SRDH2_28300.8, SRDH2_28300.9, SRDH2_28300.1	T265_05583
OG0002481	SRDH2_6130.1, SRDH2_6130.3, SRDH2_6130.2	T265_06651
OG0002482	SRDH2_63290.1	T265_08130
OG0002483	SRDH2_20700.1, SRDH2_20700.6, SRDH2_20700.7, SRDH2_20700.2, SRDH2_20700.3, SRDH2_20700.4, SRDH2_20700.5	T265_11161
OG0002484	SRDH2_24150.1, SRDH2_24150.2	T265_04258
OG0002486	SRDH2_24240.1	T265_01077
OG0002487	SRDH2_82040.1	T265_01323
OG0002488	SRDH2_55830.1	T265_02854
OG0002489	SRDH2_27720.1, SRDH2_27720.2	T265_10400
OG0002490	SRDH2_76060.1	T265_04784
OG0002492	SRDH2_76710.1	T265_06763
OG0002493	SRDH2_65310.2, SRDH2_65310.6, SRDH2_65310.1, SRDH2_65310.3, SRDH2_65310.4, SRDH2_65310.8, SRDH2_65310.7, SRDH2_65310.9, SRDH2_65310.5	T265_01136
OG0002494	SRDH2_1680.1	T265_13169
OG0002495	SRDH2_13410.1, SRDH2_13410.2	T265_13492
OG0002497	SRDH2_46470.3, SRDH2_46470.2, SRDH2_46470.5, SRDH2_46470.4, SRDH2_46470.1, SRDH2_46470.6	T265_06996
OG0002498	SRDH2_880.1	T265_08380
OG0002499	SRDH2_50350.1	T265_06840
OG0002500	SRDH2_230.1, SRDH2_230.2, SRDH2_230.3, SRDH2_230.4	T265_13736
OG0002501	SRDH2_10000.1	T265_07964
OG0002502	SRDH2_57120.1	T265_07288
OG0002504	SRDH2_24190.3, SRDH2_24190.4, SRDH2_24190.5, SRDH2_24190.6, SRDH2_24190.7, SRDH2_24190.1, SRDH2_24190.2	T265_05690
OG0002505	SRDH2_52550.1, SRDH2_52550.2	T265_04916
OG0002506	SRDH2_38290.1, SRDH2_38290.2	T265_05367
OG0002507	SRDH2_85000.1	T265_06548
OG0002508	SRDH2_65700.1, SRDH2_65700.2, SRDH2_65700.3, SRDH2_65700.4	T265_00657
OG0002509	SRDH2_9500.1, SRDH2_9500.2	T265_11507
OG0002511	SRDH2_73330.1, SRDH2_73330.2, SRDH2_73330.3, SRDH2_73330.4	T265_09184
OG0002512	SRDH2_64460.1	T265_01109, T265_01107
OG0002514	SRDH2_16460.1	T265_13584
OG0002517	SRDH2_76270.1, SRDH2_76270.5, SRDH2_76270.2, SRDH2_76270.3, SRDH2_76270.4	T265_02578
OG0002518	SRDH2_42970.1	T265_09714, T265_09890
OG0002526	SRDH2_12640.1	T265_06218
OG0002527	SRDH2_41860.1, SRDH2_41860.2, SRDH2_41860.3, SRDH2_41860.4, SRDH2_41860.5, SRDH2_41860.6, SRDH2_41860.7	T265_06354
OG0002528	SRDH2_97830.1, SRDH2_97830.2	T265_13832
OG0002529	SRDH2_56320.4, SRDH2_56320.1, SRDH2_56320.2, SRDH2_56320.3	T265_00314
OG0002530	SRDH2_76580.1, SRDH2_76580.2, SRDH2_76590.1	T265_05441
OG0002531	SRDH2_27860.1	T265_09261, T265_16107
OG0002532	SRDH2_74090.1, SRDH2_74090.2	T265_06112
OG0002533	SRDH2_65970.1, SRDH2_65970.2, SRDH2_65970.3, SRDH2_65970.4	T265_10106
OG0002534	SRDH2_92970.1	T265_11289
OG0002535	SRDH2_33060.1, SRDH2_33060.2, SRDH2_33060.3	T265_04895
OG0002536	SRDH2_12720.1	T265_07878, T265_16109
OG0002537	SRDH2_84850.4, SRDH2_84850.1, SRDH2_84850.3, SRDH2_84850.2	T265_11659
OG0002538	SRDH2_62380.3, SRDH2_62380.1, SRDH2_62380.4, SRDH2_62380.2	T265_12591, T265_13956
OG0002539	SRDH2_26810.4, SRDH2_26810.3, SRDH2_26810.2, SRDH2_26810.5, SRDH2_26810.1	T265_06929
OG0002540	SRDH2_39180.9, SRDH2_39180.8, SRDH2_39180.2, SRDH2_39180.4, SRDH2_39180.1, SRDH2_39180.3, SRDH2_39180.5, SRDH2_39180.7, SRDH2_39180.6	T265_02959
OG0002541	SRDH2_56650.1, SRDH2_56650.2, SRDH2_56650.3, SRDH2_56650.4	T265_00045
OG0002542	SRDH2_93370.2, SRDH2_93370.1, SRDH2_93370.3, SRDH2_93370.4	T265_05751
OG0002543	SRDH2_29320.1	T265_02977
OG0002544	SRDH2_48450.1	T265_03611
OG0002545	SRDH2_24120.2, SRDH2_24120.1, SRDH2_24120.4, SRDH2_24120.3	T265_13460
OG0002546	SRDH2_18680.1	T265_08445
OG0002547	SRDH2_99310.1, SRDH2_99310.2	T265_02728
OG0002548	SRDH2_96970.1, SRDH2_96970.2, SRDH2_96970.3	T265_10907
OG0002549	SRDH2_28200.1, SRDH2_28200.2	T265_09253
OG0002551	SRDH2_31430.1, SRDH2_31440.1, SRDH2_31440.2, SRDH2_31440.3	T265_10827
OG0002552	SRDH2_4330.1, SRDH2_4330.2, SRDH2_4330.3, SRDH2_4330.4	T265_06270
OG0002553	SRDH2_68050.2, SRDH2_68050.4, SRDH2_68050.1	T265_12816
OG0002554	SRDH2_60470.1	T265_11518
OG0002555	SRDH2_33530.1	T265_12804
OG0002556	SRDH2_20760.5, SRDH2_20760.4, SRDH2_20760.6, SRDH2_20760.7, SRDH2_20790.1	T265_00868
OG0002557	SRDH2_42760.1	T265_01526
OG0002558	SRDH2_4080.1, SRDH2_4080.2, SRDH2_4080.3, SRDH2_4080.4, SRDH2_4080.5, SRDH2_4080.6, SRDH2_1050.1	T265_11716
OG0002559	SRDH2_24920.1, SRDH2_24920.2, SRDH2_24920.3	T265_09716
OG0002560	SRDH2_93740.1, SRDH2_93740.2	T265_10495
OG0002561	SRDH2_9750.1	T265_08002
OG0002562	SRDH2_9250.1, SRDH2_9250.2, SRDH2_9250.3	T265_06419
OG0002563	SRDH2_63070.1, SRDH2_63050.1, SRDH2_63060.1	T265_12573
OG0002564	SRDH2_79440.4, SRDH2_79440.3, SRDH2_79440.5, SRDH2_79440.6, SRDH2_79440.1, SRDH2_79440.7, SRDH2_79440.10, SRDH2_79440.9, SRDH2_79440.8, SRDH2_79440.2	T265_14413
OG0002565	SRDH2_2440.1, SRDH2_2430.1	T265_10924
OG0002566	SRDH2_67430.1	T265_01406
OG0002567	SRDH2_32960.1, SRDH2_32960.2, SRDH2_32960.3	T265_09820
OG0002568	SRDH2_65220.1, SRDH2_65220.3, SRDH2_65220.4, SRDH2_65220.2	T265_06148
OG0002569	SRDH2_66270.2, SRDH2_66270.1, SRDH2_66270.3	T265_09350
OG0002570	SRDH2_36840.1, SRDH2_36840.2	T265_15976, T265_15295, T265_02970
OG0002571	SRDH2_40470.1, SRDH2_40470.2, SRDH2_40470.3	T265_09123
OG0002572	SRDH2_60810.1, SRDH2_60810.2	T265_00523
OG0002574	SRDH2_77150.3, SRDH2_77150.2, SRDH2_77150.1	T265_05451
OG0002575	SRDH2_24590.1	T265_14312
OG0002576	SRDH2_80580.1	T265_05790
OG0002577	SRDH2_55580.1, SRDH2_55560.1	T265_05294, T265_05295
OG0002578	SRDH2_50080.8, SRDH2_50080.6, SRDH2_50080.5, SRDH2_50080.7, SRDH2_50080.2, SRDH2_50080.4, SRDH2_50080.1, SRDH2_50080.3	T265_03584
OG0002579	SRDH2_97150.1	T265_12918
OG0002580	SRDH2_60980.3, SRDH2_60980.4, SRDH2_60980.1, SRDH2_60980.2	T265_00177
OG0002581	SRDH2_62160.1, SRDH2_62160.2	T265_00663
OG0002582	SRDH2_32600.1, SRDH2_32600.3, SRDH2_32600.2, SRDH2_32600.4	T265_04496
OG0002583	SRDH2_90610.1	T265_08898
OG0002584	SRDH2_39230.4, SRDH2_39230.5, SRDH2_39230.3, SRDH2_39230.6, SRDH2_39230.2, SRDH2_39230.1	T265_13055
OG0002586	SRDH2_19470.6, SRDH2_19470.1, SRDH2_19470.2, SRDH2_19470.7, SRDH2_19470.8, SRDH2_19470.11, SRDH2_19470.4, SRDH2_19470.5, SRDH2_19470.9, SRDH2_19470.10, SRDH2_19470.3	T265_09506, T265_03414
OG0002587	SRDH2_85090.2, SRDH2_85090.1, SRDH2_85090.3	T265_06030
OG0002588	SRDH2_62760.1	T265_08785
OG0002589	SRDH2_62570.1, SRDH2_62570.2, SRDH2_62570.3, SRDH2_62570.4, SRDH2_62570.5, SRDH2_62570.6, SRDH2_62570.7, SRDH2_62570.9, SRDH2_62570.8	T265_04177
OG0002590	SRDH2_78340.1, SRDH2_78340.5, SRDH2_78340.6, SRDH2_78340.3, SRDH2_78340.4, SRDH2_78340.7, SRDH2_78340.8, SRDH2_78340.9, SRDH2_78340.2	T265_13106
OG0002591	SRDH2_80410.1	T265_11493
OG0002592	SRDH2_27910.2, SRDH2_27910.1, SRDH2_27910.3	T265_14197
OG0002593	SRDH2_82010.1	T265_02360
OG0002594	SRDH2_82000.1, SRDH2_82000.2	T265_02363
OG0002595	SRDH2_49180.4, SRDH2_49180.1, SRDH2_49180.3, SRDH2_49180.2	T265_02820
OG0002596	SRDH2_77940.1	T265_05825
OG0002597	SRDH2_14930.1	T265_12817, T265_12684
OG0002598	SRDH2_38270.1	T265_11007
OG0002599	SRDH2_69680.3, SRDH2_69680.1, SRDH2_69680.2	T265_03901
OG0002600	SRDH2_48260.4, SRDH2_48260.1, SRDH2_48260.2, SRDH2_48260.5, SRDH2_48260.3	T265_10026
OG0002601	SRDH2_13860.1	T265_03324
OG0002602	SRDH2_22940.1	T265_11163
OG0002603	SRDH2_64760.1	T265_01188
OG0002604	SRDH2_2450.4, SRDH2_2450.3, SRDH2_2450.1, SRDH2_2450.2, SRDH2_2450.5	T265_10922
OG0002605	SRDH2_50200.3, SRDH2_50200.1, SRDH2_50200.2	T265_09297
OG0002606	SRDH2_87930.1, SRDH2_87930.2, SRDH2_87930.4, SRDH2_87930.5, SRDH2_87930.6, SRDH2_87930.7, SRDH2_87930.3	T265_15010
OG0002607	SRDH2_35360.1, SRDH2_35360.3, SRDH2_35360.2	T265_15621
OG0002608	SRDH2_49010.1	T265_03557
OG0002609	SRDH2_3930.1	T265_06812
OG0002610	SRDH2_42820.1, SRDH2_42820.2	T265_04076, T265_15961
OG0002611	SRDH2_17370.5, SRDH2_17370.6, SRDH2_17370.1, SRDH2_17370.3, SRDH2_17370.4, SRDH2_17370.2	T265_10160
OG0002612	SRDH2_24660.1	T265_14890
OG0002613	SRDH2_45720.1, SRDH2_71270.1	T265_08303, T265_07594
OG0002614	SRDH2_260.1	T265_15097, T265_16170
OG0002615	SRDH2_85660.1, SRDH2_85660.2	T265_03587
OG0002616	SRDH2_37680.1	T265_04004
OG0002617	SRDH2_41240.1	T265_04692
OG0002618	SRDH2_58760.1, SRDH2_58750.1	T265_06714, T265_16357
OG0002619	SRDH2_61650.2, SRDH2_61650.3, SRDH2_61650.4, SRDH2_61650.1, SRDH2_61650.5, SRDH2_61650.7, SRDH2_61650.6, SRDH2_61650.8	T265_10984
OG0002620	SRDH2_30680.1, SRDH2_30680.2	T265_08636
OG0002621	SRDH2_8630.1	T265_09809
OG0002622	SRDH2_57940.1	T265_11458
OG0002623	SRDH2_11630.1, SRDH2_11630.2, SRDH2_11630.3	T265_04416
OG0002624	SRDH2_17080.6, SRDH2_17080.1, SRDH2_17080.2, SRDH2_17080.3, SRDH2_17080.5, SRDH2_17080.4	T265_07686
OG0002625	SRDH2_33610.1, SRDH2_33610.2, SRDH2_33610.3, SRDH2_33610.4, SRDH2_33610.5	T265_06474
OG0002626	SRDH2_59020.2, SRDH2_59050.1	T265_08212
OG0002627	SRDH2_15050.1	T265_03218
OG0002628	SRDH2_42020.1	T265_08624
OG0002629	SRDH2_94260.1	T265_13471
OG0002630	SRDH2_9060.1	T265_01008
OG0002631	SRDH2_25480.12, SRDH2_25480.9, SRDH2_25480.1, SRDH2_25480.13, SRDH2_25480.4, SRDH2_25480.6, SRDH2_25480.7, SRDH2_25480.8, SRDH2_25480.11, SRDH2_25480.10, SRDH2_25480.14, SRDH2_25480.3, SRDH2_25480.2, SRDH2_25480.5	T265_05687
OG0002632	SRDH2_23350.1	T265_06015
OG0002633	SRDH2_40080.1, SRDH2_40090.1	T265_04018
OG0002634	SRDH2_25310.1	T265_05042
OG0002635	SRDH2_23690.1	T265_06947
OG0002636	SRDH2_82250.1	T265_12437
OG0002637	SRDH2_97660.1	T265_14280, T265_14279
OG0002638	SRDH2_55090.1	T265_01339
OG0002639	SRDH2_69100.5, SRDH2_69100.3, SRDH2_69100.4, SRDH2_69100.1, SRDH2_69100.2	T265_06794
OG0002640	SRDH2_10930.1, SRDH2_10930.2	T265_08171
OG0002641	SRDH2_54540.3, SRDH2_54540.1, SRDH2_54540.2	T265_11303
OG0002642	SRDH2_1500.1, SRDH2_1500.2	T265_06912
OG0002643	SRDH2_4290.4, SRDH2_4290.5, SRDH2_4290.3, SRDH2_4290.2, SRDH2_4290.1	T265_10968
OG0002644	SRDH2_63500.1	T265_14640
OG0002645	SRDH2_10270.1	T265_00224
OG0002646	SRDH2_27450.1	T265_05691
OG0002647	SRDH2_91050.4, SRDH2_91050.1, SRDH2_91050.2, SRDH2_91050.3	T265_03821
OG0002648	SRDH2_6660.5, SRDH2_6660.6, SRDH2_6660.7, SRDH2_6660.1, SRDH2_6660.2, SRDH2_6660.3, SRDH2_6660.4, SRDH2_102130.1	T265_04212
OG0002649	SRDH2_95810.1, SRDH2_95850.1, SRDH2_40540.1	T265_05362
OG0002650	SRDH2_8640.1	T265_14961
OG0002651	SRDH2_10970.1, SRDH2_10970.2	T265_13532, T265_13531
OG0002652	SRDH2_45440.1	T265_03490, T265_03489
OG0002653	SRDH2_93540.2, SRDH2_93540.1	T265_05349
OG0002654	SRDH2_83320.2, SRDH2_83320.3, SRDH2_83320.1	T265_15265
OG0002655	SRDH2_56930.1, SRDH2_56930.2, SRDH2_56930.3, SRDH2_56930.4, SRDH2_56930.5	T265_07489
OG0002656	SRDH2_21110.1, SRDH2_21110.2	T265_13304
OG0002657	SRDH2_16540.1, SRDH2_16540.2	T265_13545
OG0002658	SRDH2_29870.1, SRDH2_29870.3, SRDH2_29870.4, SRDH2_29870.5, SRDH2_29870.6, SRDH2_29870.2	T265_00747, T265_12627
OG0002660	SRDH2_2670.1, SRDH2_2680.1	T265_00945
OG0002661	SRDH2_65380.1	T265_13706
OG0002662	SRDH2_85900.1	T265_14428
OG0002663	SRDH2_86700.1	T265_10211
OG0002664	SRDH2_99550.1	T265_11068, T265_16106
OG0002665	SRDH2_51020.1	T265_06844, T265_16075
OG0002666	SRDH2_38110.3, SRDH2_38110.2, SRDH2_38110.1	T265_10120
OG0002667	SRDH2_28010.1, SRDH2_28010.2, SRDH2_28010.3, SRDH2_28010.4, SRDH2_28010.5	T265_03243
OG0002668	SRDH2_70760.1	T265_01423
OG0002669	SRDH2_91780.1	T265_13389
OG0002670	SRDH2_29090.1, SRDH2_29090.2	T265_02796
OG0002671	SRDH2_96990.1, SRDH2_96990.2	T265_04847
OG0002672	SRDH2_75750.1, SRDH2_75750.2	T265_00778
OG0002673	SRDH2_75840.1	T265_14755
OG0002674	SRDH2_28180.1, SRDH2_28180.2	T265_02974, T265_09573
OG0002675	SRDH2_10160.4, SRDH2_10160.2, SRDH2_10160.3, SRDH2_10160.1	T265_01135
OG0002676	SRDH2_70550.1	T265_08124
OG0002677	SRDH2_64060.1, SRDH2_64060.2	T265_11806
OG0002678	SRDH2_7720.1	T265_14495, T265_08174
OG0002679	SRDH2_82650.1, SRDH2_82650.2, SRDH2_82650.3	T265_14188
OG0002680	SRDH2_68860.1, SRDH2_68860.2	T265_01156
OG0002681	SRDH2_27780.1, SRDH2_27780.2, SRDH2_27780.3, SRDH2_27780.4	T265_11893, T265_11894
OG0002682	SRDH2_22810.1	T265_10217
OG0002683	SRDH2_97770.1, SRDH2_101340.1	T265_13830
OG0002684	SRDH2_21850.1	T265_05163
OG0002685	SRDH2_16420.1, SRDH2_16430.1	T265_09546
OG0002686	SRDH2_54800.1	T265_13273
OG0002687	SRDH2_29640.1, SRDH2_29640.2	T265_04020, T265_04336
OG0002688	SRDH2_26250.1, SRDH2_26260.1	T265_11653
OG0002689	SRDH2_26300.2, SRDH2_26300.1	T265_04523
OG0002690	SRDH2_41110.1, SRDH2_41110.4, SRDH2_41110.5, SRDH2_41110.8, SRDH2_41110.6, SRDH2_41110.2, SRDH2_41110.3, SRDH2_41110.7	T265_09672
OG0002691	SRDH2_85850.1, SRDH2_85850.3, SRDH2_85850.4, SRDH2_85850.2	T265_15871
OG0002692	SRDH2_15250.1, SRDH2_15250.3, SRDH2_15250.4, SRDH2_15250.2	T265_11446
OG0002693	SRDH2_48980.1, SRDH2_48980.2	T265_02440
OG0002694	SRDH2_96700.1	T265_04234, T265_07936
OG0002696	SRDH2_35890.1, SRDH2_35890.2, SRDH2_35890.3	T265_08323
OG0002697	SRDH2_11190.1, SRDH2_11190.3, SRDH2_11190.4, SRDH2_11190.2	T265_08181
OG0002698	SRDH2_2510.1, SRDH2_2510.2	T265_12501
OG0002699	SRDH2_5410.1, SRDH2_5410.2, SRDH2_5410.3, SRDH2_5410.5, SRDH2_5410.4	T265_03019
OG0002700	SRDH2_99840.1, SRDH2_99840.2, SRDH2_99840.3	T265_02734
OG0002701	SRDH2_56050.1, SRDH2_55990.1	T265_00287
OG0002709	SRDH2_8260.2, SRDH2_8260.1	T265_09385
OG0002710	SRDH2_1220.1	T265_02910, T265_02911
OG0002711	SRDH2_92170.3, SRDH2_92170.2, SRDH2_92170.1, SRDH2_92170.4	T265_11288
OG0002713	SRDH2_48540.1	T265_05798
OG0002714	SRDH2_79400.1, SRDH2_79400.2, SRDH2_79400.3, SRDH2_79400.4, SRDH2_79400.5	T265_09095
OG0002715	SRDH2_62180.1	T265_02021
OG0002716	SRDH2_68520.6, SRDH2_68520.4, SRDH2_68520.5, SRDH2_68520.2, SRDH2_68520.3, SRDH2_68520.1	T265_07182, T265_14219
OG0002717	SRDH2_93410.2, SRDH2_93410.5, SRDH2_93410.3, SRDH2_93410.4, SRDH2_93410.1	T265_01862, T265_16344
OG0002718	SRDH2_69580.3, SRDH2_69580.1, SRDH2_69580.2, SRDH2_69580.4	T265_08451, T265_10568
OG0002719	SRDH2_5780.1	T265_06423
OG0002720	SRDH2_5250.1, SRDH2_5250.2, SRDH2_5250.3, SRDH2_5250.4	T265_09225, T265_09226
OG0002721	SRDH2_98430.1, SRDH2_98430.2, SRDH2_98430.3	T265_11661
OG0002722	SRDH2_22460.1	T265_08585
OG0002724	SRDH2_84130.1	T265_12997
OG0002725	SRDH2_4430.1, SRDH2_4430.4, SRDH2_4430.5, SRDH2_4430.6, SRDH2_4430.3, SRDH2_4430.2	T265_08421
OG0002726	SRDH2_31250.1, SRDH2_31250.2, SRDH2_31250.4, SRDH2_31250.5, SRDH2_31250.6, SRDH2_31250.7, SRDH2_31250.8, SRDH2_31250.3	T265_08999
OG0002727	SRDH2_75600.1, SRDH2_75600.2	T265_00821
OG0002728	SRDH2_8760.1	T265_06495
OG0002729	SRDH2_16670.1	T265_13191, T265_07546, T265_07956, T265_14318
OG0002730	SRDH2_83100.1, SRDH2_83100.2	T265_02419, T265_16240
OG0002731	SRDH2_47110.1	T265_01959, T265_13402
OG0002732	SRDH2_68930.2, SRDH2_68930.3, SRDH2_68930.1, SRDH2_68930.5, SRDH2_68930.6, SRDH2_68930.4	T265_14352
OG0002733	SRDH2_24800.1	T265_13194, T265_16356
OG0002734	SRDH2_42610.1	T265_13416
OG0002735	SRDH2_31360.11, SRDH2_31360.2, SRDH2_31360.10, SRDH2_31360.9, SRDH2_31360.6, SRDH2_31360.4, SRDH2_31360.1, SRDH2_31360.3, SRDH2_31360.5, SRDH2_31360.7, SRDH2_31360.8	T265_10699
OG0002736	SRDH2_24770.1	T265_03760
OG0002737	SRDH2_34240.1	T265_05897
OG0002738	SRDH2_32080.1	T265_03554, T265_03555, T265_05707, T265_10277, T265_12164, T265_12402, T265_05828
OG0002739	SRDH2_14730.1	T265_09407
OG0002740	SRDH2_39750.1, SRDH2_39750.2	T265_02573
OG0002741	SRDH2_17950.1, SRDH2_17950.2, SRDH2_17950.3, SRDH2_17950.4, SRDH2_17950.5	T265_10545, T265_11017
OG0002742	SRDH2_74240.2, SRDH2_74240.1, SRDH2_74240.6, SRDH2_74240.3, SRDH2_74240.4, SRDH2_74240.5	T265_12515
OG0002743	SRDH2_42200.4, SRDH2_42200.5, SRDH2_42200.3, SRDH2_42200.1, SRDH2_42200.2	T265_15636
OG0002744	SRDH2_59180.3, SRDH2_59180.1, SRDH2_59180.2	T265_06158
OG0002745	SRDH2_95330.1	T265_05355
OG0002747	SRDH2_26160.1	T265_11759
OG0002748	SRDH2_32820.1	T265_13947, T265_06098
OG0002749	SRDH2_48480.2, SRDH2_48480.1	T265_06761
OG0002750	SRDH2_47870.1, SRDH2_47870.2, SRDH2_47870.3	T265_13284, T265_16195
OG0002751	SRDH2_40050.1, SRDH2_40050.2, SRDH2_40050.3, SRDH2_40050.4	T265_00573
OG0002752	SRDH2_72170.1	T265_00423, T265_16111
OG0002755	SRDH2_3940.1, SRDH2_3940.2	T265_09929
OG0002756	SRDH2_59730.1, SRDH2_59730.2, SRDH2_59730.3, SRDH2_59730.4	T265_00650
OG0002757	SRDH2_36700.1	T265_00762
OG0002758	SRDH2_5470.5, SRDH2_5470.1, SRDH2_5470.2, SRDH2_5470.3, SRDH2_5470.4	T265_00955
OG0002759	SRDH2_28570.2, SRDH2_28570.1, SRDH2_28570.3, SRDH2_28570.4	T265_03239
OG0002760	SRDH2_3640.1, SRDH2_3630.1, SRDH2_3630.2	T265_11036, T265_11034, T265_11035
OG0002761	SRDH2_6710.1	T265_03044
OG0002762	SRDH2_99090.1	T265_13549
OG0002763	SRDH2_80510.1	T265_13464
OG0002764	SRDH2_36910.1	T265_08194, T265_02184, T265_02185
OG0002765	SRDH2_71050.1	T265_05839
OG0002766	SRDH2_72640.1	T265_00330
OG0002767	SRDH2_50210.1	T265_06760
OG0002768	SRDH2_2280.1	T265_10258, T265_16169
OG0002769	SRDH2_26610.1	T265_01046
OG0002771	SRDH2_35670.1	T265_08021, T265_08022
OG0002774	SRDH2_2800.1, SRDH2_2800.2	T265_05258
OG0002776	SRDH2_76480.1	T265_11356
