Orthogroup	schistosoma_spindale	fasciola_gigantica
OG0001695	SSPN1_39040.1, SSPN1_39040.2	FGIG_02650
OG0001696	SSPN1_41660.1, SSPN1_41660.3, SSPN1_41660.2	FGIG_02668
OG0001697	SSPN1_90770.1, SSPN1_90770.2	FGIG_02799
OG0001698	SSPN1_75300.1	FGIG_02827
OG0001699	SSPN1_62500.1	FGIG_08442, FGIG_12071, FGIG_02860
OG0001700	SSPN1_15400.1, SSPN1_15400.3, SSPN1_15400.4, SSPN1_15400.2, SSPN1_15400.5, SSPN1_15400.6, SSPN1_15400.7	FGIG_02948
OG0001701	SSPN1_81170.1, SSPN1_81160.1	FGIG_02954
OG0001702	SSPN1_43380.2, SSPN1_43380.1, SSPN1_43380.3	FGIG_03036
OG0001703	SSPN1_35310.2, SSPN1_35310.1, SSPN1_35310.3	FGIG_03206
OG0001704	SSPN1_15210.1, SSPN1_15210.2	FGIG_03262
OG0001705	SSPN1_23760.1, SSPN1_23770.1	FGIG_03312
OG0001706	SSPN1_38890.3, SSPN1_38890.2, SSPN1_38890.1	FGIG_03334
OG0001707	SSPN1_59530.1, SSPN1_59530.3, SSPN1_59530.2	FGIG_03346, FGIG_11546
OG0001708	SSPN1_90940.1	FGIG_07923, FGIG_03395
OG0001709	SSPN1_28580.1	FGIG_03643
OG0001710	SSPN1_83080.1	FGIG_03672
OG0001711	SSPN1_89940.1, SSPN1_89940.2	FGIG_03723, FGIG_09584, FGIG_05732, FGIG_12458
OG0001712	SSPN1_40340.1, SSPN1_40340.2	FGIG_04007
OG0001713	SSPN1_56300.1	FGIG_04033
OG0001714	SSPN1_56310.1	FGIG_04034
OG0001715	SSPN1_22880.1, SSPN1_22880.2, SSPN1_22880.3, SSPN1_22880.4	FGIG_04340
OG0001716	SSPN1_66870.1, SSPN1_66870.2, SSPN1_66960.1	FGIG_04933, FGIG_04367
OG0001717	SSPN1_27740.1	FGIG_04529
OG0001718	SSPN1_15500.4, SSPN1_15500.5, SSPN1_15500.1, SSPN1_15500.2, SSPN1_15500.3	FGIG_04552
OG0001719	SSPN1_42180.1, SSPN1_42180.2	FGIG_04710, FGIG_04709
OG0001720	SSPN1_18810.1	FGIG_04866, FGIG_06080
OG0001721	SSPN1_54720.1, SSPN1_54740.1	FGIG_04876
OG0001722	SSPN1_19390.2, SSPN1_19390.5, SSPN1_19390.1, SSPN1_19390.3, SSPN1_19390.4	FGIG_04965, FGIG_10318
OG0001723	SSPN1_19600.1, SSPN1_19600.3, SSPN1_19600.2	FGIG_05019
OG0001724	SSPN1_69710.3, SSPN1_69710.1, SSPN1_69710.2	FGIG_05138, FGIG_11352
OG0001725	SSPN1_68200.1, SSPN1_68190.1	FGIG_05235
OG0001726	SSPN1_35110.1	FGIG_08225, FGIG_11396
OG0001726	SSPN1_78550.1	FGIG_05249
OG0001727	SSPN1_85650.1, SSPN1_85650.2, SSPN1_85650.3, SSPN1_85650.4, SSPN1_85640.1	FGIG_05253
OG0001728	SSPN1_60210.1, SSPN1_60210.2	FGIG_05390
OG0001729	SSPN1_19770.2, SSPN1_19770.1, SSPN1_19770.3	FGIG_05422
OG0001730	SSPN1_10920.1, SSPN1_10920.2	FGIG_05448
OG0001731	SSPN1_29730.1, SSPN1_29730.2	FGIG_05472
OG0001732	SSPN1_46800.1	FGIG_05692
OG0001733	SSPN1_64420.4, SSPN1_64420.1, SSPN1_64420.2, SSPN1_64420.3	FGIG_05918
OG0001734	SSPN1_88900.1	FGIG_05951, FGIG_07347
OG0001735	SSPN1_25270.1	FGIG_06068
OG0001736	SSPN1_13710.1, SSPN1_13710.3, SSPN1_13710.4, SSPN1_13710.2	FGIG_06248, FGIG_09628
OG0001737	SSPN1_88400.1, SSPN1_88400.4, SSPN1_88400.2, SSPN1_88400.3	FGIG_06314
OG0001738	SSPN1_40370.1	FGIG_06451, FGIG_06452
OG0001739	SSPN1_39870.1	FGIG_06589
OG0001740	SSPN1_53050.1, SSPN1_53050.2, SSPN1_53050.3	FGIG_06601
OG0001741	SSPN1_4450.1	FGIG_06645
OG0001742	SSPN1_52520.1	FGIG_06724
OG0001743	SSPN1_87270.1	FGIG_06750
OG0001744	SSPN1_65970.1	FGIG_06776
OG0001745	SSPN1_27680.1	FGIG_10942, FGIG_06817
OG0001746	SSPN1_79510.1	FGIG_07007, FGIG_11346
OG0001747	SSPN1_5900.1	FGIG_10446, FGIG_07087
OG0001748	SSPN1_56720.1, SSPN1_56720.2	FGIG_07196
OG0001749	SSPN1_25360.1	FGIG_07207
OG0001750	SSPN1_4070.1, SSPN1_4070.2	FGIG_07290, FGIG_11354
OG0001751	SSPN1_25490.1	FGIG_07350
OG0001752	SSPN1_20220.1	FGIG_07833, FGIG_07832, FGIG_07400
OG0001753	SSPN1_19170.1	FGIG_07740
OG0001754	SSPN1_64610.3, SSPN1_64610.2, SSPN1_64610.1	FGIG_07797, FGIG_07796
OG0001755	SSPN1_3980.1	FGIG_07829
OG0001756	SSPN1_48520.2, SSPN1_48520.5, SSPN1_48520.1, SSPN1_48520.3, SSPN1_48520.4	FGIG_08210
OG0001757	SSPN1_47190.1, SSPN1_47190.2, SSPN1_47190.3, SSPN1_47190.4	FGIG_08253
OG0001758	SSPN1_82040.3, SSPN1_82040.5, SSPN1_82040.6, SSPN1_82040.4, SSPN1_82040.1, SSPN1_82040.2	FGIG_12341, FGIG_08329
OG0001759	SSPN1_65060.1, SSPN1_65060.2	FGIG_12373, FGIG_08557, FGIG_11928
OG0001760	SSPN1_57440.1	FGIG_08695, FGIG_08696, FGIG_08694
OG0001761	SSPN1_68740.1, SSPN1_68740.2	FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736
OG0001762	SSPN1_92790.1, SSPN1_92800.1	FGIG_08880, FGIG_11962
OG0001763	SSPN1_29950.2, SSPN1_29950.1, SSPN1_29950.3	FGIG_08936
OG0001764	SSPN1_14640.2, SSPN1_14640.1	FGIG_09029, FGIG_09028
OG0001765	SSPN1_60350.5, SSPN1_60350.1, SSPN1_60350.6, SSPN1_60350.4, SSPN1_60350.7, SSPN1_60350.2, SSPN1_60350.3	FGIG_09205
OG0001766	SSPN1_36460.1	FGIG_09234
OG0001767	SSPN1_3930.1	FGIG_12380, FGIG_09314
OG0001768	SSPN1_83090.1, SSPN1_83090.2, SSPN1_83090.3	FGIG_09327
OG0001769	SSPN1_2550.1, SSPN1_2550.4, SSPN1_2550.2, SSPN1_2550.3	FGIG_09331
OG0001770	SSPN1_37350.1, SSPN1_37350.2	FGIG_09332
OG0001771	SSPN1_51030.1	FGIG_09366
OG0001772	SSPN1_85890.1, SSPN1_85890.2	FGIG_09813
OG0001773	SSPN1_60600.1	FGIG_09836
OG0001774	SSPN1_6910.1, SSPN1_6910.3, SSPN1_6910.2	FGIG_09938
OG0001775	SSPN1_10900.2, SSPN1_10900.1, SSPN1_10900.3	FGIG_10075
OG0001776	SSPN1_91540.1	FGIG_10105
OG0001777	SSPN1_5260.4, SSPN1_5260.3, SSPN1_5260.1, SSPN1_5260.2	FGIG_10186
OG0001778	SSPN1_86380.1	FGIG_10398
OG0001779	SSPN1_22850.1, SSPN1_22850.2, SSPN1_22850.3, SSPN1_22850.4, SSPN1_22850.5, SSPN1_22850.6	FGIG_10521
OG0001780	SSPN1_27220.1	FGIG_10677
OG0001781	SSPN1_91800.1, SSPN1_91800.3, SSPN1_91800.4, SSPN1_91800.2	FGIG_10803, FGIG_11244
OG0001782	SSPN1_58270.1, SSPN1_58270.3, SSPN1_58270.2	FGIG_10806
OG0001783	SSPN1_29610.1	FGIG_10960
OG0001784	SSPN1_41020.1, SSPN1_41020.2, SSPN1_41020.4, SSPN1_41020.6, SSPN1_41020.3, SSPN1_41020.5	FGIG_11263
OG0001785	SSPN1_22110.1	FGIG_11277
OG0001786	SSPN1_65420.1	FGIG_11466
OG0001787	SSPN1_22130.1	FGIG_11743
OG0001788	SSPN1_74220.1	FGIG_11918
OG0001789	SSPN1_20840.1	FGIG_12472
OG0001790	SSPN1_30650.5, SSPN1_30650.1, SSPN1_30650.2, SSPN1_30650.3, SSPN1_30650.4	FGIG_12557
OG0001800	SSPN1_54070.6, SSPN1_54070.5, SSPN1_54070.9, SSPN1_54070.10, SSPN1_54070.11, SSPN1_54070.7, SSPN1_54070.8, SSPN1_54070.1, SSPN1_54070.3, SSPN1_54070.2, SSPN1_54070.4	FGIG_00037
OG0001801	SSPN1_16280.2, SSPN1_16280.1, SSPN1_16280.3, SSPN1_16280.6, SSPN1_16280.5, SSPN1_16280.4, SSPN1_16280.7	FGIG_00130
OG0001802	SSPN1_34350.1, SSPN1_34350.2	FGIG_00149
OG0001803	SSPN1_39300.1	FGIG_00286
OG0001804	SSPN1_38000.1	FGIG_00398
OG0001805	SSPN1_42480.1, SSPN1_42480.2, SSPN1_42480.3	FGIG_00507, FGIG_00508
OG0001806	SSPN1_92610.1, SSPN1_92600.1	FGIG_00525
OG0001807	SSPN1_16270.1, SSPN1_16270.4, SSPN1_16270.5, SSPN1_16270.6, SSPN1_16270.2, SSPN1_16270.3	FGIG_00587
OG0001808	SSPN1_11940.1	FGIG_00700
OG0001809	SSPN1_37770.3, SSPN1_37770.6, SSPN1_37770.5, SSPN1_37770.1, SSPN1_37770.2, SSPN1_37770.4	FGIG_00729
OG0001810	SSPN1_90570.1	FGIG_00762
OG0001811	SSPN1_66400.1	FGIG_05656
OG0001811	SSPN1_8660.1	FGIG_00833
OG0001812	SSPN1_72100.1, SSPN1_72100.6, SSPN1_72100.2, SSPN1_72100.3, SSPN1_72100.4, SSPN1_72100.5	FGIG_00836
OG0001813	SSPN1_18920.1	FGIG_00936
OG0001814	SSPN1_71790.1	FGIG_00962
OG0001815	SSPN1_45870.1	FGIG_01073, FGIG_01074
OG0001816	SSPN1_45660.1	FGIG_01170
OG0001817	SSPN1_31990.2, SSPN1_31990.3, SSPN1_31990.1	FGIG_01315
OG0001818	SSPN1_47890.1, SSPN1_47890.2, SSPN1_47890.5, SSPN1_47890.3, SSPN1_47890.6, SSPN1_47890.4	FGIG_01476
OG0001819	SSPN1_12600.1, SSPN1_12600.2	FGIG_01638
OG0001820	SSPN1_63390.1	FGIG_01817, FGIG_01816
OG0001821	SSPN1_78330.1	FGIG_01822
OG0001821	SSPN1_55450.1	FGIG_03077
OG0001822	SSPN1_90170.1	FGIG_01856, FGIG_12355
OG0001823	SSPN1_9860.1	FGIG_02236, FGIG_05411
OG0001824	SSPN1_15300.1, SSPN1_15300.2, SSPN1_15300.3	FGIG_02287
OG0001825	SSPN1_49560.2, SSPN1_49560.1, SSPN1_49560.3	FGIG_02531
OG0001826	SSPN1_5120.1, SSPN1_5120.2	FGIG_02634
OG0001827	SSPN1_74920.1, SSPN1_74920.2, SSPN1_74930.1	FGIG_12499
OG0001828	SSPN1_51150.1, SSPN1_51150.3, SSPN1_51150.4, SSPN1_51150.2	FGIG_02847
OG0001829	SSPN1_26750.1	FGIG_02872
OG0001829	SSPN1_25760.1	FGIG_03015
OG0001830	SSPN1_55570.1, SSPN1_55570.2, SSPN1_55570.3	FGIG_02879, FGIG_12693
OG0001831	SSPN1_58820.1, SSPN1_58820.2, SSPN1_58820.3, SSPN1_58820.4, SSPN1_58820.5	FGIG_02881
OG0001832	SSPN1_56160.1, SSPN1_56180.1	FGIG_02973
OG0001833	SSPN1_56020.2, SSPN1_56020.1, SSPN1_56020.3	FGIG_02974
OG0001834	SSPN1_71570.1	FGIG_02991
OG0001835	SSPN1_14010.2, SSPN1_14010.3, SSPN1_14010.5, SSPN1_14010.6, SSPN1_14010.4, SSPN1_14010.1	FGIG_11589, FGIG_03039
OG0001836	SSPN1_2740.1, SSPN1_2750.1, SSPN1_2730.1	FGIG_03199
OG0001837	SSPN1_78890.1	FGIG_03271
OG0001838	SSPN1_25530.1, SSPN1_25530.3, SSPN1_25530.2	FGIG_03289
OG0001839	SSPN1_51760.1, SSPN1_51760.2, SSPN1_51760.3, SSPN1_51760.4	FGIG_03331
OG0001840	SSPN1_32850.1, SSPN1_32850.2, SSPN1_32850.3	FGIG_03379
OG0001841	SSPN1_14420.1	FGIG_03429
OG0001842	SSPN1_91080.1	FGIG_03482, FGIG_12479
OG0001843	SSPN1_40380.1	FGIG_03549
OG0001844	SSPN1_21480.1, SSPN1_21480.3, SSPN1_21480.4, SSPN1_21480.5, SSPN1_21480.2, SSPN1_21480.6, SSPN1_21480.7	FGIG_03580
OG0001845	SSPN1_91450.1, SSPN1_91450.5, SSPN1_91450.4, SSPN1_91450.2, SSPN1_91450.3	FGIG_03666
OG0001846	SSPN1_25840.3, SSPN1_25840.5, SSPN1_25840.1, SSPN1_25840.2, SSPN1_25840.4, SSPN1_25840.6	FGIG_11334, FGIG_03780, FGIG_03781
OG0001847	SSPN1_4610.1, SSPN1_4610.8, SSPN1_4610.7, SSPN1_4610.6, SSPN1_4610.4, SSPN1_4610.2, SSPN1_4610.5, SSPN1_4610.3	FGIG_03848
OG0001848	SSPN1_5520.1	FGIG_04380
OG0001849	SSPN1_59900.1, SSPN1_59900.2	FGIG_04452
OG0001850	SSPN1_70470.1	FGIG_04633
OG0001851	SSPN1_51170.1	FGIG_04765
OG0001852	SSPN1_28310.1	FGIG_04961
OG0001853	SSPN1_3580.1, SSPN1_3390.1	FGIG_05001
OG0001854	SSPN1_92890.1, SSPN1_92870.1, SSPN1_92890.2, SSPN1_92860.1, SSPN1_92840.1	FGIG_05079, FGIG_05080
OG0001855	SSPN1_68710.1	FGIG_05092
OG0001856	SSPN1_72760.5, SSPN1_72760.6, SSPN1_72760.2, SSPN1_72760.3, SSPN1_72760.1, SSPN1_72760.4	FGIG_05147
OG0001857	SSPN1_73700.2, SSPN1_73700.1	FGIG_05152
OG0001858	SSPN1_43400.2, SSPN1_43400.1, SSPN1_43400.3	FGIG_05246
OG0001859	SSPN1_8430.1, SSPN1_8430.2, SSPN1_8430.3	FGIG_05352
OG0001860	SSPN1_26030.5, SSPN1_26030.3, SSPN1_26030.1, SSPN1_26030.2, SSPN1_26030.4, SSPN1_26040.2, SSPN1_26040.1	FGIG_12696, FGIG_05529, FGIG_08194
OG0001861	SSPN1_72250.1	FGIG_05537
OG0001862	SSPN1_4300.2, SSPN1_4300.7, SSPN1_4300.5, SSPN1_4300.9, SSPN1_4300.6, SSPN1_4300.8, SSPN1_4300.1, SSPN1_4300.3, SSPN1_4300.4	FGIG_05612
OG0001863	SSPN1_79330.1, SSPN1_25980.1	FGIG_05675
OG0001864	SSPN1_72440.1, SSPN1_72440.2, SSPN1_72440.3, SSPN1_72440.4, SSPN1_72440.5, SSPN1_72440.6	FGIG_05957, FGIG_05774, FGIG_05958
OG0001865	SSPN1_7010.1	FGIG_05792
OG0001866	SSPN1_86520.1	FGIG_05934, FGIG_07819, FGIG_07820
OG0001867	SSPN1_47930.1	FGIG_06039
OG0001868	SSPN1_2590.2, SSPN1_2590.1	FGIG_06184
OG0001869	SSPN1_13140.1	FGIG_12654, FGIG_06195, FGIG_06196
OG0001870	SSPN1_49530.1, SSPN1_49530.2	FGIG_06239
OG0001871	SSPN1_41610.3, SSPN1_41610.4, SSPN1_41610.1, SSPN1_41610.2	FGIG_06490
OG0001872	SSPN1_79150.1, SSPN1_79150.2	FGIG_06502, FGIG_08638
OG0001873	SSPN1_37390.4, SSPN1_37390.1, SSPN1_37390.5, SSPN1_37390.6, SSPN1_37390.2, SSPN1_37390.3	FGIG_06583
OG0001874	SSPN1_22380.1	FGIG_06688, FGIG_07094
OG0001875	SSPN1_84920.1	FGIG_06832
OG0001876	SSPN1_21080.1, SSPN1_21080.2, SSPN1_21080.4, SSPN1_21080.5, SSPN1_21080.7, SSPN1_21080.3, SSPN1_21080.6	FGIG_06870
OG0001877	SSPN1_13340.1	FGIG_06876
OG0001878	SSPN1_54680.1, SSPN1_54680.2	FGIG_07481, FGIG_07111
OG0001879	SSPN1_25350.1	FGIG_07185
OG0001880	SSPN1_12370.1	FGIG_07399
OG0001881	SSPN1_56990.1	FGIG_08617, FGIG_07427
OG0001882	SSPN1_71490.1	FGIG_10254, FGIG_07480
OG0001883	SSPN1_3250.1, SSPN1_3250.2, SSPN1_3250.3	FGIG_07514
OG0001884	SSPN1_84910.1	FGIG_07616
OG0001885	SSPN1_17720.2, SSPN1_17720.1	FGIG_07748
OG0001886	SSPN1_69800.1, SSPN1_69810.1, SSPN1_69810.2	FGIG_07805
OG0001887	SSPN1_61530.2, SSPN1_61530.1	FGIG_07966
OG0001888	SSPN1_58090.1	FGIG_08128, FGIG_09905, FGIG_12317
OG0001889	SSPN1_81350.1	FGIG_08133
OG0001890	SSPN1_46090.1	FGIG_08277
OG0001891	SSPN1_88820.1	FGIG_08290
OG0001892	SSPN1_75740.1	FGIG_08312
OG0001893	SSPN1_37230.1, SSPN1_37230.3, SSPN1_37230.2	FGIG_08493
OG0001894	SSPN1_79000.2, SSPN1_79000.3, SSPN1_79000.1, SSPN1_79000.4	FGIG_08662
OG0001895	SSPN1_42930.1, SSPN1_42930.2	FGIG_08712
OG0001896	SSPN1_29780.2, SSPN1_29780.3, SSPN1_29780.4, SSPN1_29780.5, SSPN1_29780.1	FGIG_08759
OG0001897	SSPN1_75250.1	FGIG_08889
OG0001898	SSPN1_55940.1, SSPN1_55940.2, SSPN1_55940.5, SSPN1_55940.6, SSPN1_55940.3, SSPN1_55940.4	FGIG_09045
OG0001899	SSPN1_32000.1	FGIG_09165, FGIG_12532
OG0001900	SSPN1_71830.1, SSPN1_71830.2	FGIG_09208
OG0001901	SSPN1_29140.1	FGIG_09292, FGIG_09291
OG0001902	SSPN1_32020.1, SSPN1_32020.2	FGIG_09325, FGIG_09326
OG0001903	SSPN1_81580.1, SSPN1_81580.2, SSPN1_81580.3	FGIG_11383, FGIG_09404
OG0001904	SSPN1_18250.1, SSPN1_18250.2	FGIG_09502
OG0001905	SSPN1_56660.1, SSPN1_56660.2, SSPN1_56660.3, SSPN1_56660.4	FGIG_09751
OG0001906	SSPN1_28270.1	FGIG_09783
OG0001907	SSPN1_6830.1, SSPN1_6820.1, SSPN1_6810.1	FGIG_09790
OG0001908	SSPN1_59610.1, SSPN1_59620.1	FGIG_10713, FGIG_10014
OG0001909	SSPN1_91790.1, SSPN1_91790.2	FGIG_10056
OG0001910	SSPN1_32520.1	FGIG_10144
OG0001911	SSPN1_51660.2, SSPN1_51660.1, SSPN1_51660.3, SSPN1_51660.4, SSPN1_51660.5, SSPN1_51660.6	FGIG_10217
OG0001912	SSPN1_77040.1, SSPN1_77040.2, SSPN1_77040.3	FGIG_10259
OG0001913	SSPN1_70460.1, SSPN1_70460.2	FGIG_10326
OG0001914	SSPN1_63460.1	FGIG_10404, FGIG_10403
OG0001915	SSPN1_80000.1, SSPN1_80000.2	FGIG_10465, FGIG_11686
OG0001916	SSPN1_9710.1	FGIG_10612, FGIG_10605
OG0001917	SSPN1_8150.1, SSPN1_8150.2	FGIG_12536, FGIG_11628
OG0001918	SSPN1_44580.1, SSPN1_44580.2	FGIG_12348, FGIG_11631
OG0001919	SSPN1_64910.2, SSPN1_64910.1, SSPN1_64910.3	FGIG_11652
OG0001920	SSPN1_8250.1	FGIG_11748
OG0001921	SSPN1_31310.1, SSPN1_31350.1	FGIG_11845
OG0001922	SSPN1_56410.1, SSPN1_56410.2	FGIG_11872
OG0001923	SSPN1_6980.1, SSPN1_6980.3, SSPN1_6980.2, SSPN1_6980.4	FGIG_11902
OG0001924	SSPN1_52920.1, SSPN1_52920.2	FGIG_11939
OG0001925	SSPN1_21330.1	FGIG_12270, FGIG_11988
OG0001926	SSPN1_38050.1	FGIG_12026
OG0001927	SSPN1_830.2, SSPN1_830.1, SSPN1_830.3, SSPN1_830.4	FGIG_12178
OG0001941	SSPN1_85160.1, SSPN1_85160.2	FGIG_00126
OG0001942	SSPN1_26900.1	FGIG_00190
OG0001943	SSPN1_11810.1	FGIG_00220
OG0001944	SSPN1_65790.1, SSPN1_65790.2	FGIG_00245
OG0001945	SSPN1_92380.1, SSPN1_92370.1, SSPN1_92370.2	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281, FGIG_00285
OG0001946	SSPN1_29170.1	FGIG_00457
OG0001947	SSPN1_40870.1, SSPN1_40880.1, SSPN1_40880.2	FGIG_00619
OG0001948	SSPN1_85070.1	FGIG_00736
OG0001949	SSPN1_90590.1, SSPN1_90590.2	FGIG_00760
OG0001950	SSPN1_80980.1	FGIG_00800
OG0001951	SSPN1_6140.3, SSPN1_6140.1, SSPN1_6140.2	FGIG_00894
OG0001952	SSPN1_44310.1, SSPN1_44310.2	FGIG_01038
OG0001953	SSPN1_38550.1	FGIG_01050
OG0001954	SSPN1_15330.1, SSPN1_15350.1	FGIG_01129
OG0001955	SSPN1_5180.1	FGIG_01306
OG0001956	SSPN1_73100.1, SSPN1_73100.2	FGIG_08032, FGIG_01323
OG0001957	SSPN1_15490.1, SSPN1_15490.2, SSPN1_15490.3	FGIG_01445
OG0001958	SSPN1_61260.1	FGIG_01525
OG0001959	SSPN1_29470.1	FGIG_01707
OG0001960	SSPN1_28070.1	FGIG_01709
OG0001961	SSPN1_65600.1	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228
OG0001962	SSPN1_10250.1	FGIG_01870
OG0001963	SSPN1_24990.1, SSPN1_24990.2	FGIG_01934
OG0001964	SSPN1_84980.1, SSPN1_85020.1, SSPN1_85010.1, SSPN1_85000.1	FGIG_01965
OG0001965	SSPN1_81010.1	FGIG_01978
OG0001966	SSPN1_7150.1	FGIG_01994
OG0001967	SSPN1_92060.1	FGIG_02023
OG0001968	SSPN1_30370.5, SSPN1_30370.1, SSPN1_30370.2, SSPN1_30370.3, SSPN1_30370.4	FGIG_02090
OG0001969	SSPN1_28640.3, SSPN1_28640.2, SSPN1_28640.1	FGIG_02108
OG0001970	SSPN1_33550.1	FGIG_02292
OG0001971	SSPN1_63790.3, SSPN1_63790.4, SSPN1_63790.7, SSPN1_63790.1, SSPN1_63790.6, SSPN1_63790.8, SSPN1_63790.5, SSPN1_63790.2	FGIG_02395
OG0001972	SSPN1_58400.1, SSPN1_58400.4, SSPN1_58400.6, SSPN1_58400.3, SSPN1_58400.2, SSPN1_58400.5	FGIG_02971
OG0001973	SSPN1_56170.1, SSPN1_56170.2, SSPN1_56170.3, SSPN1_56170.4	FGIG_02972
OG0001974	SSPN1_45690.1	FGIG_03001, FGIG_03000, FGIG_03002
OG0001975	SSPN1_48280.1, SSPN1_48280.4, SSPN1_48280.3, SSPN1_48280.2	FGIG_03194
OG0001976	SSPN1_3940.1	FGIG_03267
OG0001977	SSPN1_87780.1, SSPN1_87780.2, SSPN1_87780.3	FGIG_03396
OG0001978	SSPN1_76360.1	FGIG_03425
OG0001979	SSPN1_49440.3, SSPN1_49440.4, SSPN1_49440.1, SSPN1_49440.5, SSPN1_49440.2	FGIG_03430
OG0001980	SSPN1_62070.1, SSPN1_62070.2, SSPN1_62070.3, SSPN1_62070.4	FGIG_03446
OG0001981	SSPN1_40860.1, SSPN1_40860.2, SSPN1_40860.3	FGIG_03545
OG0001982	SSPN1_36200.2, SSPN1_36200.3, SSPN1_36200.1	FGIG_03564
OG0001983	SSPN1_81020.1	FGIG_03619
OG0001984	SSPN1_85440.1, SSPN1_85440.2	FGIG_03674
OG0001985	SSPN1_32180.1	FGIG_03737, FGIG_03736
OG0001986	SSPN1_51240.1	FGIG_03793
OG0001987	SSPN1_32230.1	FGIG_03835
OG0001988	SSPN1_57320.1	FGIG_04295
OG0001989	SSPN1_19980.5, SSPN1_19980.6, SSPN1_19980.1, SSPN1_19980.3, SSPN1_19980.2, SSPN1_19980.4	FGIG_04368
OG0001990	SSPN1_48040.1, SSPN1_48040.2	FGIG_04430
OG0001991	SSPN1_15520.1, SSPN1_15520.2, SSPN1_15520.3	FGIG_04551
OG0001992	SSPN1_46250.1	FGIG_04557, FGIG_04558, FGIG_11227, FGIG_08602, FGIG_04556, FGIG_04555, FGIG_08601
OG0001993	SSPN1_72310.1	FGIG_04621, FGIG_11304, FGIG_11303
OG0001994	SSPN1_10040.1	FGIG_04647, FGIG_09294
OG0001995	SSPN1_90560.1	FGIG_04654
OG0001996	SSPN1_80180.1	FGIG_04771
OG0001996	SSPN1_80190.1	FGIG_04770
OG0001997	SSPN1_8670.1, SSPN1_8670.2, SSPN1_8670.3	FGIG_04930
OG0001998	SSPN1_87970.1, SSPN1_87970.2	FGIG_04945
OG0001999	SSPN1_48150.1	FGIG_13995, FGIG_05007
OG0002000	SSPN1_8850.1, SSPN1_8850.4, SSPN1_8850.3, SSPN1_8850.2	FGIG_05071, FGIG_05073
OG0002001	SSPN1_18360.1	FGIG_05351, FGIG_10322
OG0002002	SSPN1_35000.1, SSPN1_35000.3, SSPN1_35000.2	FGIG_05474
OG0002003	SSPN1_48120.1, SSPN1_48120.2, SSPN1_48120.3, SSPN1_48120.4	FGIG_05597
OG0002004	SSPN1_4420.1	FGIG_05610, FGIG_08593
OG0002005	SSPN1_53830.1	FGIG_05614
OG0002006	SSPN1_72170.1	FGIG_05620, FGIG_12403
OG0002007	SSPN1_66510.1	FGIG_05753
OG0002008	SSPN1_62170.3, SSPN1_62170.1, SSPN1_62170.2, SSPN1_62170.4	FGIG_05878, FGIG_05879
OG0002009	SSPN1_37100.4, SSPN1_37100.1, SSPN1_37100.2, SSPN1_37100.3, SSPN1_37100.5	FGIG_05904
OG0002010	SSPN1_50150.7, SSPN1_50150.1, SSPN1_50150.2, SSPN1_50150.3, SSPN1_50150.4, SSPN1_50150.5, SSPN1_50150.6	FGIG_06031
OG0002011	SSPN1_72830.1	FGIG_06078
OG0002012	SSPN1_9190.1, SSPN1_9130.1	FGIG_06082
OG0002013	SSPN1_49450.3, SSPN1_49450.6, SSPN1_49450.5, SSPN1_49450.1, SSPN1_49450.7, SSPN1_49450.2, SSPN1_49450.4	FGIG_06141
OG0002014	SSPN1_65220.3, SSPN1_65220.1, SSPN1_65220.2	FGIG_11116, FGIG_09556, FGIG_06161
OG0002015	SSPN1_84090.1	FGIG_12200, FGIG_06387
OG0002016	SSPN1_61550.1	FGIG_06393
OG0002017	SSPN1_59310.1	FGIG_06543
OG0002019	SSPN1_70070.2, SSPN1_70070.4, SSPN1_70070.7, SSPN1_70070.1, SSPN1_70070.3, SSPN1_70070.5, SSPN1_70070.6	FGIG_07624
OG0002020	SSPN1_58920.1	FGIG_07652
OG0002021	SSPN1_69120.1	FGIG_07835
OG0002022	SSPN1_68690.1	FGIG_07928
OG0002023	SSPN1_57350.1, SSPN1_57350.2, SSPN1_57350.3, SSPN1_57350.4	FGIG_07949
OG0002024	SSPN1_23270.3, SSPN1_23270.4, SSPN1_23270.1, SSPN1_23270.2	FGIG_08028
OG0002025	SSPN1_61570.1	FGIG_08079, FGIG_08077, FGIG_08078
OG0002026	SSPN1_4720.1	FGIG_08218
OG0002027	SSPN1_78350.1	FGIG_08231
OG0002028	SSPN1_50950.3, SSPN1_50950.1, SSPN1_50950.2, SSPN1_50950.4	FGIG_08327, FGIG_10920
OG0002029	SSPN1_38230.1	FGIG_08478
OG0002030	SSPN1_61990.1	FGIG_08503
OG0002031	SSPN1_1730.3, SSPN1_1730.4, SSPN1_1730.2, SSPN1_1730.1, SSPN1_1730.5	FGIG_08525, FGIG_08524
OG0002032	SSPN1_90020.3, SSPN1_90020.1, SSPN1_90020.2	FGIG_08730
OG0002033	SSPN1_64040.1, SSPN1_64040.2	FGIG_08755, FGIG_08754
OG0002034	SSPN1_60420.1, SSPN1_60420.2	FGIG_08831
OG0002035	SSPN1_18450.1	FGIG_08871
OG0002036	SSPN1_84230.1	FGIG_08929
OG0002037	SSPN1_52660.1	FGIG_09110
