Orthogroup	schistosoma_spindale	fasciola_gigantica
OG0002392	SSPN1_87540.1	FGIG_02057
OG0002393	SSPN1_64810.2, SSPN1_64810.1	FGIG_02189, FGIG_04963
OG0002394	SSPN1_30020.1, SSPN1_30020.2	FGIG_02326
OG0002395	SSPN1_80300.1	FGIG_02392, FGIG_12059
OG0002396	SSPN1_38080.1	FGIG_02713
OG0002397	SSPN1_75840.1, SSPN1_75840.2	FGIG_02751
OG0002398	SSPN1_5220.5, SSPN1_5220.2, SSPN1_5220.3, SSPN1_5220.6, SSPN1_5220.7, SSPN1_5220.8, SSPN1_5220.4, SSPN1_5220.1	FGIG_02818
OG0002399	SSPN1_39610.1	FGIG_02929, FGIG_12312
OG0002400	SSPN1_2970.1	FGIG_02992
OG0002401	SSPN1_92560.1	FGIG_03016
OG0002402	SSPN1_9510.1	FGIG_03098
OG0002403	SSPN1_23210.1, SSPN1_23210.2, SSPN1_23210.3	FGIG_03175
OG0002404	SSPN1_62190.1, SSPN1_62230.1	FGIG_03321
OG0002405	SSPN1_1790.1	FGIG_03332
OG0002406	SSPN1_8450.1	FGIG_03463
OG0002407	SSPN1_8050.1	FGIG_03753
OG0002407	SSPN1_8040.2, SSPN1_8040.1, SSPN1_8040.3, SSPN1_8040.4	FGIG_03485
OG0002408	SSPN1_70890.1, SSPN1_70890.3, SSPN1_70890.2	FGIG_03539
OG0002409	SSPN1_81380.1	FGIG_03603
OG0002410	SSPN1_35400.1	FGIG_03611
OG0002411	SSPN1_85540.1	FGIG_10068, FGIG_03660
OG0002412	SSPN1_28590.1, SSPN1_28590.2	FGIG_03751
OG0002413	SSPN1_84110.1	FGIG_03978
OG0002414	SSPN1_53510.1	FGIG_04080
OG0002415	SSPN1_10330.1, SSPN1_10330.2	FGIG_04148
OG0002416	SSPN1_39560.1	FGIG_04169
OG0002417	SSPN1_14460.1	FGIG_04242
OG0002418	SSPN1_37940.3, SSPN1_37940.4, SSPN1_37940.2, SSPN1_37940.1	FGIG_04267
OG0002419	SSPN1_27570.1, SSPN1_27570.2, SSPN1_27570.3, SSPN1_27570.4, SSPN1_27570.5	FGIG_04405
OG0002420	SSPN1_37760.1	FGIG_04462
OG0002421	SSPN1_68960.1	FGIG_04522
OG0002422	SSPN1_36100.1	FGIG_04530
OG0002423	SSPN1_67860.1	FGIG_04660, FGIG_04661
OG0002424	SSPN1_54050.1	FGIG_04664
OG0002425	SSPN1_36360.1, SSPN1_36360.2	FGIG_05156
OG0002426	SSPN1_34060.1	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304
OG0002427	SSPN1_8440.1	FGIG_08659, FGIG_08134, FGIG_05349
OG0002428	SSPN1_17160.1	FGIG_05382
OG0002429	SSPN1_31040.1	FGIG_05450
OG0002430	SSPN1_71660.1	FGIG_05519
OG0002431	SSPN1_34320.1, SSPN1_34320.2	FGIG_05521
OG0002432	SSPN1_63480.1, SSPN1_63480.2	FGIG_05602
OG0002433	SSPN1_12260.5, SSPN1_12260.6, SSPN1_12260.1, SSPN1_12260.4, SSPN1_12260.7, SSPN1_12260.8, SSPN1_12260.2, SSPN1_12260.3	FGIG_05646, FGIG_05645
OG0002434	SSPN1_36030.1	FGIG_05674
OG0002435	SSPN1_27640.1	FGIG_05697
OG0002436	SSPN1_21250.1, SSPN1_21250.2, SSPN1_21250.3	FGIG_05730
OG0002437	SSPN1_50940.1	FGIG_05941
OG0002438	SSPN1_37500.1	FGIG_05966
OG0002439	SSPN1_51090.1, SSPN1_51090.2	FGIG_05976
OG0002440	SSPN1_66420.1	FGIG_05987
OG0002441	SSPN1_47480.1	FGIG_06093
OG0002442	SSPN1_41290.1, SSPN1_41290.2	FGIG_06418
OG0002443	SSPN1_44000.1, SSPN1_44000.2, SSPN1_44000.3, SSPN1_44000.4	FGIG_06436
OG0002444	SSPN1_55410.1	FGIG_06465, FGIG_07625, FGIG_07626
OG0002445	SSPN1_66450.1, SSPN1_66450.2, SSPN1_66450.3, SSPN1_66450.4	FGIG_06503
OG0002446	SSPN1_61660.1, SSPN1_61660.2	FGIG_06541, FGIG_06542
OG0002447	SSPN1_7410.1	FGIG_06779
OG0002448	SSPN1_38600.1, SSPN1_38600.2	FGIG_06814
OG0002449	SSPN1_11100.1, SSPN1_11100.3, SSPN1_11100.2, SSPN1_11100.4	FGIG_06820
OG0002450	SSPN1_59450.1	FGIG_06958, FGIG_06957
OG0002451	SSPN1_68980.1	FGIG_09875, FGIG_06973
OG0002452	SSPN1_7910.1	FGIG_07134
OG0002453	SSPN1_45600.1, SSPN1_45600.2, SSPN1_45600.3	FGIG_07309
OG0002454	SSPN1_57770.1, SSPN1_57770.2, SSPN1_57770.3, SSPN1_57770.4, SSPN1_57770.6, SSPN1_57770.5	FGIG_07341, FGIG_07342
OG0002455	SSPN1_58770.1, SSPN1_58770.2, SSPN1_58770.3	FGIG_07376
OG0002456	SSPN1_38100.1	FGIG_07456
OG0002457	SSPN1_68090.1, SSPN1_68090.3, SSPN1_68090.2, SSPN1_68090.4	FGIG_07547
OG0002458	SSPN1_81410.1	FGIG_07836
OG0002459	SSPN1_32820.1	FGIG_07884
OG0002460	SSPN1_8210.1	FGIG_07978
OG0002461	SSPN1_21470.1	FGIG_08021
OG0002462	SSPN1_65150.5, SSPN1_65150.1, SSPN1_65150.2, SSPN1_65150.3, SSPN1_65150.4	FGIG_08085, FGIG_08086
OG0002463	SSPN1_80340.1, SSPN1_80340.2	FGIG_08096
OG0002464	SSPN1_26980.1	FGIG_08106
OG0002465	SSPN1_79850.3, SSPN1_79850.1, SSPN1_79850.2	FGIG_08251
OG0002466	SSPN1_90430.1, SSPN1_90430.2, SSPN1_90430.3	FGIG_08323
OG0002467	SSPN1_48840.1	FGIG_08516
OG0002468	SSPN1_72990.1	FGIG_08551
OG0002469	SSPN1_4330.1	FGIG_08589, FGIG_11582, FGIG_08590
OG0002470	SSPN1_76180.2, SSPN1_76180.1	FGIG_08645
OG0002471	SSPN1_72090.4, SSPN1_72090.1, SSPN1_72090.2, SSPN1_72090.3	FGIG_08707
OG0002472	SSPN1_34160.1, SSPN1_34160.2	FGIG_08827
OG0002473	SSPN1_20680.1	FGIG_08879
OG0002474	SSPN1_84840.2, SSPN1_84840.1, SSPN1_84840.4, SSPN1_84840.3	FGIG_08909
OG0002475	SSPN1_11600.1, SSPN1_11600.2	FGIG_09134
OG0002476	SSPN1_29840.1	FGIG_09264, FGIG_09265, FGIG_10209
OG0002477	SSPN1_73630.1	FGIG_09272
OG0002478	SSPN1_49430.1, SSPN1_49430.2, SSPN1_49430.3	FGIG_09278
OG0002479	SSPN1_60760.1	FGIG_09452
OG0002480	SSPN1_26780.1	FGIG_09465, FGIG_09464
OG0002481	SSPN1_5940.1	FGIG_09576
OG0002482	SSPN1_62480.2, SSPN1_62480.1	FGIG_09686
OG0002483	SSPN1_12960.1	FGIG_09695
OG0002484	SSPN1_22770.1	FGIG_09732
OG0002485	SSPN1_36680.1	FGIG_09739
OG0002486	SSPN1_22970.1	FGIG_09770
OG0002487	SSPN1_76990.1, SSPN1_76990.2	FGIG_09784
OG0002488	SSPN1_53010.1, SSPN1_53010.2	FGIG_10504, FGIG_09832
OG0002489	SSPN1_26220.1, SSPN1_26220.2	FGIG_09868
OG0002490	SSPN1_71440.1	FGIG_09978
OG0002491	SSPN1_89430.1	FGIG_10023
OG0002492	SSPN1_72080.5, SSPN1_72080.6, SSPN1_72080.2, SSPN1_72080.3, SSPN1_72080.1, SSPN1_72080.4	FGIG_10063, FGIG_10064
OG0002493	SSPN1_65890.1, SSPN1_65890.3, SSPN1_65890.2	FGIG_10292
OG0002494	SSPN1_1580.1, SSPN1_1580.2	FGIG_10497
OG0002495	SSPN1_16090.1, SSPN1_16090.2, SSPN1_16090.3	FGIG_10719
OG0002496	SSPN1_41520.1	FGIG_10747
OG0002497	SSPN1_44270.1, SSPN1_44270.2	FGIG_10950
OG0002498	SSPN1_1180.1, SSPN1_1180.2	FGIG_11117
OG0002499	SSPN1_47970.1	FGIG_11169, FGIG_11170
OG0002500	SSPN1_560.1, SSPN1_570.1	FGIG_11224
OG0002501	SSPN1_20740.1, SSPN1_20740.2, SSPN1_20740.3	FGIG_11287
OG0002502	SSPN1_54160.1	FGIG_11537
OG0002503	SSPN1_80330.1, SSPN1_80330.2	FGIG_11553
OG0002504	SSPN1_22920.1	FGIG_12299, FGIG_11806
OG0002505	SSPN1_49870.1	FGIG_11920
OG0002506	SSPN1_36600.1	FGIG_12017, FGIG_12551, FGIG_12439
OG0002507	SSPN1_79690.1, SSPN1_79690.2, SSPN1_79690.3, SSPN1_79690.4, SSPN1_79690.5	FGIG_12058
OG0002508	SSPN1_65210.1, SSPN1_65210.2, SSPN1_65210.3, SSPN1_65210.4	FGIG_12197
OG0002509	SSPN1_9120.3, SSPN1_9120.1, SSPN1_9120.2	FGIG_12245, FGIG_12297
OG0002510	SSPN1_55630.1	FGIG_12391
OG0002511	SSPN1_69510.1	FGIG_12393
OG0002512	SSPN1_61240.1	FGIG_12546, FGIG_12547
OG0002526	SSPN1_18020.1, SSPN1_18020.2, SSPN1_18020.3	FGIG_00089
OG0002527	SSPN1_40290.1	FGIG_00511, FGIG_00510
OG0002528	SSPN1_90960.2, SSPN1_90960.1, SSPN1_90960.4, SSPN1_90960.3	FGIG_11944, FGIG_00524
OG0002529	SSPN1_53450.3, SSPN1_53450.1, SSPN1_53450.2, SSPN1_53450.4	FGIG_00554
OG0002530	SSPN1_71940.1, SSPN1_71950.1	FGIG_00602
OG0002531	SSPN1_26340.1, SSPN1_26340.2	FGIG_00671
OG0002532	SSPN1_68780.1, SSPN1_68780.2, SSPN1_68780.3	FGIG_00738
OG0002533	SSPN1_59190.1	FGIG_00969
OG0002534	SSPN1_86320.1	FGIG_09067
OG0002535	SSPN1_35410.1, SSPN1_35410.2, SSPN1_35410.4, SSPN1_35410.6, SSPN1_35410.7, SSPN1_35410.5, SSPN1_35410.3	FGIG_01112
OG0002536	SSPN1_18070.6, SSPN1_18070.1, SSPN1_18070.3, SSPN1_18070.4, SSPN1_18070.2, SSPN1_18070.5	FGIG_01191
OG0002537	SSPN1_79570.1	FGIG_01229, FGIG_01228
OG0002538	SSPN1_63410.1, SSPN1_63410.4, SSPN1_63410.3, SSPN1_63410.5, SSPN1_63410.2	FGIG_01242
OG0002539	SSPN1_25330.2, SSPN1_25330.1	FGIG_01248
OG0002540	SSPN1_31940.1, SSPN1_31940.2	FGIG_01266, FGIG_01267
OG0002541	SSPN1_53640.1	FGIG_01457
OG0002542	SSPN1_86610.1	FGIG_10847, FGIG_12416, FGIG_01549
OG0002543	SSPN1_27860.1, SSPN1_27860.2, SSPN1_27860.3	FGIG_01691
OG0002544	SSPN1_46120.2, SSPN1_46120.1	FGIG_01781
OG0002545	SSPN1_22870.1	FGIG_01827, FGIG_01826
OG0002546	SSPN1_10990.1	FGIG_01847
OG0002547	SSPN1_92340.1, SSPN1_92340.2	FGIG_02027
OG0002548	SSPN1_90090.1	FGIG_02084
OG0002549	SSPN1_26700.1	FGIG_02182
OG0002550	SSPN1_45340.1, SSPN1_45340.2	FGIG_02255
OG0002551	SSPN1_29980.1, SSPN1_29980.2, SSPN1_29980.3	FGIG_02388
OG0002552	SSPN1_4170.1	FGIG_02401, FGIG_09802
OG0002553	SSPN1_60170.2, SSPN1_60170.1, SSPN1_60170.3, SSPN1_60170.4	FGIG_02504
OG0002554	SSPN1_56880.1, SSPN1_56880.2, SSPN1_56880.3, SSPN1_56880.4	FGIG_02553
OG0002555	SSPN1_34970.1	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512
OG0002556	SSPN1_13020.1	FGIG_02738
OG0002557	SSPN1_41150.1	FGIG_02739
OG0002558	SSPN1_3910.1	FGIG_02814
OG0002559	SSPN1_23570.1, SSPN1_23570.2	FGIG_02898
OG0002560	SSPN1_87000.1	FGIG_03093, FGIG_03092
OG0002561	SSPN1_21530.1, SSPN1_21530.4, SSPN1_21530.6, SSPN1_21530.3, SSPN1_21530.5, SSPN1_21530.2	FGIG_03183
OG0002562	SSPN1_8930.1, SSPN1_8930.2	FGIG_03203
OG0002563	SSPN1_62720.1, SSPN1_62720.2	FGIG_03214, FGIG_03215
OG0002564	SSPN1_74630.1	FGIG_03281, FGIG_12500, FGIG_05562
OG0002565	SSPN1_2340.1, SSPN1_2330.1	FGIG_03333, FGIG_07664
OG0002566	SSPN1_59540.1	FGIG_03342, FGIG_03344, FGIG_03345
OG0002567	SSPN1_35500.1	FGIG_03349
OG0002568	SSPN1_60560.1	FGIG_03365
OG0002569	SSPN1_58940.1	FGIG_03570
OG0002570	SSPN1_39160.1	FGIG_03617
OG0002571	SSPN1_30690.1, SSPN1_30690.2	FGIG_03757
OG0002572	SSPN1_57200.1, SSPN1_57200.2, SSPN1_57200.4, SSPN1_57200.3, SSPN1_57200.5	FGIG_03782
OG0002574	SSPN1_72460.1	FGIG_03886
OG0002575	SSPN1_23230.1	FGIG_03898
OG0002576	SSPN1_75710.1	FGIG_04012
OG0002577	SSPN1_52810.1	FGIG_04166
OG0002578	SSPN1_47700.1	FGIG_04195
OG0002579	SSPN1_90310.1, SSPN1_90320.2, SSPN1_90320.1	FGIG_04229
OG0002580	SSPN1_57330.1	FGIG_04294
OG0002581	SSPN1_63620.1, SSPN1_63620.2	FGIG_04296
OG0002582	SSPN1_35910.1	FGIG_04308
OG0002583	SSPN1_84650.1	FGIG_04409
OG0002584	SSPN1_31890.1	FGIG_09949, FGIG_04538
OG0002585	SSPN1_10010.1	FGIG_04559
OG0002586	SSPN1_11870.1	FGIG_12272, FGIG_04639
OG0002587	SSPN1_79770.1, SSPN1_79770.3, SSPN1_79770.2, SSPN1_79770.4, SSPN1_79770.5	FGIG_04693, FGIG_04694
OG0002588	SSPN1_63020.1	FGIG_04974
OG0002589	SSPN1_63210.1	FGIG_05061
OG0002590	SSPN1_73600.1, SSPN1_73600.2	FGIG_05128
OG0002591	SSPN1_75530.1	FGIG_05129
OG0002592	SSPN1_26410.1	FGIG_05162
OG0002593	SSPN1_76960.1	FGIG_05298
OG0002594	SSPN1_76940.1	FGIG_05299
OG0002595	SSPN1_46850.1, SSPN1_46850.2	FGIG_05362
OG0002596	SSPN1_73250.1, SSPN1_73250.3, SSPN1_73250.2	FGIG_05460
OG0002597	SSPN1_17570.5, SSPN1_17570.4, SSPN1_17570.2, SSPN1_17570.1, SSPN1_17570.3	FGIG_05487
OG0002598	SSPN1_36670.2, SSPN1_36670.7, SSPN1_36670.1, SSPN1_36670.3, SSPN1_36670.4, SSPN1_36670.6, SSPN1_36670.5	FGIG_05515
OG0002599	SSPN1_58280.3, SSPN1_58280.2, SSPN1_58280.1	FGIG_05728, FGIG_05727
OG0002600	SSPN1_45940.1, SSPN1_45940.2	FGIG_05795
OG0002601	SSPN1_16560.1	FGIG_05849
OG0002602	SSPN1_9550.1	FGIG_05875
OG0002603	SSPN1_60960.1, SSPN1_60960.2, SSPN1_60960.3, SSPN1_60960.4, SSPN1_60960.5, SSPN1_60960.6	FGIG_05906
OG0002604	SSPN1_2350.1	FGIG_06006
OG0002605	SSPN1_47830.2, SSPN1_47830.1, SSPN1_47830.3	FGIG_06036
OG0002606	SSPN1_82250.1	FGIG_06073, FGIG_06072
OG0002607	SSPN1_37510.3, SSPN1_37510.4, SSPN1_37510.2, SSPN1_37510.1	FGIG_06107
OG0002608	SSPN1_46690.1, SSPN1_46690.3, SSPN1_46690.2	FGIG_06129
OG0002609	SSPN1_3780.1, SSPN1_3780.2, SSPN1_3780.3	FGIG_06136
OG0002610	SSPN1_41220.1, SSPN1_41220.2	FGIG_11000, FGIG_06189
OG0002611	SSPN1_13850.1, SSPN1_13850.2	FGIG_06324
OG0002613	SSPN1_43940.1, SSPN1_67280.1	FGIG_06345
OG0002614	SSPN1_600.1	FGIG_06354
OG0002616	SSPN1_33700.6, SSPN1_33700.3, SSPN1_33700.5, SSPN1_33700.1, SSPN1_33700.2, SSPN1_33700.4	FGIG_06415
OG0002617	SSPN1_39710.2, SSPN1_39710.3, SSPN1_39710.1	FGIG_06419
OG0002618	SSPN1_55420.5, SSPN1_55420.3, SSPN1_55420.1, SSPN1_55420.2, SSPN1_55420.4	FGIG_06466
OG0002619	SSPN1_64190.1, SSPN1_64190.2, SSPN1_64190.3, SSPN1_61460.1	FGIG_06472, FGIG_06474
OG0002620	SSPN1_29210.1	FGIG_06511
OG0002621	SSPN1_8280.1	FGIG_09641, FGIG_06677
OG0002622	SSPN1_54650.4, SSPN1_54650.2, SSPN1_54650.3, SSPN1_54650.1, SSPN1_54660.1, SSPN1_54660.2	FGIG_06700
OG0002623	SSPN1_19250.1, SSPN1_19250.2	FGIG_06729, FGIG_06728
OG0002624	SSPN1_14150.1	FGIG_06964
OG0002625	SSPN1_34870.1, SSPN1_34870.2, SSPN1_34870.3	FGIG_06967
OG0002626	SSPN1_55610.1	FGIG_06976
OG0002627	SSPN1_17640.1, SSPN1_17640.2, SSPN1_17640.3, SSPN1_17640.4, SSPN1_17640.5	FGIG_07084
OG0002629	SSPN1_88010.1	FGIG_07170
OG0002630	SSPN1_8690.1	FGIG_07216
OG0002631	SSPN1_24110.2, SSPN1_24110.1, SSPN1_24110.3	FGIG_07225
OG0002632	SSPN1_81610.1, SSPN1_81610.2	FGIG_07361, FGIG_12484, FGIG_12485
OG0002633	SSPN1_31070.1, SSPN1_31070.2	FGIG_07397
OG0002634	SSPN1_23940.1, SSPN1_23940.2	FGIG_07468
OG0002635	SSPN1_22420.1	FGIG_07528
OG0002636	SSPN1_77190.3, SSPN1_77190.1, SSPN1_77190.2, SSPN1_77190.4	FGIG_07640
OG0002637	SSPN1_90780.1	FGIG_12349, FGIG_07657, FGIG_07658
OG0002638	SSPN1_52370.1, SSPN1_52370.2	FGIG_07669
OG0002639	SSPN1_57820.1, SSPN1_57820.2	FGIG_07695
OG0002640	SSPN1_19930.1, SSPN1_19930.2, SSPN1_19930.5, SSPN1_19930.3, SSPN1_19930.4	FGIG_12195, FGIG_07993
OG0002641	SSPN1_51800.1, SSPN1_51800.2	FGIG_08071, FGIG_08808
OG0002642	SSPN1_1400.1	FGIG_08263
OG0002643	SSPN1_4130.1, SSPN1_4130.2, SSPN1_4130.3	FGIG_08292
OG0002644	SSPN1_62250.1	FGIG_08363
OG0002645	SSPN1_20510.1	FGIG_08488
OG0002646	SSPN1_25970.2, SSPN1_25970.3, SSPN1_25970.1	FGIG_09593, FGIG_08514
OG0002647	SSPN1_85040.1	FGIG_08632
OG0002648	SSPN1_6520.1	FGIG_08657
OG0002649	SSPN1_30620.1, SSPN1_30620.2	FGIG_08764, FGIG_10032
OG0002650	SSPN1_8290.1	FGIG_08774
OG0002651	SSPN1_19890.1, SSPN1_19890.4, SSPN1_19890.2, SSPN1_19890.3	FGIG_08809
OG0002652	SSPN1_43600.2, SSPN1_43600.1, SSPN1_43600.3, SSPN1_43600.4, SSPN1_43610.1, SSPN1_43610.2	FGIG_08823, FGIG_08825, FGIG_08824
OG0002653	SSPN1_86800.1, SSPN1_86800.2	FGIG_08840
OG0002654	SSPN1_77950.3, SSPN1_77950.4, SSPN1_77950.1, SSPN1_77950.2	FGIG_08874
OG0002655	SSPN1_54940.1, SSPN1_54940.2	FGIG_08904, FGIG_08905
OG0002656	SSPN1_10270.1, SSPN1_10270.2, SSPN1_10270.3, SSPN1_10270.4	FGIG_09068
OG0002657	SSPN1_14650.2, SSPN1_14650.1	FGIG_09186
OG0002658	SSPN1_28440.1, SSPN1_28440.2	FGIG_10965, FGIG_09229
OG0002659	SSPN1_64230.1	FGIG_09283, FGIG_09284
OG0002660	SSPN1_2530.1	FGIG_09287
OG0002661	SSPN1_65570.1	FGIG_09299
OG0002662	SSPN1_80490.1	FGIG_09329, FGIG_09330
OG0002663	SSPN1_81100.1	FGIG_09358
OG0002664	SSPN1_92590.1, SSPN1_92590.2, SSPN1_92590.3	FGIG_09406
OG0002665	SSPN1_48640.1	FGIG_09444
OG0002666	SSPN1_38390.2, SSPN1_38390.5, SSPN1_38390.4, SSPN1_38390.6, SSPN1_38390.1, SSPN1_38390.3	FGIG_09447
OG0002667	SSPN1_26520.1	FGIG_09692
OG0002668	SSPN1_66710.1	FGIG_09716
OG0002669	SSPN1_87110.1, SSPN1_87110.2	FGIG_09863
OG0002670	SSPN1_27600.1, SSPN1_27600.2	FGIG_09923
OG0002671	SSPN1_90110.2, SSPN1_90110.1	FGIG_10002
OG0002672	SSPN1_71060.1, SSPN1_71050.1, SSPN1_71050.3, SSPN1_71050.4, SSPN1_71050.2	FGIG_10016, FGIG_12308, FGIG_10692
OG0002673	SSPN1_71170.1	FGIG_10035
OG0002674	SSPN1_26680.1	FGIG_10188
OG0002675	SSPN1_20610.4, SSPN1_20610.5, SSPN1_20610.1, SSPN1_20610.2, SSPN1_20610.3, SSPN1_20610.6	FGIG_10506
OG0002676	SSPN1_66060.1	FGIG_10620
OG0002677	SSPN1_61680.3, SSPN1_61680.1, SSPN1_61680.2	FGIG_10626
OG0002678	SSPN1_7500.1, SSPN1_7510.1	FGIG_10664
OG0002679	SSPN1_77610.2, SSPN1_77610.1	FGIG_10815
OG0002680	SSPN1_57610.1, SSPN1_57610.2, SSPN1_57610.5, SSPN1_57610.3, SSPN1_57610.4	FGIG_10900
OG0002681	SSPN1_26270.1	FGIG_10906
OG0002682	SSPN1_9420.1, SSPN1_9420.2	FGIG_10998
OG0002683	SSPN1_90910.1, SSPN1_90900.1	FGIG_11199
OG0002684	SSPN1_81820.1	FGIG_11240
OG0002685	SSPN1_14760.1, SSPN1_14770.1	FGIG_11288
OG0002686	SSPN1_52080.1, SSPN1_52080.2	FGIG_11995, FGIG_11420
OG0002687	SSPN1_28160.1	FGIG_11463, FGIG_12541
OG0002688	SSPN1_24860.1	FGIG_12381, FGIG_11687
OG0002689	SSPN1_24890.1	FGIG_11852
OG0002690	SSPN1_39600.1	FGIG_11864
OG0002691	SSPN1_80430.5, SSPN1_80430.1, SSPN1_80430.3, SSPN1_80430.2, SSPN1_80430.4	FGIG_11898
OG0002692	SSPN1_17840.1	FGIG_12208
OG0002693	SSPN1_46660.1, SSPN1_46670.1	FGIG_12226
OG0002694	SSPN1_89870.1, SSPN1_89870.2, SSPN1_89870.3, SSPN1_89870.4	FGIG_12281
OG0002695	SSPN1_2900.1, SSPN1_2900.2	FGIG_12398, FGIG_12354
OG0002696	SSPN1_36970.1, SSPN1_36970.2	FGIG_12504
OG0002708	SSPN1_30190.1	FGIG_00053
OG0002709	SSPN1_8010.1	FGIG_00131
OG0002710	SSPN1_260.1, SSPN1_260.2, SSPN1_260.3	FGIG_00253
OG0002711	SSPN1_87280.1, SSPN1_87280.2, SSPN1_87280.3, SSPN1_87280.4	FGIG_00270
OG0002712	SSPN1_14730.1	FGIG_00278
OG0002713	SSPN1_46240.1, SSPN1_46240.2	FGIG_00291
OG0002714	SSPN1_74590.1	FGIG_00297, FGIG_01555, FGIG_01554
OG0002715	SSPN1_63600.1	FGIG_07985, FGIG_00418
OG0002716	SSPN1_57360.1	FGIG_00604, FGIG_00420
OG0002717	SSPN1_86660.1, SSPN1_86660.2	FGIG_00464
OG0002718	SSPN1_58180.1, SSPN1_58180.2, SSPN1_58180.3	FGIG_00471
OG0002719	SSPN1_5600.1, SSPN1_5600.2	FGIG_00486
OG0002720	SSPN1_5060.1, SSPN1_5060.2	FGIG_00722
OG0002721	SSPN1_91530.1, SSPN1_91530.2	FGIG_00850
OG0002722	SSPN1_21190.1	FGIG_11485, FGIG_00965, FGIG_00966
OG0002723	SSPN1_77890.1, SSPN1_77890.2, SSPN1_77890.3, SSPN1_77890.4	FGIG_11475, FGIG_00967, FGIG_11476
OG0002724	SSPN1_78920.1, SSPN1_78920.2	FGIG_00998, FGIG_00999, FGIG_04014
OG0002725	SSPN1_4260.1	FGIG_01120
OG0002726	SSPN1_29820.1	FGIG_01159
OG0002727	SSPN1_70900.1, SSPN1_70900.2	FGIG_01253
OG0002728	SSPN1_8410.1	FGIG_01273
OG0002729	SSPN1_14530.1	FGIG_01275
OG0002730	SSPN1_77700.1, SSPN1_77720.1, SSPN1_77730.1	FGIG_11239, FGIG_01464, FGIG_01465
OG0002731	SSPN1_44780.3, SSPN1_44780.1, SSPN1_44780.2	FGIG_01545
OG0002732	SSPN1_57670.1	FGIG_01644
OG0002733	SSPN1_23460.1, SSPN1_23460.2	FGIG_01763
OG0002734	SSPN1_41000.1, SSPN1_41000.2	FGIG_01878
OG0002736	SSPN1_23420.1	FGIG_02056
OG0002737	SSPN1_34330.1, SSPN1_34330.4, SSPN1_34330.3, SSPN1_34330.2	FGIG_02094, FGIG_02093
OG0002739	SSPN1_17350.1	FGIG_02207
OG0002740	SSPN1_31390.3, SSPN1_31390.1, SSPN1_31390.2, SSPN1_31390.4	FGIG_02372
OG0002741	SSPN1_13310.1, SSPN1_13310.2, SSPN1_13310.3	FGIG_02378
OG0002742	SSPN1_68670.1, SSPN1_68670.2	FGIG_02450
OG0002743	SSPN1_40610.2, SSPN1_40610.1	FGIG_02463
OG0002744	SSPN1_55810.1	FGIG_02489
OG0002745	SSPN1_88770.11, SSPN1_88770.12, SSPN1_88770.13, SSPN1_88770.14, SSPN1_88770.15, SSPN1_88810.1	FGIG_12179, FGIG_08718, FGIG_02569
OG0002746	SSPN1_52460.1, SSPN1_52460.2	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632
OG0002747	SSPN1_24710.1, SSPN1_24720.1, SSPN1_24730.1, SSPN1_24740.1, SSPN1_24750.1	FGIG_02850
OG0002748	SSPN1_35640.1, SSPN1_35640.6, SSPN1_35640.4, SSPN1_35640.3, SSPN1_35640.5, SSPN1_35640.2	FGIG_02853
OG0002749	SSPN1_46160.1, SSPN1_46170.1, SSPN1_46180.1	FGIG_03004
OG0002750	SSPN1_45520.1, SSPN1_45530.1	FGIG_03144, FGIG_03145
OG0002751	SSPN1_31110.1	FGIG_03221
OG0002752	SSPN1_67530.1, SSPN1_67530.2	FGIG_03278
OG0002753	SSPN1_81970.1	FGIG_03286, FGIG_06907
OG0002754	SSPN1_14960.1	FGIG_03291
OG0002755	SSPN1_3790.1, SSPN1_3790.2, SSPN1_3790.3	FGIG_03316
OG0002756	SSPN1_56080.4, SSPN1_56080.3, SSPN1_56080.1, SSPN1_56080.2	FGIG_03391, FGIG_03390
OG0002757	SSPN1_39020.1, SSPN1_39020.2	FGIG_03406
OG0002758	SSPN1_5310.1, SSPN1_5310.2, SSPN1_5310.3, SSPN1_5310.4	FGIG_03449
OG0002759	SSPN1_27080.1, SSPN1_27080.2	FGIG_03520
OG0002760	SSPN1_3460.1, SSPN1_3460.2	FGIG_03627, FGIG_10459, FGIG_10973
OG0002761	SSPN1_6240.5, SSPN1_6220.1, SSPN1_6240.3, SSPN1_6240.1, SSPN1_6240.2, SSPN1_6240.4	FGIG_03649
OG0002762	SSPN1_92130.1	FGIG_03853
OG0002763	SSPN1_75640.1, SSPN1_75640.2	FGIG_03991
OG0002764	SSPN1_30510.3, SSPN1_30510.1, SSPN1_30510.2	FGIG_04124
OG0002765	SSPN1_66430.1, SSPN1_66440.1	FGIG_04140
OG0002766	SSPN1_70150.1	FGIG_04171
OG0002767	SSPN1_47840.1, SSPN1_47840.2, SSPN1_47840.3	FGIG_04178
OG0002768	SSPN1_2170.1, SSPN1_2170.2, SSPN1_2170.3	FGIG_04236
OG0002769	SSPN1_25150.7, SSPN1_25150.6, SSPN1_25150.8, SSPN1_25150.1, SSPN1_25150.2, SSPN1_25150.3, SSPN1_25150.4, SSPN1_25150.5	FGIG_04369
OG0002770	SSPN1_10800.1, SSPN1_10800.2	FGIG_04421
